match_id,family,estimand,estimate,ci_low,ci_high,valid,attempted
J03WQQ,secondary,D5,0.059667410963887724,0.03905645137230607,0.0795530127621248,2000,2000
J03WQQ,secondary,D6,0.06063270580394159,0.03839886729679154,0.08393549665239348,2000,2000
J03WQQ,secondary,D7,0.05678050012591524,0.03599186705364984,0.07896611367559146,2000,2000
J03WQQ,secondary,D8,0.06693750980980379,0.044858581626007275,0.08879404393309569,2000,2000
J03WQQ,secondary,D9,0.06398854034968549,0.040850961953958695,0.08783937246093369,2000,2000
J03WQQ,secondary,D10,0.07045399717480005,0.044248259857431194,0.09718467779541265,2000,2000
J03WQQ,secondary,near,0.08462950510852611,0.06363883162968195,0.10724171677672405,2000,2000
J03WQQ,secondary,middle,0.06088869544650591,0.04079516774876582,0.081521754182539,2000,2000
J03WQQ,secondary,far,0.06712668244476311,0.04592807268941236,0.08866851572567004,2000,2000
J03WQQ,secondary,near_minus_middle,0.023740809662020204,0.015343462703421752,0.03200103403762752,2000,2000
J03WQQ,trimmed,D1,0.15446039308944842,0.12585527326797538,0.18242154530795826,2000,2000
J03WQQ,trimmed,D2,0.07922258493701993,0.051786650719776076,0.10792788154949332,2000,2000
J03WQQ,trimmed,D3,0.05822866460261915,0.034602508642378155,0.08095521194775061,2000,2000
J03WQQ,trimmed,D4,0.06481227076880347,0.040224057585804295,0.09087614109754588,2000,2000
J03WQQ,trimmed,D5,0.04924106251502888,0.027337975942214078,0.06990474697684797,2000,2000
J03WQQ,trimmed,D6,0.04521101127570286,0.01977599554116178,0.07159438761088419,2000,2000
J03WQQ,trimmed,D7,0.03548822394329232,0.011904178122344788,0.060985670447873105,2000,2000
J03WQQ,trimmed,D8,0.06143803815925716,0.037125819935238724,0.08702215907377328,2000,2000
J03WQQ,trimmed,D9,0.06837161582739065,0.04536179748447974,0.09328480372441313,2000,2000
J03WQQ,trimmed,D10,0.06417580971151794,0.03450587452445616,0.09588724570969245,2000,2000
J03WQQ,trimmed,near,0.0973038808763625,0.07699771709424211,0.11935243802667662,2000,2000
J03WQQ,trimmed,middle,0.04868814212570688,0.029205834041373183,0.0686400690831705,2000,2000
J03WQQ,trimmed,far,0.06466182123272192,0.04438136924563551,0.08613470948361521,2000,2000
J03WQQ,trimmed,near_minus_middle,0.04861573875065563,0.03285308400342869,0.06423375079533122,2000,2000
J03WR9,primary,D1,0.16344905107184657,0.12759471950939222,0.2011171144695851,2000,2000
J03WR9,primary,D2,0.08227167201841376,0.06007670527338757,0.10669484652977265,2000,2000
J03WR9,primary,D3,0.05602527840770563,0.03592512524189306,0.07809520549617342,2000,2000
J03WR9,primary,D4,0.04119887987880569,0.020629380371348486,0.0630558818257446,2000,2000
J03WR9,primary,D5,0.03902071947528424,0.015530457006951768,0.06424862925935743,2000,2000
J03WR9,primary,D6,0.029379955502487648,0.009478975485098568,0.04981787843203377,2000,2000
J03WR9,primary,D7,0.027761378057543362,0.009244789663960747,0.04830177277469942,2000,2000
J03WR9,primary,D8,0.03481925441777553,0.017671321242385934,0.05237542547379879,2000,2000
J03WR9,primary,D9,0.04361219308863576,0.019475124467900853,0.07034735872817274,2000,2000
J03WR9,primary,D10,0.04451707501852881,0.02089904846817705,0.0718085369904755,2000,2000
J03WR9,primary,near,0.10058200049932198,0.07818003564464425,0.12336771339827973,2000,2000
J03WR9,primary,middle,0.034340233228530234,0.017352670946487053,0.05165046984506788,2000,2000
J03WR9,primary,far,0.040982840841646696,0.023512110384539948,0.06076359801834912,2000,2000
J03WR9,primary,near_minus_middle,0.06624176727079174,0.053277510041368624,0.07994990095186279,2000,2000
J03WR9,secondary,D1,0.11466237380794983,0.08671392349275692,0.1443709481934788,2000,2000
J03WR9,secondary,D2,0.07696405449557554,0.055015855604076076,0.0994874778947518,2000,2000
J03WR9,secondary,D3,0.06397416749757587,0.04344582957233558,0.08558901121722791,2000,2000
J03WR9,secondary,D4,0.05275017591669236,0.03396147821716416,0.07377035124727932,2000,2000
J03WR9,secondary,D5,0.04954578810945948,0.027529859844187002,0.07271652673277756,2000,2000
J03WR9,secondary,D6,0.04713296528448635,0.030194349758742172,0.06547264553369131,2000,2000
J03WR9,secondary,D7,0.05295634171235132,0.034158406473009904,0.07394925268957192,2000,2000
J03WR9,secondary,D8,0.04996482480880304,0.03208629439244253,0.0699273221811092,2000,2000
J03WR9,secondary,D9,0.05876670727167281,0.03420140174679315,0.08717133036367261,2000,2000
J03WR9,secondary,D10,0.061124997591070276,0.03640318631922382,0.08863624530780422,2000,2000
J03WR9,secondary,near,0.0852001986003671,0.06327530971669085,0.10804237810472332,2000,2000
J03WR9,secondary,middle,0.05059631775574737,0.03279185929594106,0.0694035303158817,2000,2000
J03WR9,secondary,far,0.05661884322384871,0.03575719373723679,0.07914164556272708,2000,2000
J03WR9,secondary,near_minus_middle,0.034603880844619725,0.026964701647953608,0.04297075897103738,2000,2000
J03WR9,trimmed,D1,0.17192426444531814,0.14743003195638357,0.19618520620876792,2000,2000
J03WR9,trimmed,D2,0.09225822474398478,0.07018792423476335,0.11440155309863684,2000,2000
J03WR9,trimmed,D3,0.06662229696173058,0.045036713394634394,0.08819802216217905,2000,2000
J03WR9,trimmed,D4,0.05381792952336645,0.033993519785589184,0.07235762270484433,2000,2000
J03WR9,trimmed,D5,0.052044374742529986,0.028955209455665296,0.0749441898070683,2000,2000
J03WR9,trimmed,D6,0.03911866664955087,0.016779484646592954,0.061248468173081314,2000,2000
J03WR9,trimmed,D7,0.041402660546132744,0.02064172804127021,0.062068955728468586,2000,2000
J03WR9,trimmed,D8,0.04527812652321762,0.02573643315398525,0.06477983702231012,2000,2000
J03WR9,trimmed,D9,0.04807124211260813,0.02529161317907878,0.07119360161172053,2000,2000
J03WR9,trimmed,D10,0.061742057772733644,0.03860110190465003,0.0865286479587174,2000,2000
J03WR9,trimmed,near,0.1102682620503445,0.09403386007453157,0.12557446152719562,2000,2000
J03WR9,trimmed,middle,0.04659590786539501,0.030765018049998406,0.061825980625349136,2000,2000
J03WR9,trimmed,far,0.05169714213618646,0.034748250399300816,0.06939447962784984,2000,2000
J03WR9,trimmed,near_minus_middle,0.06367235418494949,0.04994837072113595,0.07724602422108723,2000,2000
POOLED,primary,D1,0.15323708838345101,0.14192690489920723,0.16534143401626214,2000,2000
POOLED,primary,D2,0.07268805927529556,0.064286870735483,0.08206352428878157,2000,2000
