match_id,period,time_period_s,attacker_id,reason
J03WN1,1,578.0,DFL-OBJ-0027LO,complete_ten_defenders_unavailable
J03WN1,1,578.0,DFL-OBJ-0028NB,complete_ten_defenders_unavailable
J03WN1,1,578.0,DFL-OBJ-002GM0,complete_ten_defenders_unavailable
J03WN1,1,582.0,DFL-OBJ-000172,complete_ten_defenders_unavailable
J03WN1,1,582.0,DFL-OBJ-0000YV,complete_ten_defenders_unavailable
J03WN1,1,582.0,DFL-OBJ-0000XU,complete_ten_defenders_unavailable
J03WN1,1,582.0,DFL-OBJ-000199,complete_ten_defenders_unavailable
J03WN1,1,582.0,DFL-OBJ-J014F7,complete_ten_defenders_unavailable
J03WN1,1,582.0,DFL-OBJ-J016C3,complete_ten_defenders_unavailable
J03WN1,1,582.0,DFL-OBJ-0027FG,complete_ten_defenders_unavailable
J03WN1,1,582.0,DFL-OBJ-0027LO,complete_ten_defenders_unavailable
J03WN1,1,582.0,DFL-OBJ-0028NB,complete_ten_defenders_unavailable
J03WN1,1,582.0,DFL-OBJ-002GM0,complete_ten_defenders_unavailable
J03WN1,1,586.0,DFL-OBJ-000172,complete_ten_defenders_unavailable
J03WN1,1,586.0,DFL-OBJ-0000YV,complete_ten_defenders_unavailable
J03WN1,1,586.0,DFL-OBJ-0000XU,complete_ten_defenders_unavailable
J03WN1,1,586.0,DFL-OBJ-000199,complete_ten_defenders_unavailable
J03WN1,1,586.0,DFL-OBJ-J014F7,complete_ten_defenders_unavailable
J03WN1,1,586.0,DFL-OBJ-J016C3,complete_ten_defenders_unavailable
J03WN1,1,586.0,DFL-OBJ-0027FG,complete_ten_defenders_unavailable
J03WN1,1,586.0,DFL-OBJ-0027LO,complete_ten_defenders_unavailable
J03WN1,1,586.0,DFL-OBJ-0028NB,complete_ten_defenders_unavailable
J03WN1,1,586.0,DFL-OBJ-002GM0,complete_ten_defenders_unavailable
J03WN1,1,590.0,DFL-OBJ-000172,complete_ten_defenders_unavailable
J03WN1,1,590.0,DFL-OBJ-0000YV,complete_ten_defenders_unavailable
J03WN1,1,590.0,DFL-OBJ-0000XU,complete_ten_defenders_unavailable
J03WN1,1,590.0,DFL-OBJ-000199,complete_ten_defenders_unavailable
J03WN1,1,590.0,DFL-OBJ-J014F7,complete_ten_defenders_unavailable
J03WN1,1,590.0,DFL-OBJ-J016C3,complete_ten_defenders_unavailable
J03WN1,1,590.0,DFL-OBJ-0027FG,complete_ten_defenders_unavailable
J03WN1,1,590.0,DFL-OBJ-0027LO,complete_ten_defenders_unavailable
J03WN1,1,590.0,DFL-OBJ-0028NB,complete_ten_defenders_unavailable
J03WN1,1,590.0,DFL-OBJ-002GM0,complete_ten_defenders_unavailable
J03WN1,1,594.0,DFL-OBJ-000172,complete_ten_defenders_unavailable
J03WN1,1,594.0,DFL-OBJ-0000YV,complete_ten_defenders_unavailable
J03WN1,1,594.0,DFL-OBJ-0000XU,complete_ten_defenders_unavailable
J03WN1,1,594.0,DFL-OBJ-000199,complete_ten_defenders_unavailable
J03WN1,1,594.0,DFL-OBJ-J014F7,complete_ten_defenders_unavailable
J03WN1,1,594.0,DFL-OBJ-J016C3,complete_ten_defenders_unavailable
J03WN1,1,594.0,DFL-OBJ-0027FG,complete_ten_defenders_unavailable
J03WN1,1,594.0,DFL-OBJ-0027LO,complete_ten_defenders_unavailable
J03WN1,1,594.0,DFL-OBJ-0028NB,complete_ten_defenders_unavailable
J03WN1,1,594.0,DFL-OBJ-002GM0,complete_ten_defenders_unavailable
J03WN1,1,598.0,,possession_or_open_play
J03WN1,1,602.0,DFL-OBJ-000172,complete_ten_defenders_unavailable
J03WN1,1,602.0,DFL-OBJ-0000YV,complete_ten_defenders_unavailable
J03WN1,1,602.0,DFL-OBJ-0000XU,complete_ten_defenders_unavailable
J03WN1,1,602.0,DFL-OBJ-000199,complete_ten_defenders_unavailable
J03WN1,1,602.0,DFL-OBJ-J014F7,complete_ten_defenders_unavailable
J03WN1,1,602.0,DFL-OBJ-J016C3,complete_ten_defenders_unavailable
J03WN1,1,602.0,DFL-OBJ-0027FG,complete_ten_defenders_unavailable
J03WN1,1,602.0,DFL-OBJ-0027LO,complete_ten_defenders_unavailable
J03WN1,1,602.0,DFL-OBJ-0028NB,complete_ten_defenders_unavailable
J03WN1,1,602.0,DFL-OBJ-002GM0,complete_ten_defenders_unavailable
J03WN1,1,610.0,DFL-OBJ-000172,complete_ten_defenders_unavailable
J03WN1,1,610.0,DFL-OBJ-0000YV,complete_ten_defenders_unavailable
J03WN1,1,610.0,DFL-OBJ-0000XU,complete_ten_defenders_unavailable
J03WN1,1,610.0,DFL-OBJ-000199,complete_ten_defenders_unavailable
J03WN1,1,610.0,DFL-OBJ-J014F7,complete_ten_defenders_unavailable
J03WN1,1,610.0,DFL-OBJ-J016C3,complete_ten_defenders_unavailable
J03WN1,1,610.0,DFL-OBJ-0027FG,complete_ten_defenders_unavailable
J03WN1,1,610.0,DFL-OBJ-0027LO,complete_ten_defenders_unavailable
J03WN1,1,610.0,DFL-OBJ-0028NB,complete_ten_defenders_unavailable
J03WN1,1,610.0,DFL-OBJ-002GM0,complete_ten_defenders_unavailable
J03WN1,1,614.0,DFL-OBJ-000172,complete_ten_defenders_unavailable
J03WN1,1,614.0,DFL-OBJ-0000YV,complete_ten_defenders_unavailable
J03WN1,1,614.0,DFL-OBJ-0000XU,complete_ten_defenders_unavailable
J03WN1,1,614.0,DFL-OBJ-000199,complete_ten_defenders_unavailable
J03WN1,1,614.0,DFL-OBJ-J014F7,complete_ten_defenders_unavailable
J03WN1,1,614.0,DFL-OBJ-J016C3,complete_ten_defenders_unavailable
J03WN1,1,614.0,DFL-OBJ-0027FG,complete_ten_defenders_unavailable
J03WN1,1,614.0,DFL-OBJ-0027LO,complete_ten_defenders_unavailable
J03WN1,1,614.0,DFL-OBJ-0028NB,complete_ten_defenders_unavailable
J03WN1,1,614.0,DFL-OBJ-002GM0,complete_ten_defenders_unavailable
J03WN1,1,618.0,DFL-OBJ-000172,complete_ten_defenders_unavailable
J03WN1,1,618.0,DFL-OBJ-0000YV,complete_ten_defenders_unavailable
J03WN1,1,618.0,DFL-OBJ-0000XU,complete_ten_defenders_unavailable
J03WN1,1,618.0,DFL-OBJ-000199,complete_ten_defenders_unavailable
