estimand,estimate,interval_percent,ci_low,ci_high,attempted,valid
primary_minus_placebo_Delta_NM,0.029122424214214959,97.5,0.014101034442947634,0.045259553677364235,2000,2000
primary_minus_placebo_Delta_MF,-0.0094037537184844394,97.5,-0.024711835769900336,0.0059050429804431001,2000,2000
