estimand,estimate,interval_percent,ci_low,ci_high,attempted,valid
primary_minus_placebo_Delta_NM,0.030770906198761404,97.5,-0.014456056876164828,0.074651263583584426,2000,2000
primary_minus_placebo_Delta_MF,-0.011247067298533822,97.5,-0.063717396376687274,0.031151262784685725,2000,2000
