estimand,estimate,interval_percent,ci_low,ci_high,attempted,valid
N,0.153303595962649,97.5,0.098548675425981141,0.21737590342654317,2000,2000
M,0.065704126257112638,97.5,0.013585877256477608,0.1260745724354557,2000,2000
F,0.055580775744100086,97.5,-0.011568913267911993,0.14434122765663246,2000,2000
Delta_NM,0.087599469705536365,97.5,0.025988567684673024,0.16093873807677095,2000,2000
Delta_MF,0.010123350513012552,97.5,-0.034467293868055152,0.043131300906963099,2000,2000
Delta_NF,0.097722820218548917,97.5,0.039622943599568049,0.16218901038250461,2000,2000
