contrast,threshold_m,excluded,excluded_percent,retained,full,trimmed,trim_ci_low,trim_ci_high,sign_retained,magnitude_ratio,passes
Delta_NM,12.198443079831405,4,0.36798528058877644,1083,0.085529292191590875,0.087599469705536365,0.025988567684673024,0.16093873807677095,True,1.0242043101363234,True
Delta_MF,12.198443079831405,4,0.36798528058877644,1083,0.0056191767395481554,0.010123350513012552,-0.034467293868055152,0.043131300906963099,True,1.8015718284430724,True
