estimand,estimate,interval_percent,ci_low,ci_high,attempted,valid
N,0.10876476659516816,97.5,0.060296836512699195,0.1573711413253942,2000,2000
M,0.054006380602338692,97.5,0.0062740311869787105,0.12045800723234777,2000,2000
F,0.037140136564256715,97.5,0.0040933419139256898,0.074577733151824047,2000,2000
Delta_NM,0.054758385992829471,97.5,0.011662940634854811,0.093275013533789281,2000,2000
Delta_MF,0.016866244038081978,97.5,-0.028887885401368656,0.065448463216530112,2000,2000
Delta_NF,0.071624630030911449,97.5,0.030415200705383651,0.1058098626687527,2000,2000
