estimand,estimate,interval_percent,ci_low,ci_high,attempted,valid
N,0.066205300171573833,97.5,0.048101884164470671,0.086456605575826073,2000,2000
M,0.045039821373863601,97.5,0.029347860944462106,0.062390025318983293,2000,2000
F,0.034689331415242879,97.5,0.017038739088993698,0.053979235774544276,2000,2000
Delta_NM,0.021165478797710233,97.5,0.0093581214166405143,0.033315465567830417,2000,2000
Delta_MF,0.010350489958620722,97.5,-0.0059815364761243448,0.026260800040816858,2000,2000
Delta_NF,0.031515968756330955,97.5,0.014831200327705048,0.048103947950855312,2000,2000
