contrast,threshold_m,excluded,excluded_percent,retained,full,trimmed,trim_ci_low,trim_ci_high,sign_retained,magnitude_ratio,passes
Delta_NM,12.198443079831405,83,0.93153759820426485,8827,0.050287903011925192,0.044627045131212614,0.027159965294447364,0.06372641094416448,True,0.88743102134582608,True
Delta_MF,12.198443079831405,83,0.93153759820426485,8827,0.00094673624013628249,0.003220166841311628,-0.016281356137961736,0.022607409797278002,True,3.4013347168880803,True
