estimand,estimate,interval_percent,ci_low,ci_high,attempted,valid
"[0,10)",0.12795712691331873,95,0.103612040117529,0.15124619270523501,2000,2000
"[10,20)",0.083478078031156991,95,0.067011666210785942,0.099300452408187648,2000,2000
"[20,30)",0.068964545494232046,95,0.052623409329105406,0.08579308830434329,2000,2000
"[30,40)",0.054840819626768594,95,0.03224973868082321,0.078099660953089831,2000,2000
"[40,50)",0.051755480717397939,95,0.017215319717734278,0.090484964886783398,2000,2000
"[50,inf)",0.0042226242555607231,95,-0.05721218884364887,0.073070145938082282,2000,2000
