estimand,estimate,interval_percent,ci_low,ci_high,attempted,valid
near,0.05569317945664329,97.5,0.038112529600628026,0.07500047258926931,2000,2000
middle,0.0005739299849331306,97.5,-0.009997349310610582,0.01012989360136826,2000,2000
far,-0.05605105454092973,97.5,-0.07511079692353617,-0.03702749674090623,2000,2000
near_minus_middle,0.05511924947171016,97.5,0.032900069179338576,0.08036123248515274,2000,2000
middle_minus_far,0.056624984525862856,97.5,0.031860863607493586,0.08160218855285402,2000,2000
