estimand,estimate,interval_percent,ci_low,ci_high,attempted,valid
1s,0.06064498898723268,97.5,0.04685948109650912,0.07558983855211193,2000,2000
2s,0.0960619631448963,97.5,0.07219576708068795,0.12295385322754722,2000,2000
4s,0.08679944582365137,97.5,0.04859357315381777,0.13082662154246058,2000,2000
