estimand,estimate,interval_percent,ci_low,ci_high,attempted,valid
near,0.0837357689283738,97.5,0.06490884383865042,0.10512989207771728,2000,2000
middle,-0.012326194216522507,97.5,-0.02209906318464824,-0.002343446577403753,2000,2000
far,-0.06590324625189724,97.5,-0.08730666717965749,-0.04637721221182889,2000,2000
near_minus_middle,0.0960619631448963,97.5,0.07219576708068795,0.12295385322754722,2000,2000
middle_minus_far,0.05357705203537473,97.5,0.0297864843246435,0.07983065014255745,2000,2000
