ceiling_m,median_normalized,p75_normalized,p90_normalized,p95_normalized,below_25_fraction,between_25_75_fraction,above_75_unsaturated_fraction,saturated_fraction
4.0,0.5113890670298094,0.8181793430930797,1.0,1.0,0.17201639751726747,0.5356940063643651,0.1269764364456176,0.16531315967274982
5.0,0.4091112536238475,0.6545434744744638,0.972884066816991,1.0,0.25389756102684025,0.5553713771604009,0.09847384764031884,0.09225721417243998
6.0,0.3409260446865396,0.5454528953953864,0.8107367223474925,1.0,0.33550496581516737,0.540672599272544,0.07344662930198527,0.05037580561030341
