ceiling_m,player_saturation_count,player_saturation_fraction,frames_at_least_1_saturated,frames_at_least_2_saturated,frames_at_least_5_saturated,mean_saturated_defenders_per_frame,team_mean_saturation_count,team_mean_saturation_fraction
4.0,944444,0.16531315967274982,375706,252422,43090,1.653131596727498,43468,0.07608532030120461
5.0,527071,0.09225721417243998,283847,141828,9209,0.9225721417243998,6019,0.010535509866866443
6.0,287800,0.05037580561030341,194749,66205,1357,0.5037580561030341,885,0.001549082278148663
