period,time_period_s,attacker_key,reason
1,2.04,metrica:Away:15,restart_or_ball_out_span
1,2.04,metrica:Away:16,restart_or_ball_out_span
1,2.04,metrica:Away:17,restart_or_ball_out_span
1,2.04,metrica:Away:18,restart_or_ball_out_span
1,2.04,metrica:Away:19,restart_or_ball_out_span
1,2.04,metrica:Away:20,restart_or_ball_out_span
1,2.04,metrica:Away:21,restart_or_ball_out_span
1,2.04,metrica:Away:22,restart_or_ball_out_span
1,2.04,metrica:Away:23,restart_or_ball_out_span
1,2.04,metrica:Away:24,restart_or_ball_out_span
1,2.04,metrica:Away:26,restart_or_ball_out_span
1,6.04,metrica:Away:15,attacker_complete_support_unavailable
1,6.04,metrica:Away:16,complete_ten_defenders_unavailable
1,6.04,metrica:Away:17,attacker_complete_support_unavailable
1,6.04,metrica:Away:18,complete_ten_defenders_unavailable
1,6.04,metrica:Away:19,complete_ten_defenders_unavailable
1,6.04,metrica:Away:20,attacker_complete_support_unavailable
1,6.04,metrica:Away:21,complete_ten_defenders_unavailable
1,6.04,metrica:Away:22,complete_ten_defenders_unavailable
1,6.04,metrica:Away:23,complete_ten_defenders_unavailable
1,6.04,metrica:Away:24,complete_ten_defenders_unavailable
1,6.04,metrica:Away:26,attacker_complete_support_unavailable
1,10.04,metrica:Away:15,attacker_complete_support_unavailable
1,10.04,metrica:Away:16,complete_ten_defenders_unavailable
1,10.04,metrica:Away:17,attacker_complete_support_unavailable
1,10.04,metrica:Away:18,complete_ten_defenders_unavailable
1,10.04,metrica:Away:19,complete_ten_defenders_unavailable
1,10.04,metrica:Away:20,attacker_complete_support_unavailable
1,10.04,metrica:Away:21,complete_ten_defenders_unavailable
1,10.04,metrica:Away:22,complete_ten_defenders_unavailable
1,10.04,metrica:Away:23,complete_ten_defenders_unavailable
1,10.04,metrica:Away:24,complete_ten_defenders_unavailable
1,10.04,metrica:Away:26,attacker_complete_support_unavailable
1,14.04,metrica:Away:15,attacker_complete_support_unavailable
1,14.04,metrica:Away:16,complete_ten_defenders_unavailable
1,14.04,metrica:Away:17,attacker_complete_support_unavailable
1,14.04,metrica:Away:18,complete_ten_defenders_unavailable
1,14.04,metrica:Away:19,complete_ten_defenders_unavailable
1,14.04,metrica:Away:20,attacker_complete_support_unavailable
1,14.04,metrica:Away:21,complete_ten_defenders_unavailable
1,14.04,metrica:Away:22,complete_ten_defenders_unavailable
1,14.04,metrica:Away:23,complete_ten_defenders_unavailable
1,14.04,metrica:Away:24,complete_ten_defenders_unavailable
1,14.04,metrica:Away:26,attacker_complete_support_unavailable
1,18.04,metrica:Away:15,attacker_complete_support_unavailable
1,18.04,metrica:Away:16,complete_ten_defenders_unavailable
1,18.04,metrica:Away:17,attacker_complete_support_unavailable
1,18.04,metrica:Away:18,complete_ten_defenders_unavailable
1,18.04,metrica:Away:19,complete_ten_defenders_unavailable
1,18.04,metrica:Away:20,attacker_complete_support_unavailable
1,18.04,metrica:Away:21,complete_ten_defenders_unavailable
1,18.04,metrica:Away:22,complete_ten_defenders_unavailable
1,18.04,metrica:Away:23,complete_ten_defenders_unavailable
1,18.04,metrica:Away:24,complete_ten_defenders_unavailable
1,18.04,metrica:Away:26,attacker_complete_support_unavailable
1,22.04,metrica:Home:1,restart_or_ball_out_span
1,22.04,metrica:Home:10,restart_or_ball_out_span
1,22.04,metrica:Home:12,restart_or_ball_out_span
1,22.04,metrica:Home:13,restart_or_ball_out_span
1,22.04,metrica:Home:14,restart_or_ball_out_span
1,22.04,metrica:Home:2,restart_or_ball_out_span
1,22.04,metrica:Home:3,restart_or_ball_out_span
1,22.04,metrica:Home:4,restart_or_ball_out_span
1,22.04,metrica:Home:5,restart_or_ball_out_span
1,22.04,metrica:Home:6,restart_or_ball_out_span
1,22.04,metrica:Home:7,restart_or_ball_out_span
1,22.04,metrica:Home:8,restart_or_ball_out_span
1,22.04,metrica:Home:9,restart_or_ball_out_span
1,26.04,metrica:Home:1,restart_or_ball_out_span
1,26.04,metrica:Home:10,restart_or_ball_out_span
1,26.04,metrica:Home:12,restart_or_ball_out_span
1,26.04,metrica:Home:13,restart_or_ball_out_span
1,26.04,metrica:Home:14,restart_or_ball_out_span
1,26.04,metrica:Home:2,restart_or_ball_out_span
1,26.04,metrica:Home:3,restart_or_ball_out_span
1,26.04,metrica:Home:4,restart_or_ball_out_span
1,26.04,metrica:Home:5,restart_or_ball_out_span
1,26.04,metrica:Home:6,restart_or_ball_out_span
1,26.04,metrica:Home:7,restart_or_ball_out_span
1,26.04,metrica:Home:8,restart_or_ball_out_span
1,26.04,metrica:Home:9,restart_or_ball_out_span
1,30.04,metrica:Away:15,attacker_complete_support_unavailable
1,30.04,metrica:Away:16,complete_ten_defenders_unavailable
1,30.04,metrica:Away:17,attacker_complete_support_unavailable
1,30.04,metrica:Away:18,complete_ten_defenders_unavailable
1,30.04,metrica:Away:19,complete_ten_defenders_unavailable
1,30.04,metrica:Away:20,attacker_complete_support_unavailable
1,30.04,metrica:Away:21,complete_ten_defenders_unavailable
1,30.04,metrica:Away:22,complete_ten_defenders_unavailable
1,30.04,metrica:Away:23,complete_ten_defenders_unavailable
1,30.04,metrica:Away:24,complete_ten_defenders_unavailable
1,30.04,metrica:Away:26,attacker_complete_support_unavailable
1,34.04,metrica:Away:15,attacker_complete_support_unavailable
1,34.04,metrica:Away:16,complete_ten_defenders_unavailable
1,34.04,metrica:Away:17,attacker_complete_support_unavailable
1,34.04,metrica:Away:18,complete_ten_defenders_unavailable
1,34.04,metrica:Away:19,complete_ten_defenders_unavailable
1,34.04,metrica:Away:20,attacker_complete_support_unavailable
1,34.04,metrica:Away:21,complete_ten_defenders_unavailable
1,34.04,metrica:Away:22,complete_ten_defenders_unavailable
1,34.04,metrica:Away:23,complete_ten_defenders_unavailable
1,34.04,metrica:Away:24,complete_ten_defenders_unavailable
1,34.04,metrica:Away:26,attacker_complete_support_unavailable
1,38.04,metrica:Away:15,attacker_complete_support_unavailable
1,38.04,metrica:Away:16,complete_ten_defenders_unavailable
1,38.04,metrica:Away:17,attacker_complete_support_unavailable
1,38.04,metrica:Away:18,complete_ten_defenders_unavailable
1,38.04,metrica:Away:19,complete_ten_defenders_unavailable
1,38.04,metrica:Away:20,attacker_complete_support_unavailable
1,38.04,metrica:Away:21,complete_ten_defenders_unavailable
1,38.04,metrica:Away:22,complete_ten_defenders_unavailable
1,38.04,metrica:Away:23,complete_ten_defenders_unavailable
1,38.04,metrica:Away:24,complete_ten_defenders_unavailable
1,38.04,metrica:Away:26,attacker_complete_support_unavailable
1,42.04,metrica:Away:15,attacker_complete_support_unavailable
1,42.04,metrica:Away:16,complete_ten_defenders_unavailable
1,42.04,metrica:Away:17,attacker_complete_support_unavailable
1,42.04,metrica:Away:18,complete_ten_defenders_unavailable
1,42.04,metrica:Away:19,complete_ten_defenders_unavailable
1,42.04,metrica:Away:20,attacker_complete_support_unavailable
1,42.04,metrica:Away:21,complete_ten_defenders_unavailable
1,42.04,metrica:Away:22,complete_ten_defenders_unavailable
1,42.04,metrica:Away:23,complete_ten_defenders_unavailable
1,42.04,metrica:Away:24,complete_ten_defenders_unavailable
1,42.04,metrica:Away:26,attacker_complete_support_unavailable
1,46.04,metrica:Away:15,attacker_complete_support_unavailable
1,46.04,metrica:Away:16,complete_ten_defenders_unavailable
1,46.04,metrica:Away:17,attacker_complete_support_unavailable
1,46.04,metrica:Away:18,complete_ten_defenders_unavailable
1,46.04,metrica:Away:19,complete_ten_defenders_unavailable
1,46.04,metrica:Away:20,attacker_complete_support_unavailable
1,46.04,metrica:Away:21,complete_ten_defenders_unavailable
1,46.04,metrica:Away:22,complete_ten_defenders_unavailable
1,46.04,metrica:Away:23,complete_ten_defenders_unavailable
1,46.04,metrica:Away:24,complete_ten_defenders_unavailable
1,46.04,metrica:Away:26,attacker_complete_support_unavailable
1,50.04,metrica:Away:15,attacker_complete_support_unavailable
1,50.04,metrica:Away:16,complete_ten_defenders_unavailable
1,50.04,metrica:Away:17,attacker_complete_support_unavailable
1,50.04,metrica:Away:18,complete_ten_defenders_unavailable
1,50.04,metrica:Away:19,complete_ten_defenders_unavailable
1,50.04,metrica:Away:20,attacker_complete_support_unavailable
1,50.04,metrica:Away:21,complete_ten_defenders_unavailable
1,50.04,metrica:Away:22,complete_ten_defenders_unavailable
1,50.04,metrica:Away:23,complete_ten_defenders_unavailable
1,50.04,metrica:Away:24,complete_ten_defenders_unavailable
1,50.04,metrica:Away:26,attacker_complete_support_unavailable
1,54.04,metrica:Away:15,attacker_complete_support_unavailable
1,54.04,metrica:Away:16,complete_ten_defenders_unavailable
1,54.04,metrica:Away:17,attacker_complete_support_unavailable
1,54.04,metrica:Away:18,complete_ten_defenders_unavailable
1,54.04,metrica:Away:19,complete_ten_defenders_unavailable
1,54.04,metrica:Away:20,attacker_complete_support_unavailable
1,54.04,metrica:Away:21,complete_ten_defenders_unavailable
1,54.04,metrica:Away:22,complete_ten_defenders_unavailable
1,54.04,metrica:Away:23,complete_ten_defenders_unavailable
1,54.04,metrica:Away:24,complete_ten_defenders_unavailable
1,54.04,metrica:Away:26,attacker_complete_support_unavailable
1,58.04,metrica:Home:1,complete_ten_defenders_unavailable
1,58.04,metrica:Home:10,attacker_complete_support_unavailable
1,58.04,metrica:Home:12,attacker_complete_support_unavailable
1,58.04,metrica:Home:13,attacker_complete_support_unavailable
1,58.04,metrica:Home:14,attacker_complete_support_unavailable
1,58.04,metrica:Home:2,complete_ten_defenders_unavailable
1,58.04,metrica:Home:3,complete_ten_defenders_unavailable
1,58.04,metrica:Home:4,complete_ten_defenders_unavailable
1,58.04,metrica:Home:5,attacker_complete_support_unavailable
1,58.04,metrica:Home:6,attacker_complete_support_unavailable
1,58.04,metrica:Home:7,complete_ten_defenders_unavailable
1,58.04,metrica:Home:8,attacker_complete_support_unavailable
1,58.04,metrica:Home:9,attacker_complete_support_unavailable
1,62.04,metrica:Home:1,complete_ten_defenders_unavailable
1,62.04,metrica:Home:10,attacker_complete_support_unavailable
1,62.04,metrica:Home:12,attacker_complete_support_unavailable
1,62.04,metrica:Home:13,attacker_complete_support_unavailable
1,62.04,metrica:Home:14,attacker_complete_support_unavailable
1,62.04,metrica:Home:2,complete_ten_defenders_unavailable
1,62.04,metrica:Home:3,complete_ten_defenders_unavailable
1,62.04,metrica:Home:4,complete_ten_defenders_unavailable
1,62.04,metrica:Home:5,attacker_complete_support_unavailable
1,62.04,metrica:Home:6,attacker_complete_support_unavailable
1,62.04,metrica:Home:7,complete_ten_defenders_unavailable
1,62.04,metrica:Home:8,attacker_complete_support_unavailable
1,62.04,metrica:Home:9,attacker_complete_support_unavailable
1,66.04,metrica:Away:15,attacker_complete_support_unavailable
1,66.04,metrica:Away:16,complete_ten_defenders_unavailable
1,66.04,metrica:Away:17,attacker_complete_support_unavailable
1,66.04,metrica:Away:18,complete_ten_defenders_unavailable
1,66.04,metrica:Away:19,complete_ten_defenders_unavailable
1,66.04,metrica:Away:20,attacker_complete_support_unavailable
1,66.04,metrica:Away:21,complete_ten_defenders_unavailable
1,66.04,metrica:Away:22,complete_ten_defenders_unavailable
1,66.04,metrica:Away:23,complete_ten_defenders_unavailable
1,66.04,metrica:Away:24,complete_ten_defenders_unavailable
1,66.04,metrica:Away:26,attacker_complete_support_unavailable
1,70.04,metrica:Away:15,attacker_complete_support_unavailable
1,70.04,metrica:Away:16,complete_ten_defenders_unavailable
1,70.04,metrica:Away:17,attacker_complete_support_unavailable
1,70.04,metrica:Away:18,complete_ten_defenders_unavailable
1,70.04,metrica:Away:19,complete_ten_defenders_unavailable
1,70.04,metrica:Away:20,attacker_complete_support_unavailable
1,70.04,metrica:Away:21,complete_ten_defenders_unavailable
1,70.04,metrica:Away:22,complete_ten_defenders_unavailable
1,70.04,metrica:Away:23,complete_ten_defenders_unavailable
1,70.04,metrica:Away:24,complete_ten_defenders_unavailable
1,70.04,metrica:Away:26,attacker_complete_support_unavailable
1,74.04,metrica:Away:15,attacker_complete_support_unavailable
1,74.04,metrica:Away:16,complete_ten_defenders_unavailable
1,74.04,metrica:Away:17,attacker_complete_support_unavailable
1,74.04,metrica:Away:18,complete_ten_defenders_unavailable
1,74.04,metrica:Away:19,complete_ten_defenders_unavailable
1,74.04,metrica:Away:20,attacker_complete_support_unavailable
1,74.04,metrica:Away:21,complete_ten_defenders_unavailable
1,74.04,metrica:Away:22,complete_ten_defenders_unavailable
1,74.04,metrica:Away:23,complete_ten_defenders_unavailable
1,74.04,metrica:Away:24,complete_ten_defenders_unavailable
1,74.04,metrica:Away:26,attacker_complete_support_unavailable
1,78.04,metrica:Away:15,attacker_complete_support_unavailable
1,78.04,metrica:Away:16,complete_ten_defenders_unavailable
1,78.04,metrica:Away:17,attacker_complete_support_unavailable
1,78.04,metrica:Away:18,complete_ten_defenders_unavailable
1,78.04,metrica:Away:19,complete_ten_defenders_unavailable
1,78.04,metrica:Away:20,attacker_complete_support_unavailable
1,78.04,metrica:Away:21,complete_ten_defenders_unavailable
1,78.04,metrica:Away:22,complete_ten_defenders_unavailable
1,78.04,metrica:Away:23,complete_ten_defenders_unavailable
1,78.04,metrica:Away:24,complete_ten_defenders_unavailable
1,78.04,metrica:Away:26,attacker_complete_support_unavailable
1,82.04,metrica:Away:15,attacker_complete_support_unavailable
1,82.04,metrica:Away:16,complete_ten_defenders_unavailable
1,82.04,metrica:Away:17,attacker_complete_support_unavailable
1,82.04,metrica:Away:18,complete_ten_defenders_unavailable
1,82.04,metrica:Away:19,complete_ten_defenders_unavailable
1,82.04,metrica:Away:20,attacker_complete_support_unavailable
1,82.04,metrica:Away:21,complete_ten_defenders_unavailable
1,82.04,metrica:Away:22,complete_ten_defenders_unavailable
1,82.04,metrica:Away:23,complete_ten_defenders_unavailable
1,82.04,metrica:Away:24,complete_ten_defenders_unavailable
1,82.04,metrica:Away:26,attacker_complete_support_unavailable
1,86.04,metrica:Away:15,attacker_complete_support_unavailable
1,86.04,metrica:Away:16,complete_ten_defenders_unavailable
1,86.04,metrica:Away:17,attacker_complete_support_unavailable
1,86.04,metrica:Away:18,complete_ten_defenders_unavailable
1,86.04,metrica:Away:19,complete_ten_defenders_unavailable
1,86.04,metrica:Away:20,attacker_complete_support_unavailable
1,86.04,metrica:Away:21,complete_ten_defenders_unavailable
1,86.04,metrica:Away:22,complete_ten_defenders_unavailable
1,86.04,metrica:Away:23,complete_ten_defenders_unavailable
1,86.04,metrica:Away:24,complete_ten_defenders_unavailable
1,86.04,metrica:Away:26,attacker_complete_support_unavailable
1,90.04,metrica:Away:15,attacker_complete_support_unavailable
1,90.04,metrica:Away:16,complete_ten_defenders_unavailable
1,90.04,metrica:Away:17,attacker_complete_support_unavailable
1,90.04,metrica:Away:18,complete_ten_defenders_unavailable
1,90.04,metrica:Away:19,complete_ten_defenders_unavailable
1,90.04,metrica:Away:20,attacker_complete_support_unavailable
1,90.04,metrica:Away:21,complete_ten_defenders_unavailable
1,90.04,metrica:Away:22,complete_ten_defenders_unavailable
1,90.04,metrica:Away:23,complete_ten_defenders_unavailable
1,90.04,metrica:Away:24,complete_ten_defenders_unavailable
1,90.04,metrica:Away:26,attacker_complete_support_unavailable
1,94.04,metrica:Away:15,attacker_complete_support_unavailable
1,94.04,metrica:Away:16,complete_ten_defenders_unavailable
1,94.04,metrica:Away:17,attacker_complete_support_unavailable
1,94.04,metrica:Away:18,complete_ten_defenders_unavailable
1,94.04,metrica:Away:19,complete_ten_defenders_unavailable
1,94.04,metrica:Away:20,attacker_complete_support_unavailable
1,94.04,metrica:Away:21,complete_ten_defenders_unavailable
1,94.04,metrica:Away:22,complete_ten_defenders_unavailable
1,94.04,metrica:Away:23,complete_ten_defenders_unavailable
1,94.04,metrica:Away:24,complete_ten_defenders_unavailable
1,94.04,metrica:Away:26,attacker_complete_support_unavailable
1,98.04,metrica:Home:1,complete_ten_defenders_unavailable
1,98.04,metrica:Home:10,attacker_complete_support_unavailable
1,98.04,metrica:Home:12,attacker_complete_support_unavailable
1,98.04,metrica:Home:13,attacker_complete_support_unavailable
1,98.04,metrica:Home:14,attacker_complete_support_unavailable
1,98.04,metrica:Home:2,complete_ten_defenders_unavailable
1,98.04,metrica:Home:3,complete_ten_defenders_unavailable
1,98.04,metrica:Home:4,complete_ten_defenders_unavailable
1,98.04,metrica:Home:5,attacker_complete_support_unavailable
1,98.04,metrica:Home:6,attacker_complete_support_unavailable
1,98.04,metrica:Home:7,complete_ten_defenders_unavailable
1,98.04,metrica:Home:8,attacker_complete_support_unavailable
1,98.04,metrica:Home:9,attacker_complete_support_unavailable
1,102.04,metrica:Home:1,complete_ten_defenders_unavailable
1,102.04,metrica:Home:10,attacker_complete_support_unavailable
1,102.04,metrica:Home:12,attacker_complete_support_unavailable
1,102.04,metrica:Home:13,attacker_complete_support_unavailable
1,102.04,metrica:Home:14,attacker_complete_support_unavailable
1,102.04,metrica:Home:2,complete_ten_defenders_unavailable
1,102.04,metrica:Home:3,complete_ten_defenders_unavailable
1,102.04,metrica:Home:4,complete_ten_defenders_unavailable
1,102.04,metrica:Home:5,attacker_complete_support_unavailable
1,102.04,metrica:Home:6,attacker_complete_support_unavailable
1,102.04,metrica:Home:7,complete_ten_defenders_unavailable
1,102.04,metrica:Home:8,attacker_complete_support_unavailable
1,102.04,metrica:Home:9,attacker_complete_support_unavailable
1,106.04,metrica:Home:1,complete_ten_defenders_unavailable
1,106.04,metrica:Home:10,attacker_complete_support_unavailable
1,106.04,metrica:Home:12,attacker_complete_support_unavailable
1,106.04,metrica:Home:13,attacker_complete_support_unavailable
1,106.04,metrica:Home:14,attacker_complete_support_unavailable
1,106.04,metrica:Home:2,complete_ten_defenders_unavailable
1,106.04,metrica:Home:3,complete_ten_defenders_unavailable
1,106.04,metrica:Home:4,complete_ten_defenders_unavailable
1,106.04,metrica:Home:5,attacker_complete_support_unavailable
1,106.04,metrica:Home:6,attacker_complete_support_unavailable
1,106.04,metrica:Home:7,complete_ten_defenders_unavailable
1,106.04,metrica:Home:8,attacker_complete_support_unavailable
1,106.04,metrica:Home:9,attacker_complete_support_unavailable
1,110.04,metrica:Home:1,complete_ten_defenders_unavailable
1,110.04,metrica:Home:10,attacker_complete_support_unavailable
1,110.04,metrica:Home:12,attacker_complete_support_unavailable
1,110.04,metrica:Home:13,attacker_complete_support_unavailable
1,110.04,metrica:Home:14,attacker_complete_support_unavailable
1,110.04,metrica:Home:2,complete_ten_defenders_unavailable
1,110.04,metrica:Home:3,complete_ten_defenders_unavailable
1,110.04,metrica:Home:4,complete_ten_defenders_unavailable
1,110.04,metrica:Home:5,attacker_complete_support_unavailable
1,110.04,metrica:Home:6,attacker_complete_support_unavailable
1,110.04,metrica:Home:7,complete_ten_defenders_unavailable
1,110.04,metrica:Home:8,attacker_complete_support_unavailable
1,110.04,metrica:Home:9,attacker_complete_support_unavailable
1,114.04,metrica:Home:1,complete_ten_defenders_unavailable
1,114.04,metrica:Home:10,attacker_complete_support_unavailable
1,114.04,metrica:Home:12,attacker_complete_support_unavailable
1,114.04,metrica:Home:13,attacker_complete_support_unavailable
1,114.04,metrica:Home:14,attacker_complete_support_unavailable
1,114.04,metrica:Home:2,complete_ten_defenders_unavailable
1,114.04,metrica:Home:3,complete_ten_defenders_unavailable
1,114.04,metrica:Home:4,complete_ten_defenders_unavailable
1,114.04,metrica:Home:5,attacker_complete_support_unavailable
1,114.04,metrica:Home:6,attacker_complete_support_unavailable
1,114.04,metrica:Home:7,complete_ten_defenders_unavailable
1,114.04,metrica:Home:8,attacker_complete_support_unavailable
1,114.04,metrica:Home:9,attacker_complete_support_unavailable
1,118.04,metrica:Home:1,complete_ten_defenders_unavailable
1,118.04,metrica:Home:10,attacker_complete_support_unavailable
1,118.04,metrica:Home:12,attacker_complete_support_unavailable
1,118.04,metrica:Home:13,attacker_complete_support_unavailable
1,118.04,metrica:Home:14,attacker_complete_support_unavailable
1,118.04,metrica:Home:2,complete_ten_defenders_unavailable
1,118.04,metrica:Home:3,complete_ten_defenders_unavailable
1,118.04,metrica:Home:4,complete_ten_defenders_unavailable
1,118.04,metrica:Home:5,attacker_complete_support_unavailable
1,118.04,metrica:Home:6,attacker_complete_support_unavailable
1,118.04,metrica:Home:7,complete_ten_defenders_unavailable
1,118.04,metrica:Home:8,attacker_complete_support_unavailable
1,118.04,metrica:Home:9,attacker_complete_support_unavailable
1,122.04,metrica:Away:15,attacker_complete_support_unavailable
1,122.04,metrica:Away:16,complete_ten_defenders_unavailable
1,122.04,metrica:Away:17,attacker_complete_support_unavailable
1,122.04,metrica:Away:18,complete_ten_defenders_unavailable
1,122.04,metrica:Away:19,complete_ten_defenders_unavailable
1,122.04,metrica:Away:20,attacker_complete_support_unavailable
1,122.04,metrica:Away:21,complete_ten_defenders_unavailable
1,122.04,metrica:Away:22,complete_ten_defenders_unavailable
1,122.04,metrica:Away:23,complete_ten_defenders_unavailable
1,122.04,metrica:Away:24,complete_ten_defenders_unavailable
1,122.04,metrica:Away:26,attacker_complete_support_unavailable
1,126.04,metrica:Away:15,attacker_complete_support_unavailable
1,126.04,metrica:Away:16,complete_ten_defenders_unavailable
1,126.04,metrica:Away:17,attacker_complete_support_unavailable
1,126.04,metrica:Away:18,complete_ten_defenders_unavailable
1,126.04,metrica:Away:19,complete_ten_defenders_unavailable
1,126.04,metrica:Away:20,attacker_complete_support_unavailable
1,126.04,metrica:Away:21,complete_ten_defenders_unavailable
1,126.04,metrica:Away:22,complete_ten_defenders_unavailable
1,126.04,metrica:Away:23,complete_ten_defenders_unavailable
1,126.04,metrica:Away:24,complete_ten_defenders_unavailable
1,126.04,metrica:Away:26,attacker_complete_support_unavailable
1,130.04,metrica:Home:1,complete_ten_defenders_unavailable
1,130.04,metrica:Home:10,attacker_complete_support_unavailable
1,130.04,metrica:Home:12,attacker_complete_support_unavailable
1,130.04,metrica:Home:13,attacker_complete_support_unavailable
1,130.04,metrica:Home:14,attacker_complete_support_unavailable
1,130.04,metrica:Home:2,complete_ten_defenders_unavailable
1,130.04,metrica:Home:3,complete_ten_defenders_unavailable
1,130.04,metrica:Home:4,complete_ten_defenders_unavailable
1,130.04,metrica:Home:5,attacker_complete_support_unavailable
1,130.04,metrica:Home:6,attacker_complete_support_unavailable
1,130.04,metrica:Home:7,complete_ten_defenders_unavailable
1,130.04,metrica:Home:8,attacker_complete_support_unavailable
1,130.04,metrica:Home:9,attacker_complete_support_unavailable
1,134.04,metrica:Home:1,complete_ten_defenders_unavailable
1,134.04,metrica:Home:10,attacker_complete_support_unavailable
1,134.04,metrica:Home:12,attacker_complete_support_unavailable
1,134.04,metrica:Home:13,attacker_complete_support_unavailable
1,134.04,metrica:Home:14,attacker_complete_support_unavailable
1,134.04,metrica:Home:2,complete_ten_defenders_unavailable
1,134.04,metrica:Home:3,complete_ten_defenders_unavailable
1,134.04,metrica:Home:4,complete_ten_defenders_unavailable
1,134.04,metrica:Home:5,attacker_complete_support_unavailable
1,134.04,metrica:Home:6,attacker_complete_support_unavailable
1,134.04,metrica:Home:7,complete_ten_defenders_unavailable
1,134.04,metrica:Home:8,attacker_complete_support_unavailable
1,134.04,metrica:Home:9,attacker_complete_support_unavailable
1,138.04,metrica:Home:1,complete_ten_defenders_unavailable
1,138.04,metrica:Home:10,attacker_complete_support_unavailable
1,138.04,metrica:Home:12,attacker_complete_support_unavailable
1,138.04,metrica:Home:13,attacker_complete_support_unavailable
1,138.04,metrica:Home:14,attacker_complete_support_unavailable
1,138.04,metrica:Home:2,complete_ten_defenders_unavailable
1,138.04,metrica:Home:3,complete_ten_defenders_unavailable
1,138.04,metrica:Home:4,complete_ten_defenders_unavailable
1,138.04,metrica:Home:5,attacker_complete_support_unavailable
1,138.04,metrica:Home:6,attacker_complete_support_unavailable
1,138.04,metrica:Home:7,complete_ten_defenders_unavailable
1,138.04,metrica:Home:8,attacker_complete_support_unavailable
1,138.04,metrica:Home:9,attacker_complete_support_unavailable
1,142.04,metrica:Home:1,complete_ten_defenders_unavailable
1,142.04,metrica:Home:10,attacker_complete_support_unavailable
1,142.04,metrica:Home:12,attacker_complete_support_unavailable
1,142.04,metrica:Home:13,attacker_complete_support_unavailable
1,142.04,metrica:Home:14,attacker_complete_support_unavailable
1,142.04,metrica:Home:2,complete_ten_defenders_unavailable
1,142.04,metrica:Home:3,complete_ten_defenders_unavailable
1,142.04,metrica:Home:4,complete_ten_defenders_unavailable
1,142.04,metrica:Home:5,attacker_complete_support_unavailable
1,142.04,metrica:Home:6,attacker_complete_support_unavailable
1,142.04,metrica:Home:7,complete_ten_defenders_unavailable
1,142.04,metrica:Home:8,attacker_complete_support_unavailable
1,142.04,metrica:Home:9,attacker_complete_support_unavailable
1,146.04,metrica:Home:1,complete_ten_defenders_unavailable
1,146.04,metrica:Home:10,attacker_complete_support_unavailable
1,146.04,metrica:Home:12,attacker_complete_support_unavailable
1,146.04,metrica:Home:13,attacker_complete_support_unavailable
1,146.04,metrica:Home:14,attacker_complete_support_unavailable
1,146.04,metrica:Home:2,complete_ten_defenders_unavailable
1,146.04,metrica:Home:3,complete_ten_defenders_unavailable
1,146.04,metrica:Home:4,complete_ten_defenders_unavailable
1,146.04,metrica:Home:5,attacker_complete_support_unavailable
1,146.04,metrica:Home:6,attacker_complete_support_unavailable
1,146.04,metrica:Home:7,complete_ten_defenders_unavailable
1,146.04,metrica:Home:8,attacker_complete_support_unavailable
1,146.04,metrica:Home:9,attacker_complete_support_unavailable
1,150.04,metrica:Home:1,complete_ten_defenders_unavailable
1,150.04,metrica:Home:10,attacker_complete_support_unavailable
1,150.04,metrica:Home:12,attacker_complete_support_unavailable
1,150.04,metrica:Home:13,attacker_complete_support_unavailable
1,150.04,metrica:Home:14,attacker_complete_support_unavailable
1,150.04,metrica:Home:2,complete_ten_defenders_unavailable
1,150.04,metrica:Home:3,complete_ten_defenders_unavailable
1,150.04,metrica:Home:4,complete_ten_defenders_unavailable
1,150.04,metrica:Home:5,attacker_complete_support_unavailable
1,150.04,metrica:Home:6,attacker_complete_support_unavailable
1,150.04,metrica:Home:7,complete_ten_defenders_unavailable
1,150.04,metrica:Home:8,attacker_complete_support_unavailable
1,150.04,metrica:Home:9,attacker_complete_support_unavailable
1,154.04,metrica:Home:1,complete_ten_defenders_unavailable
1,154.04,metrica:Home:10,attacker_complete_support_unavailable
1,154.04,metrica:Home:12,attacker_complete_support_unavailable
1,154.04,metrica:Home:13,attacker_complete_support_unavailable
1,154.04,metrica:Home:14,attacker_complete_support_unavailable
1,154.04,metrica:Home:2,complete_ten_defenders_unavailable
1,154.04,metrica:Home:3,complete_ten_defenders_unavailable
1,154.04,metrica:Home:4,complete_ten_defenders_unavailable
1,154.04,metrica:Home:5,attacker_complete_support_unavailable
1,154.04,metrica:Home:6,attacker_complete_support_unavailable
1,154.04,metrica:Home:7,complete_ten_defenders_unavailable
1,154.04,metrica:Home:8,attacker_complete_support_unavailable
1,154.04,metrica:Home:9,attacker_complete_support_unavailable
1,158.04,metrica:Home:1,complete_ten_defenders_unavailable
1,158.04,metrica:Home:10,attacker_complete_support_unavailable
1,158.04,metrica:Home:12,attacker_complete_support_unavailable
1,158.04,metrica:Home:13,attacker_complete_support_unavailable
1,158.04,metrica:Home:14,attacker_complete_support_unavailable
1,158.04,metrica:Home:2,complete_ten_defenders_unavailable
1,158.04,metrica:Home:3,complete_ten_defenders_unavailable
1,158.04,metrica:Home:4,complete_ten_defenders_unavailable
1,158.04,metrica:Home:5,attacker_complete_support_unavailable
1,158.04,metrica:Home:6,attacker_complete_support_unavailable
1,158.04,metrica:Home:7,complete_ten_defenders_unavailable
1,158.04,metrica:Home:8,attacker_complete_support_unavailable
1,158.04,metrica:Home:9,attacker_complete_support_unavailable
