context,full_estimate_m_per_m,trimmed_estimate_m_per_m,same_strict_sign,absolute_ratio,trimmed_rows,trimmed_retention
attacker_minus_unit_goalward_m,-0.010161084482222832,-0.010135566297933272,True,0.9974886357520002,58624,0.9046215569786282
attacker_ball_distance_start_m,-0.0075334263786825395,-0.008148198571071612,True,1.0816059202660697,58624,0.9046215569786282
