heldout_match_id,training_rows,model_rank,outward_minus_goalward_m_per_m
1886347,43437,17,0.04985311230726471
1899585,44024,17,0.0486583268868324
1925299,42537,17,0.04745880838673867
1996435,43140,17,0.04866042497788314
2006229,43312,17,0.04952072939808157
2011166,44585,17,0.04897739562449173
2013725,43636,17,0.05009874556536607
2015213,43964,17,0.04757420521687014
2017461,44221,17,0.04924627432022109
