rows_retained,retained_proportion,beta_goalward_m_per_m,beta_outward_m_per_m,outward_minus_goalward_m_per_m,model_rank
44289,0.9018877145824424,-0.01886475203195639,0.029532278397975325,0.048397030429931716,18
