beta_goalward_m_per_m,beta_outward_m_per_m,outward_minus_goalward_m_per_m,five_m_translation_m,pooled_model_rank,ci_low,ci_high,valid_bootstrap_replicates
-0.01842532728337104,0.030457826648368377,0.04888315393173942,0.2444157696586971,18,0.042940468423309466,0.05470717099579395,2000
