match_id,eligible_rows,eligible_anchors,model_rank,beta_goalward_m_per_m,beta_outward_m_per_m,outward_minus_goalward_m_per_m,positive_contrast
1886347,5670,630,10,-0.012638687082145899,0.029878103877088905,0.0425167909592348,True
1899585,5083,565,10,-0.023645734634803843,0.02882583050541115,0.05247156514021499,True
1925299,6570,730,10,-0.019510090651987683,0.041338560675409954,0.06084865132739764,True
1996435,5967,663,10,-0.022173986854952955,0.028335032428112965,0.05050901928306592,True
2006229,5795,644,10,-0.02530686697150117,0.01992667436387452,0.04523354133537569,True
2011166,4522,503,10,-0.018183632025894465,0.03031166359379189,0.04849529561968635,True
2013725,5471,608,10,-0.01774523357395845,0.022374684578363325,0.04011991815232177,True
2015213,5143,572,10,-0.020495771285689336,0.03968440093169014,0.06018017221737948,True
2017461,4886,543,10,-0.01280178471741146,0.033094206020473436,0.0458959907378849,True
