match_id,family,estimand,estimate,ci_low,ci_high,attempted,valid
J03WOY,placebo,D7,0.03501844686049744,0.01883592256555156,0.05212692957875072,2000,2000
J03WOY,placebo,D8,0.03157152531622036,0.018004485157294376,0.0452862112416739,2000,2000
J03WOY,placebo,D9,0.05077486404509193,0.035550417746481655,0.06646368963170271,2000,2000
J03WOY,placebo,D10,0.06025978698447851,0.04138661935952231,0.08036410188282195,2000,2000
J03WOY,placebo,near,0.07547430809009015,0.060567021672424566,0.09079594087387714,2000,2000
J03WOY,placebo,middle,0.03844697734686443,0.027002709911471377,0.05049607335234686,2000,2000
J03WOY,placebo,far,0.04753539211526361,0.0351627395869438,0.05998217403166076,2000,2000
J03WOY,placebo,near_minus_middle,0.037027330743225714,0.027051382155626767,0.04744477808076623,2000,2000
J03WOY,placebo,middle_minus_far,-0.009088414768399174,-0.01962955886836376,0.0015023707309215152,2000,2000
J03WOY,one,D1,0.07849145223069827,0.06180192884985734,0.09586666995160653,2000,2000
J03WOY,one,D2,0.04684102737630743,0.03435497662730645,0.060139117591282605,2000,2000
J03WOY,one,D3,0.03233058420933694,0.02169374021586199,0.044554034310297655,2000,2000
J03WOY,one,D4,0.031220041237114953,0.020709564982865067,0.04286779690915717,2000,2000
J03WOY,one,D5,0.018971103707703933,0.010120628979018513,0.02904826477817044,2000,2000
J03WOY,one,D6,0.01805187223662222,0.008152488975054618,0.028425691040252228,2000,2000
J03WOY,one,D7,0.013581736062271676,0.004126714966152494,0.024293597568332836,2000,2000
J03WOY,one,D8,0.013737707549277492,0.0034752515974648536,0.02477244248139949,2000,2000
J03WOY,one,D9,0.01844744121168288,0.00762151241746636,0.030228196007920052,2000,2000
J03WOY,one,D10,0.01883046630029527,0.0074862681380985134,0.030724790994156058,2000,2000
J03WOY,one,near,0.052554354605447544,0.04007836951546729,0.06528735186461974,2000,2000
J03WOY,one,middle,0.020456188310928193,0.012165473309212577,0.029044825978094498,2000,2000
J03WOY,one,far,0.017005205020418548,0.007802824044149807,0.026644847090112323,2000,2000
J03WOY,one,near_minus_middle,0.03209816629451935,0.024696237907596546,0.04004326920477982,2000,2000
J03WOY,one,middle_minus_far,0.0034509832905096453,-0.0030641189541038994,0.010403267854437698,2000,2000
J03WOY,trim,D1,0.15281737804140652,0.12368455894913141,0.1817706241601362,2000,2000
J03WOY,trim,D2,0.10173611622070172,0.07728421419466955,0.12664319382166,2000,2000
J03WOY,trim,D3,0.07957268412782617,0.05722059500192478,0.10275370385247512,2000,2000
J03WOY,trim,D4,0.07313056239571478,0.051222721744385025,0.09580738722319325,2000,2000
J03WOY,trim,D5,0.06078364484082619,0.040321913949633255,0.08253237017202568,2000,2000
J03WOY,trim,D6,0.05575258562249451,0.03552442100905883,0.07657501563435586,2000,2000
J03WOY,trim,D7,0.04474410234597104,0.02437435659676578,0.06591615881984826,2000,2000
J03WOY,trim,D8,0.04334789753765692,0.020509190910736122,0.06609590256851093,2000,2000
J03WOY,trim,D9,0.05048783290419548,0.025538496014376844,0.0754787629510569,2000,2000
J03WOY,trim,D10,0.05345609336921557,0.03048000796501936,0.07739244615595248,2000,2000
J03WOY,trim,near,0.11137539279664481,0.08936408504192776,0.13360316795581345,2000,2000
J03WOY,trim,middle,0.05860272380125163,0.04121715249082351,0.0766507733072363,2000,2000
J03WOY,trim,far,0.049097274603689324,0.029099426962632305,0.06866424864998215,2000,2000
J03WOY,trim,near_minus_middle,0.05277266899539318,0.03819204869537411,0.0668314295269361,2000,2000
J03WOY,trim,middle_minus_far,0.009505449197562306,-0.004121116361814483,0.02382330634796493,2000,2000
J03WOY,four,D1,0.23695806316254392,0.17802164630223372,0.2983267104957364,2000,2000
J03WOY,four,D2,0.15779927211810824,0.11397321586156091,0.2048622889342955,2000,2000
J03WOY,four,D3,0.13066368429458206,0.08777809030589814,0.17673445682518943,2000,2000
J03WOY,four,D4,0.12207820214378284,0.08144921082066772,0.16737711484025022,2000,2000
J03WOY,four,D5,0.0905627203074714,0.05164113391350954,0.1340413970254199,2000,2000
J03WOY,four,D6,0.08010088226444335,0.04220794462044504,0.11919078567826652,2000,2000
J03WOY,four,D7,0.07660136873338443,0.03769061037336834,0.12044268817531845,2000,2000
J03WOY,four,D8,0.06008055265071488,0.02304672590690683,0.09991597580383053,2000,2000
J03WOY,four,D9,0.06949181575076605,0.029434683267176166,0.11546966290241906,2000,2000
J03WOY,four,D10,0.07324014503822555,0.029917252533980872,0.12196889903371547,2000,2000
J03WOY,four,near,0.1751403398584114,0.12990158960468995,0.22167283670006957,2000,2000
J03WOY,four,middle,0.0923357933622705,0.057581151113081604,0.1302947368004381,2000,2000
J03WOY,four,far,0.06760417114656882,0.03174671030523046,0.10696432205104199,2000,2000
J03WOY,four,near_minus_middle,0.0828045464961409,0.059002659547590125,0.10635338752950488,2000,2000
