model,median_MAE,MAE_min,MAE_max,MAE_IQR,median_relative_improvement_vs_B4,matches_improved_vs_B4,matches_worsened_10pct_or_more_vs_B4
B4,2.0482693556347202,1.8546882949435923,2.1711318612589765,0.053215440355809385,0.0,0,0
B5,2.044129124733919,1.8484044106046917,2.1619198219124027,0.05406608319814454,0.003388108048146013,6,0
B6,2.0417223748441793,1.848877456283138,2.1585110026938947,0.05305552250693957,0.003158912137299733,6,0
B7,2.0301750546702735,1.8515152094237173,2.1602043576490035,0.05234000290006513,0.005033090714092521,6,0
