match_id,interval_id,period,start_ns,prediction_cutoff_ns,defending_team_id,attacking_team_id,focal_player_id,A1_player_id,A2_player_id,A3_player_id
J03WMX,J03WMX_firstHalf_1685194222230000128_5s,firstHalf,1685194222230000128,1685194222200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-00012X,DFL-OBJ-0002AU,DFL-OBJ-0027G6,DFL-OBJ-0027G0
J03WMX,J03WMX_firstHalf_1685194222230000128_5s,firstHalf,1685194222230000128,1685194222200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-000270,DFL-OBJ-0027KL,DFL-OBJ-J017RE,DFL-OBJ-0002F5
J03WMX,J03WMX_firstHalf_1685194222230000128_5s,firstHalf,1685194222230000128,1685194222200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0002BO,DFL-OBJ-0026PM,DFL-OBJ-J01B8N,DFL-OBJ-0000IA
J03WMX,J03WMX_firstHalf_1685194222230000128_5s,firstHalf,1685194222230000128,1685194222200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027AX,DFL-OBJ-0027G6,DFL-OBJ-0002F5,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194222230000128_5s,firstHalf,1685194222230000128,1685194222200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027B6,DFL-OBJ-0000IA,DFL-OBJ-0026PM,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194222230000128_5s,firstHalf,1685194222230000128,1685194222200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0028BD,DFL-OBJ-0002AU,DFL-OBJ-0027G0,DFL-OBJ-0027G6
J03WMX,J03WMX_firstHalf_1685194222230000128_5s,firstHalf,1685194222230000128,1685194222200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-002G4A,DFL-OBJ-0027G6,DFL-OBJ-J01B8N,DFL-OBJ-0000IA
J03WMX,J03WMX_firstHalf_1685194222230000128_5s,firstHalf,1685194222230000128,1685194222200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-002GKO,DFL-OBJ-J01B8N,DFL-OBJ-0000IA,DFL-OBJ-0026PM
J03WMX,J03WMX_firstHalf_1685194222230000128_5s,firstHalf,1685194222230000128,1685194222200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-J01BGM,DFL-OBJ-J01APO,DFL-OBJ-J01B8N,DFL-OBJ-0002F5
J03WMX,J03WMX_firstHalf_1685194222230000128_5s,firstHalf,1685194222230000128,1685194222200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-J01D1W,DFL-OBJ-0027G6,DFL-OBJ-0000IA,DFL-OBJ-0002AU
J03WMX,J03WMX_firstHalf_1685194227230000128_5s,firstHalf,1685194227230000128,1685194227200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-00012X,DFL-OBJ-0002AU,DFL-OBJ-0027G0,DFL-OBJ-0027G6
J03WMX,J03WMX_firstHalf_1685194227230000128_5s,firstHalf,1685194227230000128,1685194227200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-000270,DFL-OBJ-J017RE,DFL-OBJ-0027KL,DFL-OBJ-0002F5
J03WMX,J03WMX_firstHalf_1685194227230000128_5s,firstHalf,1685194227230000128,1685194227200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0002BO,DFL-OBJ-0026PM,DFL-OBJ-J01B8N,DFL-OBJ-J01APO
J03WMX,J03WMX_firstHalf_1685194227230000128_5s,firstHalf,1685194227230000128,1685194227200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027AX,DFL-OBJ-0002F5,DFL-OBJ-J01B8N,DFL-OBJ-0027G6
J03WMX,J03WMX_firstHalf_1685194227230000128_5s,firstHalf,1685194227230000128,1685194227200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027B6,DFL-OBJ-0000IA,DFL-OBJ-0026PM,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194227230000128_5s,firstHalf,1685194227230000128,1685194227200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0028BD,DFL-OBJ-0027G0,DFL-OBJ-0002AU,DFL-OBJ-0027G6
J03WMX,J03WMX_firstHalf_1685194227230000128_5s,firstHalf,1685194227230000128,1685194227200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-002G4A,DFL-OBJ-0027G6,DFL-OBJ-J01B8N,DFL-OBJ-0002AU
J03WMX,J03WMX_firstHalf_1685194227230000128_5s,firstHalf,1685194227230000128,1685194227200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-002GKO,DFL-OBJ-J01B8N,DFL-OBJ-0027G6,DFL-OBJ-0026PM
J03WMX,J03WMX_firstHalf_1685194227230000128_5s,firstHalf,1685194227230000128,1685194227200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-J01BGM,DFL-OBJ-J01APO,DFL-OBJ-J01B8N,DFL-OBJ-0026PM
J03WMX,J03WMX_firstHalf_1685194227230000128_5s,firstHalf,1685194227230000128,1685194227200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-J01D1W,DFL-OBJ-0000IA,DFL-OBJ-0027G6,DFL-OBJ-0002AU
J03WMX,J03WMX_firstHalf_1685194237230000128_5s,firstHalf,1685194237230000128,1685194237200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-00012X,DFL-OBJ-0002AU,DFL-OBJ-0027G6,DFL-OBJ-0000IA
J03WMX,J03WMX_firstHalf_1685194237230000128_5s,firstHalf,1685194237230000128,1685194237200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-000270,DFL-OBJ-J01APO,DFL-OBJ-J017RE,DFL-OBJ-0027KL
J03WMX,J03WMX_firstHalf_1685194237230000128_5s,firstHalf,1685194237230000128,1685194237200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0002BO,DFL-OBJ-0026PM,DFL-OBJ-0000IA,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194237230000128_5s,firstHalf,1685194237230000128,1685194237200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027AX,DFL-OBJ-J01B8N,DFL-OBJ-0002F5,DFL-OBJ-0027KL
J03WMX,J03WMX_firstHalf_1685194237230000128_5s,firstHalf,1685194237230000128,1685194237200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027B6,DFL-OBJ-0000IA,DFL-OBJ-0027G6,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194237230000128_5s,firstHalf,1685194237230000128,1685194237200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0028BD,DFL-OBJ-0002F5,DFL-OBJ-0027KL,DFL-OBJ-0002AU
J03WMX,J03WMX_firstHalf_1685194237230000128_5s,firstHalf,1685194237230000128,1685194237200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-002G4A,DFL-OBJ-0027G6,DFL-OBJ-0002AU,DFL-OBJ-0000IA
J03WMX,J03WMX_firstHalf_1685194237230000128_5s,firstHalf,1685194237230000128,1685194237200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-002GKO,DFL-OBJ-0027G6,DFL-OBJ-J01B8N,DFL-OBJ-0000IA
J03WMX,J03WMX_firstHalf_1685194237230000128_5s,firstHalf,1685194237230000128,1685194237200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-J01BGM,DFL-OBJ-J01B8N,DFL-OBJ-J01APO,DFL-OBJ-J017RE
J03WMX,J03WMX_firstHalf_1685194237230000128_5s,firstHalf,1685194237230000128,1685194237200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-J01D1W,DFL-OBJ-0000IA,DFL-OBJ-0027G6,DFL-OBJ-0002AU
J03WMX,J03WMX_firstHalf_1685194242230000128_5s,firstHalf,1685194242230000128,1685194242200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-00012X,DFL-OBJ-0002AU,DFL-OBJ-0002F5,DFL-OBJ-0027G0
J03WMX,J03WMX_firstHalf_1685194242230000128_5s,firstHalf,1685194242230000128,1685194242200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-000270,DFL-OBJ-J017RE,DFL-OBJ-J01APO,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194242230000128_5s,firstHalf,1685194242230000128,1685194242200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0002BO,DFL-OBJ-0026PM,DFL-OBJ-0000IA,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194242230000128_5s,firstHalf,1685194242230000128,1685194242200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027AX,DFL-OBJ-0002F5,DFL-OBJ-0002AU,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194242230000128_5s,firstHalf,1685194242230000128,1685194242200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027B6,DFL-OBJ-0027G6,DFL-OBJ-0000IA,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194242230000128_5s,firstHalf,1685194242230000128,1685194242200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0028BD,DFL-OBJ-0002AU,DFL-OBJ-0002F5,DFL-OBJ-0027G0
J03WMX,J03WMX_firstHalf_1685194242230000128_5s,firstHalf,1685194242230000128,1685194242200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-002G4A,DFL-OBJ-0002AU,DFL-OBJ-0002F5,DFL-OBJ-0027G0
J03WMX,J03WMX_firstHalf_1685194242230000128_5s,firstHalf,1685194242230000128,1685194242200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-002GKO,DFL-OBJ-J01B8N,DFL-OBJ-0027G6,DFL-OBJ-0000IA
J03WMX,J03WMX_firstHalf_1685194242230000128_5s,firstHalf,1685194242230000128,1685194242200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-J01BGM,DFL-OBJ-J01B8N,DFL-OBJ-0000IA,DFL-OBJ-0027G6
J03WMX,J03WMX_firstHalf_1685194242230000128_5s,firstHalf,1685194242230000128,1685194242200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-J01D1W,DFL-OBJ-0027G6,DFL-OBJ-0000IA,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194247230000128_5s,firstHalf,1685194247230000128,1685194247200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-00012X,DFL-OBJ-0002AU,DFL-OBJ-0027G6,DFL-OBJ-0002F5
J03WMX,J03WMX_firstHalf_1685194247230000128_5s,firstHalf,1685194247230000128,1685194247200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-000270,DFL-OBJ-J01B8N,DFL-OBJ-J017RE,DFL-OBJ-0027KL
J03WMX,J03WMX_firstHalf_1685194247230000128_5s,firstHalf,1685194247230000128,1685194247200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0002BO,DFL-OBJ-0026PM,DFL-OBJ-0000IA,DFL-OBJ-J01APO
J03WMX,J03WMX_firstHalf_1685194247230000128_5s,firstHalf,1685194247230000128,1685194247200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027AX,DFL-OBJ-0002F5,DFL-OBJ-J01B8N,DFL-OBJ-0027KL
J03WMX,J03WMX_firstHalf_1685194247230000128_5s,firstHalf,1685194247230000128,1685194247200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027B6,DFL-OBJ-0000IA,DFL-OBJ-0027G6,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194247230000128_5s,firstHalf,1685194247230000128,1685194247200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0028BD,DFL-OBJ-0027KL,DFL-OBJ-0002F5,DFL-OBJ-0027G0
J03WMX,J03WMX_firstHalf_1685194247230000128_5s,firstHalf,1685194247230000128,1685194247200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-002G4A,DFL-OBJ-0002F5,DFL-OBJ-J01B8N,DFL-OBJ-0027G6
J03WMX,J03WMX_firstHalf_1685194247230000128_5s,firstHalf,1685194247230000128,1685194247200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-002GKO,DFL-OBJ-J01B8N,DFL-OBJ-0000IA,DFL-OBJ-0027G6
J03WMX,J03WMX_firstHalf_1685194247230000128_5s,firstHalf,1685194247230000128,1685194247200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-J01BGM,DFL-OBJ-J01B8N,DFL-OBJ-0000IA,DFL-OBJ-J01APO
J03WMX,J03WMX_firstHalf_1685194247230000128_5s,firstHalf,1685194247230000128,1685194247200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-J01D1W,DFL-OBJ-0027G6,DFL-OBJ-0000IA,DFL-OBJ-0002F5
J03WMX,J03WMX_firstHalf_1685194257230000128_5s,firstHalf,1685194257230000128,1685194257200000000,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-0000IA,DFL-OBJ-002G4A,DFL-OBJ-002GKO,DFL-OBJ-0027B6
J03WMX,J03WMX_firstHalf_1685194257230000128_5s,firstHalf,1685194257230000128,1685194257200000000,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-0002AU,DFL-OBJ-00012X,DFL-OBJ-0028BD,DFL-OBJ-0027AX
J03WMX,J03WMX_firstHalf_1685194257230000128_5s,firstHalf,1685194257230000128,1685194257200000000,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-0002F5,DFL-OBJ-0027AX,DFL-OBJ-0028BD,DFL-OBJ-000270
J03WMX,J03WMX_firstHalf_1685194257230000128_5s,firstHalf,1685194257230000128,1685194257200000000,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-0026PM,DFL-OBJ-0002BO,DFL-OBJ-002GKO,DFL-OBJ-002G4A
J03WMX,J03WMX_firstHalf_1685194257230000128_5s,firstHalf,1685194257230000128,1685194257200000000,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-0027G0,DFL-OBJ-0028BD,DFL-OBJ-0027AX,DFL-OBJ-00012X
J03WMX,J03WMX_firstHalf_1685194257230000128_5s,firstHalf,1685194257230000128,1685194257200000000,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-0027G6,DFL-OBJ-J01D1W,DFL-OBJ-0027B6,DFL-OBJ-002GKO
J03WMX,J03WMX_firstHalf_1685194257230000128_5s,firstHalf,1685194257230000128,1685194257200000000,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-0027KL,DFL-OBJ-0028BD,DFL-OBJ-000270,DFL-OBJ-0027AX
J03WMX,J03WMX_firstHalf_1685194257230000128_5s,firstHalf,1685194257230000128,1685194257200000000,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-J017RE,DFL-OBJ-000270,DFL-OBJ-J01BGM,DFL-OBJ-0027AX
J03WMX,J03WMX_firstHalf_1685194257230000128_5s,firstHalf,1685194257230000128,1685194257200000000,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-J01APO,DFL-OBJ-J01BGM,DFL-OBJ-000270,DFL-OBJ-0002BO
J03WMX,J03WMX_firstHalf_1685194257230000128_5s,firstHalf,1685194257230000128,1685194257200000000,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-J01B8N,DFL-OBJ-000270,DFL-OBJ-0027AX,DFL-OBJ-002G4A
J03WMX,J03WMX_firstHalf_1685194267230000128_5s,firstHalf,1685194267230000128,1685194267200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-00012X,DFL-OBJ-0002AU,DFL-OBJ-0000IA,DFL-OBJ-0027G0
J03WMX,J03WMX_firstHalf_1685194267230000128_5s,firstHalf,1685194267230000128,1685194267200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-000270,DFL-OBJ-J01B8N,DFL-OBJ-0002F5,DFL-OBJ-J017RE
J03WMX,J03WMX_firstHalf_1685194267230000128_5s,firstHalf,1685194267230000128,1685194267200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0002BO,DFL-OBJ-0026PM,DFL-OBJ-0027G6,DFL-OBJ-J01APO
J03WMX,J03WMX_firstHalf_1685194267230000128_5s,firstHalf,1685194267230000128,1685194267200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027AX,DFL-OBJ-0002F5,DFL-OBJ-0027KL,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194267230000128_5s,firstHalf,1685194267230000128,1685194267200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027B6,DFL-OBJ-0027G6,DFL-OBJ-0000IA,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194267230000128_5s,firstHalf,1685194267230000128,1685194267200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0028BD,DFL-OBJ-0027KL,DFL-OBJ-0002F5,DFL-OBJ-0027G0
J03WMX,J03WMX_firstHalf_1685194267230000128_5s,firstHalf,1685194267230000128,1685194267200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-002G4A,DFL-OBJ-0000IA,DFL-OBJ-0027G0,DFL-OBJ-0027G6
J03WMX,J03WMX_firstHalf_1685194267230000128_5s,firstHalf,1685194267230000128,1685194267200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-002GKO,DFL-OBJ-0027G6,DFL-OBJ-0000IA,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194267230000128_5s,firstHalf,1685194267230000128,1685194267200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-J01BGM,DFL-OBJ-J01B8N,DFL-OBJ-J017RE,DFL-OBJ-0002F5
J03WMX,J03WMX_firstHalf_1685194267230000128_5s,firstHalf,1685194267230000128,1685194267200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-J01D1W,DFL-OBJ-0000IA,DFL-OBJ-0027G6,DFL-OBJ-0002AU
J03WMX,J03WMX_firstHalf_1685194272230000128_5s,firstHalf,1685194272230000128,1685194272200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-00012X,DFL-OBJ-0002AU,DFL-OBJ-0000IA,DFL-OBJ-0027G6
J03WMX,J03WMX_firstHalf_1685194272230000128_5s,firstHalf,1685194272230000128,1685194272200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-000270,DFL-OBJ-J01B8N,DFL-OBJ-0027G0,DFL-OBJ-0002F5
J03WMX,J03WMX_firstHalf_1685194272230000128_5s,firstHalf,1685194272230000128,1685194272200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0002BO,DFL-OBJ-0026PM,DFL-OBJ-0027G6,DFL-OBJ-J01APO
J03WMX,J03WMX_firstHalf_1685194272230000128_5s,firstHalf,1685194272230000128,1685194272200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027AX,DFL-OBJ-0027G0,DFL-OBJ-J01B8N,DFL-OBJ-0002F5
J03WMX,J03WMX_firstHalf_1685194272230000128_5s,firstHalf,1685194272230000128,1685194272200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027B6,DFL-OBJ-0027G6,DFL-OBJ-J01B8N,DFL-OBJ-0026PM
J03WMX,J03WMX_firstHalf_1685194272230000128_5s,firstHalf,1685194272230000128,1685194272200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0028BD,DFL-OBJ-J01B8N,DFL-OBJ-0027G0,DFL-OBJ-0002F5
J03WMX,J03WMX_firstHalf_1685194272230000128_5s,firstHalf,1685194272230000128,1685194272200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-002G4A,DFL-OBJ-J01B8N,DFL-OBJ-0027G0,DFL-OBJ-0002F5
J03WMX,J03WMX_firstHalf_1685194272230000128_5s,firstHalf,1685194272230000128,1685194272200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-002GKO,DFL-OBJ-0027G6,DFL-OBJ-J01B8N,DFL-OBJ-0027G0
J03WMX,J03WMX_firstHalf_1685194272230000128_5s,firstHalf,1685194272230000128,1685194272200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-J01BGM,DFL-OBJ-J017RE,DFL-OBJ-J01B8N,DFL-OBJ-0027G0
J03WMX,J03WMX_firstHalf_1685194272230000128_5s,firstHalf,1685194272230000128,1685194272200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-J01D1W,DFL-OBJ-0000IA,DFL-OBJ-0002AU,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194277230000128_5s,firstHalf,1685194277230000128,1685194277200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-00012X,DFL-OBJ-0002AU,DFL-OBJ-0000IA,DFL-OBJ-0027G0
J03WMX,J03WMX_firstHalf_1685194277230000128_5s,firstHalf,1685194277230000128,1685194277200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-000270,DFL-OBJ-0002F5,DFL-OBJ-0027KL,DFL-OBJ-0027G0
J03WMX,J03WMX_firstHalf_1685194277230000128_5s,firstHalf,1685194277230000128,1685194277200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0002BO,DFL-OBJ-0026PM,DFL-OBJ-0027G6,DFL-OBJ-J01APO
J03WMX,J03WMX_firstHalf_1685194277230000128_5s,firstHalf,1685194277230000128,1685194277200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027AX,DFL-OBJ-0002F5,DFL-OBJ-0027KL,DFL-OBJ-J017RE
J03WMX,J03WMX_firstHalf_1685194277230000128_5s,firstHalf,1685194277230000128,1685194277200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027B6,DFL-OBJ-0027G6,DFL-OBJ-0026PM,DFL-OBJ-0002F5
J03WMX,J03WMX_firstHalf_1685194277230000128_5s,firstHalf,1685194277230000128,1685194277200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0028BD,DFL-OBJ-0002F5,DFL-OBJ-0027G0,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194277230000128_5s,firstHalf,1685194277230000128,1685194277200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-002G4A,DFL-OBJ-0027G0,DFL-OBJ-0002F5,DFL-OBJ-0027G6
J03WMX,J03WMX_firstHalf_1685194277230000128_5s,firstHalf,1685194277230000128,1685194277200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-002GKO,DFL-OBJ-0027G6,DFL-OBJ-0002F5,DFL-OBJ-0026PM
J03WMX,J03WMX_firstHalf_1685194277230000128_5s,firstHalf,1685194277230000128,1685194277200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-J01BGM,DFL-OBJ-J017RE,DFL-OBJ-J01APO,DFL-OBJ-0027KL
J03WMX,J03WMX_firstHalf_1685194277230000128_5s,firstHalf,1685194277230000128,1685194277200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-J01D1W,DFL-OBJ-0002AU,DFL-OBJ-0000IA,DFL-OBJ-0027G6
J03WMX,J03WMX_firstHalf_1685194282230000128_5s,firstHalf,1685194282230000128,1685194282200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-00012X,DFL-OBJ-0000IA,DFL-OBJ-0002AU,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194282230000128_5s,firstHalf,1685194282230000128,1685194282200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-000270,DFL-OBJ-J01B8N,DFL-OBJ-0002F5,DFL-OBJ-0027KL
J03WMX,J03WMX_firstHalf_1685194282230000128_5s,firstHalf,1685194282230000128,1685194282200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0002BO,DFL-OBJ-0026PM,DFL-OBJ-0027G6,DFL-OBJ-J01APO
J03WMX,J03WMX_firstHalf_1685194282230000128_5s,firstHalf,1685194282230000128,1685194282200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027AX,DFL-OBJ-0002F5,DFL-OBJ-J01B8N,DFL-OBJ-0027KL
J03WMX,J03WMX_firstHalf_1685194282230000128_5s,firstHalf,1685194282230000128,1685194282200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0027B6,DFL-OBJ-0027G6,DFL-OBJ-0026PM,DFL-OBJ-J01B8N
J03WMX,J03WMX_firstHalf_1685194282230000128_5s,firstHalf,1685194282230000128,1685194282200000000,DFL-CLU-000008,DFL-CLU-00000G,DFL-OBJ-0028BD,DFL-OBJ-0027KL,DFL-OBJ-0002F5,DFL-OBJ-J01B8N
