analysis,outer_heldout_match,model,inner_heldout_match,alpha,MAE,constant_features_removed,solver
primary_K3_2s,J03WOH,B6,J03WR9,100.0,2.1264711211890543,0,solve
primary_K3_2s,J03WOH,B7,J03WMX,0.01,2.1076200814759902,0,solve
primary_K3_2s,J03WOH,B7,J03WMX,0.1,2.1076191994535822,0,solve
primary_K3_2s,J03WOH,B7,J03WMX,1.0,2.1076104453539926,0,solve
primary_K3_2s,J03WOH,B7,J03WMX,10.0,2.107536664529375,0,solve
primary_K3_2s,J03WOH,B7,J03WMX,100.0,2.1073387404870334,0,solve
primary_K3_2s,J03WOH,B7,J03WN1,0.01,1.9163061075970522,0,solve
primary_K3_2s,J03WOH,B7,J03WN1,0.1,1.9163086662559528,0,solve
primary_K3_2s,J03WOH,B7,J03WN1,1.0,1.9163341660886273,0,solve
primary_K3_2s,J03WOH,B7,J03WN1,10.0,1.916586267065853,0,solve
primary_K3_2s,J03WOH,B7,J03WN1,100.0,1.9188446057345139,0,solve
primary_K3_2s,J03WOH,B7,J03WOY,0.01,2.1080579710039684,0,solve
primary_K3_2s,J03WOH,B7,J03WOY,0.1,2.1080591132430335,0,solve
primary_K3_2s,J03WOH,B7,J03WOY,1.0,2.1080705209610144,0,solve
primary_K3_2s,J03WOH,B7,J03WOY,10.0,2.1081833203021763,0,solve
primary_K3_2s,J03WOH,B7,J03WOY,100.0,2.1092688355266094,0,solve
primary_K3_2s,J03WOH,B7,J03WPY,0.01,2.075009778002727,0,solve
primary_K3_2s,J03WOH,B7,J03WPY,0.1,2.0750108739572393,0,solve
primary_K3_2s,J03WOH,B7,J03WPY,1.0,2.075021839190275,0,solve
primary_K3_2s,J03WOH,B7,J03WPY,10.0,2.075132371277755,0,solve
primary_K3_2s,J03WOH,B7,J03WPY,100.0,2.0763164689922373,0,solve
primary_K3_2s,J03WOH,B7,J03WQQ,0.01,2.2230080228626328,0,solve
primary_K3_2s,J03WOH,B7,J03WQQ,0.1,2.2230067789164436,0,solve
primary_K3_2s,J03WOH,B7,J03WQQ,1.0,2.2229945660556143,0,solve
primary_K3_2s,J03WOH,B7,J03WQQ,10.0,2.222892590191668,0,solve
primary_K3_2s,J03WOH,B7,J03WQQ,100.0,2.2224763400857857,0,solve
primary_K3_2s,J03WOH,B7,J03WR9,0.01,2.124497596003981,0,solve
primary_K3_2s,J03WOH,B7,J03WR9,0.1,2.1244979725563806,0,solve
primary_K3_2s,J03WOH,B7,J03WR9,1.0,2.1245017747166233,0,solve
primary_K3_2s,J03WOH,B7,J03WR9,10.0,2.124537229852078,0,solve
primary_K3_2s,J03WOH,B7,J03WR9,100.0,2.124831449349242,0,solve
primary_K3_2s,J03WOY,B4,J03WMX,0.01,2.1065852062029466,0,solve
primary_K3_2s,J03WOY,B4,J03WMX,0.1,2.1065850394483285,0,solve
primary_K3_2s,J03WOY,B4,J03WMX,1.0,2.1065833780687133,0,solve
primary_K3_2s,J03WOY,B4,J03WMX,10.0,2.1065673485374257,0,solve
primary_K3_2s,J03WOY,B4,J03WMX,100.0,2.1064823459374984,0,solve
primary_K3_2s,J03WOY,B4,J03WN1,0.01,1.9133423809711205,0,solve
primary_K3_2s,J03WOY,B4,J03WN1,0.1,1.9133448341263652,0,solve
primary_K3_2s,J03WOY,B4,J03WN1,1.0,1.9133693391137268,0,solve
primary_K3_2s,J03WOY,B4,J03WN1,10.0,1.9136121062235265,0,solve
primary_K3_2s,J03WOY,B4,J03WN1,100.0,1.9158955395924129,0,solve
primary_K3_2s,J03WOY,B4,J03WOH,0.01,2.1005815877592657,0,solve
primary_K3_2s,J03WOY,B4,J03WOH,0.1,2.100580238148624,0,solve
primary_K3_2s,J03WOY,B4,J03WOH,1.0,2.100566938442258,0,solve
primary_K3_2s,J03WOY,B4,J03WOH,10.0,2.1004538572705695,0,solve
primary_K3_2s,J03WOY,B4,J03WOH,100.0,2.1002026270289496,0,solve
primary_K3_2s,J03WOY,B4,J03WPY,0.01,2.0676130879842005,0,solve
primary_K3_2s,J03WOY,B4,J03WPY,0.1,2.0676143244949965,0,solve
primary_K3_2s,J03WOY,B4,J03WPY,1.0,2.067626683809708,0,solve
primary_K3_2s,J03WOY,B4,J03WPY,10.0,2.0677497846804327,0,solve
primary_K3_2s,J03WOY,B4,J03WPY,100.0,2.0689738714931627,0,solve
primary_K3_2s,J03WOY,B4,J03WQQ,0.01,2.2281696388385597,0,solve
primary_K3_2s,J03WOY,B4,J03WQQ,0.1,2.228169803163637,0,solve
primary_K3_2s,J03WOY,B4,J03WQQ,1.0,2.2281714448879497,0,solve
primary_K3_2s,J03WOY,B4,J03WQQ,10.0,2.2281879989074413,0,solve
primary_K3_2s,J03WOY,B4,J03WQQ,100.0,2.2284735202049197,0,solve
primary_K3_2s,J03WOY,B4,J03WR9,0.01,2.128022702815425,0,solve
primary_K3_2s,J03WOY,B4,J03WR9,0.1,2.1280230275635597,0,solve
primary_K3_2s,J03WOY,B4,J03WR9,1.0,2.128026326782507,0,solve
primary_K3_2s,J03WOY,B4,J03WR9,10.0,2.128059600368931,0,solve
primary_K3_2s,J03WOY,B4,J03WR9,100.0,2.1284097524650263,0,solve
primary_K3_2s,J03WOY,B5,J03WMX,0.01,2.103327105809303,0,solve
primary_K3_2s,J03WOY,B5,J03WMX,0.1,2.1033269840983695,0,solve
primary_K3_2s,J03WOY,B5,J03WMX,1.0,2.1033257640236958,0,solve
primary_K3_2s,J03WOY,B5,J03WMX,10.0,2.103314566768127,0,solve
primary_K3_2s,J03WOY,B5,J03WMX,100.0,2.103297407377971,0,solve
primary_K3_2s,J03WOY,B5,J03WN1,0.01,1.9064709912454756,0,solve
primary_K3_2s,J03WOY,B5,J03WN1,0.1,1.9064737443334463,0,solve
primary_K3_2s,J03WOY,B5,J03WN1,1.0,1.9065011730462926,0,solve
primary_K3_2s,J03WOY,B5,J03WN1,10.0,1.9067751788267886,0,solve
primary_K3_2s,J03WOY,B5,J03WN1,100.0,1.9090949007436528,0,solve
primary_K3_2s,J03WOY,B5,J03WOH,0.01,2.083334866181031,0,solve
primary_K3_2s,J03WOY,B5,J03WOH,0.1,2.0833328634279784,0,solve
primary_K3_2s,J03WOY,B5,J03WOH,1.0,2.083313120495536,0,solve
primary_K3_2s,J03WOY,B5,J03WOH,10.0,2.083138696706882,0,solve
primary_K3_2s,J03WOY,B5,J03WOH,100.0,2.0825418582173003,0,solve
primary_K3_2s,J03WOY,B5,J03WPY,0.01,2.070662848656305,0,solve
primary_K3_2s,J03WOY,B5,J03WPY,0.1,2.07066451216859,0,solve
primary_K3_2s,J03WOY,B5,J03WPY,1.0,2.0706811294335776,0,solve
primary_K3_2s,J03WOY,B5,J03WPY,10.0,2.0708467814945224,0,solve
primary_K3_2s,J03WOY,B5,J03WPY,100.0,2.0724250210633186,0,solve
primary_K3_2s,J03WOY,B5,J03WQQ,0.01,2.2189440546692083,0,solve
primary_K3_2s,J03WOY,B5,J03WQQ,0.1,2.218943867410791,0,solve
primary_K3_2s,J03WOY,B5,J03WQQ,1.0,2.2189420196327307,0,solve
primary_K3_2s,J03WOY,B5,J03WQQ,10.0,2.2189268478012947,0,solve
primary_K3_2s,J03WOY,B5,J03WQQ,100.0,2.2190182338283813,0,solve
primary_K3_2s,J03WOY,B5,J03WR9,0.01,2.1251153809061387,0,solve
primary_K3_2s,J03WOY,B5,J03WR9,0.1,2.125116025413192,0,solve
primary_K3_2s,J03WOY,B5,J03WR9,1.0,2.125122435079115,0,solve
primary_K3_2s,J03WOY,B5,J03WR9,10.0,2.1251836761505762,0,solve
primary_K3_2s,J03WOY,B5,J03WR9,100.0,2.1256986616468208,0,solve
primary_K3_2s,J03WOY,B6,J03WMX,0.01,2.10289802698379,0,solve
primary_K3_2s,J03WOY,B6,J03WMX,0.1,2.102898044827631,0,solve
primary_K3_2s,J03WOY,B6,J03WMX,1.0,2.102898234503044,0,solve
primary_K3_2s,J03WOY,B6,J03WMX,10.0,2.102899234198602,0,solve
primary_K3_2s,J03WOY,B6,J03WMX,100.0,2.102967008039438,0,solve
primary_K3_2s,J03WOY,B6,J03WN1,0.01,1.907995542887458,0,solve
primary_K3_2s,J03WOY,B6,J03WN1,0.1,1.9079983581414641,0,solve
primary_K3_2s,J03WOY,B6,J03WN1,1.0,1.9080264107252303,0,solve
primary_K3_2s,J03WOY,B6,J03WN1,10.0,1.9082995954399726,0,solve
primary_K3_2s,J03WOY,B6,J03WN1,100.0,1.9106669872376245,0,solve
primary_K3_2s,J03WOY,B6,J03WOH,0.01,2.087044577072003,0,solve
primary_K3_2s,J03WOY,B6,J03WOH,0.1,2.087042852568825,0,solve
primary_K3_2s,J03WOY,B6,J03WOH,1.0,2.0870258322985693,0,solve
primary_K3_2s,J03WOY,B6,J03WOH,10.0,2.086876755898765,0,solve
primary_K3_2s,J03WOY,B6,J03WOH,100.0,2.086434763290334,0,solve
primary_K3_2s,J03WOY,B6,J03WPY,0.01,2.0697540858497816,0,solve
primary_K3_2s,J03WOY,B6,J03WPY,0.1,2.0697555657939017,0,solve
primary_K3_2s,J03WOY,B6,J03WPY,1.0,2.069770404330343,0,solve
primary_K3_2s,J03WOY,B6,J03WPY,10.0,2.0699182548428015,0,solve
primary_K3_2s,J03WOY,B6,J03WPY,100.0,2.071313507020817,0,solve
primary_K3_2s,J03WOY,B6,J03WQQ,0.01,2.217806393869746,0,solve
primary_K3_2s,J03WOY,B6,J03WQQ,0.1,2.217806123627682,0,solve
primary_K3_2s,J03WOY,B6,J03WQQ,1.0,2.2178034504360222,0,solve
primary_K3_2s,J03WOY,B6,J03WQQ,10.0,2.217783866281136,0,solve
primary_K3_2s,J03WOY,B6,J03WQQ,100.0,2.2177890469013017,0,solve
primary_K3_2s,J03WOY,B6,J03WR9,0.01,2.1244296858013088,0,solve
primary_K3_2s,J03WOY,B6,J03WR9,0.1,2.124430141665704,0,solve
primary_K3_2s,J03WOY,B6,J03WR9,1.0,2.124434674943896,0,solve
primary_K3_2s,J03WOY,B6,J03WR9,10.0,2.124477937769904,0,solve
primary_K3_2s,J03WOY,B6,J03WR9,100.0,2.1248700684541704,0,solve
primary_K3_2s,J03WOY,B7,J03WMX,0.01,2.097694715669005,0,solve
primary_K3_2s,J03WOY,B7,J03WMX,0.1,2.0976948280433234,0,solve
primary_K3_2s,J03WOY,B7,J03WMX,1.0,2.097695936825255,0,solve
primary_K3_2s,J03WOY,B7,J03WMX,10.0,2.0977084042821708,0,solve
primary_K3_2s,J03WOY,B7,J03WMX,100.0,2.0979284615080784,0,solve
primary_K3_2s,J03WOY,B7,J03WN1,0.01,1.9089620821198348,0,solve
primary_K3_2s,J03WOY,B7,J03WN1,0.1,1.9089646708474484,0,solve
primary_K3_2s,J03WOY,B7,J03WN1,1.0,1.908990553933573,0,solve
primary_K3_2s,J03WOY,B7,J03WN1,10.0,1.9092421545117784,0,solve
primary_K3_2s,J03WOY,B7,J03WN1,100.0,1.9114589110088525,0,solve
primary_K3_2s,J03WOY,B7,J03WOH,0.01,2.0838864832544903,0,solve
primary_K3_2s,J03WOY,B7,J03WOH,0.1,2.083885413288292,0,solve
primary_K3_2s,J03WOY,B7,J03WOH,1.0,2.08387489184874,0,solve
primary_K3_2s,J03WOY,B7,J03WOH,10.0,2.083788834225008,0,solve
primary_K3_2s,J03WOY,B7,J03WOH,100.0,2.083767079375364,0,solve
primary_K3_2s,J03WOY,B7,J03WPY,0.01,2.0673351504117683,0,solve
primary_K3_2s,J03WOY,B7,J03WPY,0.1,2.067336497065873,0,solve
primary_K3_2s,J03WOY,B7,J03WPY,1.0,2.067349948083815,0,solve
primary_K3_2s,J03WOY,B7,J03WPY,10.0,2.06748310490792,0,solve
primary_K3_2s,J03WOY,B7,J03WPY,100.0,2.0687958986161523,0,solve
primary_K3_2s,J03WOY,B7,J03WQQ,0.01,2.2187800545132608,0,solve
primary_K3_2s,J03WOY,B7,J03WQQ,0.1,2.21877952460043,0,solve
primary_K3_2s,J03WOY,B7,J03WQQ,1.0,2.2187742756592983,0,solve
primary_K3_2s,J03WOY,B7,J03WQQ,10.0,2.2187281278975903,0,solve
primary_K3_2s,J03WOY,B7,J03WQQ,100.0,2.21858659432671,0,solve
primary_K3_2s,J03WOY,B7,J03WR9,0.01,2.1227837798888314,0,solve
primary_K3_2s,J03WOY,B7,J03WR9,0.1,2.1227841769970865,0,solve
primary_K3_2s,J03WOY,B7,J03WR9,1.0,2.1227881174903023,0,solve
primary_K3_2s,J03WOY,B7,J03WR9,10.0,2.1228248452572536,0,solve
primary_K3_2s,J03WOY,B7,J03WR9,100.0,2.123102084704382,0,solve
primary_K3_2s,J03WPY,B4,J03WMX,0.01,2.1195941037214485,0,solve
primary_K3_2s,J03WPY,B4,J03WMX,0.1,2.1195938732708797,0,solve
primary_K3_2s,J03WPY,B4,J03WMX,1.0,2.1195915903515616,0,solve
primary_K3_2s,J03WPY,B4,J03WMX,10.0,2.11957319265065,0,solve
primary_K3_2s,J03WPY,B4,J03WMX,100.0,2.119573331905462,0,solve
primary_K3_2s,J03WPY,B4,J03WN1,0.01,1.9257062176851076,0,solve
primary_K3_2s,J03WPY,B4,J03WN1,0.1,1.9257094988561252,0,solve
primary_K3_2s,J03WPY,B4,J03WN1,1.0,1.9257422340188064,0,solve
primary_K3_2s,J03WPY,B4,J03WN1,10.0,1.9260624637285788,0,solve
primary_K3_2s,J03WPY,B4,J03WN1,100.0,1.9289098804892564,0,solve
primary_K3_2s,J03WPY,B4,J03WOH,0.01,2.1141124741975386,0,solve
primary_K3_2s,J03WPY,B4,J03WOH,0.1,2.114110119089397,0,solve
primary_K3_2s,J03WPY,B4,J03WOH,1.0,2.114086871643488,0,solve
primary_K3_2s,J03WPY,B4,J03WOH,10.0,2.113885429357857,0,solve
primary_K3_2s,J03WPY,B4,J03WOH,100.0,2.1132654695944995,0,solve
primary_K3_2s,J03WPY,B4,J03WOY,0.01,2.1225364597926117,0,solve
primary_K3_2s,J03WPY,B4,J03WOY,0.1,2.122537463461063,0,solve
primary_K3_2s,J03WPY,B4,J03WOY,1.0,2.12254747457521,0,solve
primary_K3_2s,J03WPY,B4,J03WOY,10.0,2.122645223447436,0,solve
primary_K3_2s,J03WPY,B4,J03WOY,100.0,2.123559871781669,0,solve
primary_K3_2s,J03WPY,B4,J03WQQ,0.01,2.2350530396287684,0,solve
primary_K3_2s,J03WPY,B4,J03WQQ,0.1,2.2350531825719266,0,solve
primary_K3_2s,J03WPY,B4,J03WQQ,1.0,2.2350546115096206,0,solve
primary_K3_2s,J03WPY,B4,J03WQQ,10.0,2.2350695278026707,0,solve
primary_K3_2s,J03WPY,B4,J03WQQ,100.0,2.2352823766444816,0,solve
primary_K3_2s,J03WPY,B4,J03WR9,0.01,2.1340327966910597,0,solve
primary_K3_2s,J03WPY,B4,J03WR9,0.1,2.134033243938642,0,solve
primary_K3_2s,J03WPY,B4,J03WR9,1.0,2.1340376961371015,0,solve
primary_K3_2s,J03WPY,B4,J03WR9,10.0,2.134081611696292,0,solve
primary_K3_2s,J03WPY,B4,J03WR9,100.0,2.1345241668833763,0,solve
primary_K3_2s,J03WPY,B5,J03WMX,0.01,2.1192368588772723,0,solve
primary_K3_2s,J03WPY,B5,J03WMX,0.1,2.1192370615049114,0,solve
primary_K3_2s,J03WPY,B5,J03WMX,1.0,2.1192390724138095,0,solve
primary_K3_2s,J03WPY,B5,J03WMX,10.0,2.1192600629345812,0,solve
primary_K3_2s,J03WPY,B5,J03WMX,100.0,2.119481956046248,0,solve
primary_K3_2s,J03WPY,B5,J03WN1,0.01,1.9207663195694238,0,solve
primary_K3_2s,J03WPY,B5,J03WN1,0.1,1.9207697954595562,0,solve
primary_K3_2s,J03WPY,B5,J03WN1,1.0,1.9208045566045,0,solve
primary_K3_2s,J03WPY,B5,J03WN1,10.0,1.92114411157071,0,solve
primary_K3_2s,J03WPY,B5,J03WN1,100.0,1.9239478997813728,0,solve
primary_K3_2s,J03WPY,B5,J03WOH,0.01,2.097748614847569,0,solve
primary_K3_2s,J03WPY,B5,J03WOH,0.1,2.097745782797261,0,solve
primary_K3_2s,J03WPY,B5,J03WOH,1.0,2.0977178132467986,0,solve
primary_K3_2s,J03WPY,B5,J03WOH,10.0,2.097470127292239,0,solve
primary_K3_2s,J03WPY,B5,J03WOH,100.0,2.096543743126097,0,solve
primary_K3_2s,J03WPY,B5,J03WOY,0.01,2.111038632404767,0,solve
primary_K3_2s,J03WPY,B5,J03WOY,0.1,2.1110394469138187,0,solve
primary_K3_2s,J03WPY,B5,J03WOY,1.0,2.1110475760555096,0,solve
primary_K3_2s,J03WPY,B5,J03WOY,10.0,2.111127989572477,0,solve
primary_K3_2s,J03WPY,B5,J03WOY,100.0,2.1118873493824006,0,solve
primary_K3_2s,J03WPY,B5,J03WQQ,0.01,2.2252613829324353,0,solve
primary_K3_2s,J03WPY,B5,J03WQQ,0.1,2.225260835594828,0,solve
primary_K3_2s,J03WPY,B5,J03WQQ,1.0,2.225255418628521,0,solve
primary_K3_2s,J03WPY,B5,J03WQQ,10.0,2.2252077878599903,0,solve
primary_K3_2s,J03WPY,B5,J03WQQ,100.0,2.225187474446707,0,solve
primary_K3_2s,J03WPY,B5,J03WR9,0.01,2.1317915292616116,0,solve
primary_K3_2s,J03WPY,B5,J03WR9,0.1,2.1317924326605646,0,solve
primary_K3_2s,J03WPY,B5,J03WR9,1.0,2.1318014136338443,0,solve
primary_K3_2s,J03WPY,B5,J03WR9,10.0,2.1318871027058726,0,solve
primary_K3_2s,J03WPY,B5,J03WR9,100.0,2.1326034771176907,0,solve
primary_K3_2s,J03WPY,B6,J03WMX,0.01,2.11561013114495,0,solve
primary_K3_2s,J03WPY,B6,J03WMX,0.1,2.1156101182876856,0,solve
primary_K3_2s,J03WPY,B6,J03WMX,1.0,2.115609983222887,0,solve
primary_K3_2s,J03WPY,B6,J03WMX,10.0,2.115618956365699,0,solve
primary_K3_2s,J03WPY,B6,J03WMX,100.0,2.1157913562048427,0,solve
primary_K3_2s,J03WPY,B6,J03WN1,0.01,1.9216204794991787,0,solve
primary_K3_2s,J03WPY,B6,J03WN1,0.1,1.9216238803581296,0,solve
primary_K3_2s,J03WPY,B6,J03WN1,1.0,1.921657764044583,0,solve
primary_K3_2s,J03WPY,B6,J03WN1,10.0,1.9219862708051876,0,solve
primary_K3_2s,J03WPY,B6,J03WN1,100.0,1.924837519017426,0,solve
primary_K3_2s,J03WPY,B6,J03WOH,0.01,2.1025644718757914,0,solve
primary_K3_2s,J03WPY,B6,J03WOH,0.1,2.1025617093638207,0,solve
primary_K3_2s,J03WPY,B6,J03WOH,1.0,2.102534402053314,0,solve
primary_K3_2s,J03WPY,B6,J03WOH,10.0,2.102298124894383,0,solve
primary_K3_2s,J03WPY,B6,J03WOH,100.0,2.1014514255634458,0,solve
primary_K3_2s,J03WPY,B6,J03WOY,0.01,2.1156784732588543,0,solve
primary_K3_2s,J03WPY,B6,J03WOY,0.1,2.1156795264506987,0,solve
primary_K3_2s,J03WPY,B6,J03WOY,1.0,2.1156900319070444,0,solve
primary_K3_2s,J03WPY,B6,J03WOY,10.0,2.115793144807792,0,solve
primary_K3_2s,J03WPY,B6,J03WOY,100.0,2.11673985837177,0,solve
primary_K3_2s,J03WPY,B6,J03WQQ,0.01,2.223382866019868,0,solve
primary_K3_2s,J03WPY,B6,J03WQQ,0.1,2.2233824332156913,0,solve
primary_K3_2s,J03WPY,B6,J03WQQ,1.0,2.2233785095692546,0,solve
primary_K3_2s,J03WPY,B6,J03WQQ,10.0,2.2233460595042613,0,solve
primary_K3_2s,J03WPY,B6,J03WQQ,100.0,2.223328929735582,0,solve
primary_K3_2s,J03WPY,B6,J03WR9,0.01,2.1309154339803538,0,solve
primary_K3_2s,J03WPY,B6,J03WR9,0.1,2.130916135789464,0,solve
primary_K3_2s,J03WPY,B6,J03WR9,1.0,2.130923108836027,0,solve
primary_K3_2s,J03WPY,B6,J03WR9,10.0,2.1309910665580603,0,solve
primary_K3_2s,J03WPY,B6,J03WR9,100.0,2.1315909369048636,0,solve
primary_K3_2s,J03WPY,B7,J03WMX,0.01,2.110917471895438,0,solve
primary_K3_2s,J03WPY,B7,J03WMX,0.1,2.110917677228483,0,solve
primary_K3_2s,J03WPY,B7,J03WMX,1.0,2.1109198068762907,0,solve
primary_K3_2s,J03WPY,B7,J03WMX,10.0,2.110942046001486,0,solve
primary_K3_2s,J03WPY,B7,J03WMX,100.0,2.1112417416407374,0,solve
primary_K3_2s,J03WPY,B7,J03WN1,0.01,1.922684222052274,0,solve
primary_K3_2s,J03WPY,B7,J03WN1,0.1,1.9226872966638513,0,solve
primary_K3_2s,J03WPY,B7,J03WN1,1.0,1.922717929655505,0,solve
primary_K3_2s,J03WPY,B7,J03WN1,10.0,1.9230148361224328,0,solve
primary_K3_2s,J03WPY,B7,J03WN1,100.0,1.9255032425313285,0,solve
primary_K3_2s,J03WPY,B7,J03WOH,0.01,2.098054095548761,0,solve
primary_K3_2s,J03WPY,B7,J03WOH,0.1,2.098052520136099,0,solve
primary_K3_2s,J03WPY,B7,J03WOH,1.0,2.098037064029046,0,solve
primary_K3_2s,J03WPY,B7,J03WOH,10.0,2.097901655752407,0,solve
primary_K3_2s,J03WPY,B7,J03WOH,100.0,2.097539922837142,0,solve
primary_K3_2s,J03WPY,B7,J03WOY,0.01,2.11069781339701,0,solve
primary_K3_2s,J03WPY,B7,J03WOY,0.1,2.110699061936432,0,solve
primary_K3_2s,J03WPY,B7,J03WOY,1.0,2.110711526228435,0,solve
primary_K3_2s,J03WPY,B7,J03WOY,10.0,2.1108348628681135,0,solve
primary_K3_2s,J03WPY,B7,J03WOY,100.0,2.1119712216602315,0,solve
primary_K3_2s,J03WPY,B7,J03WQQ,0.01,2.2254075117261327,0,solve
primary_K3_2s,J03WPY,B7,J03WQQ,0.1,2.2254068528181357,0,solve
primary_K3_2s,J03WPY,B7,J03WQQ,1.0,2.2254003097399546,0,solve
primary_K3_2s,J03WPY,B7,J03WQQ,10.0,2.2253403412553445,0,solve
primary_K3_2s,J03WPY,B7,J03WQQ,100.0,2.2250966875963205,0,solve
primary_K3_2s,J03WPY,B7,J03WR9,0.01,2.1306827169517883,0,solve
primary_K3_2s,J03WPY,B7,J03WR9,0.1,2.1306831338656407,0,solve
primary_K3_2s,J03WPY,B7,J03WR9,1.0,2.130687259835376,0,solve
primary_K3_2s,J03WPY,B7,J03WR9,10.0,2.130725538219332,0,solve
primary_K3_2s,J03WPY,B7,J03WR9,100.0,2.1310364792795,0,solve
primary_K3_2s,J03WQQ,B4,J03WMX,0.01,2.1115957598706383,0,solve
primary_K3_2s,J03WQQ,B4,J03WMX,0.1,2.1115953636113796,0,solve
primary_K3_2s,J03WQQ,B4,J03WMX,1.0,2.1115914140479837,0,solve
primary_K3_2s,J03WQQ,B4,J03WMX,10.0,2.1115556975178915,0,solve
primary_K3_2s,J03WQQ,B4,J03WMX,100.0,2.1113505200596427,0,solve
primary_K3_2s,J03WQQ,B4,J03WN1,0.01,1.9184208225435804,0,solve
primary_K3_2s,J03WQQ,B4,J03WN1,0.1,1.9184237716956236,0,solve
primary_K3_2s,J03WQQ,B4,J03WN1,1.0,1.918453200829463,0,solve
primary_K3_2s,J03WQQ,B4,J03WN1,10.0,1.9187435265767205,0,solve
primary_K3_2s,J03WQQ,B4,J03WN1,100.0,1.9213587250043949,0,solve
primary_K3_2s,J03WQQ,B4,J03WOH,0.01,2.10981223980927,0,solve
primary_K3_2s,J03WQQ,B4,J03WOH,0.1,2.1098103268455723,0,solve
primary_K3_2s,J03WQQ,B4,J03WOH,1.0,2.109791436292726,0,solve
primary_K3_2s,J03WQQ,B4,J03WOH,10.0,2.1096267127510417,0,solve
primary_K3_2s,J03WQQ,B4,J03WOH,100.0,2.1091147439252196,0,solve
primary_K3_2s,J03WQQ,B4,J03WOY,0.01,2.1202540647259953,0,solve
primary_K3_2s,J03WQQ,B4,J03WOY,0.1,2.1202548090304676,0,solve
primary_K3_2s,J03WQQ,B4,J03WOY,1.0,2.1202622345857254,0,solve
primary_K3_2s,J03WQQ,B4,J03WOY,10.0,2.1203354188908974,0,solve
primary_K3_2s,J03WQQ,B4,J03WOY,100.0,2.1210489638121244,0,solve
primary_K3_2s,J03WQQ,B4,J03WPY,0.01,2.07358837294395,0,solve
primary_K3_2s,J03WQQ,B4,J03WPY,0.1,2.073589531736271,0,solve
primary_K3_2s,J03WQQ,B4,J03WPY,1.0,2.073601180053445,0,solve
primary_K3_2s,J03WQQ,B4,J03WPY,10.0,2.073719028727233,0,solve
primary_K3_2s,J03WQQ,B4,J03WPY,100.0,2.07497865059522,0,solve
primary_K3_2s,J03WQQ,B4,J03WR9,0.01,2.13183099778767,0,solve
primary_K3_2s,J03WQQ,B4,J03WR9,0.1,2.131831254875286,0,solve
primary_K3_2s,J03WQQ,B4,J03WR9,1.0,2.1318338110870774,0,solve
primary_K3_2s,J03WQQ,B4,J03WR9,10.0,2.131861669351049,0,solve
primary_K3_2s,J03WQQ,B4,J03WR9,100.0,2.1321548352973734,0,solve
primary_K3_2s,J03WQQ,B5,J03WMX,0.01,2.1083610932847234,0,solve
primary_K3_2s,J03WQQ,B5,J03WMX,0.1,2.108360810559854,0,solve
primary_K3_2s,J03WQQ,B5,J03WMX,1.0,2.1083579784111657,0,solve
primary_K3_2s,J03WQQ,B5,J03WMX,10.0,2.1083294475167147,0,solve
primary_K3_2s,J03WQQ,B5,J03WMX,100.0,2.108195383928217,0,solve
primary_K3_2s,J03WQQ,B5,J03WN1,0.01,1.910689406247953,0,solve
primary_K3_2s,J03WQQ,B5,J03WN1,0.1,1.910692638093976,0,solve
primary_K3_2s,J03WQQ,B5,J03WN1,1.0,1.9107249120712966,0,solve
primary_K3_2s,J03WQQ,B5,J03WN1,10.0,1.9110380499590094,0,solve
primary_K3_2s,J03WQQ,B5,J03WN1,100.0,1.9137283019689484,0,solve
primary_K3_2s,J03WQQ,B5,J03WOH,0.01,2.0920439877268757,0,solve
primary_K3_2s,J03WQQ,B5,J03WOH,0.1,2.092041266858615,0,solve
primary_K3_2s,J03WQQ,B5,J03WOH,1.0,2.0920143672233222,0,solve
primary_K3_2s,J03WQQ,B5,J03WOH,10.0,2.0917773802961976,0,solve
primary_K3_2s,J03WQQ,B5,J03WOH,100.0,2.090809393886562,0,solve
primary_K3_2s,J03WQQ,B5,J03WOY,0.01,2.1090561604697244,0,solve
primary_K3_2s,J03WQQ,B5,J03WOY,0.1,2.1090568925424877,0,solve
primary_K3_2s,J03WQQ,B5,J03WOY,1.0,2.1090641907251633,0,solve
primary_K3_2s,J03WQQ,B5,J03WOY,10.0,2.109138854297474,0,solve
primary_K3_2s,J03WQQ,B5,J03WOY,100.0,2.1098476085427342,0,solve
primary_K3_2s,J03WQQ,B5,J03WPY,0.01,2.076814470811564,0,solve
primary_K3_2s,J03WQQ,B5,J03WPY,0.1,2.0768162449423766,0,solve
primary_K3_2s,J03WQQ,B5,J03WPY,1.0,2.076833966828731,0,solve
primary_K3_2s,J03WQQ,B5,J03WPY,10.0,2.0770113109886257,0,solve
primary_K3_2s,J03WQQ,B5,J03WPY,100.0,2.07876468923748,0,solve
primary_K3_2s,J03WQQ,B5,J03WR9,0.01,2.128934050187744,0,solve
primary_K3_2s,J03WQQ,B5,J03WR9,0.1,2.1289347062520156,0,solve
primary_K3_2s,J03WQQ,B5,J03WR9,1.0,2.1289412228022138,0,solve
primary_K3_2s,J03WQQ,B5,J03WR9,10.0,2.129002496016733,0,solve
primary_K3_2s,J03WQQ,B5,J03WR9,100.0,2.129525644796158,0,solve
primary_K3_2s,J03WQQ,B6,J03WMX,0.01,2.107202096350535,0,solve
