estimand,estimate,interval_percent,ci_low,ci_high,attempted,valid
near,0.07074334510075653,97.5,0.05076377602075339,0.09141329637735976,2000,2000
middle,-0.014372034066043553,97.5,-0.025792417495399806,-0.0034605698236044933,2000,2000
far,-0.05127133810011982,97.5,-0.06956205185464753,-0.0326773359203755,2000,2000
near_minus_middle,0.08511537916680008,97.5,0.05885609619495419,0.11334668999892658,2000,2000
middle_minus_far,0.03689930403407627,97.5,0.01343029297749095,0.06044549256248079,2000,2000
