estimand,estimate,interval_percent,ci_low,ci_high,attempted,valid
1s,0.0596335296948572,97.5,0.04677130649197321,0.07365314900165432,2000,2000
2s,0.0955045037179548,97.5,0.07199244422696029,0.12047635498843547,2000,2000
4s,0.08977111484432748,97.5,0.051971672698503155,0.12839731856376832,2000,2000
