ceiling_m,median_normalized,p75_normalized,p90_normalized,p95_normalized,below_25_fraction,between_25_75_fraction,above_75_unsaturated_fraction,saturated_fraction
6.25,0.327289002899078,0.523634779579571,0.7783072534535929,0.9619438302702085,0.3555227846373047,0.5335303672637781,0.06772185133711181,0.043224996761805405
6.5,0.3147009643260365,0.5034949803649721,0.7483723590899931,0.9249459906444313,0.37514291815594447,0.5254928182095059,0.06232001764378459,0.03704424599076502
7.0,0.2922223240170339,0.46753105319604554,0.694917190583565,0.8588784198841147,0.4134591619902469,0.5071527342614991,0.05239048775962444,0.026997615988629563
