ceiling_m,player_saturation_count,player_saturation_fraction,frames_at_least_1_saturated,frames_at_least_2_saturated,frames_at_least_5_saturated,mean_saturated_defenders_per_frame,team_mean_saturation_count,team_mean_saturation_fraction
6.25,246947,0.043224996761805405,174625,53261,768,0.43224996761805407,638,0.0011167395406314654
6.5,211636,0.03704424599076502,155760,42243,458,0.3704424599076502,408,0.0007141531858583666
7.0,154239,0.026997615988629563,121408,26151,191,0.2699761598862956,206,0.00036057734384025374
