window_s,team_key,period,player_key,feature,count,min,q01,q25,median,mean,q75,q99,max
1,metrica:Away,1,metrica:Away:15,delta_x_m,14247,-5.873250000000002,-3.890091000000001,-1.002524999999995,-0.04889999999999972,-0.002470951779321967,0.7093499999999995,5.52795299999998,7.389000000000003
1,metrica:Away,1,metrica:Away:15,delta_y_m,14247,-4.748537142857142,-3.1289636571428563,-0.7829228571428564,0.00204000000000093,-0.0201508323556839,0.7196828571428602,3.51896502857141,5.28088
1,metrica:Away,1,metrica:Away:15,displacement_m,14247,0.003627515031827125,0.04296150532694958,0.818868562163747,1.4228701184441306,1.7060091152022432,2.334502389022318,5.7748868904873305,7.542430249292119
1,metrica:Away,1,metrica:Away:15,path_length_m,14247,0.025662745333086424,0.06785115111491674,0.8496878341786223,1.4419154474592282,1.732435646048512,2.373873756487026,5.786326635519999,7.542703123324983
1,metrica:Away,1,metrica:Away:15,straightness,14247,0.0388201630692666,0.44139675190736993,0.9826771921459372,0.9962841487121363,0.9644230862400535,0.9992024268752246,0.9999940178306076,0.9999999415713802
1,metrica:Away,2,metrica:Away:15,delta_x_m,14741,-7.7862000000000045,-5.1747000000000005,-0.8322000000000003,0.050250000000001904,-0.0072780170951767045,1.1024999999999991,3.53175,6.003300000000002
1,metrica:Away,2,metrica:Away:15,delta_y_m,14741,-7.398302857142859,-3.35731542857143,-0.5928628571428582,0.009228571428572252,0.0027558560671402392,0.6384228571428532,2.809235428571432,5.203651428571426
1,metrica:Away,2,metrica:Away:15,displacement_m,14741,0.0009068627239036478,0.017126915757744287,0.8410517612368414,1.3985757392491567,1.6502124332633938,2.2101342918700664,5.904754448032569,8.570763624656363
1,metrica:Away,2,metrica:Away:15,path_length_m,14741,0.00916430684383787,0.028581666230754282,0.8723840470780475,1.411538384520596,1.6726422115100037,2.237373282869133,5.9163577939164735,8.574532017978457
1,metrica:Away,2,metrica:Away:15,straightness,14741,0.029806238698244777,0.3993281514426283,0.9834312666282798,0.9971695511211514,0.9623783045423948,0.9994773129876405,0.999985794165162,0.9999999297495346
1,metrica:Away,1,metrica:Away:16,delta_x_m,14247,-5.966099999999997,-3.6675360000000077,-0.9833249999999994,-0.0753000000000057,-0.005707201516108654,0.6800999999999959,5.364935999999989,7.487700000000004
1,metrica:Away,1,metrica:Away:16,delta_y_m,14247,-5.427954285714286,-3.392679314285715,-0.7339142857142829,-0.0070914285714294145,-0.013050348845370959,0.6698485714285718,3.418692228571426,5.553559999999999
1,metrica:Away,1,metrica:Away:16,displacement_m,14247,0.001960818238207032,0.06327275159699164,0.8255234638214956,1.3705071302378025,1.7091184451814205,2.3323795230963675,5.909611986699993,8.123853427552662
1,metrica:Away,1,metrica:Away:16,path_length_m,14247,0.007537134258540612,0.10814962279504363,0.8480303715594667,1.3882464370318712,1.7332085530613621,2.3508818006492564,5.921277821867287,8.128263194451296
1,metrica:Away,1,metrica:Away:16,straightness,14247,0.04251645885549406,0.5040151055532516,0.9800560063107635,0.9954044543267726,0.9674411575721464,0.9990695456137886,0.9999872480294711,0.9999999932681194
1,metrica:Away,2,metrica:Away:16,delta_x_m,14741,-8.02515,-5.6911799999999975,-0.6271499999999968,0.06120000000000125,-0.003190916491418493,0.9883500000000005,3.6868500000000055,5.198250000000002
1,metrica:Away,2,metrica:Away:16,delta_y_m,14741,-5.245131428571424,-3.0635748571428576,-0.7173999999999987,0.004857142857146002,-0.0014317253142353207,0.6728114285714284,3.2905977142857177,5.57872
1,metrica:Away,2,metrica:Away:16,displacement_m,14741,0.0010790481444109673,0.04680653126888345,0.781411511854785,1.3739750311495627,1.6702433986645142,2.2585588778548016,6.0479265528545225,8.382931409443275
1,metrica:Away,2,metrica:Away:16,path_length_m,14741,0.01838781760119767,0.06694597653512153,0.8051204556890359,1.388947755465795,1.689366575712678,2.2746677280723073,6.052253409327354,8.399319454001915
1,metrica:Away,2,metrica:Away:16,straightness,14741,0.01638603514717141,0.5333539709117845,0.9852399357361913,0.9967852583654411,0.9715023868670608,0.9993027926510407,0.999978799046233,0.9999991927343196
1,metrica:Away,1,metrica:Away:17,delta_x_m,14247,-5.937449999999998,-4.300724999999999,-1.0508249999999952,-0.05925000000000047,-0.006464518846072871,0.8557500000000013,5.372336999999997,7.643849999999997
