variable,game1_rho,game2_rho,sign_reversal,absolute_rho_change
focal_absolute_path_m,0.5410572733460154,0.4620027828350075,False,0.07905449051100788
full_defending_outfield_centroid_path_m,0.3397218922279592,0.2410437086539533,False,0.09867818357400587
sum_defending_outfield_paths_m,0.4086476610140855,0.3330537312569949,False,0.07559392975709062
ball_path_m,0.31491386295216817,0.18455711151655352,False,0.13035675143561465
