interval_id,game,period,start_s,seconds,possession_team,defending_team,focal_player,focal_absolute_path_m,full_defending_outfield_centroid_path_m,sum_defending_outfield_paths_m,ball_path_m,focal_bin,collective_bin,team_activity_bin,ball_bin,smoothing_frames,focal_relative_path_m,focal_relative_net_x_change_m,focal_relative_net_y_change_m,focal_relative_net_displacement_m,leave_one_out_centroid_path_m,misaligned_relative_path_m,misaligned_interval_id
G1_P2_3785.00_5s,1,2,3785.0,5.0,Away,Home,2,7.001330314896687,3.879729861595728,60.796077221787016,6.3604575645428225,0,0,0,0,7,5.5275884063949325,-0.8317166666666793,1.9066444444444386,2.080155198811371,3.9891836484735292,8.318840706480636,G1_P2_3770.00_5s
G1_P2_3785.00_5s,1,2,3785.0,5.0,Away,Home,3,8.603237359849299,3.879729861595728,60.796077221787016,6.3604575645428225,1,0,0,0,7,6.875642728331747,-0.7567166666666765,-0.9858380952380905,1.2427778818573303,3.69403565861931,10.978547507366617,G1_P2_3770.00_5s
G1_P2_3785.00_5s,1,2,3785.0,5.0,Away,Home,4,7.6395194456853135,3.879729861595728,60.796077221787016,6.3604575645428225,0,0,0,0,7,5.408637164682059,-1.1317166666666765,-2.3322380952381003,2.592318874384665,3.6372162302071382,10.813270063672192,G1_P2_3770.00_5s
G1_P2_3785.00_5s,1,2,3785.0,5.0,Away,Home,5,8.890773853756826,3.879729861595728,60.796077221787016,6.3604575645428225,1,0,0,0,7,7.503501961946092,-1.2800500000000028,-1.067653968253973,1.6668572219684752,3.674279569488942,10.319711812797207,G1_P2_3770.00_5s
G1_P2_3785.00_5s,1,2,3785.0,5.0,Away,Home,6,2.635378886657171,3.879729861595728,60.796077221787016,6.3604575645428225,0,0,0,0,7,2.7566374060339345,-0.9228833333333313,1.643495238095241,1.8848846767338774,4.095032928958532,5.123732382401301,G1_P2_3770.00_5s
G1_P2_3785.00_5s,1,2,3785.0,5.0,Away,Home,7,6.553528658526647,3.879729861595728,60.796077221787016,6.3604575645428225,0,0,0,0,7,8.55435583469696,-0.6388833333333253,1.7992476190476197,1.909309798922016,4.317915577583928,6.174550234163785,G1_P2_3770.00_5s
G1_P2_3785.00_5s,1,2,3785.0,5.0,Away,Home,8,7.759118012540493,3.879729861595728,60.796077221787016,6.3604575645428225,1,0,0,0,7,4.810267298516899,1.2694499999999778,-4.4178952380952445,4.596662010338,3.5439730732349464,9.69060759867841,G1_P2_3770.00_5s
G1_P2_3785.00_5s,1,2,3785.0,5.0,Away,Home,9,5.27370180241659,3.879729861595728,60.796077221787016,6.3604575645428225,0,0,0,0,7,4.440064010366865,2.624449999999996,-0.7266825396825425,2.723197627051597,3.967562583353902,6.991901229270635,G1_P2_3770.00_5s
G1_P2_3785.00_5s,1,2,3785.0,5.0,Away,Home,10,2.923482848194277,3.879729861595728,60.796077221787016,6.3604575645428225,0,0,0,0,7,2.2128305428732595,0.5456166666666604,0.9174063492063418,1.0673949393305864,4.04157394103029,4.922230731192846,G1_P2_3770.00_5s
G1_P2_3785.00_5s,1,2,3785.0,5.0,Away,Home,12,3.5160060392637162,3.879729861595728,60.796077221787016,6.3604575645428225,0,0,0,0,7,3.8275272365572772,1.1224499999999864,3.2635142857142903,3.4511475621249845,4.1061243476873255,5.175393556044456,G1_P2_3770.00_5s
G1_P2_3790.00_5s,1,2,3790.0,5.0,Away,Home,2,6.206807387325351,3.4894384182319675,50.772093283631555,20.63491913943125,0,0,0,0,7,3.3657340249436163,0.605400000000003,-0.5844869841269755,0.8415070971856691,3.2301966203304158,7.843628555175217,G1_P2_3770.00_5s
G1_P2_3790.00_5s,1,2,3790.0,5.0,Away,Home,3,5.696485942598891,3.4894384182319675,50.772093283631555,20.63491913943125,0,0,0,0,7,4.996006718533436,1.1044000000000125,4.790643174603176,4.916295494208217,3.5939115833706183,4.6604310957015365,G1_P2_3770.00_5s
G1_P2_3790.00_5s,1,2,3790.0,5.0,Away,Home,4,4.009551169702023,3.4894384182319675,50.772093283631555,20.63491913943125,0,0,0,0,7,2.7503737841736253,0.7847333333333211,2.6088146031746042,2.7242833990210147,3.566248920051713,5.519399201950939,G1_P2_3770.00_5s
G1_P2_3790.00_5s,1,2,3790.0,5.0,Away,Home,5,10.603586295225405,3.4894384182319675,50.772093283631555,20.63491913943125,1,0,0,0,7,8.313129784006671,-1.5626000000000175,-1.5128488888888931,2.174955291635305,2.868851619490726,12.828289138144532,G1_P2_3770.00_5s
G1_P2_3790.00_5s,1,2,3790.0,5.0,Away,Home,6,6.692675983938993,3.4894384182319675,50.772093283631555,20.63491913943125,0,0,0,0,7,5.071480693703612,3.8429000000000144,-1.884582222222221,4.2801320729991685,3.457255539842523,8.102313074805986,G1_P2_3770.00_5s
G1_P2_3790.00_5s,1,2,3790.0,5.0,Away,Home,7,3.8503896673961067,3.4894384182319675,50.772093283631555,20.63491913943125,0,0,0,0,7,5.140063215485635,-1.6042666666667031,-0.9076488888888861,1.8432303283309777,3.742732707752548,5.816217541679604,G1_P2_3770.00_5s
G1_P2_3790.00_5s,1,2,3790.0,5.0,Away,Home,8,5.0504570047246204,3.4894384182319675,50.772093283631555,20.63491913943125,0,0,0,0,7,3.176316895187661,-1.3019333333333236,-2.5929695238095256,2.9014688273096123,3.4915954084159257,8.042166992251655,G1_P2_3770.00_5s
G1_P2_3790.00_5s,1,2,3790.0,5.0,Away,Home,9,2.128505506438556,3.4894384182319675,50.772093283631555,20.63491913943125,0,0,0,0,7,3.7369842867784926,0.9454000000000065,0.3051257142857189,0.9934197811189298,3.848604135624711,4.28224437334043,G1_P2_3770.00_5s
G1_P2_3790.00_5s,1,2,3790.0,5.0,Away,Home,10,1.7852476878228338,3.4894384182319675,50.772093283631555,20.63491913943125,0,0,0,0,7,5.243055259473727,-0.8082666666666682,-1.098588571428575,1.3638885048705134,3.959040511200427,5.148950083582616,G1_P2_3770.00_5s
G1_P2_3790.00_5s,1,2,3790.0,5.0,Away,Home,12,4.748386638458773,3.4894384182319675,50.772093283631555,20.63491913943125,0,0,0,0,7,2.633056934459028,-2.0057666666666734,0.8765415873015847,2.188932405393168,3.4149730017011457,7.696467792026814,G1_P2_3770.00_5s
G1_P2_3800.00_5s,1,2,3800.0,5.0,Home,Away,15,9.196441547247076,12.045133330392334,132.57372308412315,44.815564259652994,1,2,2,2,7,6.17312249155628,1.308499999999988,5.997794285714292,6.138868669693707,12.45815412408787,,
