game,n_observations,n_intervals,contemporaneous_median,misaligned_median,median_paired_difference_misaligned_minus_contemporaneous,fraction_misaligned_greater
1,3780,378,5.39580485966186,12.05784238876084,5.34367585406128,0.8671957671957672
2,3660,366,5.639661118350059,13.70482477334209,6.894323300260303,0.9245901639344263
