focal_bin,collective_bin,n_game1,n_game2,median_game1,median_game2,game2_minus_game1,pooled_iqr,half_pooled_iqr,compatible,bootstrap_diff_low,bootstrap_diff_high,iqr_game1,iqr_game2
0,0,1014,803,3.3610196286246863,3.77616971824371,0.4151500896190239,2.4650269966801353,1.2325134983400676,True,0.11075306738640184,0.7168742653474088,2.6223221380896256,2.3463759765639045
0,1,319,315,5.343280634457199,5.159292379237395,-0.18398825521980378,2.6574934120116716,1.3287467060058358,True,-0.5156392071071654,0.23788674985541072,2.5770637075718987,2.86085359152623
0,2,74,109,8.774308624204536,8.769053474011809,-0.005255150192727598,3.234954490865972,1.617477245432986,True,-1.4514534493149516,0.8444009496937337,3.5301024258760467,3.1179992809562087
1,0,311,352,6.929998616518054,6.816496747366974,-0.1135018691510794,3.8107741319642745,1.9053870659821373,True,-0.8321066013633308,0.5813255103268028,3.694656205888463,3.844102760254909
1,1,738,749,4.911837301328789,4.771583984661252,-0.14025331666753704,3.0591936794463557,1.5295968397231778,True,-0.46132987798113717,0.22112489380914108,3.073122332732928,3.1353523740076543
1,2,357,407,5.226438709080092,5.430116926678564,0.2036782175984717,3.207617365133009,1.6038086825665046,True,-0.2641213161341772,0.6318204035014147,3.136235381645642,3.211155848969372
2,0,75,75,12.432700842455581,12.590494372164978,0.1577935297093962,3.6326168823333003,1.8163084411666501,True,-1.1570234073122203,1.0151878920804123,2.7263072328508198,4.794826474278672
2,1,363,326,10.320414544930202,9.483706528414533,-0.8367080165156686,4.953013990713617,2.4765069953568086,True,-1.5620982632005518,0.000949329484584816,4.844299593042326,4.723083904044712
2,2,969,934,6.75949526631951,6.864682678248479,0.10518741192896908,4.754867839218896,2.377433919609448,True,-0.43863810398490355,0.6590196424996719,4.913672736840359,4.691540064527031
