label,n,p10,p25,median,p75,p90,iqr
Game 1,4220,2.5088090520372552,3.7345042782683526,5.4888968609502005,8.13833949608697,11.299039393163513,4.403835217818618
Game 2,4070,2.804779782077977,3.889693866462496,5.653258310504461,8.135977926277148,10.88493321013449,4.246284059814652
