kind,case,Time [s],rel_x_m,rel_y_m,rel_dx_m,rel_dy_m,rel_x_m_causal7,rel_y_m_causal7,focal_speed_mps,centroid_speed_mps,rel_speed_mps,innovation_horizon_direction_coherence,innovation_0.8s_next5_direction_coherence,innovation_x_0.4s_m,innovation_y_0.4s_m,innovation_mag_0.4s_m,innovation_x_0.8s_m,innovation_y_0.8s_m,innovation_mag_0.8s_m,innovation_x_1.2s_m,innovation_y_1.2s_m,innovation_mag_1.2s_m
anchor,1888_translation,1886.4,-12.913133333333334,4.653088888888895,-0.008166666666674871,0.000982222222233986,-12.891883333333327,4.639445714285711,0.8798336606428224,1.1051035145025672,0.2340860659686011,0.9997459107631602,0.9995503426843196,0.012316666666325915,-0.064384126983831,0.06555162915778265,0.04398333333266358,-0.22061142857083205,0.2249531863013181,0.06356666666565758,-0.4336241269832355,0.43825860472209327
anchor,1888_translation,1886.44,-12.921066666666675,4.652182222222223,-0.007933333333340897,-0.0009066666666726064,-12.898816666666663,4.644410793650792,0.9415770639458196,1.1343837470253302,0.21319463556342683,0.9986838276415041,0.9998154184879545,0.017900000000087957,-0.05760571428578043,0.060322701517572276,0.051583333333512726,-0.20777777777790174,0.21408513543943072,0.07196666666693474,-0.40536634920653913,0.41170508641524883
anchor,1888_translation,1886.48,-12.927950000000003,4.6500666666666675,-0.006883333333327357,-0.002115555555555204,-12.905816666666663,4.647648888888887,1.0060600181927364,1.1603486664706666,0.1928167212197227,0.9958508057825284,0.9994298998607286,0.02201666666672253,-0.04914349206352675,0.053849943577607286,0.0557000000001171,-0.190713015873075,0.19868050841342438,0.0750666666668458,-0.3702330158731071,0.37776644965767897
anchor,1888_translation,1886.52,-12.930866666666667,4.649386666666672,-0.002916666666664014,-0.000679999999995573,-12.912433333333334,4.64972126984127,1.0672911310510618,1.1886929501380668,0.17334041758510513,0.994320492589655,0.9982220714263215,0.021516666666773432,-0.046024126984168134,0.05080538563089421,0.05043333333354738,-0.18415047619054636,0.19093171290369151,0.06396666666699247,-0.35048063492074366,0.3562701361311859
anchor,1888_translation,1886.56,-12.935066666666671,4.647724444444442,-0.004200000000004422,-0.001662222222229559,-12.918750000000001,4.650412063492063,1.1298270733006759,1.214091248071733,0.158858178979375,0.9911384073850159,0.9959277155293171,0.021483333333394583,-0.0406273015873122,0.0459577114898051,0.046233333333447035,-0.17199682539683803,0.17810229941725067,0.054933333333512024,-0.3225574603174799,0.3272017517031249
anchor,1888_translation,1886.6,-12.939849999999993,4.647875555555558,-0.004783333333321593,0.00015111111111565378,-12.924700000000001,4.650347301587303,1.1906970395755296,1.250836390476404,0.14875881088270185,0.9914010106904573,0.9948426368586368,0.020300000000062823,-0.04197650793652308,0.0466274298942965,0.040116666666778045,-0.17211555555558,0.17672892069115154,0.04336666666683975,-0.31274603174606863,0.31573841728669283
anchor,1888_translation,1886.64,-12.94358333333333,4.645079999999993,-0.003733333333336475,-0.002795555555564988,-12.930216666666666,4.649343492063493,1.2543221322548241,1.2856168571929636,0.1401812324075606,0.9915121016353715,0.9959223752740378,0.018033333333059787,-0.041523174603224966,0.045270024742992486,0.03211666666610036,-0.16773333333342855,0.17078041863423468,0.029466666665827645,-0.2958971428572834,0.2973607297467145
anchor,1888_translation,1886.68,-12.946966666666661,4.643115555555546,-0.0033833333333319615,-0.0019644444444466558,-12.935050000000002,4.647918730158729,1.3081574594746261,1.3207508826398102,0.12597385045230503,0.9952726144560466,0.9981088634699848,0.012433333333410346,-0.04699555555551882,0.04861244716892525,0.01835000000013487,-0.17350793650786223,0.17447557574406022,0.007033333333541947,-0.29350095238083895,0.2935852122063375
anchor,1888_translation,1886.72,-12.949650000000013,4.6390355555555445,-0.0026833333333513565,-0.00408000000000186,-12.939133333333332,4.646040634920632,1.370271760995973,1.36339023055769,0.1123633971609694,0.9976878235156578,0.9992146943852903,0.005483333333348384,-0.05243555555551893,0.05272147978633113,0.002283333333343407,-0.17760952380945216,0.17762420037520651,-0.018016666666643033,-0.2894749206348113,0.29003504952730663
anchor,1888_translation,1886.76,-12.95385000000001,4.63276444444444,-0.004199999999997317,-0.006271111111104233,-12.942833333333336,4.643568888888885,1.4336445106480853,1.4071961579157164,0.11124165262368775,0.9981932060837854,0.998654554456045,0.0018666666667463971,-0.056310476190446934,0.05634140727067113,-0.006999999999857565,-0.1777066666666114,0.17784448087516277,-0.03209999999977953,-0.28001968253959664,0.2818535658982556
anchor,1888_translation,1886.8,-12.957,4.627702222222219,-0.0031499999999908823,-0.005062222222221635,-12.946566666666667,4.640471111111106,1.4892404622293893,1.447071833584638,0.12127964827802998,0.9979278922707578,0.9977131043069493,0.002000000000016655,-0.05983999999995149,0.0598734131313245,-0.00808333333331035,-0.17646539682530715,0.17665043604387318,-0.033549999999962665,-0.2684812698411312,0.2705693899085848
anchor,1888_translation,1886.84,-12.96085,4.619617777777769,-0.003849999999999909,-0.008084444444449446,-12.950249999999999,4.636455873015867,1.5520218384397901,1.486355769062547,0.13621921993137068,0.9975992040172798,0.9970341130618549,0.0011833333333459706,-0.06036888888884384,0.06038048545226662,-0.010933333333310813,-0.16815428571420377,0.1685093516153669,-0.037333333333293695,-0.2467104761903487,0.24951921136426233
anchor,1888_translation,1886.88,-12.964699999999993,4.608888888888885,-0.0038499999999928036,-0.010728888888884569,-12.953800000000001,4.630886349206342,1.6290531904049574,1.5238329538676272,0.16511756316422416,0.9968637522488248,0.99591067349156,-0.0008166666668110167,-0.05349333333358164,0.0534995668728482,-0.015950000000289677,-0.14493714285764803,0.1458121321418335,-0.04325000000043566,-0.2036006349213899,0.2081436548166453
anchor,1888_translation,1886.92,-12.966566666666665,4.5998222222222225,-0.0018666666666717902,-0.009066666666662115,-12.957083333333335,4.624420952380946,1.6956142120564464,1.5657165383791911,0.18128298645991095,0.9964796611200314,0.9927584091238579,-0.00441666666663032,-0.052748571428514524,0.052933153431410286,-0.024216666666589504,-0.13370095238084723,0.13587638356972226,-0.05333333333322443,-0.1793796825395244,0.18714036163375708
anchor,1888_translation,1886.96,-12.970416666666651,4.5890177777777765,-0.003849999999985698,-0.010804444444445949,-12.96043333333333,4.6166926984126935,1.769818280552843,1.608588808464361,0.21057719694614987,0.9947318946063467,0.9827705608509762,-0.004916666666685998,-0.04717904761898506,0.047434545906393594,-0.025883333333357683,-0.11354920634908616,0.11646187877135185,-0.05275000000004404,-0.14214158730140802,0.15161396156214785
anchor,1888_translation,1887.0,-12.973916666666653,4.576248888888891,-0.003500000000002501,-0.012768888888885499,-12.963899999999995,4.607723174603172,1.8410771722940649,1.6490605434255787,0.24040348264363917,0.991079617611655,0.970481898022786,-0.005016666666666225,-0.041091428571366606,0.041396526985728696,-0.026599999999984192,-0.0926742857141658,0.09641619797850356,-0.04998333333331395,-0.10374857142839122,0.11516119001009485
anchor,1888_translation,1887.04,-12.977999999999994,4.563177777777774,-0.004083333333340988,-0.013071111111116807,-12.967349999999994,4.59778222222222,1.9135083296286985,1.6962889516912125,0.2630649091010542,0.9837894213840501,0.9583294034596406,-0.006583333333322727,-0.0368387301586397,0.03742235050713288,-0.02989999999996229,-0.07563111111093068,0.0813269633508573,-0.05111666666660852,-0.07188571428544765,0.0882069698461192
anchor,1888_translation,1887.08,-12.982199999999999,4.549955555555563,-0.004200000000004422,-0.013222222222211144,-12.970949999999993,4.586675555555554,1.9853621938637767,1.739217396398082,0.29188829674708383,0.9534913109897954,0.9057142402845854,-0.006416666666655857,-0.02969333333324009,0.030378736898526236,-0.03006666666662916,-0.05286730158711528,0.06081904324753219,-0.04651666666661747,-0.032564444444168394,0.05678242086887922
anchor,1888_translation,1887.12,-12.98558333333333,4.536657777777769,-0.0033833333333319615,-0.01329777777779384,-12.974483333333325,4.574824126984126,2.053487402320173,1.7872771256737197,0.30917309434641,0.8912015482052792,0.8504806878742693,-0.008699999999997488,-0.025440634920530947,0.026887095513641764,-0.03449999999997644,-0.03757269841248778,0.05100938801822794,-0.04811666666663683,-0.00468444444413052,0.04834415818750375
anchor,1888_translation,1887.16,-12.98908333333334,4.522906666666664,-0.0035000000000096065,-0.013751111111105274,-12.977966666666662,4.562540952380951,2.1098598089024745,1.8315161088497238,0.319188413638456,0.8344675622495406,0.8348140953784065,-0.011033333333472228,-0.023281904762492367,0.02576395803864915,-0.03830000000026068,-0.027480634921805525,0.04713889366251106,-0.04890000000039585,0.014744126982370709,0.051074448411226
anchor,1888_translation,1887.2,-12.994100000000003,4.509608888888884,-0.0050166666666626725,-0.013297777777779629,-12.981899999999996,4.549653333333332,2.1659479475481955,1.873447299693282,0.3368622083174485,0.6762322365924748,0.8681660101910742,-0.008083333333294362,-0.018726984126865354,0.020397063814799783,-0.031549999999914036,-0.012844444444199965,0.034064383937988885,-0.03344999999987408,0.04045460317497174,0.05249264156085127
anchor,1888_translation,1887.24,-12.998416666666671,4.492986666666667,-0.004316666666667857,-0.01662222222221743,-12.985899999999999,4.535934603174602,2.2285001373691964,1.9142663027313125,0.35724952516451947,0.6707875351656256,0.9372348808194569,-0.008949999999936509,-0.01075047619035896,0.013988396559947047,-0.03218333333319734,0.007728253968497967,0.03309823037319814,-0.028649999999798226,0.07413079365116104,0.07947450576970867
anchor,1888_translation,1887.28,-13.00343333333334,4.476591111111112,-0.005016666666669778,-0.01639555555555461,-12.990116666666667,4.521697777777776,2.285877696169756,1.9581865762600423,0.37120367990321207,0.7160111431812585,0.9695426438663846,-0.008466666666612,-0.0047707936506613535,0.009718277445139619,-0.029099999999894877,0.02323873015900091,0.03724041594016829,-0.018483333333172425,0.09953904761945243,0.10124058283165294
anchor,1888_translation,1887.32,-13.007516666666668,4.460422222222228,-0.004083333333326777,-0.01616888888888468,-12.994333333333335,4.507018412698413,2.3344854306194494,1.9943299650081232,0.38182459725592965,0.8532572241546408,0.9817967806980217,-0.010466666666609115,0.0011873015874144244,0.010533793057079827,-0.030249999999893973,0.03764825396848437,0.04829548143324678,-0.013699999999840173,0.12308000000034713,0.12384012435427005
anchor,1888_translation,1887.36,-13.01381666666667,4.446444444444445,-0.006300000000003081,-0.013977777777782308,-12.998850000000004,4.49223111111111,2.3869803623008186,2.043572771208767,0.3865428226698199,0.8913067561601671,0.9903481849434029,-0.009299999999926811,0.004220317460462475,0.010212789994204479,-0.024499999999868294,0.04621841269870508,0.052310531180455144,0.0013333333335356912,0.13719809523853588,0.1372045739575058
anchor,1888_translation,1887.4,-13.01871666666667,4.429595555555558,-0.004899999999999238,-0.01684888888888736,-13.003583333333339,4.476936507936508,2.446992179331368,2.0899926902201416,0.40025720692335903,0.9541837429859961,0.9950617309411293,-0.00891666666687918,0.011667936507191001,0.014684947626194477,-0.019633333333768377,0.0638444444429549,0.06679506616528211,0.015366666666018602,0.1648298412676068,0.16554458921006443
anchor,1888_translation,1887.44,-13.023033333333345,4.4150888888888815,-0.004316666666674962,-0.014506666666676438,-13.00843333333334,4.461533968253968,2.4976537929424834,2.136449170610645,0.4037021865440503,0.9612515240281885,0.9950632451862161,-0.00931666666660469,0.015823492063640643,0.018362548267185613,-0.016533333333217826,0.0741847619050553,0.07600480254574071,0.027900000000171232,0.18180825396869427,0.18393654126125886
anchor,1888_translation,1887.48,-13.028633333333325,4.400279999999995,-0.005599999999979843,-0.014808888888886429,-13.013366666666668,4.445915555555556,2.5533939061694113,2.1851775212428137,0.40947572653649245,0.9663549024305778,0.9952328847112338,-0.010316666666666308,0.021943492063631886,0.024247689684953066,-0.013433333333344066,0.08736380952408496,0.08839055186503438,0.04071666666665408,0.2033847619051734,0.20742036621235507
anchor,1888_translation,1887.52,-13.034466666666667,4.387662222222218,-0.005833333333342239,-0.01261777777777695,-13.01851666666667,4.430869206349206,2.5896733525127464,2.234412898972441,0.39758263641027397,0.9552960443446821,0.9930250563606334,-0.009633333333258776,0.019817142857289305,0.022034524322886734,-0.007083333333197217,0.0846546031748936,0.08495042936800194,0.05891666666687456,0.20176571428614665,0.21019176261817343
anchor,1888_translation,1887.56,-13.040650000000007,4.375497777777767,-0.006183333333339647,-0.012164444444451306,-13.023833333333338,4.416427301587299,2.6262193283259245,2.284548453304813,0.38473656376544724,0.9415542877769331,0.9898669474552025,-0.008933333333272842,0.01738857142872785,0.019549088489628722,-0.001199999999890622,0.0812006349209442,0.08120950136261273,0.0768666666668345,0.19939111111157226,0.21369440712095766
anchor,1888_translation,1887.6,-13.045900000000003,4.359782222222215,-0.005249999999996646,-0.01571555555555193,-13.029316666666668,4.402050158730154,2.677545529493968,2.3360659689873056,0.3846826461347589,0.948704027183354,0.988395796592386,-0.007966666666641586,0.020777777777928108,0.022252726286150677,0.005633333333376456,0.08897206349236253,0.08915022448953182,0.09633333333340133,0.21426476190520516,0.23492445446444793
anchor,1888_translation,1887.64,-13.05254999999999,4.3480711111111106,-0.006649999999986278,-0.011711111111104344,-13.034850000000002,4.3879968253968205,2.7194476200780078,2.3842703655047126,0.377586046115155,0.94429591912332,0.9896968972779042,-0.007900000000253371,0.02182476190410121,0.02321056294394237,0.010966666666156755,0.09157333333201034,0.09222767022592554,0.11383333333256473,0.22214412698213737,0.24961178043165103
anchor,1888_translation,1887.68,-13.060016666666662,4.335528888888895,-0.00746666666667295,-0.012542222222215571,-13.04075,4.374558730158726,2.756292235784057,2.4352704050538243,0.36690632628476816,0.9518263409962026,0.9938765814013266,-0.0037999999999787093,0.020022222222341846,0.020379631564890418,0.023650000000046134,0.08833523809547295,0.09144636017571217,0.14255000000006746,0.22079492063527262,0.2628134309322025
anchor,1888_translation,1887.72,-13.06655,4.323062222222227,-0.006533333333337055,-0.012466666666668402,-13.046966666666664,4.361412063492061,2.803217184401268,2.4880458874146365,0.3635603361971091,0.9666050178489858,0.9939672589806238,0.00021666666670583368,0.021133968254071434,0.02113507886449825,0.03676666666674855,0.09123873015893569,0.098368153681966,0.17138333333345557,0.22894412698443478,0.2859854196023835
anchor,1888_translation,1887.76,-13.073083333333336,4.3104444444444425,-0.006533333333337055,-0.012617777777784056,-13.053316666666664,4.34857841269841,2.845794871208101,2.5367643087210188,0.3579674327834645,0.9742079829996106,0.9946413690677928,0.0031333333333787294,0.022461587301702224,0.022679080269932747,0.04730000000010115,0.09390476190499442,0.10514463518621983,0.19621666666681925,0.23596000000034856,0.3068845090225346
anchor,1888_translation,1887.8,-13.080083333333334,4.297222222222224,-0.006999999999997897,-0.01322222222221825,-13.059833333333334,4.335658412698412,2.895928079228918,2.5831863930144996,0.3617607500517672,0.981165316458038,0.9955072544084871,0.007116666666751925,0.02843047619057959,0.029307659764450163,0.05995000000018358,0.1056698412700472,0.12149122542002357,0.22380000000027245,0.25503238095269065,0.33930510655532475
anchor,1888_translation,1887.84,-13.085566666666665,4.289213333333336,-0.00548333333333062,-0.008008888888888066,-13.06625,4.323332063492065,2.9293972461550597,2.6296396359155567,0.34741230536305623,0.9814048683001056,0.9970513692947769,0.008450000000054914,0.02759936507945593,0.02886394728359272,0.0685500000001138,0.10446095238113529,0.12494476008376429,0.24493333333350265,0.2539853968256742,0.35284687837439616
anchor,1888_translation,1887.88,-13.093266666666658,4.278182222222227,-0.007699999999992713,-0.011031111111108771,-13.073016666666662,4.311674920634923,2.960514073002794,2.6758731492809766,0.33696880175302524,0.9919025492292697,0.9986664227575398,0.015216666666290735,0.025807619047048647,0.029959641942296167,0.08769999999925915,0.10221587301473356,0.13468249587839615,0.28149999999888564,0.2503695238078194,0.3767321972583799
anchor,1888_translation,1887.92,-13.098983333333322,4.267906666666661,-0.005716666666664594,-0.01027555555556603,-13.079649999999997,4.300222857142859,2.9968571428597715,2.7156237062984605,0.3308614412954124,0.9913349754760341,0.9984840265331087,0.017383333333402362,0.028894603174714817,0.03372059267575849,0.09821666666681672,0.11006285714307928,0.14751388454528092,0.30465000000022435,0.2606990476193838,0.400968347790434
anchor,1888_translation,1887.96,-13.104000000000006,4.259746666666665,-0.005016666666683989,-0.008159999999996614,-13.085933333333331,4.289396825396826,3.0236295649748737,2.7563940453602314,0.3129329412431782,0.9905854319872046,0.9990015761109908,0.017400000000058924,0.027653333333437224,0.03267211111104149,0.10513333333345898,0.1096850793652866,0.15193365135207346,0.32235000000018665,0.2581085714288833,0.41295224559890614
anchor,1888_translation,1888.0,-13.109833333333334,4.250679999999996,-0.005833333333328028,-0.00906666666666922,-13.092116666666666,4.279056507936508,3.0481893253670718,2.791500940698218,0.30120152752305995,0.9927696015089089,0.9993779375814429,0.020600000000062124,0.027826031746140956,0.03462149682985708,0.1183000000001293,0.11275047619068967,0.16342447760741924,0.3488500000001906,0.2598247619050844,0.43497727457784136
anchor,1888_translation,1888.04,-13.114849999999997,4.242066666666666,-0.0050166666666626725,-0.008613333333329365,-13.098083333333332,4.269288253968254,3.072884310336507,2.8291154690786784,0.286159807515447,0.9947097501990906,0.9995171472553854,0.023200000000045407,0.02689777777786695,0.03552084527977368,0.13040000000008867,0.11461777777795223,0.1736127730980044,0.37295000000012557,0.2591879365081988,0.4541696697617222
anchor,1888_translation,1888.08,-13.118350000000007,4.233604444444445,-0.0035000000000096065,-0.008462222222220817,-13.10355,4.260199999999999,3.092774314507122,2.8648087454800137,0.26514242002668076,0.995164838985418,0.9991397741409139,0.023116666666739505,0.02481460317469253,0.0339137849332481,0.1376833333334737,0.11377587301605274,0.17861032881214176,0.38938333333353725,0.2551403174605893,0.4655276166585897
anchor,1888_translation,1888.12,-13.123133333333342,4.225368888888887,-0.004783333333335804,-0.008235555555557994,-13.108916666666667,4.251079365079364,3.1275954030406945,2.897636561404638,0.2645598850766526,0.9951437779736663,0.9988719557220932,0.028050000000053643,0.02984444444453338,0.040957213823767956,0.15416666666677514,0.1272895238097016,0.19992494587430842,0.419133333333491,0.271568253968522,0.4994217332823582
anchor,1888_translation,1888.16,-13.126633333333352,4.219551111111109,-0.0035000000000096065,-0.005817777777778588,-13.113683333333338,4.24270349206349,3.1427302482347246,2.9307578792792293,0.24093095469488615,0.9962215028455413,0.9990144726586229,0.028333333333147692,0.026865396825007437,0.03904519591873471,0.1614166666662893,0.12434285714207682,0.20375594813381737,0.4344999999994297,0.2639047619035919,0.5083659836720942
anchor,1888_translation,1888.2,-13.128383333333332,4.213204444444457,-0.0017499999999799343,-0.0063466666666514016,-13.117883333333339,4.234888888888889,3.1653803977593897,2.9669216900428848,0.22179385526969322,0.996680829921884,0.9991130424031512,0.029666666666720687,0.02618539682544263,0.03957001539069978,0.1703500000000986,0.124493968254062,0.21099258430493947,0.45160000000013945,0.2607853968255389,0.5214897728600051
anchor,1888_translation,1888.24,-13.13258333333333,4.209199999999996,-0.004199999999997317,-0.004004444444461797,-13.121966666666669,4.227667936507936,3.1836766874194273,2.9993029143143617,0.20738816926117445,0.9985970201935366,0.9994728278254483,0.03676666666667572,0.0258076190476908,0.044920162273629154,0.1898166666666814,0.12427809523824074,0.2268819338345283,0.48325000000002305,0.255906666666883,0.5468261008260098
anchor,1888_translation,1888.28,-13.134333333333323,4.203382222222217,-0.0017499999999941451,-0.005817777777778588,-13.12546666666667,4.2209111111111115,3.206344132964863,3.0335851707467585,0.19023782721124366,0.998426506462239,0.9996340424600665,0.039816666666709466,0.027405079365133922,0.04833637677212828,0.200950000000077,0.12655555555566966,0.2374809700629403,0.5013500000001194,0.25388825396842307,0.5619707003067457
anchor,1888_translation,1888.32,-13.136783333333348,4.197866666666677,-0.002450000000024488,-0.005515555555540175,-13.128600000000006,4.214596825396827,3.2271256687106153,3.065257716119506,0.17622425673610273,0.9985175327742605,0.9997647393449818,0.0458333333333929,0.029790476190522774,0.05466412823880034,0.21726666666677907,0.12904888888898558,0.25270223617525633,0.5267500000001757,0.25189142857157254,0.5838791435631288
anchor,1888_translation,1888.36,-13.13771666666667,4.192955555555557,-0.0009333333333216842,-0.004911111111120192,-13.13136666666667,4.208789841269843,3.250468667152897,3.101272342745991,0.16080949345334122,0.9986568384912966,0.9999276374498224,0.05256666666667087,0.03184126984132174,0.061458285930806364,0.23461666666666758,0.13007428571439217,0.26826162618214244,0.5526166666666779,0.24718539682555019,0.605380707226118
anchor,1888_translation,1888.4,-13.137016666666668,4.188195555555559,0.0007000000000019213,-0.004759999999997433,-13.133350000000004,4.203479365079367,3.2733701669528434,3.137486735577172,0.14171884243196253,0.9980641122463595,0.9999532298766778,0.05569999999990927,0.034626031745766284,0.06558545627232235,0.24424999999980912,0.13140190476137814,0.2773527051875014,0.5660166666663944,0.24231746031666646,0.6157049768504843
anchor,1888_translation,1888.44,-13.135033333333325,4.184719999999999,0.0019833333333423298,-0.003475555555560561,-13.134549999999999,4.1985034920634945,3.293904891415985,3.1675760168389573,0.12796315942032038,0.9968459220392327,0.9998517393268346,0.05953333333329702,0.03979619047623295,0.07160973784475173,0.2544166666665859,0.1364425396826272,0.2886943139599081,0.5792166666665608,0.24122730158743,0.6274412785077778
anchor,1888_translation,1888.48,-13.132233333333332,4.182604444444436,0.0027999999999934744,-0.0021155555555623096,-13.135099999999998,4.194132063492063,3.3099706286493404,3.1999148497948653,0.11014730975823421,0.9967255497525717,0.9994273688664337,0.06539999999998969,0.041793015873087036,0.07761324742443623,0.2679333333333087,0.1359892063493504,0.3004685263960672,0.5962666666666419,0.23149142857163607,0.6396266248991556
anchor,1888_translation,1888.52,-13.128616666666666,4.178297777777779,0.0036166666666659353,-0.004306666666657577,-13.134533333333334,4.1897174603174605,3.342394672682951,3.233780135264744,0.1112705944431017,0.9941834248017789,0.9984071173195435,0.06678333333335296,0.05038476190479457,0.0836578618141569,0.27241666666670206,0.14760317460324224,0.30983469371707273,0.5988000000000611,0.2410977777778731,0.6455149715146054
anchor,1888_translation,1888.56,-13.123716666666667,4.176031111111108,0.004899999999999238,-0.002266666666670858,-13.133016666666666,4.185810158730159,3.3582506903146827,3.264784413475849,0.10478335826820803,0.9935968907838608,0.997551480152749,0.07024999999997839,0.05279174603178394,0.08787508719245368,0.28049999999995556,0.1476679365080127,0.31699537768319197,0.6055499999999423,0.23359619047629554,0.649043898904356
anchor,1888_translation,1888.6,-13.11718333333333,4.1776933333333375,0.006533333333337055,0.001662222222229559,-13.130216666666666,4.182928253968254,3.3686173327811577,3.30431517119459,0.10045326978476903,0.9938082853433526,0.9973034686284363,0.07068333333330123,0.048981587301616614,0.0859961016889281,0.28193333333326365,0.13594603174608988,0.3129979680316056,0.6011333333332409,0.20877079365087248,0.636354090680612
anchor,1888_translation,1888.64,-13.108433333333338,4.1813199999999995,0.008749999999992042,0.003626666666662004,-13.126033333333334,4.1812660317460315,3.3738054501485526,3.3440623726351633,0.1125368286762777,0.9944571078169372,0.9970624596336822,0.0703833333335453,0.04288317460309976,0.08241832487487773,0.28115000000042834,0.11892444444429096,0.30526766285773554,0.5923333333339773,0.17676761904738747,0.6181468829673276
anchor,1888_translation,1888.68,-13.099333333333327,4.18456888888889,0.009100000000010766,0.003248888888890633,-13.12065,4.180747936507935,3.3769394973324154,3.379755438782993,0.13520516921881254,0.9956830212808344,0.996578868493056,0.07229999999993453,0.03676317460319112,0.08110993161688185,0.2838666666665457,0.1017085714285999,0.3015375896077011,0.5877499999998221,0.14580063492067286,0.6055641069639632
anchor,1888_translation,1888.72,-13.089183333333345,4.188195555555552,0.010149999999981674,0.003626666666662004,-13.114100000000002,4.181244444444443,3.3852942694597195,3.4177974273475034,0.16421978438029486,0.996792509926612,0.9972434052164593,0.0745999999999647,0.031150476190473064,0.08084251460022727,0.2872499999999416,0.0858850793650694,0.2998146249893603,0.5830833333332404,0.11786666666664747,0.5948770668987915
anchor,1888_translation,1888.76,-13.078800000000001,4.191822222222228,0.01038333333334407,0.003626666666676215,-13.106466666666668,4.182561269841271,3.3960971313827577,3.4534771347906132,0.19365208316661983,0.9975452632672277,0.9983452363030296,0.07804999999991402,0.026994920634890285,0.08258648945239533,0.2920499999998416,0.07286793650786816,0.30100322036619837,0.5797833333330953,0.09435809523799588,0.5874114092761374
anchor,1888_translation,1888.8,-13.065733333333334,4.195373333333329,0.013066666666667004,0.0035511111111006244,-13.097483333333335,4.185000634920635,3.3940688249940174,3.4848129294808836,0.23271600150230293,0.9985312400697017,0.999546378926913,0.07888333333324837,0.019277460317452366,0.0812046843110379,0.2909833333331804,0.0526946031745803,0.29571611637077755,0.5668166666664316,0.060919365079332266,0.5700809614892551
anchor,1888_translation,1888.84,-13.050449999999998,4.200813333333336,0.015283333333336202,0.005440000000007217,-13.087016666666667,4.188540952380953,3.3964842724922724,3.5206346614761106,0.27623015633615217,0.9991979697358675,0.9999766114570929,0.0782166666665507,0.011484444444402442,0.07905529336244897,0.28634999999978916,0.031107301587212532,0.28803469706255364,0.5482833333330177,0.026617142857012333,0.5489290353995092
anchor,1888_translation,1888.88,-13.034466666666667,4.203382222222224,0.015983333333331018,0.0025688888888879546,-13.0752,4.192210793650794,3.4161975461957597,3.5496486844756254,0.30933532175402795,0.9985309613377713,0.9996930748097195,0.07886666666722775,0.013783492063674352,0.08006207444645053,0.2835333333344696,0.028873015873372765,0.284999652907472,0.5321500000017014,0.02149015873069615,0.5325837487419997
