history,outer_heldout_match,model,inner_heldout_match,alpha,MAE,constant_features_removed,solver
2s,J03WR9,B2,J03WPY,0.01,2.106413873358601,0,solve
2s,J03WR9,B2,J03WPY,0.1,2.106414943251434,0,solve
2s,J03WR9,B2,J03WPY,1.0,2.106425635363382,0,solve
2s,J03WR9,B2,J03WPY,10.0,2.1065318814385687,0,solve
2s,J03WR9,B2,J03WPY,100.0,2.1076802714576557,0,solve
2s,J03WR9,B2,J03WQQ,0.01,2.247281728327473,0,solve
2s,J03WR9,B2,J03WQQ,0.1,2.247281070869685,0,solve
2s,J03WR9,B2,J03WQQ,1.0,2.2472745050718492,0,solve
2s,J03WR9,B2,J03WQQ,10.0,2.247212940470915,0,solve
2s,J03WR9,B2,J03WQQ,100.0,2.2467713912829304,0,solve
2s,J03WR9,B3,J03WMX,0.01,2.1172327667576782,0,solve
2s,J03WR9,B3,J03WMX,0.1,2.1172324147212556,0,solve
2s,J03WR9,B3,J03WMX,1.0,2.1172289005501774,0,solve
2s,J03WR9,B3,J03WMX,10.0,2.1171951372098667,0,solve
2s,J03WR9,B3,J03WMX,100.0,2.116955730131518,0,solve
2s,J03WR9,B3,J03WN1,0.01,1.9235764651543916,0,solve
2s,J03WR9,B3,J03WN1,0.1,1.9235788999475703,0,solve
2s,J03WR9,B3,J03WN1,1.0,1.9236032284145423,0,solve
2s,J03WR9,B3,J03WN1,10.0,1.9238472057685072,0,solve
2s,J03WR9,B3,J03WN1,100.0,1.926145554338572,0,solve
2s,J03WR9,B3,J03WOH,0.01,2.110943275819367,0,solve
2s,J03WR9,B3,J03WOH,0.1,2.1109437502667294,0,solve
2s,J03WR9,B3,J03WOH,1.0,2.110948492211234,0,solve
2s,J03WR9,B3,J03WOH,10.0,2.11099714807693,0,solve
2s,J03WR9,B3,J03WOH,100.0,2.1115492876370987,0,solve
2s,J03WR9,B3,J03WOY,0.01,2.123647061736699,0,solve
2s,J03WR9,B3,J03WOY,0.1,2.123647847307595,0,solve
2s,J03WR9,B3,J03WOY,1.0,2.1236556964029076,0,solve
2s,J03WR9,B3,J03WOY,10.0,2.1237341593282832,0,solve
2s,J03WR9,B3,J03WOY,100.0,2.1245236644136085,0,solve
2s,J03WR9,B3,J03WPY,0.01,2.0836783175246576,0,solve
2s,J03WR9,B3,J03WPY,0.1,2.0836793666495077,0,solve
2s,J03WR9,B3,J03WPY,1.0,2.0836898882637183,0,solve
2s,J03WR9,B3,J03WPY,10.0,2.0837966477349332,0,solve
2s,J03WR9,B3,J03WPY,100.0,2.0849043508425247,0,solve
2s,J03WR9,B3,J03WQQ,0.01,2.2373764848008926,0,solve
2s,J03WR9,B3,J03WQQ,0.1,2.237376536169455,0,solve
2s,J03WR9,B3,J03WQQ,1.0,2.2373770512004065,0,solve
2s,J03WR9,B3,J03WQQ,10.0,2.237384552427971,0,solve
2s,J03WR9,B3,J03WQQ,100.0,2.2375627511801164,0,solve
2s,J03WR9,B4,J03WMX,0.01,2.112535168455583,0,solve
2s,J03WR9,B4,J03WMX,0.1,2.112534699021828,0,solve
2s,J03WR9,B4,J03WMX,1.0,2.112530015321331,0,solve
2s,J03WR9,B4,J03WMX,10.0,2.112485078610886,0,solve
2s,J03WR9,B4,J03WMX,100.0,2.1122482739958897,0,solve
2s,J03WR9,B4,J03WN1,0.01,1.9152175683840507,0,solve
2s,J03WR9,B4,J03WN1,0.1,1.9152202647842593,0,solve
2s,J03WR9,B4,J03WN1,1.0,1.9152471870300534,0,solve
2s,J03WR9,B4,J03WN1,10.0,1.915514359822773,0,solve
2s,J03WR9,B4,J03WN1,100.0,1.917990283092447,0,solve
2s,J03WR9,B4,J03WOH,0.01,2.1100603957136097,0,solve
2s,J03WR9,B4,J03WOH,0.1,2.110058805382944,0,solve
2s,J03WR9,B4,J03WOH,1.0,2.11004313552701,0,solve
2s,J03WR9,B4,J03WOH,10.0,2.1099084195287876,0,solve
2s,J03WR9,B4,J03WOH,100.0,2.109585436258251,0,solve
2s,J03WR9,B4,J03WOY,0.01,2.1187751835210853,0,solve
2s,J03WR9,B4,J03WOY,0.1,2.11877590264194,0,solve
2s,J03WR9,B4,J03WOY,1.0,2.1187830844833697,0,solve
2s,J03WR9,B4,J03WOY,10.0,2.118855884493376,0,solve
2s,J03WR9,B4,J03WOY,100.0,2.1195852248008413,0,solve
2s,J03WR9,B4,J03WPY,0.01,2.072494971811719,0,solve
2s,J03WR9,B4,J03WPY,0.1,2.0724961778246924,0,solve
2s,J03WR9,B4,J03WPY,1.0,2.0725082616897557,0,solve
2s,J03WR9,B4,J03WPY,10.0,2.0726307339132974,0,solve
2s,J03WR9,B4,J03WPY,100.0,2.073925197602922,0,solve
2s,J03WR9,B4,J03WQQ,0.01,2.2328231662806086,0,solve
2s,J03WR9,B4,J03WQQ,0.1,2.2328231646854193,0,solve
2s,J03WR9,B4,J03WQQ,1.0,2.2328231863013457,0,solve
2s,J03WR9,B4,J03WQQ,10.0,2.2328247548828637,0,solve
2s,J03WR9,B4,J03WQQ,100.0,2.232927488475961,0,solve
1s,J03WMX,B1,J03WN1,0.01,1.9622843650425783,0,solve
1s,J03WMX,B1,J03WN1,0.1,1.9622850543659232,0,solve
1s,J03WMX,B1,J03WN1,1.0,1.9622919474319431,0,solve
1s,J03WMX,B1,J03WN1,10.0,1.9623608613560581,0,solve
1s,J03WMX,B1,J03WN1,100.0,1.9630503836907023,0,solve
1s,J03WMX,B1,J03WOH,0.01,2.071747735261138,0,solve
1s,J03WMX,B1,J03WOH,0.1,2.071748306847057,0,solve
1s,J03WMX,B1,J03WOH,1.0,2.0717540356727477,0,solve
1s,J03WMX,B1,J03WOH,10.0,2.0718114004080252,0,solve
1s,J03WMX,B1,J03WOH,100.0,2.072383468629233,0,solve
1s,J03WMX,B1,J03WOY,0.01,2.127956047522325,0,solve
1s,J03WMX,B1,J03WOY,0.1,2.1279562856810057,0,solve
1s,J03WMX,B1,J03WOY,1.0,2.127958667220215,0,solve
1s,J03WMX,B1,J03WOY,10.0,2.1279825057489217,0,solve
1s,J03WMX,B1,J03WOY,100.0,2.1282247720370675,0,solve
1s,J03WMX,B1,J03WPY,0.01,2.0935716733900462,0,solve
1s,J03WMX,B1,J03WPY,0.1,2.0935722842360076,0,solve
1s,J03WMX,B1,J03WPY,1.0,2.093578392526327,0,solve
1s,J03WMX,B1,J03WPY,10.0,2.0936394585076767,0,solve
1s,J03WMX,B1,J03WPY,100.0,2.0942495511674712,0,solve
1s,J03WMX,B1,J03WQQ,0.01,2.2072810516582333,0,solve
1s,J03WMX,B1,J03WQQ,0.1,2.207281348036682,0,solve
1s,J03WMX,B1,J03WQQ,1.0,2.207284317309304,0,solve
1s,J03WMX,B1,J03WQQ,10.0,2.2073140632066264,0,solve
1s,J03WMX,B1,J03WQQ,100.0,2.207610647939625,0,solve
1s,J03WMX,B1,J03WR9,0.01,2.118697790062754,0,solve
1s,J03WMX,B1,J03WR9,0.1,2.118697986536262,0,solve
1s,J03WMX,B1,J03WR9,1.0,2.1186999512028972,0,solve
1s,J03WMX,B1,J03WR9,10.0,2.1187195910286194,0,solve
1s,J03WMX,B1,J03WR9,100.0,2.118916884176016,0,solve
1s,J03WMX,B2,J03WN1,0.01,1.8723798645950758,0,solve
1s,J03WMX,B2,J03WN1,0.1,1.8723827173426952,0,solve
1s,J03WMX,B2,J03WN1,1.0,1.8724112251992784,0,solve
1s,J03WMX,B2,J03WN1,10.0,1.872695062767749,0,solve
1s,J03WMX,B2,J03WN1,100.0,1.875432946580658,0,solve
1s,J03WMX,B2,J03WOH,0.01,2.03552209496975,0,solve
1s,J03WMX,B2,J03WOH,0.1,2.035522294531565,0,solve
1s,J03WMX,B2,J03WOH,1.0,2.0355242929741366,0,solve
1s,J03WMX,B2,J03WOH,10.0,2.0355446679726916,0,solve
1s,J03WMX,B2,J03WOH,100.0,2.03585604359789,0,solve
1s,J03WMX,B2,J03WOY,0.01,2.0894508289185594,0,solve
1s,J03WMX,B2,J03WOY,0.1,2.0894519290247016,0,solve
1s,J03WMX,B2,J03WOY,1.0,2.0894629224062022,0,solve
1s,J03WMX,B2,J03WOY,10.0,2.0895720948923806,0,solve
1s,J03WMX,B2,J03WOY,100.0,2.090683146725551,0,solve
1s,J03WMX,B2,J03WPY,0.01,2.0334778263171787,0,solve
1s,J03WMX,B2,J03WPY,0.1,2.0334790314560913,0,solve
1s,J03WMX,B2,J03WPY,1.0,2.03349107726304,0,solve
1s,J03WMX,B2,J03WPY,10.0,2.0336114277754014,0,solve
1s,J03WMX,B2,J03WPY,100.0,2.0348632104694455,0,solve
1s,J03WMX,B2,J03WQQ,0.01,2.1818483727068885,0,solve
1s,J03WMX,B2,J03WQQ,0.1,2.181847674427121,0,solve
1s,J03WMX,B2,J03WQQ,1.0,2.1818407005030576,0,solve
1s,J03WMX,B2,J03WQQ,10.0,2.181772384502925,0,solve
1s,J03WMX,B2,J03WQQ,100.0,2.1812618745857337,0,solve
1s,J03WMX,B2,J03WR9,0.01,2.097250195271659,0,solve
1s,J03WMX,B2,J03WR9,0.1,2.0972494169444373,0,solve
1s,J03WMX,B2,J03WR9,1.0,2.0972416424379663,0,solve
1s,J03WMX,B2,J03WR9,10.0,2.0971664139283495,0,solve
1s,J03WMX,B2,J03WR9,100.0,2.0965984578082755,0,solve
1s,J03WMX,B3,J03WN1,0.01,1.8673330695499673,0,solve
1s,J03WMX,B3,J03WN1,0.1,1.8673355523394346,0,solve
1s,J03WMX,B3,J03WN1,1.0,1.8673603633993383,0,solve
1s,J03WMX,B3,J03WN1,10.0,1.8676069079790716,0,solve
1s,J03WMX,B3,J03WN1,100.0,1.8699847698318737,0,solve
1s,J03WMX,B3,J03WOH,0.01,2.0295522722928037,0,solve
1s,J03WMX,B3,J03WOH,0.1,2.029552467574756,0,solve
1s,J03WMX,B3,J03WOH,1.0,2.02955442219573,0,solve
1s,J03WMX,B3,J03WOH,10.0,2.029574851446525,0,solve
1s,J03WMX,B3,J03WOH,100.0,2.029931292526558,0,solve
1s,J03WMX,B3,J03WOY,0.01,2.062374144710819,0,solve
1s,J03WMX,B3,J03WOY,0.1,2.0623749588443197,0,solve
1s,J03WMX,B3,J03WOY,1.0,2.0623830942280437,0,solve
1s,J03WMX,B3,J03WOY,10.0,2.062464488367071,0,solve
1s,J03WMX,B3,J03WOY,100.0,2.0632764265147334,0,solve
1s,J03WMX,B3,J03WPY,0.01,2.0216513059633683,0,solve
1s,J03WMX,B3,J03WPY,0.1,2.021652517300494,0,solve
1s,J03WMX,B3,J03WPY,1.0,2.021664624501537,0,solve
1s,J03WMX,B3,J03WPY,10.0,2.0217867780364442,0,solve
1s,J03WMX,B3,J03WPY,100.0,2.0231364235135154,0,solve
1s,J03WMX,B3,J03WQQ,0.01,2.1757085753383434,0,solve
1s,J03WMX,B3,J03WQQ,0.1,2.1757084248320053,0,solve
1s,J03WMX,B3,J03WQQ,1.0,2.175706923512454,0,solve
1s,J03WMX,B3,J03WQQ,10.0,2.1756923109528614,0,solve
1s,J03WMX,B3,J03WQQ,100.0,2.175718945550292,0,solve
1s,J03WMX,B3,J03WR9,0.01,2.0838421617575635,0,solve
1s,J03WMX,B3,J03WR9,0.1,2.0838415332914453,0,solve
1s,J03WMX,B3,J03WR9,1.0,2.0838352557626756,0,solve
1s,J03WMX,B3,J03WR9,10.0,2.0837734848737126,0,solve
1s,J03WMX,B3,J03WR9,100.0,2.083347110400749,0,solve
1s,J03WMX,B4,J03WN1,0.01,1.8598334652862636,0,solve
1s,J03WMX,B4,J03WN1,0.1,1.8598362646396804,0,solve
1s,J03WMX,B4,J03WN1,1.0,1.8598642035847044,0,solve
1s,J03WMX,B4,J03WN1,10.0,1.8601391522393582,0,solve
1s,J03WMX,B4,J03WN1,100.0,1.8626749728454874,0,solve
1s,J03WMX,B4,J03WOH,0.01,2.0309413896824386,0,solve
1s,J03WMX,B4,J03WOH,0.1,2.0309385589994036,0,solve
1s,J03WMX,B4,J03WOH,1.0,2.030910579791686,0,solve
1s,J03WMX,B4,J03WOH,10.0,2.030664485523495,0,solve
1s,J03WMX,B4,J03WOH,100.0,2.029801277605297,0,solve
1s,J03WMX,B4,J03WOY,0.01,2.0572650466169105,0,solve
1s,J03WMX,B4,J03WOY,0.1,2.0572659660132384,0,solve
1s,J03WMX,B4,J03WOY,1.0,2.057275142738253,0,solve
1s,J03WMX,B4,J03WOY,10.0,2.057365532076455,0,solve
1s,J03WMX,B4,J03WOY,100.0,2.0582129154312536,0,solve
1s,J03WMX,B4,J03WPY,0.01,2.010894365180834,0,solve
1s,J03WMX,B4,J03WPY,0.1,2.010895634322638,0,solve
1s,J03WMX,B4,J03WPY,1.0,2.0109084798011443,0,solve
1s,J03WMX,B4,J03WPY,10.0,2.0110383006808186,0,solve
1s,J03WMX,B4,J03WPY,100.0,2.012487727247163,0,solve
1s,J03WMX,B4,J03WQQ,0.01,2.171851575596991,0,solve
1s,J03WMX,B4,J03WQQ,0.1,2.1718513350160515,0,solve
1s,J03WMX,B4,J03WQQ,1.0,2.1718489456980055,0,solve
1s,J03WMX,B4,J03WQQ,10.0,2.1718273734835143,0,solve
1s,J03WMX,B4,J03WQQ,100.0,2.171819921814071,0,solve
1s,J03WMX,B4,J03WR9,0.01,2.0783153552149995,0,solve
1s,J03WMX,B4,J03WR9,0.1,2.078314807976604,0,solve
1s,J03WMX,B4,J03WR9,1.0,2.078309326070281,0,solve
1s,J03WMX,B4,J03WR9,10.0,2.078254107068109,0,solve
1s,J03WMX,B4,J03WR9,100.0,2.0778791395021283,0,solve
1s,J03WN1,B1,J03WMX,0.01,2.09896686131404,0,solve
1s,J03WN1,B1,J03WMX,0.1,2.0989673126336292,0,solve
1s,J03WN1,B1,J03WMX,1.0,2.09897182571474,0,solve
1s,J03WN1,B1,J03WMX,10.0,2.0990169450521625,0,solve
1s,J03WN1,B1,J03WMX,100.0,2.0994687950768007,0,solve
1s,J03WN1,B1,J03WOH,0.01,2.0838038783919597,0,solve
1s,J03WN1,B1,J03WOH,0.1,2.0838044482867937,0,solve
1s,J03WN1,B1,J03WOH,1.0,2.083810147090848,0,solve
1s,J03WN1,B1,J03WOH,10.0,2.083867120709129,0,solve
1s,J03WN1,B1,J03WOH,100.0,2.0844399216465765,0,solve
1s,J03WN1,B1,J03WOY,0.01,2.1379086814934403,0,solve
1s,J03WN1,B1,J03WOY,0.1,2.1379089639431497,0,solve
1s,J03WN1,B1,J03WOY,1.0,2.1379117883832515,0,solve
1s,J03WN1,B1,J03WOY,10.0,2.137940037851349,0,solve
1s,J03WN1,B1,J03WOY,100.0,2.1382242926143036,0,solve
1s,J03WN1,B1,J03WPY,0.01,2.107617824212807,0,solve
1s,J03WN1,B1,J03WPY,0.1,2.10761845082534,0,solve
1s,J03WN1,B1,J03WPY,1.0,2.1076247167924644,0,solve
1s,J03WN1,B1,J03WPY,10.0,2.1076873606497686,0,solve
1s,J03WN1,B1,J03WPY,100.0,2.108312861564322,0,solve
1s,J03WN1,B1,J03WQQ,0.01,2.216055025458706,0,solve
1s,J03WN1,B1,J03WQQ,0.1,2.2160553232082125,0,solve
1s,J03WN1,B1,J03WQQ,1.0,2.2160583006183536,0,solve
1s,J03WN1,B1,J03WQQ,10.0,2.216088066230796,0,solve
1s,J03WN1,B1,J03WQQ,100.0,2.2163858079622085,0,solve
1s,J03WN1,B1,J03WR9,0.01,2.128472631279349,0,solve
1s,J03WN1,B1,J03WR9,0.1,2.1284728322515454,0,solve
1s,J03WN1,B1,J03WR9,1.0,2.128474841913035,0,solve
1s,J03WN1,B1,J03WR9,10.0,2.1284949519558336,0,solve
1s,J03WN1,B1,J03WR9,100.0,2.128700497466928,0,solve
1s,J03WN1,B2,J03WMX,0.01,2.0678807044607104,0,solve
1s,J03WN1,B2,J03WMX,0.1,2.067880395793184,0,solve
1s,J03WN1,B2,J03WMX,1.0,2.06787731547337,0,solve
1s,J03WN1,B2,J03WMX,10.0,2.067847142085227,0,solve
1s,J03WN1,B2,J03WMX,100.0,2.0676817319869225,0,solve
1s,J03WN1,B2,J03WOH,0.01,2.042446004199782,0,solve
1s,J03WN1,B2,J03WOH,0.1,2.0424468382388246,0,solve
1s,J03WN1,B2,J03WOH,1.0,2.042455176188191,0,solve
1s,J03WN1,B2,J03WOH,10.0,2.042539355653377,0,solve
1s,J03WN1,B2,J03WOH,100.0,2.043467284774964,0,solve
1s,J03WN1,B2,J03WOY,0.01,2.0973039379897243,0,solve
1s,J03WN1,B2,J03WOY,0.1,2.0973053744790566,0,solve
1s,J03WN1,B2,J03WOY,1.0,2.0973197434561035,0,solve
1s,J03WN1,B2,J03WOY,10.0,2.097463573102216,0,solve
1s,J03WN1,B2,J03WOY,100.0,2.0988679279287883,0,solve
1s,J03WN1,B2,J03WPY,0.01,2.0423151208640054,0,solve
1s,J03WN1,B2,J03WPY,0.1,2.0423169397145244,0,solve
1s,J03WN1,B2,J03WPY,1.0,2.042335117475637,0,solve
1s,J03WN1,B2,J03WPY,10.0,2.0425174122979697,0,solve
1s,J03WN1,B2,J03WPY,100.0,2.0443167040390144,0,solve
1s,J03WN1,B2,J03WQQ,0.01,2.186591308695306,0,solve
1s,J03WN1,B2,J03WQQ,0.1,2.1865912890785317,0,solve
1s,J03WN1,B2,J03WQQ,1.0,2.186591123573794,0,solve
1s,J03WN1,B2,J03WQQ,10.0,2.1865899955867207,0,solve
1s,J03WN1,B2,J03WQQ,100.0,2.1867152316160134,0,solve
1s,J03WN1,B2,J03WR9,0.01,2.10169116756121,0,solve
1s,J03WN1,B2,J03WR9,0.1,2.1016910363149894,0,solve
1s,J03WN1,B2,J03WR9,1.0,2.101689726397263,0,solve
1s,J03WN1,B2,J03WR9,10.0,2.101678327249161,0,solve
1s,J03WN1,B2,J03WR9,100.0,2.101656714154417,0,solve
1s,J03WN1,B3,J03WMX,0.01,2.0610816928181697,0,solve
1s,J03WN1,B3,J03WMX,0.1,2.061081393709489,0,solve
1s,J03WN1,B3,J03WMX,1.0,2.0610784085894154,0,solve
1s,J03WN1,B3,J03WMX,10.0,2.061049443322129,0,solve
1s,J03WN1,B3,J03WMX,100.0,2.0608796423848856,0,solve
1s,J03WN1,B3,J03WOH,0.01,2.0353806477689265,0,solve
1s,J03WN1,B3,J03WOH,0.1,2.035381433851582,0,solve
1s,J03WN1,B3,J03WOH,1.0,2.035389291601578,0,solve
1s,J03WN1,B3,J03WOH,10.0,2.035467843854128,0,solve
1s,J03WN1,B3,J03WOH,100.0,2.0363309609946687,0,solve
1s,J03WN1,B3,J03WOY,0.01,2.0717696272016624,0,solve
1s,J03WN1,B3,J03WOY,0.1,2.071770749633428,0,solve
1s,J03WN1,B3,J03WOY,1.0,2.0717819657777317,0,solve
1s,J03WN1,B3,J03WOY,10.0,2.0718937539471027,0,solve
1s,J03WN1,B3,J03WOY,100.0,2.072979625751296,0,solve
1s,J03WN1,B3,J03WPY,0.01,2.0282333586696897,0,solve
1s,J03WN1,B3,J03WPY,0.1,2.028234949956452,0,solve
1s,J03WN1,B3,J03WPY,1.0,2.028250853557223,0,solve
1s,J03WN1,B3,J03WPY,10.0,2.028408970790102,0,solve
1s,J03WN1,B3,J03WPY,100.0,2.0299818402245426,0,solve
1s,J03WN1,B3,J03WQQ,0.01,2.1815653971979994,0,solve
1s,J03WN1,B3,J03WQQ,0.1,2.181565644420652,0,solve
1s,J03WN1,B3,J03WQQ,1.0,2.1815681166996876,0,solve
1s,J03WN1,B3,J03WQQ,10.0,2.1815949711736087,0,solve
1s,J03WN1,B3,J03WQQ,100.0,2.18197616809696,0,solve
1s,J03WN1,B3,J03WR9,0.01,2.0886610562367154,0,solve
1s,J03WN1,B3,J03WR9,0.1,2.0886610164083046,0,solve
1s,J03WN1,B3,J03WR9,1.0,2.0886606195298967,0,solve
1s,J03WN1,B3,J03WR9,10.0,2.0886596880996686,0,solve
1s,J03WN1,B3,J03WR9,100.0,2.088758264969346,0,solve
1s,J03WN1,B4,J03WMX,0.01,2.0562188756777435,0,solve
1s,J03WN1,B4,J03WMX,0.1,2.056218490636846,0,solve
1s,J03WN1,B4,J03WMX,1.0,2.056214651651876,0,solve
1s,J03WN1,B4,J03WMX,10.0,2.0561784040753244,0,solve
1s,J03WN1,B4,J03WMX,100.0,2.055989737777972,0,solve
1s,J03WN1,B4,J03WOH,0.01,2.035222346615674,0,solve
1s,J03WN1,B4,J03WOH,0.1,2.0352209923030475,0,solve
1s,J03WN1,B4,J03WOH,1.0,2.0352076577542193,0,solve
1s,J03WN1,B4,J03WOH,10.0,2.0350949827492375,0,solve
1s,J03WN1,B4,J03WOH,100.0,2.035008077086413,0,solve
1s,J03WN1,B4,J03WOY,0.01,2.0651037557814194,0,solve
1s,J03WN1,B4,J03WOY,0.1,2.065104873107009,0,solve
1s,J03WN1,B4,J03WOY,1.0,2.0651160327898856,0,solve
1s,J03WN1,B4,J03WOY,10.0,2.065226332003532,0,solve
1s,J03WN1,B4,J03WOY,100.0,2.066271848079136,0,solve
1s,J03WN1,B4,J03WPY,0.01,2.0154782648096026,0,solve
1s,J03WN1,B4,J03WPY,0.1,2.0154801305659933,0,solve
1s,J03WN1,B4,J03WPY,1.0,2.015498776674926,0,solve
1s,J03WN1,B4,J03WPY,10.0,2.015685517515093,0,solve
1s,J03WN1,B4,J03WPY,100.0,2.017518669505898,0,solve
1s,J03WN1,B4,J03WQQ,0.01,2.1775623487722195,0,solve
1s,J03WN1,B4,J03WQQ,0.1,2.1775626336641487,0,solve
1s,J03WN1,B4,J03WQQ,1.0,2.177565487031794,0,solve
1s,J03WN1,B4,J03WQQ,10.0,2.177594419368675,0,solve
1s,J03WN1,B4,J03WQQ,100.0,2.1779928180868935,0,solve
1s,J03WN1,B4,J03WR9,0.01,2.081813338035175,0,solve
1s,J03WN1,B4,J03WR9,0.1,2.0818134258747123,0,solve
1s,J03WN1,B4,J03WR9,1.0,2.081814362930484,0,solve
1s,J03WN1,B4,J03WR9,10.0,2.08182796023722,0,solve
1s,J03WN1,B4,J03WR9,100.0,2.08210125801756,0,solve
1s,J03WOH,B1,J03WMX,0.01,2.0910383528211325,0,solve
1s,J03WOH,B1,J03WMX,0.1,2.091038794647277,0,solve
1s,J03WOH,B1,J03WMX,1.0,2.0910432127887972,0,solve
1s,J03WOH,B1,J03WMX,10.0,2.091087382217195,0,solve
1s,J03WOH,B1,J03WMX,100.0,2.091529934957618,0,solve
1s,J03WOH,B1,J03WN1,0.01,1.9665173950675618,0,solve
1s,J03WOH,B1,J03WN1,0.1,1.9665180853974402,0,solve
1s,J03WOH,B1,J03WN1,1.0,1.9665249885301066,0,solve
1s,J03WOH,B1,J03WN1,10.0,1.9665940032511127,0,solve
1s,J03WOH,B1,J03WN1,100.0,1.9672824964455027,0,solve
1s,J03WOH,B1,J03WOY,0.01,2.1305608734774775,0,solve
1s,J03WOH,B1,J03WOY,0.1,2.1305611214332054,0,solve
1s,J03WOH,B1,J03WOY,1.0,2.1305636009442197,0,solve
1s,J03WOH,B1,J03WOY,10.0,2.130588481981309,0,solve
1s,J03WOH,B1,J03WOY,100.0,2.130837541549712,0,solve
1s,J03WOH,B1,J03WPY,0.01,2.0966560312915297,0,solve
1s,J03WOH,B1,J03WPY,0.1,2.096656637434215,0,solve
1s,J03WOH,B1,J03WPY,1.0,2.096662698694826,0,solve
1s,J03WOH,B1,J03WPY,10.0,2.0967232946845784,0,solve
1s,J03WOH,B1,J03WPY,100.0,2.097331737797333,0,solve
1s,J03WOH,B1,J03WQQ,0.01,2.209470155530018,0,solve
1s,J03WOH,B1,J03WQQ,0.1,2.2094704498909006,0,solve
1s,J03WOH,B1,J03WQQ,1.0,2.2094733934104696,0,solve
1s,J03WOH,B1,J03WQQ,10.0,2.2095028196842836,0,solve
1s,J03WOH,B1,J03WQQ,100.0,2.2097983298177506,0,solve
1s,J03WOH,B1,J03WR9,0.01,2.1213911380453236,0,solve
1s,J03WOH,B1,J03WR9,0.1,2.1213913355905247,0,solve
1s,J03WOH,B1,J03WR9,1.0,2.1213933109752032,0,solve
1s,J03WOH,B1,J03WR9,10.0,2.1214130580923536,0,solve
1s,J03WOH,B1,J03WR9,100.0,2.121611582114248,0,solve
1s,J03WOH,B2,J03WMX,0.01,2.064101716840512,0,solve
1s,J03WOH,B2,J03WMX,0.1,2.064101070760861,0,solve
1s,J03WOH,B2,J03WMX,1.0,2.0640947681588813,0,solve
1s,J03WOH,B2,J03WMX,10.0,2.064033746414935,0,solve
1s,J03WOH,B2,J03WMX,100.0,2.063607923939919,0,solve
1s,J03WOH,B2,J03WN1,0.01,1.8748217933990543,0,solve
1s,J03WOH,B2,J03WN1,0.1,1.874824751222435,0,solve
1s,J03WOH,B2,J03WN1,1.0,1.8748543100006638,0,solve
1s,J03WOH,B2,J03WN1,10.0,1.8751479682477565,0,solve
1s,J03WOH,B2,J03WN1,100.0,1.8779729965526737,0,solve
1s,J03WOH,B2,J03WOY,0.01,2.0910126552615647,0,solve
1s,J03WOH,B2,J03WOY,0.1,2.0910138535354488,0,solve
1s,J03WOH,B2,J03WOY,1.0,2.0910258281440397,0,solve
1s,J03WOH,B2,J03WOY,10.0,2.0911455621372568,0,solve
1s,J03WOH,B2,J03WOY,100.0,2.092376050416494,0,solve
1s,J03WOH,B2,J03WPY,0.01,2.0350823925073454,0,solve
1s,J03WOH,B2,J03WPY,0.1,2.0350838043161987,0,solve
1s,J03WOH,B2,J03WPY,1.0,2.035097915372808,0,solve
1s,J03WOH,B2,J03WPY,10.0,2.0352390580839446,0,solve
1s,J03WOH,B2,J03WPY,100.0,2.0366940199632637,0,solve
1s,J03WOH,B2,J03WQQ,0.01,2.1832450614906116,0,solve
1s,J03WOH,B2,J03WQQ,0.1,2.1832446826269383,0,solve
1s,J03WOH,B2,J03WQQ,1.0,2.1832408996083337,0,solve
1s,J03WOH,B2,J03WQQ,10.0,2.183204343576423,0,solve
1s,J03WOH,B2,J03WQQ,100.0,2.183007572970323,0,solve
1s,J03WOH,B2,J03WR9,0.01,2.0985646494401986,0,solve
1s,J03WOH,B2,J03WR9,0.1,2.098564244404039,0,solve
1s,J03WOH,B2,J03WR9,1.0,2.0985601988891562,0,solve
1s,J03WOH,B2,J03WR9,10.0,2.0985224588906157,0,solve
1s,J03WOH,B2,J03WR9,100.0,2.0982864643761725,0,solve
1s,J03WOH,B3,J03WMX,0.01,2.0578994652034326,0,solve
1s,J03WOH,B3,J03WMX,0.1,2.0578989322307524,0,solve
1s,J03WOH,B3,J03WMX,1.0,2.057893667392759,0,solve
1s,J03WOH,B3,J03WMX,10.0,2.057843342886276,0,solve
1s,J03WOH,B3,J03WMX,100.0,2.0574846002940004,0,solve
1s,J03WOH,B3,J03WN1,0.01,1.8689109774409547,0,solve
1s,J03WOH,B3,J03WN1,0.1,1.8689135574671851,0,solve
1s,J03WOH,B3,J03WN1,1.0,1.8689393407954804,0,solve
1s,J03WOH,B3,J03WN1,10.0,1.8691962000921205,0,solve
1s,J03WOH,B3,J03WN1,100.0,1.871658511771318,0,solve
1s,J03WOH,B3,J03WOY,0.01,2.062389089117138,0,solve
1s,J03WOH,B3,J03WOY,0.1,2.06238998809183,0,solve
1s,J03WOH,B3,J03WOY,1.0,2.062399002512959,0,solve
1s,J03WOH,B3,J03WOY,10.0,2.0624893028694906,0,solve
1s,J03WOH,B3,J03WOY,100.0,2.063383125738717,0,solve
1s,J03WOH,B3,J03WPY,0.01,2.019463864307428,0,solve
1s,J03WOH,B3,J03WPY,0.1,2.019465228646878,0,solve
1s,J03WOH,B3,J03WPY,1.0,2.019478864791729,0,solve
1s,J03WOH,B3,J03WPY,10.0,2.019615757590229,0,solve
1s,J03WOH,B3,J03WPY,100.0,2.0210484212410362,0,solve
