history,outer_heldout_match,model,inner_heldout_match,alpha,MAE,constant_features_removed,solver
2s,J03WOY,B1,J03WQQ,10.0,2.2754612623166333,0,solve
2s,J03WOY,B1,J03WQQ,100.0,2.2756137040821667,0,solve
2s,J03WOY,B1,J03WR9,0.01,2.1785581041810382,0,solve
2s,J03WOY,B1,J03WR9,0.1,2.1785581962899387,0,solve
2s,J03WOY,B1,J03WR9,1.0,2.17855911733824,0,solve
2s,J03WOY,B1,J03WR9,10.0,2.1785683237536735,0,solve
2s,J03WOY,B1,J03WR9,100.0,2.1786619612376215,0,solve
2s,J03WOY,B2,J03WMX,0.01,2.123716918020629,0,solve
2s,J03WOY,B2,J03WMX,0.1,2.123716451175972,0,solve
2s,J03WOY,B2,J03WMX,1.0,2.1237117895875954,0,solve
2s,J03WOY,B2,J03WMX,10.0,2.123666607794721,0,solve
2s,J03WOY,B2,J03WMX,100.0,2.1233517727211018,0,solve
2s,J03WOY,B2,J03WN1,0.01,1.9369346223883994,0,solve
2s,J03WOY,B2,J03WN1,0.1,1.9369373387657454,0,solve
2s,J03WOY,B2,J03WN1,1.0,1.9369644822748067,0,solve
2s,J03WOY,B2,J03WN1,10.0,1.9372341923734238,0,solve
2s,J03WOY,B2,J03WN1,100.0,1.939851880950179,0,solve
2s,J03WOY,B2,J03WOH,0.01,2.116283867102162,0,solve
2s,J03WOY,B2,J03WOH,0.1,2.1162843948774435,0,solve
2s,J03WOY,B2,J03WOH,1.0,2.1162897416362147,0,solve
2s,J03WOY,B2,J03WOH,10.0,2.116346250850376,0,solve
2s,J03WOY,B2,J03WOH,100.0,2.116960630487369,0,solve
2s,J03WOY,B2,J03WPY,0.01,2.105507672095629,0,solve
2s,J03WOY,B2,J03WPY,0.1,2.1055090169690427,0,solve
2s,J03WOY,B2,J03WPY,1.0,2.105522456591166,0,solve
2s,J03WOY,B2,J03WPY,10.0,2.105657058243085,0,solve
2s,J03WOY,B2,J03WPY,100.0,2.1069974592278173,0,solve
2s,J03WOY,B2,J03WQQ,0.01,2.2455913316166964,0,solve
2s,J03WOY,B2,J03WQQ,0.1,2.2455909729398065,0,solve
2s,J03WOY,B2,J03WQQ,1.0,2.245587391129229,0,solve
2s,J03WOY,B2,J03WQQ,10.0,2.2455523276680847,0,solve
2s,J03WOY,B2,J03WQQ,100.0,2.2454309284065257,0,solve
2s,J03WOY,B2,J03WR9,0.01,2.1530054408310333,0,solve
2s,J03WOY,B2,J03WR9,0.1,2.153005740229773,0,solve
2s,J03WOY,B2,J03WR9,1.0,2.153008732217212,0,solve
2s,J03WOY,B2,J03WR9,10.0,2.1530396314433187,0,solve
2s,J03WOY,B2,J03WR9,100.0,2.153387084046036,0,solve
2s,J03WOY,B3,J03WMX,0.01,2.111280308541789,0,solve
2s,J03WOY,B3,J03WMX,0.1,2.111280111619307,0,solve
2s,J03WOY,B3,J03WMX,1.0,2.1112781463732433,0,solve
2s,J03WOY,B3,J03WMX,10.0,2.1112597942491917,0,solve
2s,J03WOY,B3,J03WMX,100.0,2.1111921104555815,0,solve
2s,J03WOY,B3,J03WN1,0.01,1.919903958144377,0,solve
2s,J03WOY,B3,J03WN1,0.1,1.9199062834443084,0,solve
2s,J03WOY,B3,J03WN1,1.0,1.9199295193482766,0,solve
2s,J03WOY,B3,J03WN1,10.0,1.9201605257565082,0,solve
2s,J03WOY,B3,J03WN1,100.0,1.922365330763552,0,solve
2s,J03WOY,B3,J03WOH,0.01,2.1018963055312576,0,solve
2s,J03WOY,B3,J03WOH,0.1,2.1018969170678306,0,solve
2s,J03WOY,B3,J03WOH,1.0,2.101903028961171,0,solve
2s,J03WOY,B3,J03WOH,10.0,2.1019643618929056,0,solve
2s,J03WOY,B3,J03WOH,100.0,2.1025965183244604,0,solve
2s,J03WOY,B3,J03WPY,0.01,2.077527852059951,0,solve
2s,J03WOY,B3,J03WPY,0.1,2.077528970234331,0,solve
2s,J03WOY,B3,J03WPY,1.0,2.077540144789887,0,solve
2s,J03WOY,B3,J03WPY,10.0,2.0776516217005825,0,solve
2s,J03WOY,B3,J03WPY,100.0,2.078752685015504,0,solve
2s,J03WOY,B3,J03WQQ,0.01,2.233342468994961,0,solve
2s,J03WOY,B3,J03WQQ,0.1,2.233342576007261,0,solve
2s,J03WOY,B3,J03WQQ,1.0,2.233343646527753,0,solve
2s,J03WOY,B3,J03WQQ,10.0,2.2333543910566798,0,solve
2s,J03WOY,B3,J03WQQ,100.0,2.233536912416729,0,solve
2s,J03WOY,B3,J03WR9,0.01,2.1336805332322863,0,solve
2s,J03WOY,B3,J03WR9,0.1,2.133680920879872,0,solve
2s,J03WOY,B3,J03WR9,1.0,2.133684794173735,0,solve
2s,J03WOY,B3,J03WR9,10.0,2.1337232120843077,0,solve
2s,J03WOY,B3,J03WR9,100.0,2.1341176758341134,0,solve
2s,J03WOY,B4,J03WMX,0.01,2.1063363483526505,0,solve
2s,J03WOY,B4,J03WMX,0.1,2.1063361846679056,0,solve
2s,J03WOY,B4,J03WMX,1.0,2.106334553420101,0,solve
2s,J03WOY,B4,J03WMX,10.0,2.1063187744260605,0,solve
2s,J03WOY,B4,J03WMX,100.0,2.106230012625619,0,solve
2s,J03WOY,B4,J03WN1,0.01,1.9129190674540437,0,solve
2s,J03WOY,B4,J03WN1,0.1,1.9129214876653735,0,solve
2s,J03WOY,B4,J03WN1,1.0,1.9129456665684086,0,solve
2s,J03WOY,B4,J03WN1,10.0,1.9131852017198814,0,solve
2s,J03WOY,B4,J03WN1,100.0,1.915449634169829,0,solve
2s,J03WOY,B4,J03WOH,0.01,2.1005436536445967,0,solve
2s,J03WOY,B4,J03WOH,0.1,2.1005423763507314,0,solve
2s,J03WOY,B4,J03WOH,1.0,2.1005298283834546,0,solve
2s,J03WOY,B4,J03WOH,10.0,2.100422559165961,0,solve
2s,J03WOY,B4,J03WOH,100.0,2.100197510278414,0,solve
2s,J03WOY,B4,J03WPY,0.01,2.0670943968795843,0,solve
2s,J03WOY,B4,J03WPY,0.1,2.0670956179819098,0,solve
2s,J03WOY,B4,J03WPY,1.0,2.067107825897978,0,solve
2s,J03WOY,B4,J03WPY,10.0,2.0672295442652757,0,solve
2s,J03WOY,B4,J03WPY,100.0,2.0684531099111414,0,solve
2s,J03WOY,B4,J03WQQ,0.01,2.2279865948752766,0,solve
2s,J03WOY,B4,J03WQQ,0.1,2.227986754727358,0,solve
2s,J03WOY,B4,J03WQQ,1.0,2.227988411151337,0,solve
2s,J03WOY,B4,J03WQQ,10.0,2.2280048798736307,0,solve
2s,J03WOY,B4,J03WQQ,100.0,2.228287058761448,0,solve
2s,J03WOY,B4,J03WR9,0.01,2.128061441626868,0,solve
2s,J03WOY,B4,J03WR9,0.1,2.1280617600991496,0,solve
2s,J03WOY,B4,J03WR9,1.0,2.128064939389584,0,solve
2s,J03WOY,B4,J03WR9,10.0,2.1280976243605516,0,solve
2s,J03WOY,B4,J03WR9,100.0,2.128441446566033,0,solve
2s,J03WPY,B1,J03WMX,0.01,2.16449600776281,0,solve
2s,J03WPY,B1,J03WMX,0.1,2.164496407045412,0,solve
2s,J03WPY,B1,J03WMX,1.0,2.16450039977005,0,solve
2s,J03WPY,B1,J03WMX,10.0,2.164540316882593,0,solve
2s,J03WPY,B1,J03WMX,100.0,2.1649414975580723,0,solve
2s,J03WPY,B1,J03WN1,0.01,2.0424658119100556,0,solve
2s,J03WPY,B1,J03WN1,0.1,2.0424664065701372,0,solve
2s,J03WPY,B1,J03WN1,1.0,2.042472353034724,0,solve
2s,J03WPY,B1,J03WN1,10.0,2.042531804062811,0,solve
2s,J03WPY,B1,J03WN1,100.0,2.0431285075541035,0,solve
2s,J03WPY,B1,J03WOH,0.01,2.169459727947351,0,solve
2s,J03WPY,B1,J03WOH,0.1,2.1694601673719034,0,solve
2s,J03WPY,B1,J03WOH,1.0,2.1694645615033736,0,solve
2s,J03WPY,B1,J03WOH,10.0,2.169508491418113,0,solve
2s,J03WPY,B1,J03WOH,100.0,2.1699474293866303,0,solve
2s,J03WPY,B1,J03WOY,0.01,2.2029074892537612,0,solve
2s,J03WPY,B1,J03WOY,0.1,2.2029077662380843,0,solve
2s,J03WPY,B1,J03WOY,1.0,2.20291053602788,0,solve
2s,J03WPY,B1,J03WOY,10.0,2.202938228582533,0,solve
2s,J03WPY,B1,J03WOY,100.0,2.2032153363498614,0,solve
2s,J03WPY,B1,J03WQQ,0.01,2.2827540583152994,0,solve
2s,J03WPY,B1,J03WQQ,0.1,2.282754298769271,0,solve
2s,J03WPY,B1,J03WQQ,1.0,2.2827567032502247,0,solve
2s,J03WPY,B1,J03WQQ,10.0,2.282780742185811,0,solve
2s,J03WPY,B1,J03WQQ,100.0,2.2830230244763516,0,solve
2s,J03WPY,B1,J03WR9,0.01,2.1850366228667792,0,solve
2s,J03WPY,B1,J03WR9,0.1,2.185036802550374,0,solve
2s,J03WPY,B1,J03WR9,1.0,2.1850385993279096,0,solve
2s,J03WPY,B1,J03WR9,10.0,2.1850565612654385,0,solve
2s,J03WPY,B1,J03WR9,100.0,2.1852369027910035,0,solve
2s,J03WPY,B2,J03WMX,0.01,2.132499328670725,0,solve
2s,J03WPY,B2,J03WMX,0.1,2.1324986887908173,0,solve
2s,J03WPY,B2,J03WMX,1.0,2.132492299213858,0,solve
2s,J03WPY,B2,J03WMX,10.0,2.132430036118331,0,solve
2s,J03WPY,B2,J03WMX,100.0,2.131983566344759,0,solve
2s,J03WPY,B2,J03WN1,0.01,1.9479304328423857,0,solve
2s,J03WPY,B2,J03WN1,0.1,1.947933591495586,0,solve
2s,J03WPY,B2,J03WN1,1.0,1.947965153654831,0,solve
2s,J03WPY,B2,J03WN1,10.0,1.9482819724383853,0,solve
2s,J03WPY,B2,J03WN1,100.0,1.9513180166811843,0,solve
2s,J03WPY,B2,J03WOH,0.01,2.1279924010631666,0,solve
2s,J03WPY,B2,J03WOH,0.1,2.1279929196269136,0,solve
2s,J03WPY,B2,J03WOH,1.0,2.12799810441286,0,solve
2s,J03WPY,B2,J03WOH,10.0,2.1280524963026575,0,solve
2s,J03WPY,B2,J03WOH,100.0,2.128676435860428,0,solve
2s,J03WPY,B2,J03WOY,0.01,2.160352088870205,0,solve
2s,J03WPY,B2,J03WOY,0.1,2.1603535622429404,0,solve
2s,J03WPY,B2,J03WOY,1.0,2.1603683083413423,0,solve
2s,J03WPY,B2,J03WOY,10.0,2.1605162379595058,0,solve
2s,J03WPY,B2,J03WOY,100.0,2.1619807716469777,0,solve
2s,J03WPY,B2,J03WQQ,0.01,2.2525276149747966,0,solve
2s,J03WPY,B2,J03WQQ,0.1,2.252527199719603,0,solve
2s,J03WPY,B2,J03WQQ,1.0,2.252523053488087,0,solve
2s,J03WPY,B2,J03WQQ,10.0,2.2524839174292444,0,solve
2s,J03WPY,B2,J03WQQ,100.0,2.252278296831709,0,solve
2s,J03WPY,B2,J03WR9,0.01,2.1577836328977043,0,solve
2s,J03WPY,B2,J03WR9,0.1,2.1577837026780773,0,solve
2s,J03WPY,B2,J03WR9,1.0,2.1577844015722727,0,solve
2s,J03WPY,B2,J03WR9,10.0,2.157796992149615,0,solve
2s,J03WPY,B2,J03WR9,100.0,2.15806728960141,0,solve
2s,J03WPY,B3,J03WMX,0.01,2.1246432562743442,0,solve
2s,J03WPY,B3,J03WMX,0.1,2.124643168458338,0,solve
2s,J03WPY,B3,J03WMX,1.0,2.1246422938422143,0,solve
2s,J03WPY,B3,J03WMX,10.0,2.1246343788443114,0,solve
2s,J03WPY,B3,J03WMX,100.0,2.1246502485377015,0,solve
2s,J03WPY,B3,J03WN1,0.01,1.9344762924034373,0,solve
2s,J03WPY,B3,J03WN1,0.1,1.9344789736457018,0,solve
2s,J03WPY,B3,J03WN1,1.0,1.9345057654686255,0,solve
2s,J03WPY,B3,J03WN1,10.0,1.934772451128667,0,solve
2s,J03WPY,B3,J03WN1,100.0,1.937309896747827,0,solve
2s,J03WPY,B3,J03WOH,0.01,2.115084635654787,0,solve
2s,J03WPY,B3,J03WOH,0.1,2.1150851875295165,0,solve
2s,J03WPY,B3,J03WOH,1.0,2.1150907260369123,0,solve
2s,J03WPY,B3,J03WOH,10.0,2.1151458528073013,0,solve
2s,J03WPY,B3,J03WOH,100.0,2.115732570535371,0,solve
2s,J03WPY,B3,J03WOY,0.01,2.1282107272336495,0,solve
2s,J03WPY,B3,J03WOY,0.1,2.128211589927146,0,solve
2s,J03WPY,B3,J03WOY,1.0,2.1282202103815897,0,solve
2s,J03WPY,B3,J03WOY,10.0,2.12830667769642,0,solve
2s,J03WPY,B3,J03WOY,100.0,2.129175677046447,0,solve
2s,J03WPY,B3,J03WQQ,0.01,2.240630514328673,0,solve
2s,J03WPY,B3,J03WQQ,0.1,2.2406306365886195,0,solve
2s,J03WPY,B3,J03WQQ,1.0,2.2406318600683583,0,solve
2s,J03WPY,B3,J03WQQ,10.0,2.2406446166828444,0,solve
2s,J03WPY,B3,J03WQQ,100.0,2.2408882688302025,0,solve
2s,J03WPY,B3,J03WR9,0.01,2.140186853640062,0,solve
2s,J03WPY,B3,J03WR9,0.1,2.1401871342722627,0,solve
2s,J03WPY,B3,J03WR9,1.0,2.140189939110425,0,solve
2s,J03WPY,B3,J03WR9,10.0,2.14021816554512,0,solve
2s,J03WPY,B3,J03WR9,100.0,2.1406126485188635,0,solve
2s,J03WPY,B4,J03WMX,0.01,2.119388928966218,0,solve
2s,J03WPY,B4,J03WMX,0.1,2.1193887020049957,0,solve
2s,J03WPY,B4,J03WMX,1.0,2.1193864534633144,0,solve
2s,J03WPY,B4,J03WMX,10.0,2.119368906414539,0,solve
2s,J03WPY,B4,J03WMX,100.0,2.119370903467183,0,solve
2s,J03WPY,B4,J03WN1,0.01,1.9253521237254616,0,solve
2s,J03WPY,B4,J03WN1,0.1,1.9253553812234072,0,solve
2s,J03WPY,B4,J03WN1,1.0,1.9253878801558855,0,solve
2s,J03WPY,B4,J03WN1,10.0,1.9257071611803187,0,solve
2s,J03WPY,B4,J03WN1,100.0,1.9285466382029233,0,solve
2s,J03WPY,B4,J03WOH,0.01,2.1141498944091,0,solve
2s,J03WPY,B4,J03WOH,0.1,2.114147553712733,0,solve
2s,J03WPY,B4,J03WOH,1.0,2.1141244486317143,0,solve
2s,J03WPY,B4,J03WOH,10.0,2.113924610424217,0,solve
2s,J03WPY,B4,J03WOH,100.0,2.113313368154553,0,solve
2s,J03WPY,B4,J03WOY,0.01,2.122496479772168,0,solve
2s,J03WPY,B4,J03WOY,0.1,2.1224974761787294,0,solve
2s,J03WPY,B4,J03WOY,1.0,2.1225074146035254,0,solve
2s,J03WPY,B4,J03WOY,10.0,2.1226044570641767,0,solve
2s,J03WPY,B4,J03WOY,100.0,2.1235172780814247,0,solve
2s,J03WPY,B4,J03WQQ,0.01,2.2349757018402037,0,solve
2s,J03WPY,B4,J03WQQ,0.1,2.2349758340995094,0,solve
2s,J03WPY,B4,J03WQQ,1.0,2.2349771573000448,0,solve
2s,J03WPY,B4,J03WQQ,10.0,2.2349912356736774,0,solve
2s,J03WPY,B4,J03WQQ,100.0,2.235199787020642,0,solve
2s,J03WPY,B4,J03WR9,0.01,2.1340898237951285,0,solve
2s,J03WPY,B4,J03WR9,0.1,2.1340902674305133,0,solve
2s,J03WPY,B4,J03WR9,1.0,2.134094683730837,0,solve
2s,J03WPY,B4,J03WR9,10.0,2.1341391125926346,0,solve
2s,J03WPY,B4,J03WR9,100.0,2.1345818394561595,0,solve
2s,J03WQQ,B1,J03WMX,0.01,2.1537244847156516,0,solve
2s,J03WQQ,B1,J03WMX,0.1,2.153724835159654,0,solve
2s,J03WQQ,B1,J03WMX,1.0,2.1537283395118068,0,solve
2s,J03WQQ,B1,J03WMX,10.0,2.1537633742498277,0,solve
2s,J03WQQ,B1,J03WMX,100.0,2.1541128467467456,0,solve
2s,J03WQQ,B1,J03WN1,0.01,2.0214669593544587,0,solve
2s,J03WQQ,B1,J03WN1,0.1,2.021467488299817,0,solve
2s,J03WQQ,B1,J03WN1,1.0,2.021472777629571,0,solve
2s,J03WQQ,B1,J03WN1,10.0,2.0215256585491974,0,solve
2s,J03WQQ,B1,J03WN1,100.0,2.0220548395033893,0,solve
2s,J03WQQ,B1,J03WOH,0.01,2.1558329738860884,0,solve
2s,J03WQQ,B1,J03WOH,0.1,2.15583337122037,0,solve
2s,J03WQQ,B1,J03WOH,1.0,2.155837344459531,0,solve
2s,J03WQQ,B1,J03WOH,10.0,2.155877066491023,0,solve
2s,J03WQQ,B1,J03WOH,100.0,2.156274780438949,0,solve
2s,J03WQQ,B1,J03WOY,0.01,2.195030432540487,0,solve
2s,J03WQQ,B1,J03WOY,0.1,2.19503065548022,0,solve
2s,J03WQQ,B1,J03WOY,1.0,2.195032884849674,0,solve
2s,J03WQQ,B1,J03WOY,10.0,2.1950551757552046,0,solve
2s,J03WQQ,B1,J03WOY,100.0,2.1952778043744807,0,solve
2s,J03WQQ,B1,J03WPY,0.01,2.1584230004914997,0,solve
2s,J03WQQ,B1,J03WPY,0.1,2.1584234506554294,0,solve
2s,J03WQQ,B1,J03WPY,1.0,2.1584279521873846,0,solve
2s,J03WQQ,B1,J03WPY,10.0,2.1584729567769574,0,solve
2s,J03WQQ,B1,J03WPY,100.0,2.1589219336201095,0,solve
2s,J03WQQ,B1,J03WR9,0.01,2.176822739688317,0,solve
2s,J03WQQ,B1,J03WR9,0.1,2.176822875420838,0,solve
2s,J03WQQ,B1,J03WR9,1.0,2.176824232696021,0,solve
2s,J03WQQ,B1,J03WR9,10.0,2.176837985066602,0,solve
2s,J03WQQ,B1,J03WR9,100.0,2.1769773924718665,0,solve
2s,J03WQQ,B2,J03WMX,0.01,2.1261367813089045,0,solve
2s,J03WQQ,B2,J03WMX,0.1,2.126135770177665,0,solve
2s,J03WQQ,B2,J03WMX,1.0,2.126125672004637,0,solve
2s,J03WQQ,B2,J03WMX,10.0,2.1260263189973343,0,solve
2s,J03WQQ,B2,J03WMX,100.0,2.125244562482837,0,solve
2s,J03WQQ,B2,J03WN1,0.01,1.9367183686934595,0,solve
2s,J03WQQ,B2,J03WN1,0.1,1.93672106275257,0,solve
2s,J03WQQ,B2,J03WN1,1.0,1.936747981738363,0,solve
2s,J03WQQ,B2,J03WN1,10.0,1.9370160853153837,0,solve
2s,J03WQQ,B2,J03WN1,100.0,1.9396367716992533,0,solve
2s,J03WQQ,B2,J03WOH,0.01,2.1195749322219646,0,solve
2s,J03WQQ,B2,J03WOH,0.1,2.11957508304065,0,solve
2s,J03WQQ,B2,J03WOH,1.0,2.119576593311491,0,solve
2s,J03WQQ,B2,J03WOH,10.0,2.1195922733932004,0,solve
2s,J03WQQ,B2,J03WOH,100.0,2.119894905172469,0,solve
2s,J03WQQ,B2,J03WOY,0.01,2.1550561810727977,0,solve
2s,J03WQQ,B2,J03WOY,0.1,2.1550574245768406,0,solve
2s,J03WQQ,B2,J03WOY,1.0,2.1550699256458308,0,solve
2s,J03WQQ,B2,J03WOY,10.0,2.15519432716589,0,solve
2s,J03WQQ,B2,J03WOY,100.0,2.156417147076254,0,solve
2s,J03WQQ,B2,J03WPY,0.01,2.1065369284973694,0,solve
2s,J03WQQ,B2,J03WPY,0.1,2.1065379261675687,0,solve
2s,J03WQQ,B2,J03WPY,1.0,2.106548036480192,0,solve
2s,J03WQQ,B2,J03WPY,10.0,2.106651537976755,0,solve
2s,J03WQQ,B2,J03WPY,100.0,2.10777995462685,0,solve
2s,J03WQQ,B2,J03WR9,0.01,2.153076852957944,0,solve
2s,J03WQQ,B2,J03WR9,0.1,2.1530767885758237,0,solve
2s,J03WQQ,B2,J03WR9,1.0,2.1530762220216535,0,solve
2s,J03WQQ,B2,J03WR9,10.0,2.1530738517345895,0,solve
2s,J03WQQ,B2,J03WR9,100.0,2.153146132518217,0,solve
2s,J03WQQ,B3,J03WMX,0.01,2.1176221871188248,0,solve
2s,J03WQQ,B3,J03WMX,0.1,2.1176219059803505,0,solve
2s,J03WQQ,B3,J03WMX,1.0,2.1176191002422655,0,solve
2s,J03WQQ,B3,J03WMX,10.0,2.1175919790422446,0,solve
2s,J03WQQ,B3,J03WMX,100.0,2.117400093948624,0,solve
2s,J03WQQ,B3,J03WN1,0.01,1.9266512113851573,0,solve
2s,J03WQQ,B3,J03WN1,0.1,1.92665361230361,0,solve
2s,J03WQQ,B3,J03WN1,1.0,1.9266776854887764,0,solve
2s,J03WQQ,B3,J03WN1,10.0,1.9269167014733695,0,solve
2s,J03WQQ,B3,J03WN1,100.0,1.9292010143132006,0,solve
2s,J03WQQ,B3,J03WOH,0.01,2.1102010765955397,0,solve
2s,J03WQQ,B3,J03WOH,0.1,2.110201476510366,0,solve
2s,J03WQQ,B3,J03WOH,1.0,2.1102054738349696,0,solve
2s,J03WQQ,B3,J03WOH,10.0,2.110248202831307,0,solve
2s,J03WQQ,B3,J03WOH,100.0,2.110746390771031,0,solve
2s,J03WQQ,B3,J03WOY,0.01,2.1260073605824825,0,solve
2s,J03WQQ,B3,J03WOY,0.1,2.1260081003980313,0,solve
2s,J03WQQ,B3,J03WOY,1.0,2.126015533712182,0,solve
2s,J03WQQ,B3,J03WOY,10.0,2.126089717458285,0,solve
2s,J03WQQ,B3,J03WOY,100.0,2.1268390233022183,0,solve
2s,J03WQQ,B3,J03WPY,0.01,2.0843956866837323,0,solve
2s,J03WQQ,B3,J03WPY,0.1,2.084396739607757,0,solve
2s,J03WQQ,B3,J03WPY,1.0,2.084407261810777,0,solve
2s,J03WQQ,B3,J03WPY,10.0,2.084512722187347,0,solve
2s,J03WQQ,B3,J03WPY,100.0,2.085597103794218,0,solve
2s,J03WQQ,B3,J03WR9,0.01,2.1376140048571757,0,solve
2s,J03WQQ,B3,J03WR9,0.1,2.1376142192538325,0,solve
2s,J03WQQ,B3,J03WR9,1.0,2.137616366590012,0,solve
2s,J03WQQ,B3,J03WR9,10.0,2.1376392924751846,0,solve
2s,J03WQQ,B3,J03WR9,100.0,2.137920401443447,0,solve
2s,J03WQQ,B4,J03WMX,0.01,2.111361859278216,0,solve
2s,J03WQQ,B4,J03WMX,0.1,2.1113614722728222,0,solve
2s,J03WQQ,B4,J03WMX,1.0,2.11135761386293,0,solve
2s,J03WQQ,B4,J03WMX,10.0,2.1113220796338092,0,solve
2s,J03WQQ,B4,J03WMX,100.0,2.111118538137837,0,solve
2s,J03WQQ,B4,J03WN1,0.01,1.917965355872275,0,solve
2s,J03WQQ,B4,J03WN1,0.1,1.917968273735844,0,solve
2s,J03WQQ,B4,J03WN1,1.0,1.9179973928714438,0,solve
2s,J03WQQ,B4,J03WN1,10.0,1.918284712852163,0,solve
2s,J03WQQ,B4,J03WN1,100.0,1.920884754212612,0,solve
2s,J03WQQ,B4,J03WOH,0.01,2.1097577001711083,0,solve
2s,J03WQQ,B4,J03WOH,0.1,2.1097558404259975,0,solve
2s,J03WQQ,B4,J03WOH,1.0,2.1097374900417316,0,solve
2s,J03WQQ,B4,J03WOH,10.0,2.1095777070639152,0,solve
2s,J03WQQ,B4,J03WOH,100.0,2.109085446413822,0,solve
2s,J03WQQ,B4,J03WOY,0.01,2.120240203207077,0,solve
2s,J03WQQ,B4,J03WOY,0.1,2.1202409385404524,0,solve
2s,J03WQQ,B4,J03WOY,1.0,2.1202482752748617,0,solve
2s,J03WQQ,B4,J03WOY,10.0,2.1203208027297267,0,solve
2s,J03WQQ,B4,J03WOY,100.0,2.121029435682307,0,solve
2s,J03WQQ,B4,J03WPY,0.01,2.073031811091795,0,solve
2s,J03WQQ,B4,J03WPY,0.1,2.0730329514276473,0,solve
2s,J03WQQ,B4,J03WPY,1.0,2.0730443591765235,0,solve
2s,J03WQQ,B4,J03WPY,10.0,2.0731602527008977,0,solve
2s,J03WQQ,B4,J03WPY,100.0,2.074414993462821,0,solve
2s,J03WQQ,B4,J03WR9,0.01,2.1318361125971785,0,solve
2s,J03WQQ,B4,J03WR9,0.1,2.131836361630345,0,solve
2s,J03WQQ,B4,J03WR9,1.0,2.131838863709467,0,solve
2s,J03WQQ,B4,J03WR9,10.0,2.131866144562914,0,solve
2s,J03WQQ,B4,J03WR9,100.0,2.13215564418829,0,solve
2s,J03WR9,B1,J03WMX,0.01,2.1543778934741398,0,solve
2s,J03WR9,B1,J03WMX,0.1,2.154378249471302,0,solve
2s,J03WR9,B1,J03WMX,1.0,2.1543818093526124,0,solve
2s,J03WR9,B1,J03WMX,10.0,2.1544173991378095,0,solve
2s,J03WR9,B1,J03WMX,100.0,2.1547736356165315,0,solve
2s,J03WR9,B1,J03WN1,0.01,2.0243766365253517,0,solve
2s,J03WR9,B1,J03WN1,0.1,2.0243771841696683,0,solve
2s,J03WR9,B1,J03WN1,1.0,2.0243826604903474,0,solve
2s,J03WR9,B1,J03WN1,10.0,2.0244374257098903,0,solve
2s,J03WR9,B1,J03WN1,100.0,2.02498548932704,0,solve
2s,J03WR9,B1,J03WOH,0.01,2.1576933766248794,0,solve
2s,J03WR9,B1,J03WOH,0.1,2.157693776890317,0,solve
2s,J03WR9,B1,J03WOH,1.0,2.157697779443405,0,solve
2s,J03WR9,B1,J03WOH,10.0,2.1577377948498944,0,solve
2s,J03WR9,B1,J03WOH,100.0,2.158137216669542,0,solve
2s,J03WR9,B1,J03WOY,0.01,2.193923472087156,0,solve
2s,J03WR9,B1,J03WOY,0.1,2.193923702912702,0,solve
2s,J03WR9,B1,J03WOY,1.0,2.19392601112388,0,solve
2s,J03WR9,B1,J03WOY,10.0,2.193949088807559,0,solve
2s,J03WR9,B1,J03WOY,100.0,2.1941832778673436,0,solve
2s,J03WR9,B1,J03WPY,0.01,2.159936954093205,0,solve
2s,J03WR9,B1,J03WPY,0.1,2.1599374196277674,0,solve
2s,J03WR9,B1,J03WPY,1.0,2.1599420748610614,0,solve
2s,J03WR9,B1,J03WPY,10.0,2.15998861596538,0,solve
2s,J03WR9,B1,J03WPY,100.0,2.160453467313182,0,solve
2s,J03WR9,B1,J03WQQ,0.01,2.2755323424763225,0,solve
2s,J03WR9,B1,J03WQQ,0.1,2.2755325518042455,0,solve
2s,J03WR9,B1,J03WQQ,1.0,2.275534645030965,0,solve
2s,J03WR9,B1,J03WQQ,10.0,2.2755555720489213,0,solve
2s,J03WR9,B1,J03WQQ,100.0,2.2757643191598835,0,solve
2s,J03WR9,B2,J03WMX,0.01,2.12600261622851,0,solve
2s,J03WR9,B2,J03WMX,0.1,2.126001681820259,0,solve
2s,J03WR9,B2,J03WMX,1.0,2.1259923499391506,0,solve
2s,J03WR9,B2,J03WMX,10.0,2.125900239136658,0,solve
2s,J03WR9,B2,J03WMX,100.0,2.125192407660456,0,solve
2s,J03WR9,B2,J03WN1,0.01,1.9363642352680588,0,solve
2s,J03WR9,B2,J03WN1,0.1,1.9363669403340482,0,solve
2s,J03WR9,B2,J03WN1,1.0,1.9363940828811477,0,solve
2s,J03WR9,B2,J03WN1,10.0,1.9366648014727734,0,solve
2s,J03WR9,B2,J03WN1,100.0,1.9393114427584444,0,solve
2s,J03WR9,B2,J03WOH,0.01,2.119685719990336,0,solve
2s,J03WR9,B2,J03WOH,0.1,2.1196859619857005,0,solve
2s,J03WR9,B2,J03WOH,1.0,2.1196883832358435,0,solve
2s,J03WR9,B2,J03WOH,10.0,2.1197139340688436,0,solve
2s,J03WR9,B2,J03WOH,100.0,2.1200728203525774,0,solve
2s,J03WR9,B2,J03WOY,0.01,2.1540629332541106,0,solve
2s,J03WR9,B2,J03WOY,0.1,2.154064245034746,0,solve
2s,J03WR9,B2,J03WOY,1.0,2.1540773522923304,0,solve
2s,J03WR9,B2,J03WOY,10.0,2.154208442407856,0,solve
2s,J03WR9,B2,J03WOY,100.0,2.1554998741990206,0,solve
