model,median_MAE,MAE_min,MAE_max,MAE_IQR,median_relative_improvement_vs_B0,matches_improved_vs_B0,matches_worsened_10pct_or_more_vs_B0
B0,2.6659293100277877,2.4913646142689476,2.8034095757362762,0.06686397796963739,0.0,0,0
B1,2.0888679780457733,1.956712038986186,2.2078057865363347,0.04731428618782596,0.2146022995673185,7,0
B2,2.0596627366872964,1.868233471619561,2.180870425474363,0.06337396461438694,0.2356070974683887,7,0
B3,2.0531672619344934,1.8628534904112677,2.1749824508758215,0.05370776213914441,0.23813074927484523,7,0
B4,2.048268999003212,1.8547703417535955,2.1716560180615754,0.05343996313235566,0.23797693651742213,7,0
