history,outer_heldout_match,model,bin,realized_bins,lower_edge,upper_edge,n,predicted_mean,predicted_median,observed_mean,observed_median,calibration_slope,calibration_intercept
2s,J03WMX,B4,1,5,1.5957874425047898,3.9532190439495607,1312,3.3333338933146557,3.4279358144750054,2.7986931508471504,2.514422796842618,,
2s,J03WMX,B4,2,5,3.9532190439495607,4.901937651761714,1226,4.429918574227914,4.427970902692612,4.355014876127545,3.923352343134865,,
2s,J03WMX,B4,3,5,4.901937651761714,5.945988766536648,1299,5.431522252854566,5.439862836593166,5.6988497971747405,5.230620920152379,,
2s,J03WMX,B4,4,5,5.945988766536648,7.332302916589491,1506,6.5952797041438975,6.5858311957366364,6.967283500062166,6.373206129548748,,
2s,J03WMX,B4,5,5,7.332302916589491,53.701254509333815,1605,8.986660330806998,8.58656633247032,8.972064929524146,8.409912428860743,,
2s,J03WMX,B4,ALL,5,,,6948,5.932072929170448,5.674891665389798,5.945139997345091,5.141782242343266,1.0318578415606499,-0.17591597132908698
2s,J03WN1,B1,1,5,2.82734625523211,4.305697499442998,1321,3.781215122870303,3.8754485807585497,2.938249973395112,2.6350042505021274,,
2s,J03WN1,B1,2,5,4.305697499442998,5.051808707793528,1376,4.669850716935716,4.673132384416253,4.1721566424972325,3.6996720094697286,,
2s,J03WN1,B1,3,5,5.051808707793528,5.832575674214899,1059,5.406883168959774,5.394439089493516,5.2843939515789,4.82865217263163,,
2s,J03WN1,B1,4,5,5.832575674214899,7.11116466612747,835,6.376633045255236,6.324572949047479,6.85642859059122,6.304279960527337,,
2s,J03WN1,B1,5,5,7.11116466612747,66.7460302233564,845,8.940223689902007,8.465268165407458,8.953217786255076,8.11366280954332,,
2s,J03WN1,B1,ALL,5,,,5436,5.523467007082218,5.061039652631738,5.244495189879028,4.424796275099244,1.1101345985697844,-0.8872966387416407
2s,J03WN1,B2,1,5,2.110884410655817,4.140574613641235,1482,3.5148351220467435,3.6388338176831816,2.9176855115083558,2.6323087317992897,,
2s,J03WN1,B2,2,5,4.140574613641235,5.040744338209112,1368,4.58308585063364,4.583832749242168,4.305380957471903,3.9359261537052426,,
2s,J03WN1,B2,3,5,5.040744338209112,6.030585946809798,955,5.506884593678324,5.497590970201478,5.5790305465117145,5.141009037001307,,
2s,J03WN1,B2,4,5,6.030585946809798,7.351318053892941,820,6.623485520763607,6.611639647413897,6.808750591834732,6.192683486453694,,
2s,J03WN1,B2,5,5,7.351318053892941,58.021318376726434,811,8.988629134530775,8.550380559865017,9.105000144367796,8.339497178583473,,
2s,J03WN1,B2,ALL,5,,,5436,5.419197615274744,4.954399106708989,5.244495189879028,4.424796275099244,1.100150983940877,-0.7174403987355372
2s,J03WN1,B3,1,5,1.6565430626583106,4.040283931489602,1382,3.4217764739374865,3.5478796813444085,2.8523708291793697,2.5935805345954153,,
2s,J03WN1,B3,2,5,4.040283931489602,5.016093449293708,1458,4.513969089115496,4.5154330541970875,4.21141510425451,3.8575031932898423,,
2s,J03WN1,B3,3,5,5.016093449293708,6.072299129955223,996,5.516092595225838,5.500413528118617,5.620238956105994,5.142504621890223,,
2s,J03WN1,B3,4,5,6.072299129955223,7.444992844110008,798,6.675306211984654,6.629179177769797,6.89100431906387,6.1850662935584335,,
2s,J03WN1,B3,5,5,7.444992844110008,53.504516674369704,802,9.021585747918033,8.614622574330905,9.13974650543503,8.352991507673192,,
2s,J03WN1,B3,ALL,5,,,5436,5.402225233765812,4.915683382604088,5.244495189879028,4.424796275099244,1.0951840504030752,-0.6719357228263152
2s,J03WN1,B4,1,5,1.5728180300385377,4.030517703068594,1434,3.387157471789733,3.515851318020591,2.892144191204333,2.6431968024354444,,
2s,J03WN1,B4,2,5,4.030517703068594,5.021936600036701,1415,4.507162797531307,4.500132001284138,4.242629254596046,3.8781799950073568,,
2s,J03WN1,B4,3,5,5.021936600036701,6.07453513774593,999,5.5253710450987485,5.514025312470956,5.586473659816036,5.13143258255027,,
2s,J03WN1,B4,4,5,6.07453513774593,7.4593007328433405,797,6.688729952204717,6.657360589077182,6.9283922824702096,6.199266426881121,,
2s,J03WN1,B4,5,5,7.4593007328433405,53.023169024265314,791,9.042039900860345,8.67231967949784,9.172698927252846,8.400489875101464,,
2s,J03WN1,B4,ALL,5,,,5436,5.37855706044787,4.921355367378656,5.244495189879028,4.424796275099244,1.0842062363598068,-0.5869699176756185
2s,J03WOH,B1,1,5,2.7610495840703466,4.236875145682396,1241,3.6767670483603028,3.7206840137299295,2.9665875316844956,2.501773207829635,,
2s,J03WOH,B1,2,5,4.236875145682396,4.963874111123053,1175,4.61358864458695,4.618963057178767,4.419704747300857,3.8733207682666513,,
2s,J03WOH,B1,3,5,4.963874111123053,5.740005200559241,1214,5.339170988676085,5.330839309139814,5.5646668848487675,5.077476710338526,,
2s,J03WOH,B1,4,5,5.740005200559241,7.030162747509368,1283,6.298373163488235,6.242539707962127,6.895416717614265,6.300419935811172,,
2s,J03WOH,B1,5,5,7.030162747509368,67.57391935142167,1202,8.830683389263127,8.266952182330533,8.872695573798415,8.344081415696397,,
2s,J03WOH,B1,ALL,5,,,6115,5.749939876910425,5.352963159460604,5.746850945463642,4.9345852726845765,1.041943215388384,-0.24425989817429883
2s,J03WOH,B2,1,5,2.053880311241801,4.069583677171935,1223,3.412358899820887,3.5226946882646524,2.809459873918935,2.460820125752893,,
2s,J03WOH,B2,2,5,4.069583677171935,4.952712476663603,1239,4.508604505690626,4.495997479671441,4.419754552512972,3.9763761281234657,,
2s,J03WOH,B2,3,5,4.952712476663603,5.939182994602811,1192,5.4225728564525415,5.409836557478711,5.765311148549704,5.241589324481833,,
2s,J03WOH,B2,4,5,5.939182994602811,7.284062061107655,1262,6.566556157004506,6.540988559090317,6.953493076224875,6.292007282232603,,
2s,J03WOH,B2,5,5,7.284062061107655,58.30005819412948,1199,8.854430893227171,8.389507449143318,8.826012563700335,8.294378221376219,,
2s,J03WOH,B2,ALL,5,,,6115,5.744340028297976,5.40976698363337,5.746850945463642,4.9345852726845765,1.0323663470485158,-0.18341238575490865
2s,J03WOH,B3,1,5,1.5370821718516483,3.9652466183752786,1322,3.264620251824442,3.3701912175685047,2.940001502967413,2.5983690931537575,,
2s,J03WOH,B3,2,5,3.9652466183752786,4.919406531702753,1232,4.436607732794881,4.417688859059973,4.40422596915625,4.040513689365946,,
2s,J03WOH,B3,3,5,4.919406531702753,5.9893124379751335,1126,5.454287038655561,5.455556688430065,5.777337105897246,5.251422601583554,,
2s,J03WOH,B3,4,5,5.9893124379751335,7.390205485507197,1229,6.636663440886498,6.600514570632378,7.044391549941809,6.403654254250741,,
2s,J03WOH,B3,5,5,7.390205485507197,53.57295949155082,1206,8.937243092714104,8.4823317032985,8.844499464732975,8.327883394544934,,
2s,J03WOH,B3,ALL,5,,,6115,5.7004138093056556,5.394499929342855,5.746850945463642,4.9345852726845765,0.9906259666306216,0.09987300542568761
2s,J03WOH,B4,1,5,1.522288785311824,3.9547873670473432,1275,3.2698543205888373,3.3490042383062244,2.8780885006219235,2.567484602002865,,
2s,J03WOH,B4,2,5,3.9547873670473432,4.931816017408074,1248,4.434749918853182,4.4284450371530095,4.413097115972426,3.996112237192511,,
2s,J03WOH,B4,3,5,4.931816017408074,5.988250530807032,1125,5.4413563722503895,5.434554085333139,5.752304440392092,5.24091322453574,,
2s,J03WOH,B4,4,5,5.988250530807032,7.400621404953353,1275,6.644024923039089,6.596788855098106,7.018340664977229,6.361788446617509,,
2s,J03WOH,B4,5,5,7.400621404953353,53.23645717929204,1192,8.967060853008862,8.498491247510605,8.846609605030672,8.327883394544934,,
2s,J03WOH,B4,ALL,5,,,6115,5.721181748147608,5.418717880479002,5.746850945463642,4.9345852726845765,0.9981344015085106,0.03634262535490791
2s,J03WOY,B1,1,5,2.7060339573796854,4.17437958926076,1207,3.6453085191041197,3.698366051944102,3.083214387575938,2.5749707463035807,,
2s,J03WOY,B1,2,5,4.17437958926076,4.936369875130087,1321,4.57348875682343,4.583605611585945,4.54196419713468,3.9839425041338217,,
2s,J03WOY,B1,3,5,4.936369875130087,5.735373164758542,1210,5.320610095446476,5.308649211305497,5.5948318495577585,4.936374843328303,,
2s,J03WOY,B1,4,5,5.735373164758542,7.0647001303420165,1307,6.326122471857733,6.2954007904353055,6.775573982655429,6.119383972482022,,
2s,J03WOY,B1,5,5,7.0647001303420165,38.44565501815197,1297,9.048227060427406,8.411964540081517,8.861249220170839,8.025084306556604,,
2s,J03WOY,B1,ALL,5,,,6342,5.815704322596195,5.338085566478478,5.808867304017058,4.930496791001204,0.8198522232735688,1.0408491852348667
2s,J03WOY,B2,1,5,2.02919077629438,4.024404625260315,1222,3.3943715332257383,3.471291052016632,2.9384689007871314,2.514649326577185,,
2s,J03WOY,B2,2,5,4.024404625260315,4.921942474450474,1263,4.4710062945619375,4.477192715718205,4.4970827616312805,4.017990483050314,,
2s,J03WOY,B2,3,5,4.921942474450474,5.925298303951509,1266,5.396639030836295,5.384255109704599,5.655406583496539,5.142702855636802,,
2s,J03WOY,B2,4,5,5.925298303951509,7.288527174997851,1276,6.556569308324675,6.527074091167133,6.861017253943225,6.2441659360795025,,
2s,J03WOY,B2,5,5,7.288527174997851,33.01736197687118,1315,9.057422071991432,8.50791586402292,8.862972750293402,8.048578442247596,,
2s,J03WOY,B2,ALL,5,,,6342,5.818927852217493,5.427015756572711,5.808867304017058,4.930496791001204,0.8662168718984774,0.7684138220662963
2s,J03WOY,B3,1,5,1.5842276232359511,3.945247045113769,1355,3.2765732059655126,3.388028227022102,2.9899291979108273,2.6274971674813234,,
