period,time_period_s,reason,available
2,1802.04,complete_ten_attackers_unavailable,9.0
2,1806.04,complete_ten_defenders_unavailable,9.0
2,1810.04,complete_ten_defenders_unavailable,9.0
2,1814.04,complete_ten_attackers_unavailable,9.0
2,1818.04,complete_ten_attackers_unavailable,9.0
2,1822.04,complete_ten_attackers_unavailable,9.0
2,1826.04,complete_ten_attackers_unavailable,9.0
2,1830.04,complete_ten_attackers_unavailable,9.0
2,1834.04,complete_ten_attackers_unavailable,9.0
2,1838.04,complete_ten_attackers_unavailable,9.0
2,1842.04,complete_ten_attackers_unavailable,9.0
2,1846.04,complete_ten_attackers_unavailable,9.0
2,1850.04,complete_ten_attackers_unavailable,9.0
2,1854.04,complete_ten_attackers_unavailable,9.0
2,1858.04,complete_ten_attackers_unavailable,9.0
2,1862.04,complete_ten_attackers_unavailable,9.0
2,1866.04,complete_ten_attackers_unavailable,9.0
2,1870.04,complete_ten_attackers_unavailable,9.0
2,1874.04,complete_ten_attackers_unavailable,9.0
2,1878.04,opponent_possession_event_after_anchor,
2,1882.04,complete_ten_attackers_unavailable,9.0
2,1886.04,complete_ten_attackers_unavailable,9.0
2,1890.04,opponent_possession_event_after_anchor,
2,1894.04,opponent_possession_event_after_anchor,
2,1898.04,complete_ten_attackers_unavailable,9.0
2,1902.04,complete_ten_attackers_unavailable,9.0
2,1906.04,opponent_possession_event_after_anchor,
2,1910.04,complete_ten_defenders_unavailable,9.0
2,1914.04,complete_ten_defenders_unavailable,9.0
2,1918.04,complete_ten_defenders_unavailable,9.0
2,1922.04,complete_ten_defenders_unavailable,9.0
2,1926.04,complete_ten_attackers_unavailable,9.0
2,1930.04,complete_ten_defenders_unavailable,9.0
2,1934.04,complete_ten_defenders_unavailable,9.0
2,1938.04,restart_or_ball_out_span,
2,1942.04,complete_ten_defenders_unavailable,9.0
2,1946.04,complete_ten_defenders_unavailable,9.0
2,1950.04,complete_ten_defenders_unavailable,9.0
2,1954.04,complete_ten_defenders_unavailable,9.0
2,1958.04,restart_or_ball_out_span,
2,1962.04,complete_ten_defenders_unavailable,9.0
2,1966.04,complete_ten_attackers_unavailable,9.0
2,1970.04,complete_ten_attackers_unavailable,9.0
2,1974.04,complete_ten_attackers_unavailable,9.0
2,1978.04,complete_ten_attackers_unavailable,9.0
2,1982.04,complete_ten_attackers_unavailable,9.0
2,1986.04,complete_ten_attackers_unavailable,9.0
2,1990.04,complete_ten_attackers_unavailable,9.0
2,1994.04,complete_ten_attackers_unavailable,9.0
2,1998.04,complete_ten_attackers_unavailable,9.0
2,2002.04,complete_ten_attackers_unavailable,9.0
2,2006.04,complete_ten_attackers_unavailable,8.0
2,2010.04,complete_ten_attackers_unavailable,9.0
2,2014.04,complete_ten_attackers_unavailable,9.0
2,2018.04,restart_or_ball_out_span,
2,2022.04,complete_ten_defenders_unavailable,9.0
2,2026.04,complete_ten_attackers_unavailable,9.0
2,2030.04,opponent_possession_event_after_anchor,
2,2034.04,opponent_possession_event_after_anchor,
2,2038.04,complete_ten_attackers_unavailable,9.0
2,2042.04,complete_ten_attackers_unavailable,9.0
2,2046.04,complete_ten_attackers_unavailable,9.0
2,2050.04,complete_ten_attackers_unavailable,9.0
2,2054.04,complete_ten_attackers_unavailable,9.0
2,2058.04,complete_ten_attackers_unavailable,9.0
2,2062.04,complete_ten_attackers_unavailable,9.0
2,2066.04,opponent_possession_event_after_anchor,
2,2070.04,complete_ten_defenders_unavailable,9.0
2,2074.04,restart_or_ball_out_span,
2,2078.04,restart_or_ball_out_span,
2,2082.04,restart_or_ball_out_span,
2,2086.04,complete_ten_attackers_unavailable,9.0
2,2090.04,complete_ten_attackers_unavailable,9.0
2,2094.04,complete_ten_attackers_unavailable,9.0
2,2098.04,complete_ten_attackers_unavailable,9.0
2,2102.04,complete_ten_attackers_unavailable,9.0
2,2106.04,opponent_possession_event_after_anchor,
2,2110.04,complete_ten_defenders_unavailable,9.0
2,2114.04,opponent_possession_event_after_anchor,
2,2118.04,complete_ten_defenders_unavailable,9.0
2,2122.04,complete_ten_defenders_unavailable,9.0
2,2126.04,complete_ten_defenders_unavailable,9.0
2,2130.04,complete_ten_defenders_unavailable,9.0
2,2134.04,complete_ten_defenders_unavailable,9.0
2,2138.04,complete_ten_defenders_unavailable,9.0
2,2142.04,opponent_possession_event_after_anchor,
2,2146.04,complete_ten_defenders_unavailable,9.0
2,2150.04,complete_ten_defenders_unavailable,9.0
2,2154.04,complete_ten_defenders_unavailable,9.0
2,2158.04,complete_ten_defenders_unavailable,9.0
2,2162.04,complete_ten_defenders_unavailable,9.0
2,2166.04,complete_ten_defenders_unavailable,9.0
2,2170.04,restart_or_ball_out_span,
2,2174.04,restart_or_ball_out_span,
2,2178.04,complete_ten_defenders_unavailable,9.0
2,2182.04,complete_ten_attackers_unavailable,9.0
2,2186.04,complete_ten_attackers_unavailable,9.0
2,2190.04,complete_ten_attackers_unavailable,9.0
2,2194.04,complete_ten_attackers_unavailable,9.0
2,2198.04,complete_ten_attackers_unavailable,9.0
2,2202.04,complete_ten_attackers_unavailable,9.0
2,2206.04,complete_ten_attackers_unavailable,9.0
2,2210.04,complete_ten_attackers_unavailable,9.0
2,2214.04,complete_ten_attackers_unavailable,9.0
2,2218.04,complete_ten_attackers_unavailable,9.0
2,2222.04,restart_or_ball_out_span,
2,2226.04,complete_ten_attackers_unavailable,9.0
2,2230.04,complete_ten_attackers_unavailable,9.0
2,2234.04,complete_ten_defenders_unavailable,9.0
2,2238.04,complete_ten_defenders_unavailable,9.0
2,2242.04,complete_ten_defenders_unavailable,9.0
2,2246.04,complete_ten_defenders_unavailable,9.0
2,2250.04,opponent_possession_event_after_anchor,
2,2254.04,complete_ten_attackers_unavailable,9.0
2,2258.04,complete_ten_defenders_unavailable,9.0
2,2262.04,complete_ten_defenders_unavailable,9.0
2,2266.04,complete_ten_attackers_unavailable,9.0
2,2270.04,complete_ten_attackers_unavailable,9.0
2,2274.04,complete_ten_attackers_unavailable,9.0
2,2278.04,complete_ten_attackers_unavailable,9.0
2,2282.04,opponent_possession_event_after_anchor,
2,2286.04,complete_ten_defenders_unavailable,9.0
2,2290.04,complete_ten_defenders_unavailable,9.0
2,2294.04,complete_ten_defenders_unavailable,9.0
2,2298.04,complete_ten_defenders_unavailable,9.0
2,2302.04,complete_ten_defenders_unavailable,9.0
2,2306.04,complete_ten_defenders_unavailable,9.0
2,2310.04,complete_ten_defenders_unavailable,9.0
2,2314.04,complete_ten_defenders_unavailable,9.0
2,2318.04,restart_or_ball_out_span,
2,2322.04,complete_ten_defenders_unavailable,9.0
2,2326.04,complete_ten_defenders_unavailable,9.0
2,2330.04,complete_ten_defenders_unavailable,9.0
2,2334.04,complete_ten_defenders_unavailable,9.0
2,2338.04,complete_ten_defenders_unavailable,9.0
2,2342.04,opponent_possession_event_after_anchor,
2,2346.04,complete_ten_defenders_unavailable,9.0
2,2350.04,complete_ten_defenders_unavailable,9.0
2,2354.04,complete_ten_defenders_unavailable,9.0
2,2358.04,complete_ten_defenders_unavailable,9.0
2,2362.04,opponent_possession_event_after_anchor,
2,2366.04,complete_ten_attackers_unavailable,9.0
2,2370.04,complete_ten_attackers_unavailable,9.0
2,2374.04,complete_ten_attackers_unavailable,9.0
2,2378.04,complete_ten_attackers_unavailable,9.0
2,2382.04,complete_ten_attackers_unavailable,9.0
2,2386.04,complete_ten_attackers_unavailable,9.0
2,2390.04,complete_ten_attackers_unavailable,9.0
2,2394.04,complete_ten_attackers_unavailable,9.0
2,2398.04,complete_ten_attackers_unavailable,9.0
2,2402.04,complete_ten_attackers_unavailable,9.0
2,2406.04,complete_ten_attackers_unavailable,9.0
2,2410.04,opponent_possession_event_after_anchor,
2,2414.04,complete_ten_defenders_unavailable,9.0
2,2418.04,complete_ten_attackers_unavailable,9.0
2,2422.04,complete_ten_attackers_unavailable,9.0
2,2426.04,complete_ten_attackers_unavailable,9.0
2,2430.04,complete_ten_attackers_unavailable,9.0
2,2434.04,complete_ten_attackers_unavailable,9.0
2,2438.04,complete_ten_attackers_unavailable,9.0
2,2442.04,complete_ten_attackers_unavailable,9.0
2,2446.04,complete_ten_attackers_unavailable,9.0
2,2450.04,complete_ten_attackers_unavailable,9.0
2,2454.04,complete_ten_attackers_unavailable,9.0
2,2458.04,opponent_possession_event_after_anchor,
2,2462.04,complete_ten_defenders_unavailable,9.0
2,2466.04,complete_ten_defenders_unavailable,9.0
2,2470.04,complete_ten_defenders_unavailable,9.0
2,2474.04,complete_ten_defenders_unavailable,9.0
2,2478.04,restart_or_ball_out_span,
2,2482.04,complete_ten_defenders_unavailable,9.0
2,2486.04,complete_ten_defenders_unavailable,9.0
2,2490.04,complete_ten_defenders_unavailable,9.0
2,2494.04,complete_ten_defenders_unavailable,9.0
2,2498.04,complete_ten_defenders_unavailable,9.0
2,2502.04,complete_ten_defenders_unavailable,9.0
2,2506.04,complete_ten_defenders_unavailable,9.0
2,2510.04,complete_ten_defenders_unavailable,9.0
2,2514.04,opponent_possession_event_after_anchor,
2,2518.04,complete_ten_attackers_unavailable,9.0
2,2522.04,complete_ten_attackers_unavailable,9.0
2,2526.04,complete_ten_attackers_unavailable,9.0
2,2530.04,complete_ten_attackers_unavailable,9.0
2,2534.04,complete_ten_attackers_unavailable,9.0
2,2538.04,complete_ten_attackers_unavailable,9.0
2,2542.04,restart_or_ball_out_span,
2,2546.04,complete_ten_attackers_unavailable,9.0
2,2550.04,complete_ten_attackers_unavailable,9.0
2,2554.04,restart_or_ball_out_span,
2,2558.04,complete_ten_defenders_unavailable,9.0
2,2562.04,complete_ten_defenders_unavailable,9.0
2,2566.04,complete_ten_defenders_unavailable,9.0
2,2570.04,opponent_possession_event_after_anchor,
2,2574.04,complete_ten_attackers_unavailable,9.0
2,2578.04,complete_ten_attackers_unavailable,9.0
2,2582.04,complete_ten_attackers_unavailable,9.0
2,2586.04,complete_ten_attackers_unavailable,9.0
2,2590.04,opponent_possession_event_after_anchor,
2,2594.04,complete_ten_defenders_unavailable,9.0
2,2598.04,complete_ten_defenders_unavailable,9.0
2,2602.04,complete_ten_defenders_unavailable,9.0
2,2606.04,complete_ten_defenders_unavailable,9.0
2,2610.04,complete_ten_attackers_unavailable,9.0
2,2614.04,complete_ten_attackers_unavailable,9.0
2,2618.04,complete_ten_attackers_unavailable,9.0
2,2622.04,complete_ten_attackers_unavailable,9.0
2,2626.04,complete_ten_attackers_unavailable,9.0
2,2630.04,complete_ten_attackers_unavailable,9.0
2,2634.04,complete_ten_attackers_unavailable,9.0
2,2638.04,complete_ten_attackers_unavailable,9.0
2,2642.04,complete_ten_attackers_unavailable,9.0
2,2646.04,complete_ten_attackers_unavailable,9.0
2,2650.04,complete_ten_attackers_unavailable,9.0
2,2654.04,complete_ten_attackers_unavailable,9.0
2,2658.04,complete_ten_attackers_unavailable,9.0
2,2662.04,complete_ten_attackers_unavailable,9.0
2,2666.04,complete_ten_attackers_unavailable,9.0
2,2670.04,complete_ten_attackers_unavailable,9.0
2,2674.04,complete_ten_attackers_unavailable,9.0
2,2678.04,complete_ten_attackers_unavailable,9.0
2,2682.04,complete_ten_attackers_unavailable,9.0
2,2686.04,complete_ten_attackers_unavailable,9.0
2,2690.04,restart_or_ball_out_span,
2,2694.04,complete_ten_attackers_unavailable,9.0
2,2698.04,complete_ten_attackers_unavailable,9.0
2,2702.04,complete_ten_attackers_unavailable,9.0
2,2706.04,complete_ten_attackers_unavailable,9.0
2,2710.04,complete_ten_attackers_unavailable,9.0
2,2714.04,complete_ten_attackers_unavailable,9.0
2,2718.04,complete_ten_attackers_unavailable,9.0
2,2722.04,complete_ten_attackers_unavailable,9.0
2,2726.04,complete_ten_attackers_unavailable,9.0
2,2730.04,restart_or_ball_out_span,
2,2734.04,complete_ten_attackers_unavailable,9.0
2,2738.04,complete_ten_attackers_unavailable,9.0
2,2742.04,opponent_possession_event_after_anchor,
2,2746.04,complete_ten_defenders_unavailable,9.0
2,2750.04,restart_or_ball_out_span,
2,2754.04,opponent_possession_event_after_anchor,
2,2758.04,complete_ten_attackers_unavailable,9.0
2,2762.04,complete_ten_attackers_unavailable,9.0
2,2766.04,complete_ten_attackers_unavailable,9.0
2,2770.04,restart_or_ball_out_span,
2,2774.04,complete_ten_attackers_unavailable,9.0
2,2778.04,complete_ten_defenders_unavailable,9.0
2,2782.04,complete_ten_defenders_unavailable,9.0
2,2786.04,complete_ten_defenders_unavailable,9.0
2,2790.04,complete_ten_defenders_unavailable,9.0
2,2794.04,restart_or_ball_out_span,
2,2798.04,complete_ten_defenders_unavailable,9.0
2,2802.04,complete_ten_defenders_unavailable,9.0
2,2806.04,complete_ten_defenders_unavailable,9.0
2,2810.04,restart_or_ball_out_span,
2,2814.04,complete_ten_attackers_unavailable,9.0
2,2818.04,complete_ten_attackers_unavailable,9.0
2,2822.04,complete_ten_attackers_unavailable,9.0
2,2826.04,complete_ten_attackers_unavailable,9.0
2,2830.04,complete_ten_attackers_unavailable,9.0
2,2834.04,complete_ten_attackers_unavailable,9.0
2,2838.04,restart_or_ball_out_span,
2,2842.04,complete_ten_attackers_unavailable,9.0
2,2846.04,complete_ten_attackers_unavailable,9.0
2,2850.04,restart_or_ball_out_span,
2,2854.04,complete_ten_defenders_unavailable,9.0
2,2858.04,complete_ten_defenders_unavailable,9.0
2,2862.04,complete_ten_defenders_unavailable,9.0
2,2866.04,opponent_possession_event_after_anchor,
2,2870.04,complete_ten_defenders_unavailable,9.0
2,2874.04,complete_ten_defenders_unavailable,9.0
2,2878.04,opponent_possession_event_after_anchor,
2,2882.04,complete_ten_attackers_unavailable,9.0
2,2886.04,complete_ten_attackers_unavailable,9.0
2,2890.04,complete_ten_attackers_unavailable,9.0
2,2894.04,restart_or_ball_out_span,
2,2898.04,complete_ten_defenders_unavailable,9.0
2,2902.04,complete_ten_defenders_unavailable,9.0
2,2906.04,complete_ten_defenders_unavailable,9.0
2,2910.04,complete_ten_defenders_unavailable,9.0
2,2914.04,complete_ten_defenders_unavailable,9.0
2,2918.04,complete_ten_defenders_unavailable,9.0
2,2922.04,complete_ten_defenders_unavailable,9.0
2,2926.04,complete_ten_defenders_unavailable,9.0
2,2930.04,complete_ten_defenders_unavailable,9.0
2,2934.04,complete_ten_defenders_unavailable,9.0
2,2938.04,complete_ten_defenders_unavailable,9.0
2,2942.04,complete_ten_defenders_unavailable,9.0
2,2946.04,complete_ten_defenders_unavailable,9.0
