rows_retained,retained_proportion,beta_goalward_m_per_m,beta_outward_m_per_m,outward_minus_goalward_m_per_m,model_rank
52267,0.9024466046238583,-0.01969114395032043,0.03291530501460074,0.05260644896492117,19
