heldout_match_id,training_rows,model_rank,outward_minus_goalward_m_per_m
1874553,52022,18,0.056446383278888984
1927964,50726,18,0.053499877550254996
1959846,52634,18,0.05600669455623644
1986691,52418,18,0.05580068809493846
1996436,53273,18,0.053713683022754796
2006363,51831,18,0.05481028425893854
2007448,52634,18,0.05511138457413714
2007721,51725,18,0.05471480344221352
2010085,51887,18,0.054980627046868784
2016236,52103,18,0.05503924057806605
