classification,beta_goalward_m_per_m,beta_outward_m_per_m,outward_minus_goalward_m_per_m,five_m_translation_m,ci_low,ci_high,valid_bootstrap_replicates
ADDITIONAL SKILLCORNER DIRECTIONAL REPLICATION SUPPORTED,-0.020913548448037323,0.03409392659098148,0.0550074750390188,0.275037375195094,0.05006431954919066,0.0600211052509831,2000
