diagnostic_id,match_id,team_key,player_key,period,start_frame_provider,end_frame_provider,start_time_period_s,end_time_period_s,start_time_match_s,end_time_match_s,raw_link_delta_x_m,raw_link_delta_y_m,coordinate_difference_m,elapsed_s,raw_link_speed_mps,above_report_threshold,hard_raw_jump
LINK-metrica:Away:15-P1-F10054-10055,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,10054,10055,402.16000000000003,402.19999999999999,402.16000000000003,402.19999999999999,-0.21420000000000528,0.89555999999999258,0.92081993549227037,0.03999999999996362,23.020498387327695,True,True
LINK-metrica:Away:15-P1-F10055-10056,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,10055,10056,402.19999999999999,402.24000000000001,402.19999999999999,402.24000000000001,-0.21839999999999549,0.91664000000000101,0.94229902345274663,0.040000000000020464,23.557475586306612,True,True
LINK-metrica:Away:15-P1-F10222-10223,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,10222,10223,408.88,408.92000000000002,408.88,408.92000000000002,-0.19530000000000314,0.82892000000000365,0.85161637865884621,0.040000000000020464,21.290409466460265,True,True
LINK-metrica:Away:15-P1-F10223-10224,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,10223,10224,408.92000000000002,408.95999999999998,408.92000000000002,408.95999999999998,-0.19950000000000045,0.84591999999999956,0.86912651346049696,0.03999999999996362,21.728162836532185,True,True
LINK-metrica:Away:15-P1-F10224-10225,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,10224,10225,408.95999999999998,409,408.95999999999998,409,-0.20264999999999844,0.8622399999999999,0.8857340684991174,0.040000000000020464,22.143351712466607,True,True
LINK-metrica:Away:15-P1-F10225-10226,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,10225,10226,409,409.04000000000002,409,409.04000000000002,-0.20789999999999509,0.87991999999999848,0.90414689979007024,0.040000000000020464,22.603672494740191,True,True
LINK-metrica:Away:15-P1-F10226-10227,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,10226,10227,409.04000000000002,409.07999999999998,409.04000000000002,409.07999999999998,-0.21105000000000018,0.89896000000000242,0.9234019623652554,0.03999999999996362,23.085049059152382,True,True
LINK-metrica:Away:15-P1-F10227-10228,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,10227,10228,409.07999999999998,409.12,409.07999999999998,409.12,-0.21630000000000393,0.9166399999999939,0.94181451443476416,0.040000000000020464,23.545362860857058,True,True
LINK-metrica:Away:15-P1-F10229-10230,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,10229,10230,409.16000000000003,409.19999999999999,409.16000000000003,409.19999999999999,-0.19530000000000314,0.60043999999999187,0.63140342381079262,0.03999999999996362,15.785085595284173,True,False
LINK-metrica:Away:15-P1-F10230-10231,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,10230,10231,409.19999999999999,409.24000000000001,409.19999999999999,409.24000000000001,-0.23729999999999762,0.66708000000000567,0.70803037816184577,0.040000000000020464,17.70075945403709,True,False
LINK-metrica:Away:15-P1-F10231-10232,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,10231,10232,409.24000000000001,409.27999999999997,409.24000000000001,409.27999999999997,-0.17954999999999899,0.50523999999999347,0.53619554278266157,0.03999999999996362,13.404888569578731,True,False
LINK-metrica:Away:15-P1-F11766-11767,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,11766,11767,470.63999999999999,470.68000000000001,470.63999999999999,470.68000000000001,-0.42839999999999634,1.4483999999999995,1.5104268006096804,0.040000000000020464,37.760670015222694,True,True
LINK-metrica:Away:15-P1-F11767-11768,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,11767,11768,470.68000000000001,470.72000000000003,470.68000000000001,470.72000000000003,-0.44519999999999982,1.5021200000000015,1.5667059502025273,0.040000000000020464,39.167648755043146,True,True
LINK-metrica:Away:15-P1-F11768-11769,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,11768,11769,470.72000000000003,470.75999999999999,470.72000000000003,470.75999999999999,-0.46095000000000397,1.5599199999999982,1.6265993080350176,0.03999999999996362,40.664982700912425,True,True
LINK-metrica:Away:15-P1-F11769-11770,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,11769,11770,470.75999999999999,470.80000000000001,470.75999999999999,470.80000000000001,-0.479849999999999,1.6197599999999959,1.6893426177362558,0.040000000000020464,42.233565443384791,True,True
LINK-metrica:Away:15-P1-F11770-11771,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,11770,11771,470.80000000000001,470.83999999999997,470.80000000000001,470.83999999999997,-0.49875000000000114,1.683679999999999,1.755998264492308,0.03999999999996362,43.89995661234763,True,True
LINK-metrica:Away:15-P1-F11771-11772,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,11771,11772,470.83999999999997,470.88,470.83999999999997,470.88,-0.51764999999999617,1.7510000000000048,1.8259141607698903,0.040000000000020464,45.647854019223907,True,True
LINK-metrica:Away:15-P1-F11804-11805,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,11804,11805,472.16000000000003,472.19999999999999,472.16000000000003,472.19999999999999,-0.097650000000001569,-1.0118399999999994,1.0165410508680892,0.03999999999996362,25.413526271725345,True,True
LINK-metrica:Away:15-P1-F11805-11806,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,11805,11806,472.19999999999999,472.24000000000001,472.19999999999999,472.24000000000001,-0.095549999999995805,-0.98803999999999448,0.99264940643713084,0.040000000000020464,24.816235160915575,True,True
LINK-metrica:Away:15-P1-F11806-11807,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,11806,11807,472.24000000000001,472.27999999999997,472.24000000000001,472.27999999999997,-0.093449999999997146,-0.96628000000000114,0.97078830900459534,0.03999999999996362,24.269707725136957,True,True
LINK-metrica:Away:15-P1-F11807-11808,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,11807,11808,472.27999999999997,472.31999999999999,472.27999999999997,472.31999999999999,-0.090299999999999159,-0.94451999999999714,0.94882670725480456,0.040000000000020464,23.72066768135798,True,True
LINK-metrica:Away:15-P1-F11808-11809,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,11808,11809,472.31999999999999,472.36000000000001,472.31999999999999,472.36000000000001,-0.089250000000006935,-0.92412000000000205,0.92841980639148636,0.040000000000020464,23.210495159775284,True,True
LINK-metrica:Away:15-P1-F11809-11810,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,11809,11810,472.36000000000001,472.39999999999998,472.36000000000001,472.39999999999998,-0.087149999999994066,-0.90371999999999986,0.90791241917929433,0.03999999999996362,22.697810479503001,True,True
LINK-metrica:Away:15-P1-F11810-11811,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,11810,11811,472.39999999999998,472.44,472.39999999999998,472.44,-0.086100000000001842,-0.88400000000000034,0.88818309486276581,0.040000000000020464,22.204577371557786,True,True
LINK-metrica:Away:15-P1-F33853-33854,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,33853,33854,1354.1199999999999,1354.1600000000001,1354.1199999999999,1354.1600000000001,-0.15959999999999752,0.68952000000000169,0.70774994906393418,0.040000000000190994,17.693748726513871,True,False
LINK-metrica:Away:15-P1-F49123-49124,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,49123,49124,1964.9200000000001,1964.96,1964.9200000000001,1964.96,0.2152499999999975,0.45219999999999416,0.50081673544320948,0.03999999999996362,12.520418386091624,True,False
LINK-metrica:Away:15-P1-F58028-58029,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,58028,58029,2321.1199999999999,2321.1599999999999,2321.1199999999999,2321.1599999999999,-0.22049999999999415,-1.009800000000002,1.033593870918361,0.03999999999996362,25.839846772982526,True,True
LINK-metrica:Away:15-P1-F58029-58030,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,58029,58030,2321.1599999999999,2321.1999999999998,2321.1599999999999,2321.1999999999998,-0.20895000000000863,-0.90167999999999537,0.92557383546640692,0.03999999999996362,23.13934588668122,True,True
LINK-metrica:Away:15-P1-F58030-58031,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,58030,58031,2321.1999999999998,2321.2399999999998,2321.1999999999998,2321.2399999999998,-0.15644999999999953,-0.67387999999999693,0.69180261411763666,0.03999999999996362,17.295065352956648,True,False
LINK-metrica:Away:15-P1-F58031-58032,metrica:sample-game-2,metrica:Away,metrica:Away:15,1,58031,58032,2321.2399999999998,2321.2800000000002,2321.2399999999998,2321.2800000000002,-0.087149999999994066,-0.46443999999999974,0.47254590898662824,0.040000000000418368,11.813647724542145,True,False
LINK-metrica:Away:15-P2-F67959-67960,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,67959,67960,0.71999999999999997,0.76000000000000001,2718.3600000000001,2718.4000000000001,7.2365999999999957,0.045559999999994716,7.2367434163164814,0.03999999999996362,180.91858540807658,True,True
LINK-metrica:Away:15-P2-F67960-67961,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,67960,67961,0.76000000000000001,0.80000000000000004,2718.4000000000001,2718.4400000000001,7.2460500000000039,0.0462400000000045,7.2461975366463793,0.03999999999996362,181.15493841632426,True,True
LINK-metrica:Away:15-P2-F67961-67962,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,67961,67962,0.80000000000000004,0.83999999999999997,2718.4400000000001,2718.48,7.2544499999999985,0.046239999999997394,7.2545973658156919,0.03999999999996362,181.36493414555724,True,True
LINK-metrica:Away:15-P2-F67962-67963,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,67962,67963,0.83999999999999997,0.88,2718.48,2718.52,7.2638999999999996,0.0462400000000045,7.2640471741034283,0.03999999999996362,181.60117935275088,True,True
LINK-metrica:Away:15-P2-F67963-67964,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,67963,67964,0.88,0.92000000000000004,2718.52,2718.5599999999999,7.2733500000000006,0.046919999999992967,7.2735013376571258,0.03999999999996362,181.83753344159354,True,True
LINK-metrica:Away:15-P2-F67964-67965,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,67964,67965,0.92000000000000004,0.95999999999999996,2718.5599999999999,2718.5999999999999,7.2817499999999953,0.0462400000000045,7.2818968133378501,0.03999999999996362,182.04742033361183,True,True
LINK-metrica:Away:15-P2-F81465-81466,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,81465,81466,540.96000000000004,541,3258.5999999999999,3258.6399999999999,0.050400000000010436,0.82959999999999923,0.8311295446559458,0.03999999999996362,20.778238616417543,True,True
LINK-metrica:Away:15-P2-F81466-81467,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,81466,81467,541,541.03999999999996,3258.6399999999999,3258.6799999999998,0.052499999999994884,0.84524000000000399,0.84686888453880882,0.03999999999996362,21.171722113489476,True,True
LINK-metrica:Away:15-P2-F81467-81468,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,81467,81468,541.03999999999996,541.08000000000004,3258.6799999999998,3258.7199999999998,0.052499999999994884,0.8622399999999999,0.86383682926812011,0.03999999999996362,21.595920731722643,True,True
LINK-metrica:Away:15-P2-F81468-81469,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,81468,81469,541.08000000000004,541.12,3258.7199999999998,3258.7600000000002,0.054600000000007753,0.87924000000000291,0.88093367378027154,0.040000000000418368,22.023341844276441,True,True
LINK-metrica:Away:15-P2-F81469-81470,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,81469,81470,541.12,541.15999999999997,3258.7600000000002,3258.8000000000002,0.054599999999993543,0.89623999999999882,0.89790160797272056,0.03999999999996362,22.44754019933843,True,True
LINK-metrica:Away:15-P2-F81470-81471,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,81470,81471,541.15999999999997,541.20000000000005,3258.8000000000002,3258.8400000000001,0.056700000000006412,0.91527999999999565,0.91703455136651901,0.03999999999996362,22.925863784183825,True,True
LINK-metrica:Away:15-P2-F82449-82450,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,82449,82450,580.32000000000005,580.36000000000001,3297.96,3298,0.7444500000000005,0.1325999999999965,0.75616702024089877,0.03999999999996362,18.904175506039664,True,False
LINK-metrica:Away:15-P2-F82450-82451,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,82450,82451,580.36000000000001,580.39999999999998,3298,3298.04,0.74654999999999916,0.1326000000000036,0.7582345695759326,0.03999999999996362,18.955864239415554,True,False
LINK-metrica:Away:15-P2-F82451-82452,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,82451,82452,580.39999999999998,580.44000000000005,3298.04,3298.0799999999999,0.74864999999999782,0.13328000000000628,0.76042118651442003,0.03999999999996362,19.01052966287779,True,False
LINK-metrica:Away:15-P2-F82452-82453,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,82452,82453,580.44000000000005,580.48000000000002,3298.0799999999999,3298.1199999999999,0.75074999999999648,0.13395999999999475,0.76260792291976176,0.03999999999996362,19.065198073011384,True,False
LINK-metrica:Away:15-P2-F82453-82454,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,82453,82454,580.48000000000002,580.51999999999998,3298.1199999999999,3298.1599999999999,0.75285000000000935,0.13396000000000186,0.76467535863267788,0.03999999999996362,19.116883965834333,True,False
LINK-metrica:Away:15-P2-F82454-82455,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,82454,82455,580.51999999999998,580.55999999999995,3298.1599999999999,3298.1999999999998,0.75599999999998602,0.13395999999998764,0.76777684362057674,0.03999999999996362,19.194421090531876,True,False
LINK-metrica:Away:15-P2-F84161-84162,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,84161,84162,648.79999999999995,648.84000000000003,3366.4400000000001,3366.48,-0.51660000000000039,0.3087200000000081,0.60181691435186946,0.03999999999996362,15.04542285881042,True,False
LINK-metrica:Away:15-P2-F84162-84163,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,84162,84163,648.84000000000003,648.88,3366.48,3366.52,-0.5187000000000026,0.31075999999998771,0.60466641018002243,0.03999999999996362,15.11666025451431,True,False
LINK-metrica:Away:15-P2-F84163-84164,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,84163,84164,648.88,648.91999999999996,3366.52,3366.5599999999999,-0.52185000000000059,0.31212000000000728,0.60806769105092662,0.03999999999996362,15.201692276286991,True,False
LINK-metrica:Away:15-P2-F84164-84165,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,84164,84165,648.91999999999996,648.96000000000004,3366.5599999999999,3366.5999999999999,-0.52394999999999925,0.31347999999999843,0.61056802479330519,0.03999999999996362,15.264200619846513,True,False
LINK-metrica:Away:15-P2-F84165-84166,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,84165,84166,648.96000000000004,649,3366.5999999999999,3366.6399999999999,-0.52709999999999724,0.31552000000000646,0.61431854961412424,0.03999999999996362,15.357963740367074,True,False
LINK-metrica:Away:15-P2-F84166-84167,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,84166,84167,649,649.03999999999996,3366.6399999999999,3366.6799999999998,-0.53025000000000233,0.31687999999999761,0.61771999878585848,0.03999999999996362,15.442999969660507,True,False
LINK-metrica:Away:15-P2-F85179-85180,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,85179,85180,689.51999999999998,689.55999999999995,3407.1599999999999,3407.1999999999998,0.59430000000000049,-0.2393599999999978,0.64069157915490005,0.03999999999996362,16.017289478887069,True,False
LINK-metrica:Away:15-P2-F85180-85181,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,85180,85181,689.55999999999995,689.60000000000002,3407.1999999999998,3407.2399999999998,0.59114999999999895,-0.23867999999999512,0.63751585462637428,0.03999999999996362,15.937896365673852,True,False
LINK-metrica:Away:15-P2-F85181-85182,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,85181,85182,689.60000000000002,689.63999999999999,3407.2399999999998,3407.2800000000002,0.5890500000000003,-0.2366400000000084,0.63480579085260735,0.040000000000418368,15.870144771149196,True,False
LINK-metrica:Away:15-P2-F85182-85183,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,85182,85183,689.63999999999999,689.67999999999995,3407.2800000000002,3407.3200000000002,0.58484999999999943,-0.23663999999999419,0.63091046282336816,0.03999999999996362,15.772761570598549,True,False
LINK-metrica:Away:15-P2-F85183-85184,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,85183,85184,689.67999999999995,689.72000000000003,3407.3200000000002,3407.3600000000001,0.58275000000000077,-0.23460000000000036,0.62819958810874832,0.03999999999996362,15.704989702732991,True,False
LINK-metrica:Away:15-P2-F85184-85185,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,85184,85185,689.72000000000003,689.75999999999999,3407.3600000000001,3407.4000000000001,0.57959999999999923,-0.23392000000000479,0.62502378066758491,0.03999999999996362,15.625594516703835,True,False
LINK-metrica:Away:15-P2-F88683-88684,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,88683,88684,829.67999999999995,829.72000000000003,3547.3200000000002,3547.3600000000001,0.7549500000000009,-0.68272000000000332,1.0178684104048057,0.03999999999996362,25.446710260143284,True,True
LINK-metrica:Away:15-P2-F88684-88685,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,88684,88685,829.72000000000003,829.75999999999999,3547.3600000000001,3547.4000000000001,0.74654999999999205,-0.67592000000000496,1.0070773301489786,0.03999999999996362,25.176933253747364,True,True
LINK-metrica:Away:15-P2-F88685-88686,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,88685,88686,829.75999999999999,829.79999999999995,3547.4000000000001,3547.4400000000001,0.73920000000000385,-0.66776000000000124,0.99615262766305412,0.03999999999996362,24.903815691599004,True,True
LINK-metrica:Away:15-P2-F88686-88687,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,88686,88687,829.79999999999995,829.84000000000003,3547.4400000000001,3547.48,0.72974999999999568,-0.66027999999999309,0.98412638461733393,0.03999999999996362,24.603159615455723,True,True
LINK-metrica:Away:15-P2-F88687-88688,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,88687,88688,829.84000000000003,829.88,3547.48,3547.52,0.72240000000000748,-0.65348000000000184,0.97411388985067515,0.03999999999996362,24.352847246289027,True,True
LINK-metrica:Away:15-P2-F88688-88689,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,88688,88689,829.88,829.91999999999996,3547.52,3547.5599999999999,0.71504999999999797,-0.6460000000000008,0.96364542363879779,0.03999999999996362,24.091135590991854,True,True
LINK-metrica:Away:15-P2-F91623-91624,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,91623,91624,947.27999999999997,947.32000000000005,3664.9200000000001,3664.96,0.24044999999999916,-0.4467599999999976,0.50735658081865598,0.03999999999996362,12.683914520477936,True,False
LINK-metrica:Away:15-P2-F91624-91625,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,91624,91625,947.32000000000005,947.36000000000001,3664.96,3665,0.23519999999999897,-0.43588000000001159,0.49528821346768348,0.03999999999996362,12.382205336703349,True,False
LINK-metrica:Away:15-P2-F91625-91626,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,91625,91626,947.36000000000001,947.39999999999998,3665,3665.04,0.23310000000000031,-0.43316000000000088,0.49189754583652978,0.03999999999996362,12.297438645924428,True,False
LINK-metrica:Away:15-P2-F91626-91627,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,91626,91627,947.39999999999998,947.44000000000005,3665.04,3665.0799999999999,0.22890000000000299,-0.43044000000000437,0.48751800335988116,0.03999999999996362,12.187950084008113,True,False
LINK-metrica:Away:15-P2-F91627-91628,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,91627,91628,947.44000000000005,947.48000000000002,3665.0799999999999,3665.1199999999999,0.2257499999999979,-0.41887999999998726,0.47583980171901169,0.03999999999996362,11.895995042986112,True,False
LINK-metrica:Away:15-P2-F91628-91629,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,91628,91629,947.48000000000002,947.51999999999998,3665.1199999999999,3665.1599999999999,0.22155000000000058,-0.40868000000000393,0.46486959988797233,0.03999999999996362,11.621739997209879,True,False
LINK-metrica:Away:15-P2-F91629-91630,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,91629,91630,947.51999999999998,947.55999999999995,3665.1599999999999,3665.1999999999998,0.21945000000000192,-0.40595999999999322,0.46147786956688974,0.03999999999996362,11.536946739182737,True,False
LINK-metrica:Away:15-P2-F91630-91631,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,91630,91631,947.55999999999995,947.60000000000002,3665.1999999999998,3665.2399999999998,0.2152499999999975,-0.40460000000000207,0.4582943622825843,0.03999999999996362,11.457359057075028,True,False
LINK-metrica:Away:15-P2-F91631-91632,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,91631,91632,947.60000000000002,947.63999999999999,3665.2399999999998,3665.2800000000002,0.21105000000000018,-0.40256000000000824,0.45452904868666721,0.040000000000418368,11.36322621704783,True,False
LINK-metrica:Away:15-P2-F91632-91633,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,91632,91633,947.63999999999999,947.67999999999995,3665.2800000000002,3665.3200000000002,0.20789999999999864,-0.38284000000000162,0.43564765074541684,0.03999999999996362,10.891191268645326,True,False
LINK-metrica:Away:15-P2-F91633-91634,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,91633,91634,947.67999999999995,947.72000000000003,3665.3200000000002,3665.3600000000001,0.20580000000000354,-0.38963999999999288,0.44065062078703116,0.03999999999996362,11.016265519685797,True,False
LINK-metrica:Away:15-P2-F98948-98949,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,98948,98949,1240.28,1240.3199999999999,3957.9200000000001,3957.96,-0.27719999999999345,-0.34340000000000259,0.44132006525876222,0.03999999999996362,11.03300163147909,True,False
LINK-metrica:Away:15-P2-F98949-98950,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,98949,98950,1240.3199999999999,1240.3599999999999,3957.96,3958,-0.30030000000000712,-0.37671999999999883,0.48176555335557503,0.03999999999996362,12.04413883390033,True,False
LINK-metrica:Away:15-P2-F98950-98951,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,98950,98951,1240.3599999999999,1240.4000000000001,3958,3958.04,-0.2824499999999972,-0.36515999999999593,0.46164903129974771,0.03999999999996362,11.54122578250419,True,False
LINK-metrica:Away:15-P2-F98951-98952,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,98951,98952,1240.4000000000001,1240.4400000000001,3958.04,3958.0799999999999,-0.26145000000001062,-0.34272000000000702,0.43106043764188146,0.03999999999996362,10.776510941056838,True,False
LINK-metrica:Away:15-P2-F98955-98956,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,98955,98956,1240.5599999999999,1240.5999999999999,3958.1999999999998,3958.2399999999998,0.37694999999999368,0.3835200000000043,0.53775356149448095,0.03999999999996362,13.44383903737425,True,False
LINK-metrica:Away:15-P2-F98956-98957,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,98956,98957,1240.5999999999999,1240.6400000000001,3958.2399999999998,3958.2800000000002,0.38010000000001298,0.3862399999999937,0.54190160324546466,0.040000000000418368,13.547540080994921,True,False
LINK-metrica:Away:15-P2-F98957-98958,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,98957,98958,1240.6400000000001,1240.6800000000001,3958.2800000000002,3958.3200000000002,0.38324999999998965,0.39032000000000266,0.54701943740601588,0.03999999999996362,13.675485935162834,True,False
LINK-metrica:Away:15-P2-F98958-98959,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,98958,98959,1240.6800000000001,1240.72,3958.3200000000002,3958.3600000000001,0.38745000000001539,0.39303999999999206,0.55190392651258213,0.03999999999996362,13.797598162827102,True,False
LINK-metrica:Away:15-P2-F98959-98960,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,98959,98960,1240.72,1240.76,3958.3600000000001,3958.4000000000001,0.38954999999998563,0.39644000000000545,0.55580021239649879,0.03999999999996362,13.895005309925107,True,False
LINK-metrica:Away:15-P2-F98960-98961,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,98960,98961,1240.76,1240.8,3958.4000000000001,3958.4400000000001,0.39270000000000493,0.39916000000000196,0.55994820796213418,0.03999999999996362,13.998705199066086,True,False
LINK-metrica:Away:15-P2-F99041-99042,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,99041,99042,1244,1244.04,3961.6399999999999,3961.6799999999998,0.66150000000000375,-0.58547999999999689,0.88338501255115331,0.03999999999996362,22.08462531379892,True,True
LINK-metrica:Away:15-P2-F99042-99043,metrica:sample-game-2,metrica:Away,metrica:Away:15,2,99042,99043,1244.04,1244.0799999999999,3961.6799999999998,3961.7199999999998,0.65415000000000134,-0.57799999999999585,0.8729239500093906,0.03999999999996362,21.823098750254612,True,True
