match_id,team_key,player_key,period,start_frame_provider,end_frame_provider,start_time_period_s,end_time_period_s,start_time_match_s,end_time_match_s,rule_code,diagnostic_ids,deterministic_rule,provenance
metrica:sample-game-2,metrica:Away,metrica:Away:15,1,12,58030,0.47999999999999998,2321.1999999999998,0.47999999999999998,2321.1999999999998,hard_raw_jump,"[""LINK-metrica:Away:15-P1-F10050-10051"",""LINK-metrica:Away:15-P1-F10051-10052"",""LINK-metrica:Away:15-P1-F10052-10053"",""LINK-metrica:Away:15-P1-F10053-10054"",""LINK-metrica:Away:15-P1-F10054-10055"",""LINK-metrica:Away:15-P1-F10055-10056"",""LINK-metrica:Away:15-P1-F10222-10223"",""LINK-metrica:Away:15-P1-F10223-10224"",""LINK-metrica:Away:15-P1-F10224-10225"",""LINK-metrica:Away:15-P1-F10225-10226"",""LINK-metrica:Away:15-P1-F10226-10227"",""LINK-metrica:Away:15-P1-F10227-10228"",""LINK-metrica:Away:15-P1-F11766-11767"",""LINK-metrica:Away:15-P1-F11767-11768"",""LINK-metrica:Away:15-P1-F11768-11769"",""LINK-metrica:Away:15-P1-F11769-11770"",""LINK-metrica:Away:15-P1-F11770-11771"",""LINK-metrica:Away:15-P1-F11771-11772"",""LINK-metrica:Away:15-P1-F11804-11805"",""LINK-metrica:Away:15-P1-F11805-11806"",""LINK-metrica:Away:15-P1-F11806-11807"",""LINK-metrica:Away:15-P1-F11807-11808"",""LINK-metrica:Away:15-P1-F11808-11809"",""LINK-metrica:Away:15-P1-F11809-11810"",""LINK-metrica:Away:15-P1-F11810-11811"",""LINK-metrica:Away:15-P1-F12-13"",""LINK-metrica:Away:15-P1-F13-14"",""LINK-metrica:Away:15-P1-F14-15"",""LINK-metrica:Away:15-P1-F15-16"",""LINK-metrica:Away:15-P1-F16-17"",""LINK-metrica:Away:15-P1-F17-18"",""LINK-metrica:Away:15-P1-F58028-58029"",""LINK-metrica:Away:15-P1-F58029-58030""]",invalidate hard-link endpoints and any observed segment bounded by consecutive >20.0 m/s hard links,heldout Game 2 protocol v1 Stage A
metrica:sample-game-2,metrica:Away,metrica:Away:15,2,67959,134795,0.71999999999999997,2674.1599999999999,2718.3600000000001,5391.8000000000002,hard_raw_jump,"[""LINK-metrica:Away:15-P2-F102939-102940"",""LINK-metrica:Away:15-P2-F102940-102941"",""LINK-metrica:Away:15-P2-F102941-102942"",""LINK-metrica:Away:15-P2-F102942-102943"",""LINK-metrica:Away:15-P2-F102943-102944"",""LINK-metrica:Away:15-P2-F102944-102945"",""LINK-metrica:Away:15-P2-F103307-103308"",""LINK-metrica:Away:15-P2-F103308-103309"",""LINK-metrica:Away:15-P2-F103309-103310"",""LINK-metrica:Away:15-P2-F103310-103311"",""LINK-metrica:Away:15-P2-F103311-103312"",""LINK-metrica:Away:15-P2-F103312-103313"",""LINK-metrica:Away:15-P2-F105011-105012"",""LINK-metrica:Away:15-P2-F105012-105013"",""LINK-metrica:Away:15-P2-F105013-105014"",""LINK-metrica:Away:15-P2-F105014-105015"",""LINK-metrica:Away:15-P2-F105015-105016"",""LINK-metrica:Away:15-P2-F105016-105017"",""LINK-metrica:Away:15-P2-F105698-105699"",""LINK-metrica:Away:15-P2-F105699-105700"",""LINK-metrica:Away:15-P2-F134781-134782"",""LINK-metrica:Away:15-P2-F134782-134783"",""LINK-metrica:Away:15-P2-F134783-134784"",""LINK-metrica:Away:15-P2-F134784-134785"",""LINK-metrica:Away:15-P2-F134785-134786"",""LINK-metrica:Away:15-P2-F134786-134787"",""LINK-metrica:Away:15-P2-F134789-134790"",""LINK-metrica:Away:15-P2-F134790-134791"",""LINK-metrica:Away:15-P2-F134791-134792"",""LINK-metrica:Away:15-P2-F134792-134793"",""LINK-metrica:Away:15-P2-F134793-134794"",""LINK-metrica:Away:15-P2-F134794-134795"",""LINK-metrica:Away:15-P2-F67959-67960"",""LINK-metrica:Away:15-P2-F67960-67961"",""LINK-metrica:Away:15-P2-F67961-67962"",""LINK-metrica:Away:15-P2-F67962-67963"",""LINK-metrica:Away:15-P2-F67963-67964"",""LINK-metrica:Away:15-P2-F67964-67965"",""LINK-metrica:Away:15-P2-F81465-81466"",""LINK-metrica:Away:15-P2-F81466-81467"",""LINK-metrica:Away:15-P2-F81467-81468"",""LINK-metrica:Away:15-P2-F81468-81469"",""LINK-metrica:Away:15-P2-F81469-81470"",""LINK-metrica:Away:15-P2-F81470-81471"",""LINK-metrica:Away:15-P2-F88683-88684"",""LINK-metrica:Away:15-P2-F88684-88685"",""LINK-metrica:Away:15-P2-F88685-88686"",""LINK-metrica:Away:15-P2-F88686-88687"",""LINK-metrica:Away:15-P2-F88687-88688"",""LINK-metrica:Away:15-P2-F88688-88689"",""LINK-metrica:Away:15-P2-F99041-99042"",""LINK-metrica:Away:15-P2-F99042-99043"",""LINK-metrica:Away:15-P2-F99043-99044"",""LINK-metrica:Away:15-P2-F99044-99045"",""LINK-metrica:Away:15-P2-F99045-99046"",""LINK-metrica:Away:15-P2-F99046-99047"",""LINK-metrica:Away:15-P2-F99313-99314"",""LINK-metrica:Away:15-P2-F99314-99315"",""LINK-metrica:Away:15-P2-F99315-99316"",""LINK-metrica:Away:15-P2-F99316-99317"",""LINK-metrica:Away:15-P2-F99317-99318"",""LINK-metrica:Away:15-P2-F99318-99319"",""LINK-metrica:Away:15-P2-F99319-99320""]",invalidate hard-link endpoints and any observed segment bounded by consecutive >20.0 m/s hard links,heldout Game 2 protocol v1 Stage A
metrica:sample-game-2,metrica:Away,metrica:Away:15,2,112180,112198,1769.5599999999999,1770.28,4487.1999999999998,4487.9200000000001,sustained_exact_same_team_duplication,"[""DUP-000068""]",invalidate both players throughout maximal exact same-team duplicate run of at least five consecutive frames,heldout Game 2 protocol v1 Stage A
metrica:sample-game-2,metrica:Away,metrica:Away:15,2,116591,116640,1946,1947.96,4663.6400000000003,4665.6000000000004,sustained_exact_same_team_duplication,"[""DUP-000071""]",invalidate both players throughout maximal exact same-team duplicate run of at least five consecutive frames,heldout Game 2 protocol v1 Stage A
metrica:sample-game-2,metrica:Away,metrica:Away:15,2,117284,117328,1973.72,1975.48,4691.3599999999997,4693.1199999999999,sustained_exact_same_team_duplication,"[""DUP-000066""]",invalidate both players throughout maximal exact same-team duplicate run of at least five consecutive frames,heldout Game 2 protocol v1 Stage A
metrica:sample-game-2,metrica:Away,metrica:Away:15,2,121438,121446,2139.8800000000001,2140.1999999999998,4857.5200000000004,4857.8400000000001,sustained_exact_same_team_duplication,"[""DUP-000067""]",invalidate both players throughout maximal exact same-team duplicate run of at least five consecutive frames,heldout Game 2 protocol v1 Stage A
metrica:sample-game-2,metrica:Away,metrica:Away:16,1,56158,56170,2246.3200000000002,2246.8000000000002,2246.3200000000002,2246.8000000000002,sustained_exact_same_team_duplication,"[""DUP-000005""]",invalidate both players throughout maximal exact same-team duplicate run of at least five consecutive frames,heldout Game 2 protocol v1 Stage A
metrica:sample-game-2,metrica:Away,metrica:Away:16,1,56220,56233,2248.8000000000002,2249.3200000000002,2248.8000000000002,2249.3200000000002,sustained_exact_same_team_duplication,"[""DUP-000006""]",invalidate both players throughout maximal exact same-team duplicate run of at least five consecutive frames,heldout Game 2 protocol v1 Stage A
metrica:sample-game-2,metrica:Away,metrica:Away:16,2,117284,117328,1973.72,1975.48,4691.3599999999997,4693.1199999999999,sustained_exact_same_team_duplication,"[""DUP-000066""]",invalidate both players throughout maximal exact same-team duplicate run of at least five consecutive frames,heldout Game 2 protocol v1 Stage A
metrica:sample-game-2,metrica:Away,metrica:Away:16,2,121438,121446,2139.8800000000001,2140.1999999999998,4857.5200000000004,4857.8400000000001,sustained_exact_same_team_duplication,"[""DUP-000067""]",invalidate both players throughout maximal exact same-team duplicate run of at least five consecutive frames,heldout Game 2 protocol v1 Stage A
