match_id,seconds,smoothing_frames,observations,intervals,finite,nonnegative,p10_m,p25_m,median_m,p75_m,p90_m,iqr_m,numerical_zero_fraction
J03WMX,4,5,9269,927,True,True,1.6895981757978724,2.6590542751702295,4.1636421733913025,6.3234195860658,9.131643657353102,3.6643653108955703,0.0
J03WMX,4,7,9269,927,True,True,1.6447176873499971,2.5919807924360008,4.060628703366604,6.175929225697288,8.935551298918739,3.5839484332612876,0.0
J03WMX,4,9,9269,927,True,True,1.5980229001355413,2.524390973508549,3.9702845555499677,6.038947214702298,8.753558926161514,3.514556241193749,0.0
J03WMX,5,5,6949,695,True,True,2.171329603102224,3.385614909546127,5.24273224264231,7.84479398358163,11.140196275741632,4.459179074035502,0.0
J03WMX,5,7,6949,695,True,True,2.1163956605755536,3.312893501917771,5.141800515646522,7.707447599113655,10.94179724259771,4.394554097195884,0.0
J03WMX,5,9,6949,695,True,True,2.067032797441288,3.2360338935074453,5.042731696394518,7.56343959368257,10.774180690661495,4.327405700175124,0.0
J03WMX,6,5,5389,539,True,True,2.681081035547004,4.159949510540286,6.334512016540298,9.407894020985779,13.350348721340183,5.247944510445493,0.0
J03WMX,6,7,5389,539,True,True,2.624447502224323,4.089259431877864,6.228798458980968,9.271483135391694,13.154560515997016,5.18222370351383,0.0
J03WMX,6,9,5389,539,True,True,2.5656662697012047,4.017402465743876,6.122644658451165,9.127774691927094,12.95400159786827,5.110372226183218,0.0
J03WN1,4,5,7466,788,True,True,1.521109537131375,2.347499396527872,3.6342914668632442,5.530613831499484,8.150803668188178,3.1831144349716123,0.0
J03WN1,4,7,7466,788,True,True,1.4778300154757729,2.2867707837773183,3.5463423500602493,5.4123874901738995,7.984643115033193,3.125616706396581,0.0
J03WN1,4,9,7466,788,True,True,1.4331898566630816,2.224602542962326,3.463693958511843,5.281635316347906,7.824279313075173,3.0570327733855795,0.0
J03WN1,5,5,5436,574,True,True,1.9406424913117437,2.9381333629534203,4.513113171795552,6.779994711790639,9.978209086289256,3.841861348837219,0.0
J03WN1,5,7,5436,574,True,True,1.882988682399695,2.874051643956373,4.424796275099174,6.66148921170943,9.800163985350832,3.787437567753057,0.0
J03WN1,5,9,5436,574,True,True,1.8390027271406857,2.816625754803587,4.337372294481715,6.5377509541899865,9.619532973917927,3.7211251993863996,0.0
J03WN1,6,5,4335,458,True,True,2.3863059651186087,3.574412714317245,5.371395657771881,7.905572274673197,11.555310393459827,4.331159560355952,0.0
J03WN1,6,7,4335,458,True,True,2.335255394251513,3.5013358601089184,5.289667043142955,7.788692013768757,11.409705752073284,4.287356153659839,0.0
J03WN1,6,9,4335,458,True,True,2.282349924389355,3.4305528728117016,5.196025267155244,7.652267069981145,11.21822643090108,4.221714197169443,0.0
J03WOH,4,5,8216,822,True,True,1.6012131773337814,2.595430764099228,4.069306629136738,6.149926644452811,8.753514614375597,3.554495880353583,0.0
J03WOH,4,7,8216,822,True,True,1.5518034246365686,2.5355860834316495,3.973565934548365,6.012410255493379,8.565061186470562,3.47682417206173,0.0
J03WOH,4,9,8216,822,True,True,1.5063957056353636,2.468767737202768,3.8744120285898527,5.8583658450551965,8.369366647046686,3.3895981078524287,0.0
J03WOH,5,5,6116,612,True,True,2.054989465523771,3.256498328852859,5.027510446063442,7.622780850718618,10.808316917110195,4.3662825218657595,0.0
J03WOH,5,7,6116,612,True,True,2.009156935591753,3.19159351802206,4.934149420357167,7.48914007678273,10.640885362532305,4.29754655876067,0.0
J03WOH,5,9,6116,612,True,True,1.956314343692167,3.124197280547876,4.8353979657428106,7.345582558569732,10.474463085176467,4.221385278021856,0.0
J03WOH,6,5,4736,474,True,True,2.5186748212303542,3.90423935738776,6.021787951570487,8.978894470502194,12.354896769222984,5.074655113114434,0.0
J03WOH,6,7,4736,474,True,True,2.464075451069028,3.8402085904620185,5.924274290925421,8.834813200554718,12.199340010936169,4.9946046100927,0.0
J03WOH,6,9,4736,474,True,True,2.409843746971676,3.7762774194600928,5.828074879330151,8.698377029915164,12.019006157840703,4.922099610455072,0.0
J03WOY,4,5,8652,866,True,True,1.6425424553098265,2.626916170579567,4.027513147756828,6.128548763189752,8.852020662134729,3.501632592610185,0.0
J03WOY,4,7,8652,866,True,True,1.5959054736691032,2.5503573011082814,3.9354392378392933,5.988537381652604,8.657638293410503,3.4381800805443223,0.0
J03WOY,4,9,8652,866,True,True,1.5564214580970235,2.4822565882428305,3.840224311598381,5.850100456386494,8.48740388096359,3.3678438681436638,0.0
J03WOY,5,5,6345,635,True,True,2.1486094305202963,3.3221736488287545,5.024713917724151,7.5765802835529055,10.891543893004638,4.254406634724151,0.0
J03WOY,5,7,6345,635,True,True,2.102944304907269,3.24982562541959,4.928712990505774,7.446733660049674,10.710036112007446,4.196908034630084,0.0
J03WOY,5,9,6345,635,True,True,2.0509333808405996,3.1786017198135132,4.835273260475477,7.299194723518373,10.537201999905365,4.12059300370486,0.0
J03WOY,6,5,5124,513,True,True,2.6544861440874064,4.109009507265606,6.169810333112306,9.060517598542303,13.077532130093966,4.951508091276697,0.0
J03WOY,6,7,5124,513,True,True,2.60119169643709,4.0371867353501205,6.073210246783663,8.929766110304733,12.88071087953643,4.892579374954613,0.0
J03WOY,6,9,5124,513,True,True,2.5511931328775654,3.9644765914695004,5.983044704308511,8.801767187788274,12.693811400692928,4.837290596318773,0.0
J03WPY,4,5,9567,957,True,True,1.4931984020245315,2.4426519383496887,3.886478225769903,5.929843402589174,8.758906909902294,3.4871914642394857,0.0
J03WPY,4,7,9567,957,True,True,1.4415710765123266,2.3844754616449024,3.793833226955448,5.793013082695063,8.580534219608706,3.408537621050161,0.0
J03WPY,4,9,9567,957,True,True,1.4018141525673395,2.3224021369588135,3.7054917594712546,5.666408757139416,8.383211571664058,3.3440066201806022,0.0
J03WPY,5,5,7077,708,True,True,1.9521782908623737,3.086333639931481,4.86997452940521,7.381799035939736,10.800656824732002,4.295465396008255,0.0
J03WPY,5,7,7077,708,True,True,1.9022186608066693,3.027645537323981,4.7703187892558345,7.245423878996018,10.634236414652682,4.217778341672037,0.0
J03WPY,5,9,7077,708,True,True,1.8538607329292744,2.962002270047751,4.675423815624946,7.111046404176526,10.468541089103185,4.149044134128776,0.0
J03WPY,6,5,5707,571,True,True,2.37023933591171,3.796218140549218,5.874254449048946,8.92642398166248,12.836875762391388,5.130205841113263,0.0
J03WPY,6,7,5707,571,True,True,2.3190616579122536,3.7345650468119276,5.773528291416948,8.793992049312592,12.658345787865608,5.059427002500665,0.0
J03WPY,6,9,5707,571,True,True,2.267580458256851,3.663040787016309,5.68960828363713,8.665971411943053,12.436202772462039,5.002930624926744,0.0
J03WQQ,4,5,8616,876,True,True,1.7127045113895552,2.685549962727416,4.2159156087540195,6.499836336434823,9.351915976187076,3.8142863737074073,0.0
J03WQQ,4,7,8616,876,True,True,1.6656642101646641,2.616887167118684,4.115516598185816,6.350711650780697,9.163167978389207,3.7338244836620134,0.0
J03WQQ,4,9,8616,876,True,True,1.613406807046092,2.545251746119411,4.0140067309755345,6.208512329835648,8.966611921302556,3.6632605837162373,0.0
J03WQQ,5,5,6298,640,True,True,2.2265401783166356,3.424082978743301,5.333993829373631,8.029882605874239,11.306510543629884,4.605799627130938,0.0
J03WQQ,5,7,6298,640,True,True,2.1780419494024668,3.350865737100779,5.230534018922915,7.883419862382433,11.12658967477748,4.532554125281655,0.0
J03WQQ,5,9,6298,640,True,True,2.120590984368219,3.277664988821641,5.113637670691461,7.739122728622856,10.9426241755971,4.461457739801215,0.0
J03WQQ,6,5,5007,509,True,True,2.7240024386926187,4.1626536185146215,6.397222096924446,9.591669559212022,13.096970837988934,5.429015940697401,0.0
J03WQQ,6,7,5007,509,True,True,2.660299288034603,4.086673944993218,6.286926670241595,9.447976360147408,12.924411562787633,5.3613024151541895,0.0
J03WQQ,6,9,5007,509,True,True,2.608105915541586,4.0133244561126595,6.1850299427056825,9.289742041541434,12.736819148344525,5.276417585428774,0.0
J03WR9,4,5,8808,881,True,True,1.828895570021974,2.7604265180135816,4.203114152324573,6.3144105428173,9.022922099291593,3.5539840248037184,0.0
J03WR9,4,7,8808,881,True,True,1.7758472721357954,2.6876623434542335,4.099449301143995,6.178814933717001,8.825637901793137,3.491152590262767,0.0
J03WR9,4,9,8808,881,True,True,1.7218190219474867,2.616779777365156,3.99330899996335,6.028276527634239,8.626188744942645,3.4114967502690834,0.0
J03WR9,5,5,6558,656,True,True,2.3208249887782,3.4733567130250638,5.250246540750739,7.731119167853601,10.786922710779901,4.257762454828537,0.0
J03WR9,5,7,6558,656,True,True,2.266991085784166,3.3991362880217655,5.149486347353614,7.5857750724716935,10.615247236811191,4.1866387844499275,0.0
J03WR9,5,9,6558,656,True,True,2.215055954032375,3.325486119944931,5.046643999350264,7.444802509369002,10.440122878006257,4.119316389424071,0.0
