match_id,defending_team_id,focal_player_id,observations,median_m,q25_m,q75_m,iqr_m
J03WN1,DFL-CLU-00000S,DFL-OBJ-000172,253,4.2631137514259505,2.8509554660646006,6.3880425738300515,3.537087107765451
J03WN1,DFL-CLU-00000S,DFL-OBJ-000199,258,4.610301530314164,2.966193349217586,7.726936680093957,4.760743330876371
J03WN1,DFL-CLU-00000S,DFL-OBJ-0027FG,241,5.094732230149543,3.580289293609944,7.480277118070063,3.899987824460119
J03WN1,DFL-CLU-00000S,DFL-OBJ-0027LO,154,4.175459293075006,3.0031295865767182,6.924786736676213,3.9216571500994943
J03WN1,DFL-CLU-00000S,DFL-OBJ-0028D6,104,3.9045880445488725,2.831012392792295,6.24923507107272,3.418222678280425
J03WN1,DFL-CLU-00000S,DFL-OBJ-0028NB,258,4.70865165044044,2.841710864775906,7.019598711391415,4.177887846615509
J03WN1,DFL-CLU-00000S,DFL-OBJ-002G4G,104,4.678378921463929,3.155222249868636,6.575653430695432,3.420431180826796
J03WN1,DFL-CLU-00000S,DFL-OBJ-002GAV,5,4.281366535035965,3.7510229170367895,5.1565122148973215,1.405489297860532
J03WN1,DFL-CLU-00000S,DFL-OBJ-002GM0,258,4.48512422152038,2.8740381460683673,6.612657175450063,3.7386190293816957
J03WN1,DFL-CLU-00000S,DFL-OBJ-J014F7,258,4.965458681753669,3.2073599538516997,7.164566304132681,3.957206350280981
J03WN1,DFL-CLU-00000S,DFL-OBJ-J016C3,258,4.380584979342027,2.8137505686430164,6.73332509087914,3.919574522236124
J03WN1,DFL-CLU-00000S,DFL-OBJ-J01AQV,17,6.004066010051128,3.3703738386998223,8.292781674459928,4.922407835760105
J03WOH,DFL-CLU-00000P,DFL-OBJ-00003X,244,5.268970054184118,3.0151734271120865,8.106980903096034,5.091807475983947
J03WOH,DFL-CLU-00000P,DFL-OBJ-00006V,204,4.773607222295018,3.2067697273631115,7.107874653334904,3.9011049259717927
J03WOH,DFL-CLU-00000P,DFL-OBJ-00008K,16,4.782806354097982,2.570730914630765,6.255912559742572,3.6851816451118067
J03WOH,DFL-CLU-00000P,DFL-OBJ-0000F8,244,5.394443389150872,3.6306606804980612,8.03468472118018,4.40402404068212
J03WOH,DFL-CLU-00000P,DFL-OBJ-0000NZ,260,5.734610897232321,3.8716375510036247,7.857183293662118,3.985545742658493
J03WOH,DFL-CLU-00000P,DFL-OBJ-00028V,260,4.612758397398302,3.0824952495244777,7.324228131465642,4.241732881941164
J03WOH,DFL-CLU-00000P,DFL-OBJ-0026RH,16,6.398352295636098,4.422563101928984,9.649223422999492,5.226660321070509
J03WOH,DFL-CLU-00000P,DFL-OBJ-002FXT,244,5.26084705571572,3.0429759676311856,8.554589154824745,5.511613187193559
J03WOH,DFL-CLU-00000P,DFL-OBJ-002G5J,56,5.36229213390799,3.382367064600136,6.964920522346739,3.5825534577466036
J03WOH,DFL-CLU-00000P,DFL-OBJ-002GM1,204,6.477345679332116,4.30921648483116,9.171292121618393,4.862075636787233
J03WOH,DFL-CLU-00000P,DFL-OBJ-002GM9,56,5.819575421575097,3.9935802272810235,7.856466610894691,3.862886383613667
J03WOH,DFL-CLU-00000P,DFL-OBJ-J0130T,260,4.839670715058808,3.4077818612880155,6.788475438162839,3.380693576874824
J03WOH,DFL-CLU-00000P,DFL-OBJ-J014UG,260,5.346520027378748,3.7997097512981797,7.569616257716191,3.7699065064180117
J03WOH,DFL-CLU-00000P,DFL-OBJ-J01CP5,260,5.232129782515104,3.3489275021886096,7.988147685768333,4.639220183579724
J03WOH,DFL-CLU-00000P,DFL-OBJ-J01L1F,16,5.434647688572115,3.6574906950054835,7.4315411281411095,3.774050433135626
J03WOH,DFL-CLU-000011,DFL-OBJ-002651,352,4.346128143045023,2.787054560744452,6.174835540095332,3.3877809793508797
J03WOH,DFL-CLU-000011,DFL-OBJ-00268T,352,4.207197419962597,2.716079988904856,6.152791574021774,3.436711585116918
J03WOH,DFL-CLU-000011,DFL-OBJ-0026UQ,232,5.311559137606559,3.8409120240378445,7.920747029243536,4.079835005205691
J03WOH,DFL-CLU-000011,DFL-OBJ-0027B0,272,5.229801305266469,3.552198476084534,8.211036995593991,4.658838519509457
J03WOH,DFL-CLU-000011,DFL-OBJ-0027P7,8,7.541347422177181,4.678291932266415,10.405819994358351,5.727528062091936
J03WOH,DFL-CLU-000011,DFL-OBJ-0027VS,352,3.9657808062764195,2.4111776956092514,7.052817473334388,4.641639777725136
J03WOH,DFL-CLU-000011,DFL-OBJ-0027XP,343,4.996667948754603,3.4012174214307698,6.830650157377406,3.429432735946636
J03WOH,DFL-CLU-000011,DFL-OBJ-0028CD,79,3.3332903018168145,1.827452128500903,6.450329883137588,4.622877754636685
J03WOH,DFL-CLU-000011,DFL-OBJ-0028OR,82,2.7693482272129075,1.5068643021154489,5.1586224776496845,3.6517581755342357
J03WOH,DFL-CLU-000011,DFL-OBJ-0028SW,352,4.721182801163712,3.162666230122924,6.866296613882042,3.7036303837591182
J03WOH,DFL-CLU-000011,DFL-OBJ-002G2Y,341,5.589210942817809,3.5659464883193253,7.913709797852973,4.347763309533647
J03WOH,DFL-CLU-000011,DFL-OBJ-002GAB,269,5.8306177664871095,3.3671608663425427,9.5277743444597,6.160613478117158
J03WOH,DFL-CLU-000011,DFL-OBJ-002GDZ,10,9.178119681458178,7.926696122463745,10.176948652329044,2.250252529865299
J03WOH,DFL-CLU-000011,DFL-OBJ-002GEE,352,4.4988230779375495,2.926996683587905,6.534448475721561,3.607451792133656
J03WOH,DFL-CLU-000011,DFL-OBJ-002GFH,120,4.623504230916168,2.6617579777202374,7.014242254682937,4.3524842769627
J03WOY,DFL-CLU-00000P,DFL-OBJ-0000F8,302,4.892659667738295,3.537656243455164,6.8025594671213305,3.2649032236661664
J03WOY,DFL-CLU-00000P,DFL-OBJ-0000NZ,331,4.828904622314758,3.281620558158867,7.547862735441594,4.266242177282727
J03WOY,DFL-CLU-00000P,DFL-OBJ-00028V,331,3.749756127761098,2.478989516665111,5.974578687805122,3.4955891711400113
J03WOY,DFL-CLU-00000P,DFL-OBJ-0026RH,113,6.603041660061151,4.083235176779753,11.015000405279629,6.931765228499876
J03WOY,DFL-CLU-00000P,DFL-OBJ-002FXT,218,5.42120764685477,3.4167960537470288,8.745930295667312,5.329134241920284
J03WOY,DFL-CLU-00000P,DFL-OBJ-002G5J,214,5.167547124043547,3.2766125694594224,7.539905404861387,4.263292835401964
J03WOY,DFL-CLU-00000P,DFL-OBJ-002GM1,284,5.042172526376824,3.3975786680754285,7.594428053896147,4.196849385820718
J03WOY,DFL-CLU-00000P,DFL-OBJ-002GM9,331,4.618824077459148,3.0581281989385625,6.535132690860046,3.477004491921483
J03WOY,DFL-CLU-00000P,DFL-OBJ-002GMO,331,4.666984930268629,3.3328344856978838,6.557099072881003,3.224264587183119
J03WOY,DFL-CLU-00000P,DFL-OBJ-J0130T,116,4.578452936681227,3.283347529190019,6.251871441461481,2.968523912271462
J03WOY,DFL-CLU-00000P,DFL-OBJ-J01H9X,303,5.177550876110047,3.4209779138609355,7.849802427830759,4.428824513969824
J03WOY,DFL-CLU-00000P,DFL-OBJ-J01JQC,27,7.930407500001569,4.326648432232902,11.508074526484073,7.1814260942511705
J03WOY,DFL-CLU-00000P,DFL-OBJ-J01KJ5,331,4.827132421670797,3.4745808653813173,7.283853047345733,3.809272181964416
J03WOY,DFL-CLU-00000P,DFL-OBJ-J01L1F,28,6.665803709198006,4.2445813180603045,9.129659124198533,4.885077806138228
J03WOY,DFL-CLU-00000P,DFL-OBJ-J01NQ8,46,6.922864251531785,3.827585462860255,10.706280645189274,6.878695182329019
J03WOY,DFL-CLU-00000Q,DFL-OBJ-00019R,285,5.946388149110501,4.185566081996934,8.225085106148788,4.039519024151853
J03WOY,DFL-CLU-00000Q,DFL-OBJ-0001CF,20,6.823835178751798,5.642218558925069,9.382241386597844,3.7400228276727754
J03WOY,DFL-CLU-00000Q,DFL-OBJ-0001IG,304,5.252375061192394,3.1087975745746173,8.135171302567644,5.026373727993026
J03WOY,DFL-CLU-00000Q,DFL-OBJ-0025BB,304,4.672525046507322,3.3720395346694767,7.0464823535225,3.6744428188530236
J03WOY,DFL-CLU-00000Q,DFL-OBJ-0026ZT,304,5.168552689160194,3.2696437183696148,7.518436830227153,4.248793111857538
J03WOY,DFL-CLU-00000Q,DFL-OBJ-00286X,304,4.590515568583642,3.030570007134648,6.702432523227163,3.671862516092515
J03WOY,DFL-CLU-00000Q,DFL-OBJ-0028IJ,141,5.510024847764832,3.4125198984482386,8.284134150501606,4.871614252053368
J03WOY,DFL-CLU-00000Q,DFL-OBJ-0028JQ,19,5.046513876656534,2.938173703790202,8.73796895509868,5.799795251308478
J03WOY,DFL-CLU-00000Q,DFL-OBJ-0028KZ,283,4.397107496124086,2.592758401852465,6.400932063384083,3.808173661531618
J03WOY,DFL-CLU-00000Q,DFL-OBJ-002FXA,285,5.101079118697069,3.026047204682949,8.029020735570956,5.002973530888007
J03WOY,DFL-CLU-00000Q,DFL-OBJ-002GLL,163,5.240346611574098,3.531475710843191,7.836146362927023,4.304670652083832
J03WOY,DFL-CLU-00000Q,DFL-OBJ-J0196K,304,4.174437557552016,2.9644712095213284,6.371020525640011,3.406549316118683
J03WOY,DFL-CLU-00000Q,DFL-OBJ-J01GG9,173,4.733715158649477,3.299153328529979,6.420111988697395,3.1209586601674166
J03WOY,DFL-CLU-00000Q,DFL-OBJ-J01KGY,131,6.764770899094175,4.293956793463993,9.00092037957997,4.706963586115977
J03WOY,DFL-CLU-00000Q,DFL-OBJ-J01MF0,19,5.343149604335361,3.233028686755045,7.545952575845795,4.31292388909075
J03WPY,DFL-CLU-000005,DFL-OBJ-00008F,447,4.219127471481851,2.7540919552538985,6.268633571871282,3.5145416166173837
J03WPY,DFL-CLU-000005,DFL-OBJ-0000EJ,402,4.234255294646166,2.8066855552290066,6.227727627342381,3.4210420721133747
J03WPY,DFL-CLU-000005,DFL-OBJ-0001BX,45,3.5080582358179493,2.8156438395948644,5.342747448563173,2.527103608968309
J03WPY,DFL-CLU-000005,DFL-OBJ-0001LJ,402,5.106096534087158,2.8270143364100666,7.666256045669842,4.839241709259776
J03WPY,DFL-CLU-000005,DFL-OBJ-002595,292,5.33064651919614,3.6379440744159863,8.730316838431264,5.092372764015278
J03WPY,DFL-CLU-000005,DFL-OBJ-0026IA,154,4.419069740626437,2.9478578349185525,6.937291022954291,3.9894331880357385
J03WPY,DFL-CLU-000005,DFL-OBJ-00286U,90,5.391359428743639,3.837403041911661,8.72278742940591,4.885384387494249
J03WPY,DFL-CLU-000005,DFL-OBJ-0028BZ,447,5.536739881856586,3.2671088178350933,8.232771065103105,4.965662247268011
J03WPY,DFL-CLU-000005,DFL-OBJ-0028T3,447,3.7669526824099018,2.2824284948421814,6.101170480249225,3.8187419854070437
J03WPY,DFL-CLU-000005,DFL-OBJ-002FYC,356,5.435306497573264,3.7232392878389935,7.243551239926485,3.5203119520874915
J03WPY,DFL-CLU-000005,DFL-OBJ-002G68,447,4.371112018272009,2.800667478422623,6.523859922594529,3.7231924441719055
J03WPY,DFL-CLU-000005,DFL-OBJ-002G78,151,4.204303710788423,2.8122763413033374,6.797541277195888,3.985264935892551
J03WPY,DFL-CLU-000005,DFL-OBJ-002GG4,447,4.9536520526612655,3.045076356260882,7.914575940689561,4.869499584428679
J03WPY,DFL-CLU-000005,DFL-OBJ-J0178P,295,4.925257901269433,3.382153277944056,7.3907180937303885,4.0085648157863325
J03WPY,DFL-CLU-000005,DFL-OBJ-J01K2L,45,4.9924511662186335,3.7694383252823864,6.596848436594964,2.827410111312578
J03WPY,DFL-CLU-00000P,DFL-OBJ-00008K,57,3.715698738803228,2.392808691543641,5.991651731475576,3.598843039931935
J03WPY,DFL-CLU-00000P,DFL-OBJ-0000F8,225,5.718816799274613,3.564531453626502,8.114500464689188,4.549969011062686
J03WPY,DFL-CLU-00000P,DFL-OBJ-0000NZ,261,5.557730905399641,3.5505378049004883,8.57888628345036,5.028348478549873
J03WPY,DFL-CLU-00000P,DFL-OBJ-00028V,261,4.694885028603577,3.0606447673348276,6.1118054172327385,3.051160649897911
J03WPY,DFL-CLU-00000P,DFL-OBJ-0026RH,204,4.870335923352066,3.057558154457274,7.514269505933838,4.456711351476564
J03WPY,DFL-CLU-00000P,DFL-OBJ-002FXT,261,4.587145344105702,2.8152167668384904,7.084862077634238,4.269645310795747
J03WPY,DFL-CLU-00000P,DFL-OBJ-002G5J,204,5.152890295744562,3.0242143400049146,7.980066217053032,4.955851877048118
J03WPY,DFL-CLU-00000P,DFL-OBJ-002GM1,36,6.015571064101536,4.106508272503746,8.785781282906795,4.679273010403049
J03WPY,DFL-CLU-00000P,DFL-OBJ-002GM9,261,4.475056669750815,3.0728645587721726,6.949000829779253,3.8761362710070806
J03WPY,DFL-CLU-00000P,DFL-OBJ-002GMO,261,5.306891428870979,3.3327110876415524,7.540430207490227,4.207719119848675
J03WPY,DFL-CLU-00000P,DFL-OBJ-J01CP5,57,4.753207641122439,2.7904574443187045,8.368771523961389,5.578314079642684
J03WPY,DFL-CLU-00000P,DFL-OBJ-J01H9X,204,4.681328588373331,2.7434927256929775,6.989195930414297,4.24570320472132
J03WPY,DFL-CLU-00000P,DFL-OBJ-J01KJ5,261,4.846253534420921,3.4374772723990046,7.190359993712797,3.7528827213137927
J03WPY,DFL-CLU-00000P,DFL-OBJ-J01NQ8,57,3.719080650834119,2.8360413813013414,6.125905225565214,3.2898638442638726
J03WQQ,DFL-CLU-00000H,DFL-OBJ-0002EL,275,5.559146703491374,3.5974876683064325,8.061975482766954,4.464487814460521
J03WQQ,DFL-CLU-00000H,DFL-OBJ-0026V5,248,5.547441460740901,3.5732089695404126,8.078904878356221,4.505695908815809
J03WQQ,DFL-CLU-00000H,DFL-OBJ-0027AY,27,5.510388753847962,3.925447463774511,8.815074164393966,4.889626700619456
J03WQQ,DFL-CLU-00000H,DFL-OBJ-0027QN,216,4.900476001617105,3.034149052126682,7.492466494933088,4.458317442806406
J03WQQ,DFL-CLU-00000H,DFL-OBJ-0027W9,59,4.836112844595959,2.6054581742488976,6.948517194995681,4.343059020746783
J03WQQ,DFL-CLU-00000H,DFL-OBJ-0028HW,59,4.716191579609765,3.0691566878898104,7.919414519602672,4.850257831712861
J03WQQ,DFL-CLU-00000H,DFL-OBJ-002FZR,248,4.610090351394865,3.0747578496198047,7.608120997718352,4.533363148098547
J03WQQ,DFL-CLU-00000H,DFL-OBJ-002GIY,216,4.378374098485878,2.7321865343080463,6.621273503837242,3.8890869695291954
J03WQQ,DFL-CLU-00000H,DFL-OBJ-002GMV,27,4.016850973789465,2.461479213603081,5.635920587437806,3.1744413738347252
J03WQQ,DFL-CLU-00000H,DFL-OBJ-002GN4,275,4.4988016044649735,3.1204835612035238,6.473698287835243,3.3532147266317196
J03WQQ,DFL-CLU-00000H,DFL-OBJ-002GNL,275,4.455299854176648,3.0371018747436214,6.734212749161323,3.6971108744177013
J03WQQ,DFL-CLU-00000H,DFL-OBJ-J014L2,275,4.856132432149868,3.268742858146192,7.316890421199064,4.048147563052872
J03WQQ,DFL-CLU-00000H,DFL-OBJ-J0157X,216,5.619278887271567,3.378484834917653,8.825862521931924,5.447377687014271
J03WQQ,DFL-CLU-00000H,DFL-OBJ-J01HCH,59,4.826363688533389,3.6051810312446086,7.050963087639192,3.4457820563945836
J03WQQ,DFL-CLU-00000H,DFL-OBJ-J01PRP,175,4.740832862034393,3.3538577234060645,6.500570766503236,3.1467130430971713
J03WQQ,DFL-CLU-00000P,DFL-OBJ-00005H,44,4.960334489815463,3.3886866426657565,9.286161125750038,5.897474483084281
J03WQQ,DFL-CLU-00000P,DFL-OBJ-00006V,3,8.574825176122618,6.71261584488879,18.06217252116006,11.349556676271272
J03WQQ,DFL-CLU-00000P,DFL-OBJ-00008K,365,5.8119668165773435,3.2691045084246872,8.605356121735705,5.336251613311017
J03WQQ,DFL-CLU-00000P,DFL-OBJ-0000F8,92,5.291154971508754,3.5253996732129944,7.858540344650233,4.3331406714372385
J03WQQ,DFL-CLU-00000P,DFL-OBJ-0000NZ,365,4.859810881959929,3.3863425518632315,7.194089532092194,3.8077469802289627
J03WQQ,DFL-CLU-00000P,DFL-OBJ-0026RH,361,6.630420112703011,4.288706697103334,9.761745713086146,5.473039015982812
J03WQQ,DFL-CLU-00000P,DFL-OBJ-002FXT,273,6.091048531266796,3.804110843734506,8.91310029114275,5.108989447408245
J03WQQ,DFL-CLU-00000P,DFL-OBJ-002G5J,320,6.348436398690639,3.531604606891953,9.762441165810978,6.230836558919025
J03WQQ,DFL-CLU-00000P,DFL-OBJ-002GM1,273,5.980191701334194,3.9625245452613105,8.222311711271658,4.259787166010348
J03WQQ,DFL-CLU-00000P,DFL-OBJ-002GM9,365,5.07285725561507,3.1332378859016115,7.104886362934085,3.9716484770324736
J03WQQ,DFL-CLU-00000P,DFL-OBJ-002GMO,365,5.07472134438869,3.44760645049891,7.690680490007746,4.243074039508835
J03WQQ,DFL-CLU-00000P,DFL-OBJ-J0130T,365,4.680707208619026,3.172310459766325,7.1763368048108225,4.0040263450444975
J03WQQ,DFL-CLU-00000P,DFL-OBJ-J01KJ5,365,5.270774046161678,3.3577968708035764,8.20039487588593,4.842598005082354
J03WQQ,DFL-CLU-00000P,DFL-OBJ-J01L1F,92,4.75771596430112,2.5524972625177567,7.3427429162774915,4.790245653759735
J03WR9,DFL-CLU-00000I,DFL-OBJ-0000F9,212,4.982597052487785,3.316443468740958,7.27359340833683,3.957149939595872
J03WR9,DFL-CLU-00000I,DFL-OBJ-0000YE,364,5.631039780126791,3.5976780568773,8.540534386512112,4.942856329634813
J03WR9,DFL-CLU-00000I,DFL-OBJ-00017G,90,4.291426200523034,2.586948871950114,6.811067448559644,4.224118576609531
J03WR9,DFL-CLU-00000I,DFL-OBJ-0001ZY,412,5.637193303641826,3.871946619331979,7.750608923770445,3.878662304438466
J03WR9,DFL-CLU-00000I,DFL-OBJ-00021G,412,4.998454757365588,3.301497685095069,7.42162809718323,4.1201304120881606
J03WR9,DFL-CLU-00000I,DFL-OBJ-0002DT,412,4.613792568859376,2.974399422147385,6.733125800001212,3.758726377853827
J03WR9,DFL-CLU-00000I,DFL-OBJ-0025YM,322,6.3125600318084345,4.315564423714212,8.556324947563047,4.240760523848834
J03WR9,DFL-CLU-00000I,DFL-OBJ-00265G,382,6.072276189124492,4.275397849286254,8.616438102692465,4.341040253406211
J03WR9,DFL-CLU-00000I,DFL-OBJ-0026MI,200,4.905653159357259,3.4792182452825706,7.847181186313252,4.367962941030681
J03WR9,DFL-CLU-00000I,DFL-OBJ-0026WW,412,4.575048680090386,3.112871940682722,6.696399462893623,3.5835275222109013
J03WR9,DFL-CLU-00000I,DFL-OBJ-0028G2,212,5.291946073648474,3.7193142288201377,7.930653629206901,4.2113394003867635
J03WR9,DFL-CLU-00000I,DFL-OBJ-0028GO,200,4.571057115717897,3.031973360231237,6.467497879555799,3.4355245193245616
J03WR9,DFL-CLU-00000I,DFL-OBJ-002G0F,30,5.234558013761416,2.3353263542584735,7.006648660063615,4.671322305805141
J03WR9,DFL-CLU-00000I,DFL-OBJ-002GPI,47,5.157561947224576,2.3238844289110068,8.750832273563944,6.426947844652937
J03WR9,DFL-CLU-00000I,DFL-OBJ-002GPN,412,4.920516042294175,3.548399056877898,7.0929298721759055,3.5445308152980077
J03WR9,DFL-CLU-00000P,DFL-OBJ-00008K,226,4.814207320915777,3.3115452867518744,8.04715884834219,4.735613561590316
J03WR9,DFL-CLU-00000P,DFL-OBJ-0000F8,39,3.749834411635654,2.924150360541399,5.060870806988184,2.1367204464467853
J03WR9,DFL-CLU-00000P,DFL-OBJ-0000NZ,244,5.513783765169606,3.1684962143655997,8.456809243147882,5.288313028782282
J03WR9,DFL-CLU-00000P,DFL-OBJ-00028V,244,4.352172551755465,2.806065444830936,6.923935226720242,4.117869781889306
J03WR9,DFL-CLU-00000P,DFL-OBJ-0026RH,205,5.94077963271537,4.099253768621319,8.405839662320332,4.306585893699014
J03WR9,DFL-CLU-00000P,DFL-OBJ-002FXT,244,5.079313750534462,3.315538213782599,8.345568728883947,5.030030515101348
J03WR9,DFL-CLU-00000P,DFL-OBJ-002G5J,39,3.539507673930207,2.3924643840660034,4.763913474416414,2.371449090350411
J03WR9,DFL-CLU-00000P,DFL-OBJ-002GM1,205,6.200765629315341,4.0257072479529095,9.063701329385404,5.037994081432495
J03WR9,DFL-CLU-00000P,DFL-OBJ-002GM9,244,4.895771438646529,3.2867249471811926,6.535053462020098,3.2483285148389056
J03WR9,DFL-CLU-00000P,DFL-OBJ-002GMO,244,5.13984351950104,3.4233534579308866,8.099119337261264,4.675765879330378
J03WR9,DFL-CLU-00000P,DFL-OBJ-J0130T,244,4.978695889309803,3.143043556869659,7.2710692930916085,4.12802573622195
J03WR9,DFL-CLU-00000P,DFL-OBJ-J01CVM,6,5.009636204748647,1.7921399283422546,11.862268105481725,10.07012817713947
J03WR9,DFL-CLU-00000P,DFL-OBJ-J01KJ5,244,4.774556233219138,3.2179577001042445,7.100535897824886,3.8825781977206417
J03WR9,DFL-CLU-00000P,DFL-OBJ-J01NQ8,11,3.5844236159931464,3.2874282439829643,5.95198875924463,2.6645605152616656
