match_id,observations,intervals,median_m,iqr_m,p10_m,p25_m,p75_m,p90_m,numerical_zero_fraction,finite,nonnegative,rho__focal_absolute_path_m,rho__full_defending_outfield_centroid_path_m,rho__sum_defending_outfield_paths_m,rho__ball_path_m,misaligned_pass,misaligned_material_contradiction,sensitivity_pass,core_replicating
J03WMX,6949,695,5.141800515646522,4.394554097195884,2.1163956605755536,3.312893501917771,7.707447599113655,10.94179724259771,0.0,True,True,0.7101382742245175,0.5226433174674034,0.5883049081684951,0.467133617764863,True,False,True,True
J03WN1,5436,574,4.424796275099174,3.787437567753057,1.882988682399695,2.874051643956373,6.66148921170943,9.800163985350832,0.0,True,True,0.6439266117543925,0.4325889615170576,0.5469977095182749,0.4411511627711586,True,False,True,True
J03WOH,6116,612,4.934149420357167,4.29754655876067,2.009156935591753,3.19159351802206,7.48914007678273,10.640885362532305,0.0,True,True,0.686163534669298,0.4957293302045716,0.5701760725024313,0.45683293951007997,True,False,True,True
J03WOY,6345,635,4.928712990505774,4.196908034630084,2.102944304907269,3.24982562541959,7.446733660049674,10.710036112007446,0.0,True,True,0.670912688899459,0.4928836989740344,0.5650179247569439,0.47530233047490883,True,False,True,True
J03WPY,7077,708,4.7703187892558345,4.217778341672037,1.9022186608066693,3.027645537323981,7.245423878996018,10.634236414652682,0.0,True,True,0.7024980099852954,0.5090561086489009,0.5864165899274684,0.4431454598199717,True,False,True,True
J03WQQ,6298,640,5.230534018922915,4.532554125281655,2.1780419494024668,3.350865737100779,7.883419862382433,11.12658967477748,0.0,True,True,0.6882763615349143,0.45695815675094836,0.542316595596375,0.410473135281527,True,False,True,True
J03WR9,6558,656,5.149486347353614,4.1866387844499275,2.266991085784166,3.3991362880217655,7.5857750724716935,10.615247236811191,0.0,True,True,0.6595970605621913,0.4344832265664597,0.5244149054230403,0.39466339391322114,True,False,True,True
