static_macro_MAE_m,dynamic_macro_MAE_m,static_weighted_MAE_m,dynamic_weighted_MAE_m,static_by_match,dynamic_by_match,heldout_unseen_match_intercept,static_minus_dynamic_macro_mae_m,relative_dynamic_improvement_percent,dynamic_improved_matches,static_improved_matches,paired_interval_strictly_above_zero,paired_interval_strictly_below_zero,ci_low,ci_high,valid_bootstrap_replicates
0.9186536299802487,0.9191469640204983,0.9189155282357463,0.9195043292695643,"{'J03WMX': 0.9001618576210779, 'J03WN1': 0.9011798292979615, 'J03WOH': 0.8979649189112796, 'J03WOY': 0.92982934275234, 'J03WPY': 0.9052165339632076, 'J03WQQ': 0.9650185226686028, 'J03WR9': 0.9312044046472725}","{'J03WMX': 0.9014422556344948, 'J03WN1': 0.9015759347644405, 'J03WOH': 0.8989188021253874, 'J03WOY': 0.9312477793167465, 'J03WPY': 0.9073196301162293, 'J03WQQ': 0.9627776249836756, 'J03WR9': 0.9307467212025138}",common_global_intercept_with_unseen_match_effect_zero,-0.0004933340402496489,-0.05370185499188151,2,5,False,False,-0.001629291905085398,0.0006504937070285237,2000
