match_id,rows,static_MAE_m,dynamic_MAE_m,static_minus_dynamic_MAE_m,static_train_rank,dynamic_train_rank,static_columns,dynamic_columns
J03WMX,10850,0.9001618576210779,0.9014422556344948,-0.0012803980134168391,17,17,17,17
J03WN1,4268,0.9011798292979615,0.9015759347644405,-0.00039610546647905753,17,17,17,17
J03WOH,9853,0.8979649189112796,0.8989188021253874,-0.0009538832141078313,17,17,17,17
J03WOY,10097,0.92982934275234,0.9312477793167465,-0.0014184365644065444,17,17,17,17
J03WPY,10913,0.9052165339632076,0.9073196301162293,-0.002103096153021733,17,17,17,17
J03WQQ,8682,0.9650185226686028,0.9627776249836756,0.00224089768492719,17,17,17,17
J03WR9,10142,0.9312044046472725,0.9307467212025138,0.00045768344475871636,17,17,17,17
