bounds,rows_retained,retention,model_rank,outward_minus_goalward_m_per_m,quantile_method
"{'J03WMX': {'attacker_goalward_displacement_m': [-6.267892828583717, 8.113928553887767], 'attacker_outward_displacement_m': [-5.847928980418613, 5.5811071314982]}, 'J03WN1': {'attacker_goalward_displacement_m': [-6.1588214354855655, 8.920928800106049], 'attacker_outward_displacement_m': [-5.679500043392181, 5.025214406422207]}, 'J03WOH': {'attacker_goalward_displacement_m': [-7.012000097547259, 8.09657129560197], 'attacker_outward_displacement_m': [-6.2475714508976266, 5.957142835003989]}, 'J03WOY': {'attacker_goalward_displacement_m': [-6.880856949942453, 8.255428573063444], 'attacker_outward_displacement_m': [-6.056571434225355, 5.8351428849356575]}, 'J03WPY': {'attacker_goalward_displacement_m': [-6.902856877871923, 8.461428397042372], 'attacker_outward_displacement_m': [-6.195143365008491, 5.75657109533037]}, 'J03WQQ': {'attacker_goalward_displacement_m': [-7.5182858671460835, 8.492749578612194], 'attacker_outward_displacement_m': [-6.046999990940095, 5.8598571385656095]}, 'J03WR9': {'attacker_goalward_displacement_m': [-6.861285846999713, 7.746321415901186], 'attacker_outward_displacement_m': [-5.8392499629740735, 5.646107142099317]}}",58552,0.9035105315947843,16,0.05860551809388033,numpy_linear
