episode_id,duration_s,path_m,displacement_m,delta_x_m,delta_y_m,displacement_path_ratio,path_displacement_ratio,peak_speed_mps,mean_speed_mps,start_speed_mps,end_speed_mps,max_chord_deviation_m,signed_heading_change_deg,absolute_heading_change_deg,heading_changes_ge45_count,team,player,period,block_id,start_frame,end_frame,start_s,end_s,start_x_m,start_y_m,end_x_m,end_y_m,start_boundary_kind,end_boundary_kind,method_b_overlap,diag_short,diag_tiny_path,diag_tiny_displacement,diag_long,diag_low_displacement_path_ratio,diag_direction_change,diag_lower_speed_meaningful_displacement,diag_fragmentation_any,diag_merging_any
B006279,2.1599999999998545,1.993335583637439,1.9792359491733185,-1.9345500000000015,-0.41820000000000057,0.9929266127691397,1.00712377646031,0.9947262730899349,0.9230518166954506,0.934460327310769,0.7687132179693106,0.09138226817336571,9.17765358976193,49.991593699135365,0,Home,5,2,Home_5_2_66,106316,106370,4252.64,4254.8,49.500600000000006,11.260897142857143,47.566050000000004,10.842697142857142,valley,valley,False,False,False,False,False,False,False,False,False,False
B006280,2.0799999999999272,0.9741506472738545,0.900749434094996,-0.8770500000000041,-0.20526285714285564,0.9246510656393129,1.0814890472316605,0.7701236656929438,0.474009045279571,0.7687132179693106,0.27690509176799044,0.14699045181054446,-1.9171889485896283,36.09038769110176,0,Home,5,2,Home_5_2_66,106370,106422,4254.8,4256.88,47.566050000000004,10.842697142857142,46.689,10.637434285714287,valley,valley,False,False,True,False,False,False,False,False,True,False
B006281,3.9600000000000364,1.062940124154845,1.0545662451405329,-0.2497499999999988,-1.0245657142857176,0.9921219654578659,1.007940590790668,0.4921672656194448,0.26850408195639985,0.27690509176799044,0.012253747864824839,0.05356424648143677,0.0,0.0,0,Home,5,2,Home_5_2_66,106422,106521,4256.88,4260.84,46.689,10.637434285714287,46.43925,9.612868571428569,valley,valley,False,False,False,False,False,False,False,False,False,False
B006282,2.9600000000000364,0.28239785393326194,0.2705481369368503,0.07079999999999842,0.2611200000000018,0.9580389268850038,1.043798922922088,0.22784084133377838,0.09429600128263603,0.012253747864824839,0.0024285714285832032,0.020418129356517923,0.0,0.0,0,Home,5,2,Home_5_2_66,106521,106595,4260.84,4263.8,46.43925,9.612868571428569,46.51005,9.873988571428571,valley,valley,False,False,True,True,False,False,False,False,True,False
B006283,1.1199999999998909,0.07680718615047392,0.03168552830681006,-0.031050000000000466,0.006314285714285717,0.41253338255009814,2.4240462524958444,0.12110842249833073,0.06629683535136291,0.0024285714285832032,0.030000000000135002,0.03159489238901883,0.0,0.0,0,Home,5,2,Home_5_2_66,106595,106623,4263.8,4264.92,46.51005,9.873988571428571,46.479,9.880302857142857,valley,valley,False,True,True,True,False,True,False,False,True,True
B006284,2.399999999999636,0.2620122409107916,0.24158475590930112,-0.2017500000000041,-0.132891428571428,0.9220361425463113,1.0845561837070532,0.16026491143345598,0.10787386922575166,0.030000000000135002,0.061892857142967314,0.03195385392155539,0.0,0.0,0,Home,5,2,Home_5_2_66,106623,106683,4264.92,4267.32,46.479,9.880302857142857,46.277249999999995,9.747411428571429,valley,valley,False,False,True,True,False,False,False,False,True,False
B006285,1.0799999999999272,0.1344760973541775,0.1330818019421287,0.016800000000010584,0.13201714285714417,0.9896316487503607,1.0104769802610212,0.24229300022764694,0.12227840324984451,0.061892857142967314,0.012253747865186215,0.004977956556814724,0.0,0.0,0,Home,5,2,Home_5_2_66,106683,106710,4267.32,4268.4,46.277249999999995,9.747411428571429,46.294050000000006,9.879428571428573,valley,valley,False,True,True,True,False,False,False,False,True,False
B006286,2.5200000000004366,0.24766018426818656,0.21171897820614516,-0.004350000000009402,-0.21167428571428815,0.8548769307902907,1.1697590190854144,0.23506508000299342,0.09693372429015257,0.012253747865186215,0.016388304690139445,0.024526670959211627,0.0,0.0,0,Home,5,2,Home_5_2_66,106710,106773,4268.4,4270.92,46.294050000000006,9.879428571428573,46.289699999999996,9.667754285714285,valley,valley,False,False,True,True,False,False,False,False,True,False
B006287,1.0,0.23332514953026987,0.2329913793798113,0.02370000000000516,0.23178285714285884,0.9985695063256982,1.001432542917884,0.29649921920633043,0.22498142472869145,0.016388304690139445,0.2708464834591197,0.005366987043105257,0.0,0.0,0,Home,5,2,Home_5_2_66,106773,106798,4270.92,4271.92,46.289699999999996,9.667754285714285,46.3134,9.899537142857143,valley,valley,False,True,True,True,False,False,False,False,True,False
B006288,1.7600000000002183,0.35032525643756346,0.2835115930250338,-0.01740000000000208,0.2829771428571437,0.8092810547205366,1.235664660833217,0.4139456732573339,0.20064395320880696,0.2708464834591197,0.0037500000001278976,0.032282592204438014,0.0,0.0,0,Home,5,2,Home_5_2_66,106798,106842,4271.92,4273.68,46.3134,9.899537142857143,46.296,10.182514285714287,valley,valley,False,False,True,True,False,False,False,False,True,False
B006289,2.319999999999709,0.24772122621727602,0.09163070113120066,-0.055949999999995725,0.07256571428571412,0.36989442741911616,2.703474088478036,0.21489543019443696,0.10503018060054597,0.0037500000001278976,0.0081941523449292,0.07744711478754059,0.0,0.0,0,Home,5,2,Home_5_2_66,106842,106900,4273.68,4276.0,46.296,10.182514285714287,46.240050000000004,10.255080000000001,valley,valley,False,False,True,True,False,True,False,False,True,True
B006290,1.8800000000001091,0.17568719975710942,0.16737554647912062,-0.0321000000000069,-0.16426857142857187,0.9526906155401201,1.04965870733707,0.19002153476259126,0.09167446138069696,0.0081941523449292,0.01041296532884783,0.008069606854485678,0.0,0.0,0,Home,5,2,Home_5_2_66,106900,106947,4276.0,4277.88,46.240050000000004,10.255080000000001,46.20795,10.09081142857143,valley,valley,False,False,True,True,False,False,False,False,True,False
B006291,2.680000000000291,0.22276934292739717,0.10009167556978717,-0.011099999999999,-0.09947428571428674,0.4493063284852803,2.225653049159669,0.1748973496317508,0.08205362556641786,0.01041296532884783,0.0134031389106512,0.022664022628118362,0.0,0.0,0,Home,5,2,Home_5_2_66,106947,107014,4277.88,4280.56,46.20795,10.09081142857143,46.19685,9.991337142857143,valley,valley,False,False,True,True,False,True,False,False,True,True
B006292,2.719999999999345,0.27143345121027407,0.27026400625978975,0.024149999999998784,0.26918285714285695,0.9956915960605814,1.0043270466040535,0.2113189900630806,0.09853970172712136,0.0134031389106512,0.0037500000001278976,0.004556887128521337,0.0,0.0,0,Home,5,2,Home_5_2_66,107014,107082,4280.56,4283.28,46.19685,9.991337142857143,46.221,10.26052,valley,valley,False,False,True,True,False,False,False,False,True,False
B006293,3.8400000000001455,1.1652508304702587,1.1398277423884577,0.12120000000000175,-1.1333657142857145,0.9781823042584393,1.0223043247118446,0.5715022273963494,0.30036103878098025,0.0037500000001278976,0.12088145652090197,0.07729026602209722,4.173653407280916,8.167749238044614,0,Home,5,2,Home_5_2_66,107082,107178,4283.28,4287.12,46.221,10.26052,46.3422,9.127154285714285,valley,valley,False,False,False,False,False,False,False,False,False,False
B006294,3.1599999999998545,1.9014314122774716,1.7769065577220207,0.15825000000000244,1.769845714285717,0.9345099414307565,1.0700795739732598,0.9489773503520521,0.5957083345432554,0.12088145652090197,0.4491158888673103,0.2145559617481116,-52.131291544332164,69.91328683256089,0,Home,5,2,Home_5_2_66,107178,107257,4287.12,4290.28,46.3422,9.127154285714285,46.50045,10.897000000000002,valley,valley,False,False,False,False,False,False,False,False,False,False
B006295,1.0799999999999272,0.9859294251430717,0.9852174704135932,0.810299999999998,-0.5604171428571423,0.9992778846930396,1.0007226371342965,0.9899209210077498,0.9089978537181213,0.8037042755275409,0.8685243826846379,0.01601123425842841,-2.5128160003693125,22.067840195903337,0,Home,5,2,Home_5_2_67,107283,107310,4291.32,4292.4,47.11545,10.650645714285714,47.92575,10.090228571428572,valley,valley,False,True,True,False,False,False,False,False,True,False
B006296,1.1200000000008004,0.7993087982936873,0.7665609518691976,0.38759999999999906,-0.6613485714285705,0.9590297936236938,1.0427204729703967,0.8885470512282836,0.7190084255177025,0.8685243826846379,0.5168381304137329,0.08904740709321243,-64.03865178063283,64.03865178063283,0,Home,5,2,Home_5_2_67,107310,107338,4292.4,4293.52,47.92575,10.090228571428572,48.31335,9.428880000000001,valley,direction,False,True,True,False,False,False,False,False,True,False
B006297,1.3999999999996362,1.0115640012363327,0.9029350321838768,-0.8848500000000001,-0.17981142857142984,0.8926128560133717,1.1203065172803421,0.9351844526407862,0.7168316155924077,0.5168381304137329,0.9351844526406259,0.19214212772994313,-88.11209455814915,91.78540291851819,0,Home,5,2,Home_5_2_67,107338,107373,4293.52,4294.92,48.31335,9.428880000000001,47.4285,9.249068571428571,direction,valley,False,True,False,False,False,False,False,False,True,False
B006298,1.680000000000291,1.2420560262883598,1.1702552343826538,-1.1310000000000002,0.30055999999999905,0.9421919862018877,1.0613548137159867,0.9738690877121621,0.7438740723220426,0.9351844526406259,0.3964642857147021,0.1256330313694254,7.760534651931016,32.98763807195016,0,Home,5,2,Home_5_2_67,107373,107415,4294.92,4296.6,47.4285,9.249068571428571,46.2975,9.54962857142857,valley,valley,False,False,False,False,False,False,False,False,False,False
B006299,3.1599999999998545,5.320302568101641,5.08675753172221,4.3768499999999975,-2.5919657142857133,0.9561030536534385,1.0459123586927408,2.2556024818508194,1.6675503561031058,0.3964642857147021,2.1059373658263087,0.5838880474684779,79.86692896124282,82.94787724571623,0,Home,5,2,Home_5_2_67,107415,107494,4296.6,4299.76,46.2975,9.54962857142857,50.67435,6.957662857142857,valley,valley,False,False,False,False,False,False,False,True,False,False
B006300,1.0,2.1088122353207766,2.1062477806521347,2.0334000000000003,-0.5491485714285718,0.9987839340906272,1.0012175465261963,2.1427928561806953,2.1087016634171567,2.1059373658263087,2.0467615149272365,0.045157577518783285,5.602996337576277,11.872104573658364,0,Home,5,2,Home_5_2_67,107494,107519,4299.76,4300.76,50.67435,6.957662857142857,52.70775,6.408514285714285,valley,valley,False,True,False,False,False,False,False,False,True,False
B006301,1.2799999999997453,1.9335787438823493,1.865074423823361,1.7448000000000121,-0.6589199999999993,0.9645712282079387,1.0367300731723916,2.0496943288805576,1.5268554579392901,2.0467615149272365,0.824221934429786,0.17721357239514945,-69.6109076822701,70.33971737315639,0,Home,5,2,Home_5_2_67,107519,107551,4300.76,4302.04,52.70775,6.408514285714285,54.45255000000001,5.749594285714286,valley,direction,False,True,False,False,False,False,False,False,True,False
B006302,4.399999999999636,24.745269783647956,24.08076569683374,-24.06630000000001,0.8345542857142849,0.9731462177368003,1.027594807207546,8.256839620072684,5.580684383114504,0.824221934429786,8.250267179431932,1.6508968040271155,-89.48653501540753,119.95236995479992,0,Home,5,2,Home_5_2_67,107551,107661,4302.04,4306.44,54.45255000000001,5.749594285714286,30.38625,6.584148571428571,direction,valley,True,False,False,False,False,False,False,False,False,False
B006303,2.880000000000109,15.885395293594684,15.719906144574225,-15.70575,0.6669828571428571,0.9895823084058105,1.0105273624090674,8.253356673866522,5.553221226290806,8.250267179431932,1.7568646701989301,0.717770190479715,-55.288150428336046,64.50349432465418,0,Home,5,2,Home_5_2_67,107661,107733,4306.44,4309.32,30.38625,6.584148571428571,14.6805,7.251131428571428,valley,direction,True,False,False,False,False,False,False,False,False,False
B006304,1.2800000000006548,2.8150045280882408,2.7656874400589815,0.02654999999999852,2.7655600000000007,0.9824806363410179,1.017831764831751,2.657621857989588,2.185817511283863,1.7568646701989301,2.5233553769593984,0.18554283569902383,-33.15828143658773,52.943859061614894,0,Home,5,2,Home_5_2_67,107733,107765,4309.32,4310.6,14.6805,7.251131428571428,14.707049999999999,10.016691428571429,direction,valley,False,True,False,False,False,False,False,False,True,False
B006305,1.2799999999997453,3.618872022523844,3.5819678590158297,0.5641500000000033,3.5372628571428564,0.9898023021321773,1.0103027623252192,2.9701394044132834,2.818035028486997,2.5233553769593984,2.7231950643374616,0.21836696345632184,-28.4229806722497,28.636287723416945,0,Home,5,2,Home_5_2_67,107765,107797,4310.6,4311.88,14.707049999999999,10.016691428571429,15.271200000000002,13.553954285714285,valley,valley,False,True,False,False,False,False,False,True,True,False
B006306,2.7200000000002547,10.456640036365895,9.438141166274345,9.4077,-0.7574228571428581,0.9025978835888551,1.107913078661187,4.613134337227056,3.8281042894702257,2.7231950643374616,4.612758962924449,1.8342889249517862,-93.2645476830891,93.2645476830891,0,Home,5,2,Home_5_2_67,107797,107865,4311.88,4314.6,15.271200000000002,13.553954285714285,24.678900000000002,12.796531428571427,valley,valley,False,False,False,False,False,False,False,True,False,False
B006307,5.839999999999236,18.393136698473043,17.21362171136781,16.490999999999996,-4.93514857142857,0.9358720045176877,1.068522185910841,4.7375359866211415,3.1594637852027496,4.612758962924449,1.2966489305061262,2.7903158010193883,28.310122884322567,95.16536191667862,0,Home,5,2,Home_5_2_67,107865,108011,4314.6,4320.44,24.678900000000002,12.796531428571427,41.1699,7.861382857142857,valley,valley,False,False,False,False,False,False,False,True,False,False
B006308,3.2000000000007276,4.160038623163312,4.135947981554223,3.8658,-1.4702571428571423,0.9942090341481563,1.0058246964702,1.3938655690177868,1.299970549500817,1.2966489305061262,1.1816027515636043,0.11064293922064244,1.2384424653973987,54.95584594257775,0,Home,5,2,Home_5_2_67,108011,108091,4320.44,4323.64,41.1699,7.861382857142857,45.0357,6.391125714285715,valley,valley,False,False,False,False,False,False,False,True,False,False
B006309,3.4399999999996,7.418974069864011,7.1471041515847515,5.716799999999999,4.28944,0.9633547825185697,1.0380391711822161,2.9560353826855996,2.1454707413583334,1.1816027515636043,1.9575015065041528,0.5333733943554726,3.3450033898491474,107.24709120263141,0,Home,5,2,Home_5_2_67,108091,108177,4323.64,4327.08,45.0357,6.391125714285715,50.7525,10.680565714285715,valley,valley,False,False,False,False,False,False,False,True,False,False
B006310,1.7600000000002183,5.132344687033706,4.84424446843481,3.0979500000000044,-3.7241657142857143,0.9438657697081902,1.0594726836096244,3.631456323833628,2.894802637385164,1.9575015065041528,3.254778468278648,0.6822795889830542,-75.44994555937923,77.00420883071766,0,Home,5,2,Home_5_2_67,108177,108221,4327.08,4328.84,50.7525,10.680565714285715,53.85045,6.9564,valley,valley,False,False,False,False,False,False,False,True,False,False
B006311,1.2399999999997817,3.1601774300092647,3.109679517157775,0.495750000000001,-3.0699085714285714,0.9840205450580218,1.0162389444226858,3.3313848471799465,2.570600444328764,3.254778468278648,1.1379004655022753,0.17524928023482417,38.436222903570886,57.17747646322416,0,Home,5,2,Home_5_2_67,108221,108252,4328.84,4330.08,53.85045,6.9564,54.3462,3.886491428571429,valley,direction,False,True,False,False,False,False,False,True,True,False
B006312,1.680000000000291,4.6495103923108,4.584897908697147,4.577999999999996,0.2514057142857138,0.9861033790309389,1.014092458523687,4.054848934002546,2.7296665179824813,1.1379004655022753,3.9833063060200153,0.22898988992470512,38.966095433838454,60.05240304261851,0,Home,5,2,Home_5_2_67,108252,108294,4330.08,4331.76,54.3462,3.886491428571429,58.9242,4.137897142857143,direction,valley,False,False,False,False,False,False,False,True,False,False
B006313,1.6799999999993815,6.176603273699474,6.127688934543973,6.113849999999999,-0.41159428571428514,0.9920807056908151,1.0079825101564397,4.366462924315512,3.6836834453151917,3.9833063060200153,2.1912062526940193,0.30207362669463617,17.313444386904735,37.06435622344326,0,Home,5,2,Home_5_2_67,108294,108336,4331.76,4333.44,58.9242,4.137897142857143,65.03805,3.7263028571428576,valley,valley,False,False,False,False,False,False,False,True,False,False
B006314,3.5200000000004366,7.653888923805781,7.117797488975026,0.3535499999999985,7.109011428571429,0.9299582943824339,1.075317039528186,2.5097921909688288,2.1745890937956864,2.1912062526940193,1.7514025633134902,1.0228555198618883,46.33467140285107,129.37951037847995,0,Home,5,2,Home_5_2_67,108336,108424,4333.44,4336.96,65.03805,3.7263028571428576,65.3916,10.835314285714286,valley,valley,False,False,False,False,False,False,False,True,False,False
B006315,2.880000000000109,7.857295074784935,7.729156035392014,6.510900000000007,4.165097142857141,0.9836917109293585,1.0165786586279497,3.6173803805552027,2.714846293601719,1.7514025633134902,3.5482049097615573,0.30076406534069644,-23.335718467423877,70.24259643968908,0,Home,5,2,Home_5_2_67,108424,108496,4336.96,4339.84,65.3916,10.835314285714286,71.9025,15.000411428571427,valley,valley,False,False,False,False,False,False,False,True,False,False
B006316,2.639999999999418,10.334774559495749,10.249102530226834,8.229600000000005,6.108828571428569,0.9917103146492733,1.0083589786536187,4.122725558646647,3.909217446227036,3.5482049097615573,4.0419055810096784,0.6117642161009859,-17.00642623150442,25.9614294880129,0,Home,5,2,Home_5_2_67,108496,108562,4339.84,4342.48,71.9025,15.000411428571427,80.13210000000001,21.109239999999996,valley,valley,False,False,False,False,False,False,False,True,False,False
B006317,4.1200000000008,11.676685638376265,11.227782619714318,11.066399999999987,1.8968114285714321,0.9615556132481126,1.0399814490417494,4.046769032616845,2.8457600628880995,4.0419055810096784,1.1078538477437927,1.1825225754448891,-84.56547209852049,90.91683366446182,0,Home,5,2,Home_5_2_67,108562,108665,4342.48,4346.6,80.13210000000001,21.109239999999996,91.1985,23.00605142857143,valley,valley,False,False,False,False,False,False,False,True,False,False
B006318,4.199999999999818,19.609806013804526,18.429318334548416,-14.207099999999997,-11.738742857142856,0.9398011546659313,1.064054874837292,7.183089900006189,4.635405699932375,1.1078538477437927,7.1824351969587985,2.8650028164798993,-94.97517262838252,99.25761701508117,0,Home,5,2,Home_5_2_67,108665,108770,4346.6,4350.8,91.1985,23.00605142857143,76.9914,11.267308571428572,valley,valley,True,False,False,False,False,False,False,False,False,False
B006319,2.880000000000109,10.318753521896603,10.30809958236726,-9.339600000000004,-4.3622000000000005,0.9989675168123034,1.0010335503110164,7.2784707340116706,3.632209222526094,7.1824351969587985,0.41037817924488507,0.06241185922383836,13.55966329624143,53.331921359114574,0,Home,5,2,Home_5_2_67,108770,108842,4350.8,4353.68,76.9914,11.267308571428572,67.6518,6.905108571428571,valley,direction,True,False,False,False,False,False,False,False,False,False
B006320,1.8400000000001455,3.28468354730529,3.246383855307629,-1.8958499999999958,2.6352914285714286,0.9883399141968846,1.0117976473838866,3.076623782326469,1.7559035502520044,0.41037817924488507,3.0722021417198215,0.14245821435649092,-37.397295964668324,40.462017769771315,0,Home,5,2,Home_5_2_67,108842,108888,4353.68,4355.52,67.6518,6.905108571428571,65.75595,9.5404,direction,valley,False,False,False,False,False,False,False,True,False,False
B006321,7.759999999999309,21.738309793201346,20.82909188933594,-18.450000000000003,9.66688,0.9581743975260779,1.0436513463331019,3.341337392830202,2.8027176767784696,3.0722021417198215,2.1873072629396098,2.4997330755355796,59.904972406031014,80.85824631419597,0,Home,5,2,Home_5_2_67,108888,109082,4355.52,4363.28,65.75595,9.5404,47.305949999999996,19.20728,valley,valley,False,False,False,False,False,False,False,True,False,False
B006322,3.4400000000005093,5.18568430269,4.547032600219751,-3.895799999999994,-2.3448342857142883,0.8768433122434858,1.1404546126278894,2.2036119355524266,1.515280630231821,2.1873072629396098,1.0006346716836039,1.0610031740062056,87.70993649702369,89.27007082907073,0,Home,5,2,Home_5_2_67,109082,109168,4363.28,4366.72,47.305949999999996,19.20728,43.41015,16.862445714285712,valley,valley,False,False,False,False,False,False,False,True,False,False
B006323,1.4399999999995998,1.4712754295055774,1.4388307346273077,0.37665000000000504,-1.3886571428571397,0.977947912248373,1.0225493479513932,1.1474199590830916,1.0211492002522597,1.0006346716836039,0.8694660930659787,0.1307075403379096,41.711594702515704,41.711594702515704,0,Home,5,2,Home_5_2_67,109168,109204,4366.72,4368.16,43.41015,16.862445714285712,43.78680000000001,15.473788571428573,valley,valley,False,True,False,False,False,False,False,False,True,False
B006324,1.0799999999999272,1.0227003702580562,0.9926724044215127,0.9049499999999924,-0.40800000000000125,0.9706385499508849,1.0302496228391103,0.9970989168594917,0.9441776910542511,0.8694660930659787,0.9808381359740618,0.11028231448572726,41.400168195261415,44.04341469685589,0,Home,5,2,Home_5_2_67,109204,109231,4368.16,4369.24,43.78680000000001,15.473788571428573,44.69175,15.065788571428572,valley,valley,False,True,False,False,False,False,False,False,True,False
B006325,1.3200000000006185,1.4506676254898863,1.4317173619746324,1.3995000000000033,0.3020171428571423,0.9869368674241596,1.0132360366777404,1.1950337733262586,1.0955155521530568,0.9808381359740618,1.1496153976451917,0.1078803908324498,26.993061597180766,40.8813066286355,0,Home,5,2,Home_5_2_67,109231,109264,4369.24,4370.56,44.69175,15.065788571428572,46.09125,15.367805714285714,valley,valley,False,True,False,False,False,False,False,False,True,False
B006326,2.6799999999993815,3.3913454301724952,3.3872774864516897,2.9881500000000045,1.5951828571428575,0.9988004926644707,1.0012009478813224,1.5300030116196526,1.2637242816467407,1.1496153976451917,1.5195417580117643,0.039320125453846715,5.876968275916689,43.855961542869814,0,Home,5,2,Home_5_2_67,109264,109331,4370.56,4373.24,46.09125,15.367805714285714,49.07940000000001,16.96298857142857,valley,valley,False,False,False,False,False,False,False,True,False,False
B006327,4.400000000000546,9.681465941093355,9.671586961672517,8.794649999999997,4.024142857142856,0.9989795988044634,1.0010214434776823,2.692283949040045,2.1941999124803138,1.5195417580117643,2.6842886530172616,0.19405028975318792,-6.221895240261773,42.28219331090181,0,Home,5,2,Home_5_2_67,109331,109441,4373.24,4377.64,49.07940000000001,16.96298857142857,57.874050000000004,20.987131428571427,valley,valley,False,False,False,False,False,False,False,True,False,False
B006328,1.1199999999998909,3.049569678210666,3.0490595860768197,2.824950000000001,1.147354285714286,0.9998327330778861,1.0001672949050178,2.7648870297001813,2.721501055458337,2.6842886530172616,2.693054163172165,0.021548776645766377,0.41404566344993365,8.315027246930574,0,Home,5,2,Home_5_2_67,109441,109469,4377.64,4378.76,57.874050000000004,20.987131428571427,60.699000000000005,22.134485714285713,valley,valley,False,True,False,False,False,False,False,True,True,False
B006329,2.4799999999995634,5.184934637873358,4.989656299329305,4.989599999999989,0.02370285714286169,0.9623373577137035,1.039136631228548,2.693849082180262,2.1002606366671177,2.693054163172165,1.5848974927432669,0.6213354897787526,-49.04777435358962,49.56452543216564,0,Home,5,2,Home_5_2_67,109469,109531,4378.76,4381.24,60.699000000000005,22.134485714285713,65.6886,22.158188571428575,valley,valley,False,False,False,False,False,False,False,True,False,False
B006330,2.1599999999998545,3.71153434064282,3.6957286660631987,2.989050000000006,-2.1734742857142884,0.9957414715508509,1.0042767410726767,2.05735272863167,1.7158773819786142,1.5848974927432669,1.8634474593288184,0.15307934049709507,-13.952198835388092,31.858767284778548,0,Home,5,2,Home_5_2_67,109531,109585,4381.24,4383.4,65.6886,22.158188571428575,68.67765,19.984714285714286,valley,valley,False,False,False,False,False,False,False,True,False,False
B006331,1.4400000000005093,3.287975838910345,3.284502558590844,2.208449999999999,-2.4311942857142874,0.9989436417754664,1.0010574752972612,2.585024480060506,2.271968741407032,1.8634474593288184,2.4680975386865254,0.03921142420972832,0.6892868327563147,17.15658022190474,0,Home,5,2,Home_5_2_67,109585,109621,4383.4,4384.84,68.67765,19.984714285714286,70.8861,17.55352,valley,valley,False,True,False,False,False,False,False,True,True,False
B006332,3.319999999999709,12.73463319958175,12.462002905711477,11.899950000000004,-3.700365714285713,0.9785914294037753,1.0218769242739723,4.929978879787007,3.8194515181935293,2.4680975386865254,4.927248661006552,1.092310703973473,35.08191662770964,40.32083834537472,0,Home,5,2,Home_5_2_67,109621,109704,4384.84,4388.16,70.8861,17.55352,82.78605,13.853154285714286,valley,valley,False,False,False,False,False,False,False,True,False,False
B006333,1.6000000000003638,5.613048663290625,5.479949730800459,5.473950000000002,0.2563600000000008,0.9762875862166251,1.024288349168985,4.93380453078577,3.542767444957294,4.927248661006552,1.5083991383128685,0.39127051579743044,67.00795371093118,67.00795371093118,0,Home,5,2,Home_5_2_67,109704,109744,4388.16,4389.76,82.78605,13.853154285714286,88.26,14.109514285714287,valley,direction,False,False,False,False,False,False,False,True,False,False
B006334,3.3599999999996726,9.494887041078705,9.171646875330802,-5.478449999999995,7.355657142857144,0.9659563969166315,1.0352434159471762,3.488645667283899,2.8103597078269806,1.5083991383128685,2.5338494453084905,0.8689689644982541,93.35323289056282,94.11566978298582,0,Home,5,2,Home_5_2_67,109744,109828,4389.76,4393.12,88.26,14.109514285714287,82.78155000000001,21.46517142857143,direction,valley,False,False,False,False,False,False,False,True,False,False
B006335,11.680000000000291,38.22105417980883,37.83977040811395,-37.83120000000001,0.8053142857142817,0.9900242476332245,1.0100762707485436,5.092008698240342,3.269830047578559,2.5338494453084905,0.8884664104520131,0.8811702829916587,72.1995438907131,137.76509918060748,0,Home,5,2,Home_5_2_67,109828,110120,4393.12,4404.8,82.78155000000001,21.46517142857143,44.95035,22.270485714285712,valley,valley,False,False,False,False,True,False,False,True,False,True
B006336,1.2799999999997453,1.3204985060288514,1.2960279933681513,-0.3280499999999975,-1.2538228571428576,0.9814687312791511,1.0188811605813433,1.0980281032666448,1.027300880641783,0.8884664104520131,1.047848919654194,0.10826815415210972,37.873003138498234,37.873003138498234,0,Home,5,2,Home_5_2_67,110120,110152,4404.8,4406.08,44.95035,22.270485714285712,44.6223,21.016662857142855,valley,valley,False,True,False,False,False,False,False,False,True,False
B006337,1.1199999999998909,1.2670852802332733,1.2534560775287933,0.37290000000000134,-1.1967028571428528,0.9892436579312398,1.0108732989921356,1.2107104698643862,1.1284476181202563,1.047848919654194,1.0641102444047041,0.08118886980575356,28.318435782911997,28.318435782911997,0,Home,5,2,Home_5_2_67,110152,110180,4406.08,4407.2,44.6223,21.016662857142855,44.995200000000004,19.819960000000002,valley,valley,False,True,False,False,False,False,False,False,True,False
B006338,1.1599999999998545,1.253527573115101,1.2486017900852453,0.8003999999999962,-0.9583142857142875,0.9960704629594905,1.0039450392182439,1.143901255194319,1.0800766524095038,1.0641102444047041,0.9680972000669658,0.044533599227418286,16.130238282999084,18.30655475255342,0,Home,5,2,Home_5_2_67,110180,110209,4407.2,4408.36,44.995200000000004,19.819960000000002,45.7956,18.861645714285714,valley,valley,False,True,False,False,False,False,False,False,True,False
B006339,7.680000000000291,4.479577086068403,4.119422906081745,2.2187999999999874,-3.4708171428571433,0.9196008522530515,1.0874283093039419,1.0521785714292171,0.5852721469003702,0.9680972000669658,0.00819415234504998,0.5750300390557767,-49.70503194887022,84.50159018929915,0,Home,5,2,Home_5_2_67,110209,110401,4408.36,4416.04,45.7956,18.861645714285714,48.01439999999999,15.390828571428571,valley,valley,False,False,False,False,False,False,False,True,False,False
B006340,1.3599999999996726,0.17083465120661973,0.09540630716540657,0.050850000000011164,0.08072571428571429,0.5584716361203286,1.7906012325835283,0.46879470399116313,0.12225886950036485,0.00819415234504998,0.06106971593264312,0.0177049480739074,0.0,0.0,0,Home,5,2,Home_5_2_67,110401,110435,4416.04,4417.4,48.01439999999999,15.390828571428571,48.06525,15.471554285714285,valley,valley,False,True,True,True,False,False,False,False,True,False
B006341,1.0,0.06235617280480036,0.062348661573442106,-0.04529999999999745,-0.04283999999999821,0.9998795430986156,1.0001204714129974,0.06547901400858719,0.06230669369433244,0.06106971593264312,0.06106971593261311,0.0001313443248097766,0.0,0.0,0,Home,5,2,Home_5_2_67,110435,110460,4417.4,4418.4,48.06525,15.471554285714285,48.01995,15.428714285714287,valley,valley,False,True,True,True,False,False,False,False,True,False
B006342,1.9600000000000364,0.2557139092464213,0.12365277999301216,-0.06990000000000407,0.10199999999999854,0.48355906942024385,2.067999678299769,0.6727142857148828,0.1290783489419221,0.06106971593261311,0.026764872844259723,0.08869458033366587,-1.1344951453646628,1.1344951453646628,0,Home,5,2,Home_5_2_67,110460,110509,4418.4,4420.36,48.01995,15.428714285714287,47.95005,15.530714285714286,valley,valley,False,False,True,True,False,True,False,False,True,True
