episode_id,duration_s,path_m,displacement_m,delta_x_m,delta_y_m,displacement_path_ratio,path_displacement_ratio,peak_speed_mps,mean_speed_mps,start_speed_mps,end_speed_mps,max_chord_deviation_m,signed_heading_change_deg,absolute_heading_change_deg,heading_changes_ge45_count,team,player,period,block_id,start_frame,end_frame,start_s,end_s,start_x_m,start_y_m,end_x_m,end_y_m,start_boundary_kind,end_boundary_kind,method_b_overlap,diag_short,diag_tiny_path,diag_tiny_displacement,diag_long,diag_low_displacement_path_ratio,diag_direction_change,diag_lower_speed_meaningful_displacement,diag_fragmentation_any,diag_merging_any
B000021,1.5999999999999943,1.3559468405066633,1.3395219775329852,0.867600000000003,1.0205828571428555,0.9878867943174374,1.0122617345957459,1.316496440386782,0.8585923396545277,1.303614913168967,0.053428571428427746,0.05955227199017248,14.697185549465416,31.769474635881608,0,Home,1,1,Home_1_1_0,1055,1095,42.2,43.8,24.4299,55.16101714285715,25.297500000000003,56.1816,valley,valley,False,False,False,False,False,False,False,False,False,False
B000022,2.760000000000005,4.950663085910386,4.0935296089804964,-1.9437000000000033,3.602640000000001,0.8268649144456435,1.20938738907604,2.7408756423798293,1.7688572245598282,0.053428571428427746,1.8450796398940554,1.063338811333408,-153.10159350000436,153.10159350000436,0,Home,1,1,Home_1_1_0,1095,1164,43.8,46.56,25.297500000000003,56.1816,23.3538,59.784240000000004,valley,direction,False,False,False,False,False,False,False,True,False,False
B000023,3.280000000000001,10.446162544898698,10.183861458670274,9.78315,-2.8286057142857217,0.9748901967491864,1.0257565450289103,3.897427138150711,3.168664376654956,1.8450796398940554,3.8961832978970485,0.7227363821122172,-61.79824376277063,70.54093190322757,0,Home,1,1,Home_1_1_0,1164,1246,46.56,49.84,23.3538,59.784240000000004,33.13695,56.95563428571428,direction,valley,False,False,False,False,False,False,False,True,False,False
B000024,2.519999999999996,10.098938453228325,10.09878581124787,9.547500000000007,-3.29100571428571,0.9999848853440229,1.0000151148844334,4.076760371612866,4.005775697321961,3.8961832978970485,4.054307404710236,0.011655208449236289,0.3463673939793658,5.039058947875106,0,Home,1,1,Home_1_1_0,1246,1309,49.84,52.36,33.13695,56.95563428571428,42.684450000000005,53.66462857142857,valley,valley,False,False,False,False,False,False,False,True,False,False
B000025,1.4399999999999977,0.7135053868520975,0.05055480961796335,0.04229999999998313,0.02768571428570965,0.07085413866460809,14.113501608333062,0.7216589306896192,0.48264190377192484,0.020115768258682384,0.6546385355637901,0.2618725150564043,-204.01920387908652,209.0870169592584,1,Home,1,1,Home_1_1_1,2163,2199,86.52,87.96,90.34440000000002,39.76766285714286,90.3867,39.79534857142857,valley,valley,False,True,True,True,False,True,False,False,True,True
B000026,1.5600000000000023,1.5648816735691713,1.5583630002862645,1.302899999999994,-0.8549542857142853,0.9958343986046951,1.0041830262151432,1.3996585316071664,0.9944170093698258,0.6546385355637901,0.746433377462369,0.04105018681396008,-8.052660154645181,50.34814774470836,0,Home,1,1,Home_1_1_1,2199,2238,87.96,89.52,90.3867,39.79534857142857,91.6896,38.940394285714284,valley,valley,False,False,False,False,False,False,False,False,False,False
B000027,2.0799999999999983,5.335688582542646,5.218437815898538,5.20859999999999,0.3202800000000039,0.9780251855350535,1.022468556832639,4.139534877253345,2.5309178856797936,0.746433377462369,4.139115115583921,0.3252036652427204,29.84839463023372,103.36256379380724,0,Home,1,1,Home_1_1_1,2238,2290,89.52,91.6,91.6896,38.940394285714284,96.89819999999999,39.26067428571429,valley,valley,False,False,False,False,False,False,False,True,False,False
B000028,1.7600000000000051,6.692791415733222,6.335969107844622,4.756350000000012,-4.1858857142857175,0.9466855777023332,1.056316926710835,4.338561826891673,3.8101977890869754,4.139115115583921,3.121504518730805,0.9249898885849585,-68.84529904536234,68.84529904536234,0,Home,1,1,Home_1_1_1,2290,2334,91.6,93.36,96.89819999999999,39.26067428571429,101.65455,35.07478857142857,valley,valley,False,False,False,False,False,False,False,True,False,False
B000029,1.0400000000000063,3.851807228453996,3.832566031068478,-0.17864999999999043,-3.8283999999999985,0.995004631269348,1.0050204477181972,4.155356479218292,3.6820994529659283,3.121504518730805,4.097912970715282,0.14237349848030226,1.4920395607828882,33.652292140725294,0,Home,1,1,Home_1_1_1,2334,2360,93.36,94.4,101.65455,35.07478857142857,101.47590000000001,31.24638857142857,valley,valley,False,True,False,False,False,False,False,True,True,False
B000030,1.3199999999999932,6.075020152200528,6.053137033727188,1.5628499999999974,-5.847902857142856,0.9963978525296885,1.0036151698452243,4.994291657808718,4.587453434580271,4.097912970715282,4.968720013516014,0.23718157057604644,11.275118219765305,16.13736118837719,0,Home,1,1,Home_1_1_1,2360,2393,94.4,95.72,101.47590000000001,31.24638857142857,103.03875000000001,25.398485714285716,valley,valley,False,True,False,False,False,False,False,True,True,False
B000031,2.0799999999999983,6.6671491208585465,6.642674668843105,1.5147000000000048,-6.467674285714288,0.996329097854003,1.003684427318146,4.971236655907598,3.238631094999615,4.968720013516014,0.5629440469530576,0.08615622573990186,-63.75610984633138,73.89331007897725,0,Home,1,1,Home_1_1_1,2393,2445,95.72,97.8,103.03875000000001,25.398485714285716,104.55345000000001,18.930811428571428,valley,direction,False,False,False,False,False,False,False,True,False,False
B000032,1.4000000000000057,0.4568746520599409,0.34540158150792544,-0.32295000000002005,-0.1224971428571422,0.7560095092835432,1.322734684842367,0.6949853947956938,0.33291139856809776,0.5629440469530576,0.03277660937991878,0.10461672505367287,-36.89850798215187,41.95148424206314,0,Home,1,1,Home_1_1_1,2445,2480,97.8,99.2,104.55345000000001,18.930811428571428,104.23049999999999,18.808314285714285,direction,valley,False,True,True,True,False,False,False,False,True,False
B000033,1.7999999999999972,0.5754047828542294,0.23111841545240883,0.22185000000001764,0.06479428571428514,0.4016623120613848,2.489653547199552,0.8418375499222099,0.31343252566816665,0.03277660937991878,0.014272315144946502,0.1463560360460406,-7.898621489244068,17.04999769651473,0,Home,1,1,Home_1_1_1,2480,2525,99.2,101.0,104.23049999999999,18.808314285714285,104.45235000000001,18.87310857142857,valley,valley,False,False,True,True,False,True,False,False,True,True
B000034,2.280000000000001,1.0882109655731962,1.0505675937767436,0.584399999999988,-0.8730228571428533,0.9654080201474311,1.0358314610306285,0.8208660061178638,0.4693025250771527,0.014272315144946502,0.15751872256737168,0.06624448439460824,-22.33924419539852,64.48462921676017,0,Home,1,1,Home_1_1_1,2525,2582,101.0,103.28,104.45235000000001,18.87310857142857,105.03675,18.000085714285717,valley,valley,False,False,False,False,False,False,False,False,False,False
B000035,1.3599999999999994,0.7091026900563363,0.5168280233761938,0.5040000000000049,0.11443428571428527,0.7288479237543624,1.3720283304765533,0.6849817972034244,0.5110024563993079,0.15751872256737168,0.1943125276927963,0.21722515709971849,-100.18439265727082,131.21987055613997,0,Home,1,1,Home_1_1_1,2582,2616,103.28,104.64,105.03675,18.000085714285717,105.54075,18.114520000000002,valley,direction,False,True,True,False,False,False,False,False,True,False
B000036,2.1599999999999966,2.5640516588624775,2.4929227817080837,-1.847999999999999,1.6731885714285681,0.9722591871702189,1.0285323226520713,2.015833007855439,1.169010981804633,0.1943125276927963,1.4124790629659532,0.12964420951985023,50.810425857620075,104.76695960247484,0,Home,1,1,Home_1_1_1,2616,2670,104.64,106.8,105.54075,18.114520000000002,103.69275,19.78770857142857,direction,valley,False,False,False,False,False,False,False,False,False,False
B000037,3.0799999999999983,5.035275236559969,4.548067427260521,-4.497749999999996,0.6746571428571428,0.9032410769202952,1.1071241394485904,2.1461960891443708,1.631978974063657,1.4124790629659532,1.4012186186839763,0.8268346611266261,36.239363106951096,186.60495925929087,0,Home,1,1,Home_1_1_1,2670,2747,106.8,109.88,103.69275,19.78770857142857,99.19500000000001,20.462365714285713,valley,direction,False,False,False,False,False,False,True,True,False,True
B000038,2.0400000000000063,4.741892618410406,4.668409932685868,-4.148700000000005,2.1406400000000048,0.9845035112268797,1.0157404098577654,3.081188447661577,2.3067025784412296,1.4012186186839763,1.001454363331684,0.12275563450761996,20.40568880245914,136.94853416978344,0,Home,1,1,Home_1_1_1,2747,2798,109.88,111.92,99.19500000000001,20.462365714285713,95.0463,22.603005714285718,direction,valley,False,False,False,False,False,False,False,True,False,False
B000039,1.480000000000004,3.0352134218444555,2.9764529148498777,-2.891999999999996,0.7039942857142769,0.9806404035473493,1.0197417895312284,2.8714005862179675,2.0232049976169137,1.001454363331684,2.7594651325206554,0.23489598151174837,-34.0918407134866,54.92795837348998,0,Home,1,1,Home_1_1_1,2798,2835,111.92,113.4,95.0463,22.603005714285718,92.1543,23.306999999999995,valley,valley,False,True,False,False,False,False,False,False,True,False
B000040,1.2800000000000011,3.522404237650952,3.4851018880886757,-3.403500000000008,0.7497485714285794,0.9894099748224375,1.0107033741796094,3.1040371999669962,2.7521082143574103,2.7594651325206554,2.018898533108638,0.16739341685725606,29.385256131679288,39.38425769647535,0,Home,1,1,Home_1_1_1,2835,2867,113.4,114.68,92.1543,23.306999999999995,88.7508,24.056748571428574,valley,valley,False,True,False,False,False,False,False,True,True,False
B000041,4.11999999999999,13.06820075447765,12.975886179354342,-11.917199999999994,5.133611428571427,0.9929359384005731,1.007114317577029,4.172985837012962,3.16080689802933,2.018898533108638,2.8675582480788617,0.2965354397457584,-33.536539080634675,71.18458949578354,0,Home,1,1,Home_1_1_1,2867,2970,114.68,118.8,88.7508,24.056748571428574,76.8336,29.190360000000002,valley,valley,False,False,False,False,False,False,False,True,False,False
B000042,4.519999999999996,13.415817606190043,13.396354978447674,-11.970300000000009,6.014502857142855,0.9985492775532824,1.0014528300999548,3.1078290475872636,2.9672192842353535,2.8675582480788617,2.806012648706152,0.26293985835986156,-3.298266092600895,26.175747950020924,0,Home,1,1,Home_1_1_1,2970,3083,118.8,123.32,76.8336,29.190360000000002,64.8633,35.20486285714286,valley,valley,False,False,False,False,False,False,False,True,False,False
B000043,6.52000000000001,18.6162563079333,18.598900448181862,-17.104499999999994,7.304462857142859,0.9990677040826925,1.00093316590407,3.0336300778069814,2.8549537826038907,2.806012648706152,2.673263027755429,0.35044137501656897,3.4088188188526565,32.78648398872838,0,Home,1,1,Home_1_1_1,3083,3246,123.32,129.84,64.8633,35.20486285714286,47.7588,42.509325714285715,valley,valley,False,False,False,False,False,False,False,True,False,False
B000044,3.759999999999991,7.75009209515476,7.740189754655467,-7.279200000000003,2.631308571428562,0.9987222938285489,1.0012793407930778,2.6882483829858663,2.0676375305960506,2.673263027755429,1.4161988723954313,0.10016567289924248,11.839794318493903,31.737757895486872,0,Home,1,1,Home_1_1_1,3246,3340,129.84,133.6,47.7588,42.509325714285715,40.4796,45.14063428571428,valley,valley,False,False,False,False,False,False,False,True,False,False
B000045,1.1599999999999966,1.5166113742515075,1.5127845397720932,-1.5121499999999983,-0.043811428571423505,0.9974767204411196,1.002529662604822,1.420511010829804,1.3110494409561062,1.4161988723954313,1.1871024167947244,0.0402861157954739,17.277518014427404,17.695374935824983,0,Home,1,1,Home_1_1_1,3340,3369,133.6,134.76,40.4796,45.14063428571428,38.96745,45.096822857142854,valley,valley,False,True,False,False,False,False,False,False,True,False
B000046,1.7600000000000193,1.3942616322641497,1.3783190549338962,-1.3528499999999966,-0.2637428571428586,0.9885655769610727,1.011566681366832,1.190607408005857,0.8009698494088462,1.1871024167947244,0.4535644600136051,0.09050796733415324,-15.421941886008948,28.374364725284167,0,Home,1,1,Home_1_1_1,3369,3413,134.76,136.52,38.96745,45.096822857142854,37.6146,44.833079999999995,valley,valley,False,False,False,False,False,False,False,False,False,False
B000047,4.0,1.6307998675401483,1.6160343815397027,-1.1082000000000036,1.1762057142857287,0.9909458626442511,1.009136863775372,0.5393937084391671,0.4081540707773998,0.4535644600136051,0.20373557292098216,0.05120410083709052,-8.087880726976477,8.726058796966168,0,Home,1,1,Home_1_1_1,3413,3513,136.52,140.52,37.6146,44.833079999999995,36.5064,46.009285714285724,valley,valley,False,False,False,False,False,False,False,False,False,False
B000048,2.8400000000000034,1.2633546157074478,1.2029572436835025,1.0689000000000064,0.5518685714285567,0.9521928591758663,1.0502074137223747,0.5847505235099038,0.44149445785565355,0.20373557292098216,0.4780803463874038,0.1164756395303546,-0.2230174427676678,26.099649111660028,0,Home,1,1,Home_1_1_1,3513,3584,140.52,143.36,36.5064,46.009285714285724,37.575300000000006,46.56115428571428,valley,valley,False,False,False,False,False,False,False,False,False,False
B000049,1.3999999999999773,0.7307843646087075,0.7061578864965162,0.5007000000000019,0.497954285714286,0.9663013067809991,1.0348738980093692,0.5732410051628231,0.5207691517112604,0.4780803463874038,0.4704950185709959,0.08150726380528299,40.17192845422145,40.17192845422145,0,Home,1,1,Home_1_1_1,3584,3619,143.36,144.76,37.575300000000006,46.56115428571428,38.07600000000001,47.05910857142857,valley,valley,False,True,True,False,False,False,False,False,True,False
B000050,1.1599999999999966,0.7589638533059667,0.6895244189427704,-0.2721000000000089,-0.6335657142857087,0.9085075869414262,1.100706272984017,0.8153741855733225,0.6514600524806343,0.5697052417699011,0.3494786569058494,0.11977471844939995,79.20816007702969,79.20816007702969,0,Home,1,1,Home_1_1_2,3737,3766,149.48,150.64,36.307050000000004,48.63835999999999,36.034949999999995,48.00479428571428,direction,direction,False,True,True,False,False,False,False,False,True,False
B000051,5.1200000000000045,13.217006941255766,12.56910846163299,6.735600000000012,10.611982857142856,0.9509799395201635,1.0515468922557616,3.418886368396057,2.5641445906069813,0.3494786569058494,3.070722601798908,1.45220195990849,-6.406383094412395,114.1821439386259,0,Home,1,1,Home_1_1_2,3766,3894,150.64,155.76,36.034949999999995,48.00479428571428,42.77055000000001,58.61677714285714,direction,valley,False,False,False,False,False,False,False,True,False,False
B000052,2.0800000000000125,5.1403303099363695,4.960057304682331,4.92734999999999,-0.5686742857142804,0.9649296845952551,1.0363449440561623,3.0709545821955717,2.482622270758629,3.070722601798908,1.7568224972918334,0.5457232727104974,-58.370152339259285,58.370152339259285,0,Home,1,1,Home_1_1_2,3894,3946,155.76,157.84,42.77055000000001,58.61677714285714,47.6979,58.04810285714286,valley,valley,False,False,False,False,False,False,False,True,False,False
B000053,1.0,1.813491751276012,1.7939881956753296,0.7447500000000034,-1.632097142857134,0.9892453022811053,1.0108716186916382,1.841439925710623,1.8113121645843127,1.7568224972918334,1.7984926852161822,0.11251415600218066,-28.019678533119905,28.019678533119905,0,Home,1,1,Home_1_1_2,3946,3971,157.84,158.84,47.6979,58.04810285714286,48.44265,56.416005714285724,valley,valley,False,True,False,False,False,False,False,False,True,False
B000054,2.5200000000000102,2.903765286998217,2.8608811139156467,1.2008999999999972,-2.5966285714285817,0.9852315291202816,1.0149898480135986,1.8031957402214038,1.162384763440182,1.7984926852161822,0.34263610620508267,0.1501601204194994,5.563029336888413,42.29428160238716,0,Home,1,1,Home_1_1_2,3971,4034,158.84,161.36,48.44265,56.416005714285724,49.64355,53.81937714285714,valley,valley,False,False,False,False,False,False,False,False,False,False
B000055,1.799999999999983,1.7210745484856311,1.6568586408000707,-1.6162499999999937,0.3645771428571436,0.96268847985576,1.0387576260908724,1.2957143964604192,0.942815213442306,0.34263610620508267,1.2876080938376966,0.15313088380158282,-42.42099865857518,42.67886998120427,0,Home,1,1,Home_1_1_2,4034,4079,161.36,163.16,49.64355,53.81937714285714,48.027300000000004,54.183954285714286,valley,valley,False,False,False,False,False,False,False,False,False,False
B000056,2.759999999999991,7.353331516958128,7.076490324725724,3.38955,-6.211897142857147,0.9623515964710748,1.039121256375509,3.49867940264679,2.654373543666898,1.9728601327290658,1.1729610234361614,0.7069435808886891,-0.9454960721867409,110.37463864340819,0,Home,1,1,Home_1_1_3,4434,4503,177.36,180.12,49.98975,66.23355428571429,53.3793,60.021657142857144,valley,direction,False,False,False,False,False,False,False,True,False,False
B000057,6.0,21.004391932916626,18.16193890192237,-15.953849999999996,8.679325714285717,0.8646733959225089,1.156506034203947,5.269913594851959,3.485316287061933,1.1729610234361614,0.1735084541844316,4.5542386269807995,-124.32905096212212,151.4447393841972,0,Home,1,1,Home_1_1_3,4503,4653,180.12,186.12,53.3793,60.021657142857144,37.425450000000005,68.70098285714286,direction,direction,False,False,False,False,False,False,False,True,False,False
B000058,3.280000000000001,9.53065817490202,9.393613318316818,8.650049999999993,-3.662868571428575,0.9856206303835242,1.014589152431682,4.109897042382709,2.8727706364666843,0.1735084541844316,1.6179793016008424,0.38304938500663677,-44.81267020794322,80.5460047252932,0,Home,1,1,Home_1_1_3,4653,4735,186.12,189.4,37.425450000000005,68.70098285714286,46.0755,65.03811428571429,direction,direction,False,False,False,False,False,False,False,True,False,False
B000059,4.240000000000009,11.03102471841628,10.713687059277614,-10.368749999999999,-2.6966857142857066,0.9712322592651913,1.0296198365121991,4.356973633863538,2.5790354285413843,0.18117289352133237,1.0357761163802208,0.4802501437210109,23.937288690971194,135.18500484977136,0,Home,1,1,Home_1_1_4,5078,5184,203.12,207.36,43.55955,63.623714285714286,33.1908,60.92702857142858,valley,direction,False,False,False,False,False,False,False,True,False,False
B000060,1.3199999999999932,1.5898233785168308,1.5183234902882952,1.024649999999994,-1.1204457142857223,0.9550265210622083,1.0470913403407593,1.3403334192444822,1.1994517817441501,1.0357761163802208,1.1248225625371544,0.129546690789158,14.95276098471643,109.21375813499094,0,Home,1,1,Home_1_1_4,5184,5217,207.36,208.68,33.1908,60.92702857142858,34.21545,59.80658285714286,direction,direction,False,True,False,False,False,False,False,False,True,False
B000061,5.039999999999992,16.222482803110598,10.237670427609237,-6.113249999999997,8.21206857142856,0.631079135781004,1.5845873255854528,4.756326023958305,3.2022589971677347,1.1248225625371544,2.0042487551960844,4.649842721966872,-255.51072223298306,255.51072223298306,0,Home,1,1,Home_1_1_4,5217,5343,208.68,213.72,34.21545,59.80658285714286,28.1022,68.01865142857142,direction,valley,False,False,False,False,False,False,True,True,False,True
B000062,4.199999999999989,14.381575954984058,13.737485236636585,11.604000000000003,-7.352937142857137,0.9552141767798225,1.0468856349799556,4.214512055060763,3.4107891285830036,2.0042487551960844,2.8169303346385757,1.3329458141723074,-100.8986772455485,105.27612150276134,0,Home,1,1,Home_1_1_4,5343,5448,213.72,217.92,28.1022,68.01865142857142,39.7062,60.66571428571428,valley,valley,False,False,False,False,False,False,False,True,False,False
B000063,2.440000000000026,9.550243194946713,9.169904284413661,-5.073450000000001,-7.638537142857132,0.9601749502322309,1.0414768681042315,4.793783296189382,3.896338874327482,2.8169303346385757,4.792363613080181,1.097277338367445,-60.290961922130826,60.290961922130826,0,Home,1,1,Home_1_1_4,5448,5509,217.92,220.36,39.7062,60.66571428571428,34.63275,53.02717714285715,valley,valley,False,False,False,False,False,False,False,True,False,False
