team,player,period,frame,time_s,raw_x_norm,raw_y_norm,raw_x_m,raw_y_m,dt_s,frame_step,same_period,contiguous,raw_dx_m,raw_dy_m,raw_displacement_m,raw_speed_mps,smooth_x_m,smooth_y_m,smooth_dx_m,smooth_dy_m,smooth_displacement_m,smooth_speed_mps,smooth_acceleration_mps2
Home,10,1,2946,117.84,0.90149,0.30973,94.65645,21.06164,0.04000000000000625,1.0,True,True,-0.10499999999998977,0.09860000000000113,0.14403805052831725,3.6009512632073686,94.29899999999999,21.221148571428575,0.6709499999999906,-0.3044457142857091,0.7367910799181292,18.41977699795035,-243.14396691771663
Home,10,1,2947,117.88,0.90082,0.31046,94.5861,21.11128,0.03999999999999204,1.0,True,True,-0.0703500000000048,0.04964000000000013,0.086100244482816,2.1525061120708284,94.6056,21.08748,0.3066000000000031,-0.1336685714285757,0.3344709957346947,8.36177489336903,-251.45005261458303
Home,10,1,2948,117.92,0.90025,0.31095,94.52625,21.1446,0.04000000000000625,1.0,True,True,-0.059849999999997294,0.033319999999999794,0.06849996277371005,1.7124990693424835,94.5381,21.127988571428574,-0.06749999999999545,0.04050857142857467,0.07872226088714247,1.9680565221782542,-159.84295927974443
Home,10,1,2949,117.96,0.89979,0.31134,94.47794999999999,21.171120000000002,0.03999999999999204,1.0,True,True,-0.04830000000001178,0.02652000000000143,0.0551017277406182,1.3775431935157292,94.4712,21.168594285714285,-0.06690000000000396,0.0406057142857108,0.07825876329621692,1.9564690824058122,-0.2896859943111084
Home,10,1,2950,118.0,0.89916,0.31188,94.4118,21.20784,0.04000000000000625,1.0,True,True,-0.06614999999999327,0.036719999999998976,0.07565831679332441,1.8914579198328145,94.41135,21.196571428571428,-0.059849999999997294,0.027977142857142923,0.06606620181642546,1.6516550454103782,-7.620350924884658
Home,10,1,2951,118.04,0.89854,0.3123,94.3467,21.236400000000003,0.04000000000000625,1.0,True,True,-0.06510000000000105,0.02856000000000236,0.07108926501237912,1.7772316253092002,94.3536,21.21872,-0.057749999999998636,0.022148571428573405,0.061851610458632855,1.5462902614655796,-2.6341195986195545
Home,10,1,2952,118.08,0.89803,0.31246,94.29315,21.24728,0.03999999999999204,1.0,True,True,-0.05355000000000132,0.01087999999999667,0.05464409300189791,1.3661023250477196,94.29615,21.23737142857143,-0.05745000000000289,0.01865142857142743,0.06040180699081271,1.5100451747706183,-0.9061271673742126
Home,10,1,2953,118.12,0.8975,0.31261,94.2375,21.25748,0.04000000000000625,1.0,True,True,-0.05564999999999998,0.010200000000001097,0.05657704923376633,1.414426230843937,94.2375,21.25330285714286,-0.05865000000000009,0.015931428571430928,0.06077526566232859,1.5193816415579773,0.23341166968393848
Home,10,1,2954,118.16,0.89697,0.31274,94.18185000000001,21.26632,0.03999999999999204,1.0,True,True,-0.055649999999985766,0.008839999999999293,0.05634774263445168,1.4086935658615722,94.17915,21.267485714285716,-0.05834999999999013,0.014182857142856165,0.060048946175045526,1.5012236543764368,-0.4539496795386026
Home,10,1,2955,118.2,0.89642,0.31287,94.1241,21.27516,0.04000000000000625,1.0,True,True,-0.05775000000001285,0.008839999999999293,0.058422667689874204,1.4605666922466267,94.12125,21.280697142857143,-0.057900000000003615,0.01321142857142732,0.05938814565970506,1.4847036414923944,-0.41300032210099463
Home,10,1,2956,118.24,0.89588,0.31298,94.0674,21.282639999999997,0.03999999999999204,1.0,True,True,-0.0566999999999922,0.007479999999997489,0.05719126157027031,1.4297815392570423,94.06215,21.295074285714286,-0.05910000000000082,0.014377142857142644,0.060823615781493826,1.5205903945376482,0.8971688261315234
Home,10,1,2957,118.28,0.89527,0.31334,94.00335,21.30712,0.04000000000000625,1.0,True,True,-0.06405000000000882,0.024480000000004054,0.06856874579574376,1.714218644893326,94.00274999999999,21.310617142857144,-0.05940000000001078,0.015542857142857969,0.06139984045715894,1.5349960114287335,0.3601404222770769
Home,10,1,2958,118.32,0.89468,0.31366,93.9414,21.328879999999998,0.03999999999999204,1.0,True,True,-0.06194999999999595,0.021759999999996893,0.06566049116477399,1.6415122791196763,93.9426,21.328102857142856,-0.06014999999999304,0.017485714285712106,0.06264002477714005,1.5660006194288127,0.7751152000021343
Home,10,1,2959,118.36,0.89409,0.31394,93.87945,21.34792,0.04000000000000625,1.0,True,True,-0.06194999999999595,0.01904000000000039,0.0648099074216243,1.6202476855403543,93.8823,21.34733714285714,-0.06029999999999802,0.019234285714283317,0.06329334678256826,1.5823336695639592,0.4083262533785964
Home,10,1,2960,118.4,0.89354,0.31421,93.8217,21.36628,0.04000000000000625,1.0,True,True,-0.057749999999998636,0.018360000000001264,0.0605982846291864,1.5149571157294233,93.82215,21.367348571428572,-0.06015000000000725,0.020011428571432788,0.06339148029089106,1.5847870072720287,0.06133344270172909
Home,10,1,2961,118.44,0.89296,0.31454,93.7608,21.38872,0.03999999999999204,1.0,True,True,-0.06090000000000373,0.02243999999999957,0.06490272413389468,1.62256810334769,93.76320000000001,21.38561142857143,-0.05894999999998163,0.018262857142858024,0.06171413493696784,1.542853373424503,-1.0483408461883534
Home,10,1,2962,118.48,0.8924,0.31485,93.702,21.4098,0.04000000000000625,1.0,True,True,-0.05880000000000507,0.02108000000000132,0.06246444108451345,1.561611027112592,93.7047,21.403097142857145,-0.05850000000000932,0.01748571428571566,0.06105735176113333,1.5264337940280948,-0.4104894849101395
Home,10,1,2963,118.52,0.89187,0.31504,93.64635000000001,21.422719999999998,0.03999999999999204,1.0,True,True,-0.055649999999985766,0.0129199999999976,0.057130105023519374,1.4282526255882686,93.64694999999999,21.419222857142852,-0.05775000000001285,0.01612571428570675,0.05995916244599928,1.4989790611502802,-0.6863683219454997
Home,10,1,2964,118.56,0.89134,0.31522,93.5907,21.43496,0.04000000000000625,1.0,True,True,-0.05565000000001419,0.012240000000002027,0.05698017286742493,1.4245043216854008,93.58905000000001,21.435057142857143,-0.057899999999975194,0.01583428571429124,0.06002611601693828,1.5006529004232225,0.04184598182355071
Home,10,1,2965,118.6,0.89078,0.31546,93.53190000000001,21.45128,0.03999999999999204,1.0,True,True,-0.05879999999999086,0.016320000000000334,0.06102280229552668,1.5255700573884705,93.53145000000002,21.44992,-0.057599999999993656,0.01486285714285529,0.05948667516720189,1.487166879180343,-0.33715053107205617
Home,10,1,2966,118.64,0.89024,0.3156,93.4752,21.4608,0.04000000000000625,1.0,True,True,-0.05670000000000641,0.009519999999998419,0.057493655302134836,1.4373413825531463,93.47385,21.463908571428572,-0.05760000000002208,0.013988571428573238,0.05927427882829819,1.481856970707223,-0.1327477118279755
Home,10,1,2967,118.68,0.88968,0.31584,93.4164,21.47712,0.04000000000000625,1.0,True,True,-0.05880000000000507,0.016320000000000334,0.06102280229554037,1.525570057388271,93.41624999999999,21.477508571428576,-0.05760000000000787,0.013600000000003831,0.05918378156218991,1.4795945390545164,-0.05656079131765805
Home,10,1,2968,118.72,0.88912,0.31607,93.3576,21.49276,0.03999999999999204,1.0,True,True,-0.05879999999999086,0.01564000000000121,0.060844470578672656,1.521111764467119,93.3585,21.490817142857143,-0.057749999999984425,0.013308571428567006,0.059263653055371734,1.4815913263845881,0.04991968325180223
Home,10,1,2969,118.76,0.88856,0.31629,93.2988,21.507720000000003,0.04000000000000625,1.0,True,True,-0.05880000000000507,0.014960000000002083,0.06067323627432988,1.5168309068580097,93.3009,21.503154285714285,-0.05760000000000787,0.012337142857141714,0.058906409616258475,1.4726602404062317,-0.22327714945887653
Home,10,1,2970,118.8,0.88803,0.31644,93.24315,21.51792,0.03999999999999204,1.0,True,True,-0.05564999999999998,0.010199999999997544,0.05657704923376569,1.4144262308444238,93.24375,21.515588571428573,-0.05714999999999293,0.012434285714288507,0.05848704096826707,1.4621760242069677,-0.26210540498165175
Home,10,1,2971,118.84,0.88749,0.31659,93.18645,21.528119999999998,0.04000000000000625,1.0,True,True,-0.05670000000000641,0.010199999999997544,0.0576101553547695,1.4402538838690124,93.18719999999999,21.52705142857143,-0.05655000000001564,0.011462857142856109,0.05770008313580923,1.4425020783950053,-0.49184864529898203
Home,10,1,2972,118.88,0.88694,0.31673,93.1287,21.53764,0.03999999999999204,1.0,True,True,-0.057749999999998636,0.009520000000001971,0.05852941909843186,1.4632354774610876,93.13095,21.537640000000003,-0.056249999999991473,0.010588571428574056,0.05723792750350991,1.4309481875880323,-0.28884727017438244
Home,10,1,2973,118.92,0.88643,0.31688,93.07515000000001,21.54784,0.04000000000000625,1.0,True,True,-0.05354999999998711,0.010200000000001097,0.05451277373238901,1.3628193433095122,93.07455,21.548034285714287,-0.05639999999999645,0.010394285714284024,0.05734981408435226,1.4337453521085823,0.06992911301373933
Home,10,1,2974,118.96,0.88591,0.31702,93.02055,21.557360000000003,0.03999999999999204,1.0,True,True,-0.05460000000000775,0.009520000000001971,0.055423734987827045,1.3855933746959517,93.0177,21.558817142857144,-0.05684999999999718,0.010782857142856983,0.05786356805592739,1.4465892013984727,0.3210962322473227
Home,10,1,2975,119.0,0.88537,0.31716,92.96385,21.56688,0.04000000000000625,1.0,True,True,-0.05670000000000641,0.009519999999998419,0.057493655302134836,1.4373413825531463,92.96055,21.57008571428571,-0.05715000000000714,0.011268571428566077,0.05825034937269914,1.4562587343172508,0.24173832296941586
Home,10,1,2976,119.04,0.8848,0.31736,92.904,21.580479999999998,0.04000000000000625,1.0,True,True,-0.059849999999997294,0.013599999999996726,0.061375748467937946,1.5343937116982087,92.904,21.581257142857144,-0.05655000000000143,0.011171428571433495,0.05764289476012462,1.4410723690028904,-0.3796591328589522
Home,10,1,2977,119.08,0.88424,0.31755,92.8452,21.5934,0.03999999999999204,1.0,True,True,-0.05879999999999086,0.012920000000001153,0.06020271090240833,1.5050677725605077,92.8473,21.592137142857144,-0.0566999999999922,0.010880000000000223,0.057734429935690196,1.4433607483925421,0.05720948474130544
Home,10,1,2978,119.12,0.88368,0.31775,92.7864,21.607,0.04000000000000625,1.0,True,True,-0.05880000000000507,0.013600000000000279,0.06035229904486327,1.508807476121346,92.7903,21.603405714285714,-0.05700000000000216,0.01126857142856963,0.05810319011931291,1.4525797529825957,0.2304751147513024
Home,10,1,2979,119.16,0.88317,0.31788,92.73285,21.61584,0.03999999999999204,1.0,True,True,-0.05355000000000132,0.008839999999999293,0.05427474642962534,1.3568686607409035,92.7333,21.615159999999996,-0.05700000000000216,0.011754285714282275,0.058199340482974773,1.4549835120746588,0.06009397730159046
Home,10,1,2980,119.2,0.88265,0.318,92.67825,21.624,0.04000000000000625,1.0,True,True,-0.05459999999999354,0.008160000000000167,0.05520639093437731,1.380159773359217,92.67645000000002,21.627399999999998,-0.05684999999998297,0.012240000000002027,0.05815273080430629,1.45381827010743,-0.02913104918071496
Home,10,1,2981,119.24,0.88211,0.31818,92.62155,21.63624,0.03999999999999204,1.0,True,True,-0.05670000000000641,0.012240000000002027,0.05800609967926457,1.4501524919819027,92.61959999999999,21.640222857142856,-0.0568500000000256,0.012822857142857913,0.05827819631139122,1.4569549077850705,0.07841594194102802
Home,10,1,2982,119.28,0.88157,0.31837,92.56484999999999,21.64916,0.04000000000000625,1.0,True,True,-0.05670000000000641,0.0129199999999976,0.0581533868317286,1.4538346707929877,92.5626,21.653434285714287,-0.05699999999998795,0.013211428571430872,0.0585110403675806,1.4627760091892863,0.14552753510537142
Home,10,1,2983,119.32,0.88101,0.31862,92.50605,21.66616,0.03999999999999204,1.0,True,True,-0.05879999999999086,0.017000000000003013,0.06120816938937994,1.5302042347348028,92.505,21.667714285714286,-0.05760000000000787,0.014279999999999404,0.05934373092417504,1.483593273104671,0.5204315978847222
