quantity,rows,median_m,iqr_low_m,iqr_high_m
centroid_lateral_displacement_m,64805,-0.11785714562449989,-1.3540000881467567,0.8304286139351991
centroid_net_displacement_m,64805,2.4824041389261855,1.1783864153952421,4.572902737840332
centroid_path_m,64805,2.5927695336129424,1.2899664448592183,4.647687011305512
