match_id,variable,near_median,near_q1,near_q3,middle_median,middle_q1,middle_q3,standardized_difference,matches,median_match_standardized_difference,q1_match_standardized_difference,q3_match_standardized_difference,positive_matches,negative_matches,same_sign_matches
J03WQQ,attacker_goalward_offset_from_centroid_m,-5.9710711079,-14.9248571736,3.00435723705,-5.9710711079,-14.9248571736,3.00435723705,0,9,0,0,7.45652679375e-17,4,2,4
J03WQQ,ball_abs_lateral_offset_from_centroid_m,11.8737141779,5.39314305186,18.2002848693,11.8737141779,5.39314305186,18.2002848693,-2.2762364796e-16,9,0,-2.2762364796e-16,2.28438121718e-16,3,3,3
J03WQQ,ball_defender_distance_m,22.1450849857,12.2071464664,32.4077119475,22.6609548046,13.3253953024,32.2241551963,-0.0205809068943,9,-0.000855850062246,-0.029216940085,0.0157880180517,3,6,6
J03WQQ,ball_goalward_offset_from_centroid_m,-6.9068571642,-19.1187139375,2.30142845086,-6.9068571642,-19.1187139375,2.30142845086,-5.43814497048e-17,9,2.0972275832e-17,-2.50247544285e-17,3.11611781121e-17,6,3,6
J03WQQ,defender_abs_lateral_offset_from_centroid_m,7.49771435601,3.46457141553,12.4735714214,6.78142843246,2.97671428067,11.6417142196,0.097744312508,9,0.0840812139496,0.033252843571,0.097744312508,9,0,9
J03WQQ,defender_centroid_distance_m,12.975901391,7.93694227105,18.1669829194,11.6500290074,7.17051416071,16.5840518719,0.166664895911,9,0.166664895911,0.14947607846,0.177201166568,9,0,9
J03WQQ,defender_fixed_x_m,1.73000001056,-15.7757141931,22.5975003242,1.04857142482,-16.8471429007,22.0853570529,0.0246268768981,9,0.00339160718295,-0.0202440338793,0.0181144104085,5,4,5
J03WQQ,defender_fixed_y_m,-1.08285714899,-11.1085714613,8.49571418762,-0.752857140132,-10.3628572736,8.56999969482,-0.0151126624008,9,0.0128834512765,-0.0151126624008,0.0264964923952,6,3,6
J03WQQ,defender_goalward_offset_from_centroid_m,-2.54200047084,-10.0414285362,4.27542834282,1.33714308398,-5.2628570182,7.39528516547,-0.340702990989,9,-0.33837393481,-0.367985800146,-0.326760362427,0,9,9
J03WQQ,defender_lateral_offset_from_centroid_m,-0.340143094744,-7.63957135762,7.33189282477,-0.000857080732072,-6.79285706069,6.77285706827,-0.0205472626054,9,0.0177194169715,-0.0205472626054,0.0376441023201,6,3,6
J03WQQ,defender_own_goal_depth_m,51.2378571374,34.0471425738,73.2028572219,47.9142856598,30.5300001417,68.3328572682,0.138783964941,9,0.151199601843,0.14722473907,0.158645867403,9,0,9
J03WQQ,local_two_neighbor_mean_distance_m,10.0860238023,7.10955741567,13.0886854449,9.81739302577,7.00741016148,12.6270588156,0.05205951707,9,0.0637238532167,0.0461808573277,0.0858829746789,9,0,9
J03WQQ,prior_absolute_path_m,3.54732985611,2.17106485023,6.25088654168,3.51276195421,2.18101271062,6.19120849992,0.0107053451781,9,-0.00152729016791,-0.00725503015215,0.00547821257394,4,5,5
J03WQQ,prior_attacker_path_m,3.27654257446,2.03812756736,5.84567948045,3.27654257446,2.03812756736,5.84567948045,0,9,0,0,0,1,1,1
J03WQQ,prior_defensive_centroid_path_m,2.9371473451,1.39475708668,4.93962915765,2.9371473451,1.39475708668,4.93962915765,0,9,0,0,0,1,0,1
J03WQQ,prior_focal_relative_path_m,2.46970258346,1.5033299379,3.89341808622,2.40944310496,1.48937874022,3.76393168446,0.0398822362208,9,0.042553620324,0.0330195469436,0.046608550189,9,0,9
J03WQQ,prior_other_nine_mean_absolute_path_m,3.99369959189,2.53921488675,5.78617761064,4.00466540003,2.52263238543,5.79641865913,-0.00155455055313,9,0.00022909975558,-0.000889792176616,0.00105653690075,5,4,5
J03WQQ,prior_terminal_speed_mps,1.66483885778,1.02269776381,3.16308563071,1.67856897627,1.01141319684,3.12841593673,0.00643695858499,9,-0.00500566036727,-0.0136118063754,0.00279310220057,3,6,6
