analysis,estimand,estimate,interval_percent,ci_low,ci_high,attempted,valid
trimmed_2s,N,0.10711827310967932,97.5,0.083269733556755196,0.12955957977846938,2000,2000
trimmed_2s,M,0.068722464421936427,97.5,0.047975550314012877,0.088540565599209697,2000,2000
trimmed_2s,F,0.066482988340502591,97.5,0.039038355951867672,0.091688752245800864,2000,2000
trimmed_2s,Delta_NM,0.038395808687742894,97.5,0.021432333678890882,0.058595877120744315,2000,2000
trimmed_2s,Delta_MF,0.002239476081433836,97.5,-0.018652858969607288,0.023545546167281731,2000,2000
trimmed_2s,Delta_NF,0.04063528476917673,97.5,0.012451187487810371,0.068720727203055443,2000,2000
