analysis,estimand,estimate,interval_percent,ci_low,ci_high,attempted,valid
primary_2s,N,0.10830773047057445,97.5,0.085698841088276245,0.13059338948978289,2000,2000
primary_2s,M,0.062722265792681822,97.5,0.042408791928378008,0.081798714963236305,2000,2000
primary_2s,F,0.06247229233831484,97.5,0.034872675200358895,0.088042758369846527,2000,2000
primary_2s,Delta_NM,0.045585464677892623,97.5,0.029789807200049413,0.064279275524306123,2000,2000
primary_2s,Delta_MF,0.0002499734543669821,97.5,-0.020843959563543471,0.022160434444635176,2000,2000
primary_2s,Delta_NF,0.045835438132259605,97.5,0.019788357513696338,0.072872187250277401,2000,2000
