window_id,duration_s,path_m,displacement_m,delta_x_m,delta_y_m,displacement_path_ratio,path_displacement_ratio,peak_speed_mps,mean_speed_mps,start_speed_mps,end_speed_mps,max_chord_deviation_m,signed_heading_change_deg,absolute_heading_change_deg,heading_changes_ge45_count,team,player,period,block_id,start_frame,end_frame,start_s,end_s
C000038,3.960000000000008,11.82197126740526,2.187718376549845,-2.108699999999999,-0.5826628571428714,0.18505529467675785,5.403790265751287,5.663920128831095,3.0121320181396145,5.663920128831095,4.1050034802311615,2.7221567227850985,-192.21593733317866,211.71417325288178,0,Home,1,1,Home_1_1_4,5601,5700,224.04,228.04
C000039,3.960000000000008,17.73067965561003,17.67443678747129,17.428800000000003,2.9364342857142915,0.9968279350125789,1.0031821590025776,4.715952945985791,4.4740301099408075,4.136019603830745,4.628441149512106,0.5247293340145249,-17.435234418521834,24.445546867888034,0,Home,1,1,Home_1_1_4,5701,5800,228.04,232.04
C000040,3.960000000000008,16.377789622941016,16.351051651589472,16.349999999999994,0.18544571428572,0.9983674249109848,1.0016352447488566,4.617183751584551,4.140603436761843,4.615603102659936,3.4887652633137756,0.411576517154311,-9.292944045959915,17.268496004808483,0,Home,1,1,Home_1_1_4,5801,5900,232.04,236.04
C000041,3.960000000000008,8.0464098911781,6.680050237565588,6.463500000000003,1.6870800000000088,0.8301901503786728,1.2045433200380324,3.4704426142467515,2.0463068989369857,3.4704426142467515,0.9921987051031644,1.311627399299138,141.83427293806008,142.61233916601796,0,Home,1,1,Home_1_1_4,5901,6000,236.04,240.04
C000042,3.960000000000008,4.10144721916638,3.9610208044342934,-3.9193500000000085,-0.573045714285719,0.9657617403740164,1.0354520770440998,1.1067714238696191,1.0352931217038794,0.9931316912286263,0.9603655793079392,0.38492734181956023,64.1905845523229,72.9240138039764,0,Home,1,1,Home_1_1_4,6001,6100,240.04,244.04
C000043,3.960000000000008,3.2174494141338417,2.7036498407685348,-1.7389500000000027,2.070211428571419,0.8403084222215735,1.1900392445862202,0.9663335820704936,0.8138317316849794,0.9469378151521055,0.9373217408759911,0.7251149924957382,-77.8057107859544,140.19434585409078,0,Home,1,1,Home_1_1_4,6101,6200,244.04,248.04
C000044,3.960000000000008,3.7740491093315374,3.125283893300323,-3.125099999999996,-0.033902857142862786,0.8280983640549066,1.2075860108011223,1.0749893212570734,0.9528748944883618,0.9362617155479179,0.810265893150207,0.940301225118784,101.09625918478008,101.93179113388484,0,Home,1,1,Home_1_1_4,6201,6300,248.04,252.04
C000045,3.960000000000008,1.690525412891218,1.2598059936193242,-1.126499999999993,-0.5640114285714333,0.7452156495327351,1.341893451415063,0.8017591381214944,0.43064894460401776,0.8017591381214944,0.7130745052237136,0.2739516860119809,16.709238328619126,41.38248747219541,0,Home,1,1,Home_1_1_4,6301,6400,252.04,256.03999999999996
C000046,3.9599999999999795,2.7032128634226225,2.460580612344347,0.3311999999999955,-2.4381885714285687,0.9102430095826523,1.0986077228524957,0.978649689909539,0.6831058801810925,0.7302664325433184,0.31766048490989623,0.49149544609393425,59.10678736174623,63.381876921601446,0,Home,1,1,Home_1_1_4,6401,6500,256.04,260.04
C000047,3.9599999999999795,1.6955876964769383,1.1656145853723014,-0.12479999999999336,1.1589142857142818,0.6874398698422939,1.4546726831968746,0.964871856247464,0.42705818535117046,0.31612612319342787,0.7558055204173421,0.14146134880072356,3.5017187879714027,20.58968449166531,0,Home,1,1,Home_1_1_4,6501,6600,260.04,264.04
C000048,3.9599999999999795,3.2867884458277605,2.2391452663433413,-1.2372000000000085,-1.8663085714285756,0.6812562789630424,1.4678763790949942,1.5462208871586778,0.8292202263472676,0.7523114890323529,1.5462208871586778,0.7551114999039854,132.93607736729498,188.12816587212575,0,Home,1,1,Home_1_1_4,6601,6700,264.04,268.04
C000049,3.9599999999999795,10.238336459571215,10.03638912972516,-6.565800000000003,-7.590742857142857,0.9802753767036767,1.020121512551555,3.1574325246865778,2.5755897751798567,1.6005660287043368,2.1007678382439123,0.6618256119095609,32.819091177680455,68.6250177038138,0,Home,1,1,Home_1_1_4,6701,6800,268.04,272.04
C000050,3.9599999999999795,6.562317557723913,3.266537543041557,3.2614499999999964,-0.18223999999999307,0.4977719402190176,2.0089521308895075,2.1597631011424188,1.6612974423396503,2.0718052908661204,2.003261423686123,1.4843553249001604,274.378188607357,279.1598775201812,1,Home,1,1,Home_1_1_4,6801,6900,272.04,276.04
C000051,3.9599999999999795,17.84734656731842,17.269255047523036,-12.100499999999993,12.320920000000001,0.9676091054984066,1.0334751857103588,6.017495746775512,4.482473101790545,2.0636459960928275,5.672419067088869,1.3922433961300706,-49.48617989493581,86.41854616255311,0,Home,1,1,Home_1_1_4,6901,7000,276.04,280.04
C000052,3.9599999999999795,16.779302476425908,14.807896084179038,-14.7939,0.643668571428563,0.8825096338172222,1.1331321060763755,5.6336851969139925,4.251162471075646,5.6336851969139925,3.6968556911600943,3.5025258705232543,81.76882369428132,83.53647415680757,0,Home,1,1,Home_1_1_4,7001,7100,280.04,284.04
C000053,3.9599999999999795,9.621252232927253,8.183839041360095,-2.5199999999999996,-7.786194285714281,0.8506001966513431,1.1756404523968094,3.6733172351690198,2.4420462305835224,3.6733172351690198,1.5582748768539356,2.060509123258307,105.51320376060694,105.65946065974501,0,Home,1,1,Home_1_1_4,7101,7200,284.04,288.04
C000054,3.9599999999999795,5.776167895658245,4.989838990131518,3.3069000000000024,-3.736697142857139,0.8638666812095637,1.1575860277419496,1.583362029861264,1.459684592312121,1.5642618397551658,1.547001972627743,1.2836896477214303,-72.81387743016889,96.8403879672555,0,Home,1,1,Home_1_1_4,7201,7300,288.04,292.04
C000055,3.9599999999999795,3.809751007130312,2.3776844467451674,2.0868,-1.1395828571428552,0.6241049460437452,1.6022946242280016,1.5288601212687425,0.967726352995273,1.5288601212687425,0.7443232793162351,1.1929112212621675,178.38650466883692,179.01063550577786,0,Home,1,1,Home_1_1_4,7301,7400,292.04,296.04
C000056,3.9599999999999795,4.79144827176497,3.9846408375326208,-3.9607500000000027,-0.4356857142857038,0.8316151216769466,1.202479336815697,1.8497617831340112,1.205371522194965,0.7509454253719257,0.9017800452432073,0.795510169269283,192.52921335780343,195.50307581387142,0,Home,1,1,Home_1_1_4,7401,7500,296.04,300.04
C000057,3.9599999999999795,2.8432987505504363,0.5708862927081394,0.4552499999999977,0.34446857142857823,0.20078308429517688,4.980499246290448,1.60265469540436,0.7194616072037419,0.8636919566129613,1.60265469540436,0.6777094990199204,246.0172420016492,294.43269229467325,1,Home,1,1,Home_1_1_4,7501,7600,300.04,304.04
C000058,3.9599999999999795,4.2862493608190295,2.082530624852116,-0.5659500000000044,2.0041542857142858,0.4858631520342017,2.05819271499232,1.773729128250585,1.08801023942937,1.6447899224604918,1.0402765257365634,1.0735957897454262,-261.5025077938193,265.0435590628452,1,Home,1,1,Home_1_1_4,7601,7700,304.04,308.04
C000059,3.9599999999999795,3.4622932305370693,0.37664555404198463,-0.36930000000000085,0.0740228571428645,0.10878499565548339,9.192444178303317,1.6182888039713026,0.8762181825388735,1.0644874904600667,1.6182888039713026,1.195129910861511,-219.63662180457447,237.01085902329083,1,Home,1,1,Home_1_1_4,7701,7800,308.04,312.04
C000060,3.9599999999999795,7.521193770568146,7.510679777140344,5.211450000000001,5.408428571428573,0.9986020844897061,1.0013998724136532,2.0972707121510323,1.8966474170567578,1.634897441471351,2.0972707121510323,0.1726940377360864,-5.282192303958486,17.544317792699037,0,Home,1,1,Home_1_1_4,7801,7900,312.04,316.04
C000061,3.9599999999999795,9.026615732906066,9.013275394670092,6.8596499999999985,5.846737142857144,0.9985221107632463,1.001480076626069,2.583680030744566,2.277715005284937,2.106107205841013,1.702137685081934,0.1705152909445692,-12.03732283751706,18.65796923333217,0,Home,1,1,Home_1_1_4,7901,8000,316.04,320.04
C000062,3.9599999999999795,5.749156517837274,5.735114225335973,5.464350000000003,1.7413828571428525,0.9975575038777023,1.0024484765166952,1.6908107220965112,1.4541972366802924,1.6908107220965112,1.2699518556070077,0.150527029169177,-14.094644194763129,36.70137476100683,0,Home,1,1,Home_1_1_4,8001,8100,320.04,324.04
C000063,3.9599999999999795,4.9238527076277565,4.914772291380598,4.6971000000000025,1.4464571428571489,0.9981558310562191,1.0018475761864052,1.2880195781400665,1.2437013695239445,1.2738192616999247,1.2020216473986651,0.1116918274769027,-6.509396659408329,26.386833198677625,0,Home,1,1,Home_1_1_4,8101,8200,324.04,328.04
C000064,3.9599999999999795,4.10569285214645,3.968164217924499,3.7905000000000015,-1.1740685714285775,0.9665029413610298,1.034657999686788,1.201216679122601,1.0384353798278447,1.201216679122601,0.9472206927720039,0.46024879882930675,-45.10303739364446,57.42891347691813,0,Home,1,1,Home_1_1_4,8201,8300,328.04,332.04
C000065,3.9599999999999795,3.1461878833500854,3.0633534409259164,2.164200000000001,-2.1680342857142847,0.9736714889588964,1.0270404457146582,0.9481100857459793,0.7959366011971674,0.9389630359641264,0.8600122092151873,0.16119161746179383,14.419377119565242,92.02485373202343,0,Home,1,1,Home_1_1_4,8301,8400,332.04,336.04
C000066,3.9599999999999795,2.7267939241073464,2.638387541681473,2.6179500000000004,-0.32776000000000494,0.9675786345112917,1.0335077319117159,0.9351832435294403,0.6904046429969573,0.8706161970116398,0.3179230449334202,0.18541133021061992,41.62805721840108,54.084567639453425,0,Home,1,1,Home_1_1_4,8401,8500,336.04,340.04
C000067,3.9599999999999795,4.728800686170107,4.6961664779664325,0.5073000000000008,-4.668685714285729,0.9930988404101876,1.0069491165521471,1.4017493735065576,1.1857768331372616,0.35766615947328295,1.1116460698857975,0.23912027081421908,16.43990065125331,30.49663946437493,0,Home,1,1,Home_1_1_4,8501,8600,340.04,344.04
C000068,3.9599999999999795,3.0119229626739066,2.8807866001482867,2.043450000000007,-2.0305771428571475,0.956460917443519,1.0455210262776389,1.0913098383427293,0.7638938390519094,1.0913098383427293,0.8713564402227735,0.366421095029084,17.261198945490055,84.26211851759538,0,Home,1,1,Home_1_1_4,8601,8700,344.04,348.04
C000069,3.9599999999999795,16.22476620508248,15.368058344741064,-14.180850000000007,-5.922897142857138,0.9471975220158766,1.0557460051961987,5.570839254543993,4.080181115224536,2.398956395390233,5.570839254543993,2.290737756418635,-61.94715871121327,61.94715871121327,0,Home,1,1,Home_1_1_5,8901,9000,356.04,360.04
C000070,3.9599999999999795,13.68278698193985,12.772320442524553,12.596999999999998,2.1089714285714365,0.9334589845901249,1.0712843483306262,5.182594885397314,3.4387628350972053,1.806608961223247,5.069678616084162,0.672666049666128,-100.51202025749987,157.09786589685126,0,Home,1,1,Home_1_1_6,9301,9400,372.04,376.04
C000071,3.9599999999999795,18.829614583348476,18.783014547543548,18.700499999999998,1.7586742857142852,0.9975251731468716,1.0024809668164274,5.0578991565199525,4.757982637402345,5.0578991565199525,4.8208404086996,0.5368374605938222,-10.397324139644251,21.930644774383126,0,Home,1,1,Home_1_1_6,9401,9500,376.04,380.04
C000072,3.9599999999999795,16.82749330368885,16.793933873173025,16.708350000000003,1.6932971428571406,0.9980056785695782,1.0019983066962908,4.848010353640318,4.2551130271652795,4.823970124304193,2.938802531234763,0.414470276452731,12.380467018801179,19.29954357764413,0,Home,1,1,Home_1_1_6,9501,9600,380.04,384.04
C000073,3.9599999999999795,2.9800479624704383,2.577224926641048,1.9663499999999914,-1.6659999999999968,0.8648266602073569,1.1563010786002283,1.1449068761711807,0.7496702831055322,0.4658292487919506,0.8703423858580832,0.2989696790442993,31.023507721433777,194.08225707161594,1,Home,1,1,Home_1_1_7,10401,10500,416.04,420.04
C000074,3.9599999999999795,7.922502767068038,3.1807754936281296,0.2412000000000063,-3.171617142857137,0.40148619535355135,2.490745663420366,2.8720359911931594,1.9899234402601058,0.9297748493090627,2.5689883818569292,2.305093031055503,-254.50907064431334,254.50907064431334,0,Home,1,1,Home_1_1_7,10501,10600,420.04,424.04
C000075,3.9599999999999795,8.437932417281917,6.376875767172454,-5.643300000000025,2.969462857142851,0.7557391374825226,1.3232079038954445,3.1875851657277896,2.1349268791094156,2.5443774788923244,3.1875851657277896,2.5305931176587553,67.86152241657248,138.4817540343902,0,Home,1,1,Home_1_1_7,10601,10700,424.04,428.04
C000076,3.9599999999999795,8.468651062852999,6.518589462584399,-5.825850000000003,2.924291428571429,0.7697317334489816,1.299153921482803,3.1821210968052043,2.1489839766813184,3.1821210968052043,3.177160052624006,2.5452840231471474,-105.78459126431457,105.84920587218119,0,Home,1,1,Home_1_1_7,10701,10800,428.04,432.04
C000077,3.9599999999999795,11.796246728698101,10.646598697919094,-7.56165,7.494765714285705,0.9025412016873025,1.1079826584431804,4.088021145861932,2.980814150263157,3.17524680886145,4.088021145861932,2.289055065651323,64.14008330169854,71.35349972725592,0,Home,1,1,Home_1_1_7,10801,10900,432.04,436.04
C000078,3.9599999999999795,18.15097647999401,18.109259329014193,-18.003749999999997,1.951988571428572,0.9977016580333407,1.0023036365111289,4.944780800329611,4.578747885778773,4.100376578024966,4.237562540774256,0.5008162993509132,17.36589134002549,19.735127707633584,0,Home,1,1,Home_1_1_7,10901,11000,436.04,440.04
C000079,3.9599999999999795,9.535796453423103,9.525154583737729,-9.409949999999995,-1.4769599999999912,0.998884008301,1.001117238527923,4.208935182276542,2.426038465178562,4.208935182276542,1.2878938688203412,0.13649517609986478,6.979501108440462,27.245987581453786,0,Home,1,1,Home_1_1_7,11001,11100,440.04,444.04
C000080,3.9599999999999795,4.590462788692663,4.521842645332199,-4.252049999999997,-1.5385485714285778,0.9850515848795266,1.0151752612248237,1.3066666365154154,1.1604946358613781,1.287893868820579,0.9722048264070094,0.33590539009183995,32.51319952781487,43.7728906230543,0,Home,1,1,Home_1_1_7,11101,11200,444.04,448.04
C000081,3.9599999999999795,2.4393505216658387,1.4841006801096885,-1.0865999999999971,1.0108685714285741,0.6083999273282761,1.6436556861395337,0.9795024247043459,0.6196199572806347,0.9782326864169572,0.8883723945953196,0.8534930403917547,-116.01824866865358,148.40477241775938,1,Home,1,1,Home_1_1_7,11201,11300,448.04,452.04
C000082,3.9599999999999795,1.9409110400879235,1.7913223342752878,-0.7757999999999967,1.614611428571429,0.922928613046655,1.0835074196030468,0.9474624548327918,0.49413488083332924,0.890712081134391,0.10680619129986116,0.26970042324054494,2.8000879276548827,19.685166129633537,0,Home,1,1,Home_1_1_7,11301,11400,452.04,456.04
C000083,3.9599999999999795,1.6561271674997131,1.3509402297508177,0.1302000000000021,1.3446514285714315,0.8157225219548557,1.2259070616360188,0.8153730592597701,0.41497060245546236,0.09388105805334382,0.7412294332415018,0.20687790123781138,-17.394483240111935,17.813252620223196,0,Home,1,1,Home_1_1_7,11401,11500,456.04,460.04
C000084,3.9599999999999795,4.408512726797527,3.9664057271058755,-1.468049999999998,3.6847257142857046,0.8997151585830147,1.1114628785124911,2.121618250297268,1.1063281883958056,0.42000066964212823,2.121618250297268,0.7369128563992579,32.62687171323184,134.3463312935144,0,Home,1,1,Home_1_1_8,11601,11700,464.04,468.04
C000085,3.9599999999999795,9.71884670708163,2.4103721074949744,0.3250500000000045,2.3883542857142785,0.24801009627393944,4.032093914819703,4.479707022949149,2.4511768162946708,2.1465139524251042,4.479707022949149,2.618660576372786,126.83618846706024,237.58590565119786,1,Home,1,1,Home_1_1_8,11701,11800,468.04,472.04
C000086,3.9599999999999795,19.416544403931148,19.3310197795965,-13.906800000000008,-13.427182857142853,0.9955952705818584,1.0044242168964577,5.090733180748642,4.899396317904958,4.526021692214655,4.507624054002738,0.7913159471214127,11.560860895284424,25.925503032266494,0,Home,1,1,Home_1_1_8,11801,11900,472.04,476.04
C000087,3.9599999999999795,14.879905222769102,14.205740670180356,-13.571699999999998,-4.196668571428567,0.9546929538531506,1.0474571913032245,4.65447268763904,3.764556808890798,4.458050319850119,4.65447268763904,1.9794788864797395,-47.68540399691044,62.579668791870446,0,Home,1,1,Home_1_1_8,11901,12000,476.04,480.04
