quantity,median,q1,q3,min,max
duration_s,1.8800000000001091,1.319999999999709,2.7599999999997635,0.9999999999999964,51.16
path_m,2.649950429211799,1.3244118730167624,5.647292141260893,0.007601584885203605,63.29229286803714
displacement_m,2.5755875524625527,1.2966575503318283,5.467873331818957,0.001311064375197049,61.53374424638628
peak_speed_mps,1.6643552116079825,1.0854538067899133,3.20160802178419,0.008935425940630093,56.29511723942216
