run_id,duration_s,path_m,displacement_m,delta_x_m,delta_y_m,displacement_path_ratio,path_displacement_ratio,peak_speed_mps,mean_speed_mps,start_speed_mps,end_speed_mps,max_chord_deviation_m,signed_heading_change_deg,absolute_heading_change_deg,heading_changes_ge45_count,team,player,period,block_id,start_frame,end_frame,start_s,end_s,threshold_support_duration_s
B00013,4.240000000000009,32.677052546679526,32.61051551893993,-30.821249999999992,-10.653462857142857,0.9979637995916385,1.002040354980005,9.406875282622684,7.686263568633312,5.503888176777562,5.5044723671561195,0.5189322221854633,-14.996424933277224,44.79500654236005,0,Home,2,1,Home_2_1_5,8947,9053,357.88,362.12,4.28
B00014,3.2799999999999727,21.410745332500486,20.499861618121493,-18.482700000000005,-8.867588571428572,0.957456702219688,1.0444336518629858,7.0422822860211065,6.515714576380496,5.535676527065276,5.526844295678863,2.826453679371345,-42.975093049805615,59.14821590233446,0,Home,2,1,Home_2_1_10,14978,15060,599.12,602.4,3.32
B00015,2.6000000000000227,19.256315526248404,19.247325171135774,-17.717100000000002,-7.520897142857141,0.9995331217386642,1.0004670963384623,8.220711651835382,7.377652449337566,5.517173500072479,5.516957320186523,0.22335978576931717,1.8249693740982593,13.761456329109134,0,Home,2,1,Home_2_1_13,19426,19491,777.04,779.64,2.64
B00016,1.759999999999991,12.423336904966266,12.373985162172838,-11.676900000000003,4.094571428571427,0.9960274970266886,1.0039883466924056,7.698265493755883,7.025038805423964,5.5433236199195575,6.984822429198626,0.5107454486650387,-14.103949083353005,14.445393910084444,0,Home,2,1,Home_2_1_17,28538,28582,1141.52,1143.28,1.8
B00017,2.2799999999999727,15.525135837157787,15.493195860517124,-9.063749999999997,12.565331428571433,0.9979426926130838,1.0020615486261333,7.545294115980497,6.786820965434499,5.507220066252007,5.56265232579436,0.3229116299206795,-2.1729648132660584,22.717349167423087,0,Home,2,1,Home_2_1_21,34497,34554,1379.88,1382.16,2.32
B00018,1.199999999999818,6.817653497041583,6.772687240128846,-3.9263999999999992,5.518394285714287,0.9934044379151493,1.0066393523454482,5.745870888774736,5.676222608745333,5.521563445040484,5.549025298217782,0.33937855906774644,-22.344308696836894,22.344308696836894,0,Home,2,1,Home_2_1_39,59425,59455,2377.0,2378.2,1.24
B00019,2.319999999999709,14.85072691507858,14.76025684234311,-6.362849999999995,-13.318382857142856,0.9939080374144103,1.0061293020644422,6.9753714859809755,6.386611387136311,5.541898964038234,5.513938192352738,0.6907065262603741,21.712224194581566,21.712224194581566,0,Home,2,1,Home_2_1_43,67821,67879,2712.84,2715.16,2.36
B00020,1.8799999999996544,11.127125987523225,11.122755371456542,11.113500000000002,0.45365714285714276,0.9996072106964922,1.0003929436475696,6.1831217580450835,5.910687154584562,5.534833731929991,5.504221635949962,0.09427198483615748,6.845087395925379,12.221111163568773,0,Home,2,2,Home_2_2_60,95921,95968,3836.84,3838.72,1.92
B00021,1.0,5.6454416278859805,5.6114747487263985,3.206850000000017,-4.604862857142859,0.9939833087651105,1.0060531109343922,5.839994782751221,5.640847735101183,5.526000415480646,5.526474295985629,0.2660380357326071,-21.215879624919054,21.215879624919054,0,Home,2,2,Home_2_2_60,96006,96031,3840.24,3841.24,1.04
B00022,2.4399999999996,14.221317618405859,14.21911174426583,-14.182200000000002,-1.023885714285715,0.9998448896087396,1.0001551344542263,6.043300414767436,5.823443378785558,5.5205490245030795,5.503562232777666,0.05519577283234855,0.6796421891508109,11.14974571848298,0,Home,2,2,Home_2_2_65,102850,102911,4114.0,4116.44,2.48
B00023,5.399999999999636,35.45577713779252,34.85437883014848,32.853300000000004,11.639948571428576,0.983038072884235,1.0172545983554826,7.4513487411738835,6.558179105902801,5.517929957915799,5.520788128751103,2.3147013156165652,-24.099136290204445,56.64206341941717,0,Home,2,2,Home_2_2_66,104175,104310,4167.0,4172.4,5.44
B00024,1.5200000000004366,9.212073904193392,9.162657316020084,6.812100000000001,6.127771428571432,0.9946356717621627,1.0053932594518085,6.282492693200798,6.046614919776622,5.516134266515809,5.561347924267179,0.4190731336827494,-20.65925605918984,20.65925605918984,0,Home,2,2,Home_2_2_66,105734,105772,4229.36,4230.88,1.56
B00025,3.399999999999636,23.459842670321603,23.28972233160901,22.58805000000001,5.673725714285716,0.9927484450299486,1.0073045241282979,7.652056470379269,6.884311534978167,5.554725250034631,5.5179107515939565,1.0715488298759595,26.516609522719463,29.911024326217937,0,Home,2,2,Home_2_2_69,116519,116604,4660.76,4664.16,3.44
B00026,1.0800000000008367,6.143169710739723,6.136900650408787,0.969300000000004,-6.059868571428574,0.9989795072208446,1.0010215352485001,5.7741687741135825,5.68217575669119,5.521678418973355,5.525723902150725,0.11915662941727884,8.508092468040255,8.508092468040255,0,Home,2,2,Home_2_2_69,120086,120113,4803.44,4804.52,1.12
B00027,2.240000000000009,15.286126306249328,15.18556522870429,-11.802000000000003,-9.555845714285716,0.99342141524083,1.0066221491284997,7.548336289190991,6.802565691971298,5.593086786132027,5.542917393010141,0.6793847433246412,-28.618139304939238,28.618139304939238,0,Home,3,1,Home_3_1_4,5486,5542,219.44,221.68,2.28
B00028,3.319999999999993,24.340552433770238,24.05005656426294,-24.04995,-0.0715942857142906,0.9880653542972072,1.0120788019242732,8.168615042679734,7.310525010007935,5.570289996409696,5.621290265253267,1.6703682871989498,27.730112860160673,34.54201209616387,0,Home,3,1,Home_3_1_4,6972,7055,278.88,282.2,3.36
B00029,5.920000000000016,46.53758140658806,46.39023626323609,-45.327299999999994,-9.873697142857143,0.9968338461325558,1.0031762102377724,9.167782837915546,7.845258814623638,5.5040282142230526,5.816203665768094,1.1991564159085148,24.669250709781746,40.90760326075692,0,Home,3,1,Home_3_1_5,8946,9094,357.84,363.76,5.96
B00030,1.6399999999999864,9.31713852029853,9.238168326614273,-8.857349999999999,2.62509142857143,0.9915242009644689,1.0085482523041662,5.768348463820501,5.677701817312978,5.535013319680006,5.514562056482831,0.5283770624833137,-21.32981335882926,25.175947562611107,0,Home,3,1,Home_3_1_13,19444,19485,777.76,779.4,1.68
B00031,1.0799999999999272,6.413352954359471,6.408219566533279,-0.2929499999999994,-6.401519999999998,0.9991995781515965,1.00080106303676,6.1104367311991385,5.92372451020748,5.530462426813278,5.602839781521912,0.11302645305454367,7.0021858056958965,7.256557473392937,0,Home,3,1,Home_3_1_41,64972,64999,2598.88,2599.96,1.12
B00032,1.0799999999999272,6.154010816769367,6.149681771478185,5.028150000000011,-3.5406628571428485,0.9992965489629323,1.0007039462287723,5.77753996633174,5.691668976136682,5.516460912582885,5.541908858504781,0.09955798321321963,-6.699882062080834,7.535718621881431,0,Home,3,2,Home_3_2_48,75171,75198,3006.84,3007.92,1.12
B00033,3.2400000000002365,23.35981422319386,23.253252465662456,21.699000000000012,-8.358657142857137,0.9954382446489836,1.0045826603262817,8.330643272080186,7.189030616113578,5.505154941498013,5.592167281396637,0.9158865107466245,18.999793942634238,21.670445332172452,0,Home,3,2,Home_3_2_60,95902,95983,3836.08,3839.32,3.28
B00034,6.639999999999418,42.7716961023617,42.48805669740384,42.4329,-2.1642457142857126,0.993368525665219,1.0066757443621843,7.138243152640128,6.436148700084074,5.5444303549161456,5.543700829688524,2.0160560715428297,16.989522943519145,43.139521917314646,0,Home,3,2,Home_3_2_66,104141,104307,4165.64,4172.28,6.68
B00035,1.2399999999997817,7.134823685864638,7.120236383191399,6.9972000000000065,-1.31793714285714,0.9979554781848163,1.0020487104483884,5.87502655183425,5.74596465204908,5.500276718925012,5.537359018802638,0.200374492372913,11.526137202393901,11.549658246790147,0,Home,3,2,Home_3_2_69,116546,116577,4661.84,4663.08,1.28
B00036,1.7200000000002547,10.551401253830264,10.522279322740166,3.6961499999999887,9.85174285714286,0.9972399939695663,1.0027676447466245,6.519514494672971,6.120618805277078,5.522196086468243,5.531204246212519,0.3234216180914988,15.184359837947964,16.130031785938215,0,Home,3,2,Home_3_2_72,131986,132029,5279.44,5281.16,1.76
B00037,2.399999999999636,14.739650246432836,14.643025034318393,13.72484999999999,5.10359428571428,0.9934445383371409,1.0065987193143484,6.512422638114051,6.131859803694239,5.55219186447419,5.5321699253512735,0.7342178801132802,-17.898063558399247,23.58296992775967,0,Home,3,2,Home_3_2_74,135288,135348,5411.52,5413.92,2.44
B00038,1.4000000000005457,8.419895560349149,8.415346096364662,1.2095999999999947,-8.327959999999997,0.9994596769102563,1.0005406151966172,6.2446501153042435,6.001841366223029,5.568900175377879,5.534902665046186,0.12273470968071822,4.090851207933158,6.854080803459912,0,Home,3,2,Home_3_2_74,135458,135493,5418.32,5419.72,1.44
B00039,1.1600000000000037,6.520295910928753,6.511490117392478,6.282149999999994,-1.712919999999997,0.9986494794628086,1.001352346909466,5.686232058262185,5.617487060543387,5.517214043083312,5.515812131906952,0.14993310016585742,9.197310375811995,9.197310375811995,0,Home,4,1,Home_4_1_0,1254,1283,50.16,51.32,1.2
B00040,1.039999999999992,5.802149280277318,5.796830044443712,5.731949999999998,-0.8648628571428567,0.9990832300968734,1.0009176111414038,5.633343619166056,5.576171031658269,5.502885847839238,5.506860726630977,0.10604650830116935,7.387245688849266,7.507937617753503,0,Home,4,1,Home_4_1_4,5803,5829,232.12,233.16,1.08
B00041,7.079999999999984,49.53457605993846,32.48103216945508,-28.371600000000004,-15.813594285714286,0.6557244404424086,1.5250308488201434,8.003479203981025,6.988297294269509,5.552516881509083,5.567332479637977,16.598713155027333,167.77713532329915,170.62617747121627,0,Home,4,1,Home_4_1_4,6969,7146,278.76,285.84,7.12
B00042,2.0,11.798118113658317,11.79304648779594,-11.343749999999993,-3.2241714285714287,0.9995701326420434,1.0004300522233696,6.098421783235308,5.89158593724247,5.517929957907983,5.54985813214709,0.15425740551165362,-5.4771245225290714,8.781833946497384,0,Home,4,1,Home_4_1_5,9000,9050,360.0,362.0,2.04
B00043,1.8799999999999955,11.120391899088931,11.06484793094883,-5.654250000000012,-9.511062857142857,0.9950052148661548,1.0050198582471923,6.19685982701169,5.9067870036565,5.515978698288078,5.511915979055993,0.48796118430779206,16.805445860181475,17.476301277479465,0,Home,4,1,Home_4_1_7,10978,11025,439.12,441.0,1.92
B00044,3.159999999999968,19.329624781141803,19.29601625634538,-19.261950000000006,-1.1460914285714283,0.9982612945063883,1.0017417338558352,6.554130262769755,6.110155527141576,5.5718226427768265,5.527782219883998,0.33807472344367256,-8.589605835216474,34.35224824327186,0,Home,4,1,Home_4_1_10,14928,15007,597.12,600.28,3.2
B00045,3.2800000000000864,23.679748615335022,23.576870391928352,23.5659,0.7191485714285708,0.9956554343089586,1.004363523304683,8.136961711725155,7.199271045067503,5.545781357239142,5.65107500168097,0.7971219112333219,23.602100195944345,27.802204540412948,0,Home,4,1,Home_4_1_11,16376,16458,655.04,658.32,3.32
B00046,1.4400000000000546,8.453773804820363,8.442412302033013,-8.112599999999999,2.3366742857142846,0.9986560436735518,1.0013457649758013,6.029342024638043,5.862108503987714,5.553669527043958,5.537537552740748,0.1863020257060319,-10.01472643619081,10.96976106464022,0,Home,4,1,Home_4_1_13,19439,19475,777.56,779.0,1.48
B00047,2.7999999999999545,16.912859673832642,16.894194470727065,-15.26925,7.229371428571431,0.9988963898793262,1.0011048294216052,6.307693457609964,6.033180849541229,5.534348471605126,5.525880809954354,0.3124690447785676,-11.28568580655841,15.120338021131595,0,Home,4,1,Home_4_1_17,27407,27477,1096.28,1099.08,2.84
B00048,1.3599999999999,7.606385090151154,7.5943389014583795,2.092799999999997,-7.300285714285714,0.99841630570238,1.001586206363593,5.683571803807765,5.590439613945888,5.5057592343135315,5.501875018522541,0.18557510572786787,-8.75629514800268,12.312868952617565,0,Home,4,1,Home_4_1_18,29162,29196,1166.48,1167.84,1.4
B00049,1.4399999999998272,8.029457520852803,7.983687203915322,4.849350000000005,-6.342165714285712,0.9942996999711855,1.0057329797333536,5.64291230545435,5.574003267828115,5.5016828882962,5.511626947853159,0.368457334062413,19.768876475056032,19.768876475056032,0,Home,4,1,Home_4_1_18,29223,29259,1168.92,1170.36,1.48
B00050,2.2000000000000455,14.63063759750035,14.402810285703318,-13.77645,4.201234285714287,0.9844280667688771,1.015818254026659,7.344655230884311,6.629863499429234,5.50641603053478,5.52767334079688,1.0861893558440006,-34.173532159965575,35.730580825193485,0,Home,4,1,Home_4_1_18,29328,29383,1173.12,1175.32,2.24
B00051,4.7999999999999545,30.183655866949223,30.125161724341538,-25.756349999999998,15.624845714285716,0.9980620590538956,1.0019417038535072,6.530944358639054,6.281853331216736,5.5128564034876995,5.513298666753884,0.663217923331957,-12.37008363524714,23.791184791653134,0,Home,4,1,Home_4_1_21,34460,34580,1378.4,1383.2,4.84
B00052,1.3599999999999,8.308545070412636,8.262649990859282,6.055349999999997,-5.621754285714285,0.9944761592836765,1.005554523016723,6.476491288756677,6.0932129397466985,5.5488261308048275,5.507473948848786,0.37955589253682576,19.851728933218112,21.7387978125949,0,Home,4,1,Home_4_1_21,34949,34983,1397.96,1399.32,1.4
B00053,2.1599999999998545,14.862773772556134,14.850307383606578,14.110500000000002,4.628759999999998,0.9991612340239899,1.0008394700949637,7.582015214934214,6.857301391897731,5.582232240451953,5.563788169581709,0.24222178769556074,0.22821038208001865,18.83398896625955,0,Home,4,1,Home_4_1_36,53332,53386,2133.28,2135.44,2.2
B00054,3.0399999999999636,18.188110058907665,18.18288984718533,18.035849999999996,-2.307725714285711,0.9997129876768159,1.0002870947229074,6.219388816440973,5.976805077196556,5.511239471437898,5.516213991248759,0.18711470061106045,1.2381519402283698,11.967291084099507,0,Home,4,1,Home_4_1_37,54746,54822,2189.84,2192.88,3.08
B00055,3.5599999999999454,23.616338878134677,23.079527665515965,22.90665000000001,-2.8195714285714284,0.9772694990790582,1.0232591940527789,7.238585301242574,6.621347171120326,5.512773447454802,5.549139178053108,2.2322629958995615,38.446283342591215,42.763772559223014,0,Home,4,1,Home_4_1_41,65153,65242,2606.12,2609.68,3.6
B00056,7.760000000000218,53.12725695890042,42.732421044267895,42.68745,-1.9599542857142858,0.8043408128020982,1.2432540834478856,7.655357931710685,6.8401097916254745,5.639985394489718,5.507778590326123,12.577487136839421,116.34233678873466,129.3001428382457,0,Home,4,1,Home_4_1_43,67189,67383,2687.56,2695.32,7.8
B00057,1.3200000000001637,8.092793732225338,8.084987690705857,4.445699999999988,6.752982857142859,0.9990354330311919,1.0009654982565348,6.451387238204558,6.1135673638105805,5.541447063949516,5.551561006002515,0.1295525428554311,7.392803952273402,12.786544812848526,0,Home,4,1,Home_4_1_43,67403,67436,2696.12,2697.44,1.36
B00058,2.3200000000001637,14.914108886584879,14.73975624925428,-5.6956500000000005,-13.594851428571427,0.9883095504628219,1.011828732740368,6.982883302451062,6.413622334920144,5.550995595690244,5.597110873263827,1.0228588998288126,29.33022273521965,31.614205127084524,0,Home,4,1,Home_4_1_43,67816,67874,2712.64,2714.96,2.36
B00059,1.0399999999999636,5.916890154147897,5.899242893315787,-5.898750000000007,-0.07625714285714125,0.9970174770238487,1.0029914450296842,5.7913245973521255,5.68348092037562,5.531730996438653,5.527029576438786,0.19708189332037204,-14.982110115577191,14.982110115577191,0,Home,4,1,Home_4_1_43,69619,69645,2784.76,2785.8,1.08
B00060,1.7199999999998,10.571497186985232,10.561422288850908,9.856499999999997,-3.7938171428571508,0.9990469752811619,1.000953933841369,6.501135813666755,6.132862008803076,5.558498712677355,5.511811612351926,0.14775569849866568,-7.233217757326871,14.295424675833521,0,Home,4,2,Home_4_2_48,75159,75202,3006.36,3008.08,1.76
B00061,3.0399999999999636,20.570770926632434,20.351135726499393,-20.2812,-1.6857200000000034,0.9893229475493946,1.0107922822138644,7.403169640058716,6.750872630194334,5.547919359148777,5.516026835138887,1.3616896755258758,-16.03971415589978,30.26014237275096,0,Home,4,2,Home_4_2_48,75788,75864,3031.52,3034.56,3.08
B00062,4.079999999999927,26.888938981969044,26.875929493584024,-26.871749999999995,-0.47395999999999106,0.9995161769531425,1.0004840572449085,7.046452559610206,6.579924510186798,5.508750000004917,5.521316012649005,0.24636255532810097,8.879940342859316,13.302244230841586,0,Home,4,2,Home_4_2_51,80248,80350,3209.92,3214.0,4.12
B00063,1.6399999999998727,10.087846830407296,9.909108096213856,5.555250000000001,8.205462857142855,0.9822817755663502,1.0180378226231817,6.540906516880938,6.135700695975192,5.503258470758292,5.5142681348075895,0.8187270032002063,-33.65805922177494,34.37509173689923,0,Home,4,2,Home_4_2_53,83902,83943,3356.08,3357.72,1.68
B00064,2.519999999999982,17.146888454130824,17.11030319302934,0.9337499999999892,17.08480571428572,0.9978663615151312,1.0021382006320256,7.387989336074173,6.785683921654295,5.611559632603262,5.596463878210102,0.365144805431077,0.6536890728444391,23.65118112250005,0,Home,4,2,Home_4_2_55,86724,86787,3468.96,3471.48,2.56
B00065,4.039999999999964,27.962252645556646,27.960214060362187,23.83515,-14.617085714285714,0.9999270951013747,1.000072910214137,8.197013525352729,6.907523723918015,5.511103700716781,5.5329767010900115,0.10551408446412613,0.5706971714890499,8.500355877068477,0,Home,4,2,Home_4_2_60,95897,95998,3835.88,3839.92,4.08
B00066,2.4399999999996,15.941520252637869,15.92988547201236,-15.852749999999997,-1.5657485714285713,0.9992701586523041,1.0007303744051361,7.040803121230352,6.51805039501384,5.5811181748544705,5.528056124014937,0.17575283967655148,12.343272383646987,13.063859940432152,0,Home,4,2,Home_4_2_66,103816,103877,4152.64,4155.08,2.48
B00067,5.240000000000691,31.97601017294511,31.87506778373445,30.63000000000001,-8.821737142857145,0.9968431837285295,1.0031668133192855,6.309157040569837,6.097785796291774,5.507470786980275,5.509879553824835,1.0761588982387407,16.22754829895695,18.083645636544613,0,Home,4,2,Home_4_2_66,104132,104263,4165.28,4170.52,5.28
B00068,1.8400000000001455,11.839967236942233,11.83052262307071,6.9384000000000015,-9.582268571428578,0.9992023108102821,1.0007983260057425,7.350844037428391,6.416160685043105,5.560371273488336,5.519260986934105,0.19871135845932958,-6.434054724994495,10.510631140778102,0,Home,4,2,Home_4_2_68,113822,113868,4552.88,4554.72,1.88
B00069,2.3200000000006185,14.049055403572357,13.92386624751405,1.1825999999999937,13.873554285714278,0.9910891406957885,1.0089909766319867,6.297541879641218,6.046400534449105,5.511246443271712,5.546532988167466,0.7803630441629897,-29.431342309360392,29.431342309360392,0,Home,4,2,Home_4_2_68,113960,114018,4558.4,4560.72,2.36
B00070,4.5600000000004,32.651769236073726,32.61472041838104,32.16285,-5.410274285714294,0.9988653350627091,1.001135953864311,7.979963323490148,7.146639446528151,5.569305448952049,5.577556185746272,0.6614302373323179,7.762266289362772,14.131014648111416,0,Home,4,2,Home_4_2_69,116507,116621,4660.28,4664.84,4.6
B00071,2.1599999999998545,13.98833728613092,13.746262060267842,8.742899999999992,-10.607611428571431,0.98269449607116,1.0176102583234443,6.895832082019177,6.458554371224157,5.512058264040817,5.608711726040548,1.110052416781644,-34.20856024801768,36.550710051407535,0,Home,4,2,Home_4_2_72,129721,129775,5188.84,5191.0,2.2
B00072,1.4399999999995998,8.594850522282337,8.557704382757171,-2.897999999999996,-8.05207428571429,0.995678093594663,1.0043406663590777,6.190972416972772,5.957918675121058,5.571727922366025,5.536151268586993,0.33151398328627874,20.328878949425263,20.328878949425263,0,Home,4,2,Home_4_2_72,132143,132179,5285.72,5287.16,1.48
B00073,1.9600000000000364,13.04447309766585,12.81339681080711,-6.755549999999985,10.88786857142857,0.9822855024401033,1.018033960102121,7.48681735858533,6.632516501552746,5.51399763600807,5.6129123648618044,1.0310043814901597,37.787575704244965,37.787575704244965,0,Home,4,2,Home_4_2_73,133928,133977,5357.12,5359.08,2.0
B00074,3.5999999999994543,22.967161807758988,22.920607525575914,22.50014999999999,-4.370068571428568,0.9979730067401125,1.0020311103067894,6.893262386317715,6.370500096445324,5.536463582473476,5.532467547425445,0.41567448426724324,2.806748134789825,23.002599265872842,0,Home,4,2,Home_4_2_74,135291,135381,5411.64,5415.24,3.64
B00075,2.9600000000000364,17.802928887444928,17.622503007074133,16.447950000000006,-6.325942857142856,0.9898653821788821,1.0102383798883943,6.2764366483976035,6.008293002833571,5.548753026402595,5.525413652564127,1.1430977178715798,-21.621030940203717,26.290412784195315,0,Home,4,2,Home_4_2_74,136429,136503,5457.16,5460.12,3.0
B00076,2.4799999999995634,14.233855021979183,14.231652638465818,-13.6725,3.950022857142862,0.9998452714665167,1.0001547524781074,5.918162875222769,5.735825652512036,5.510640558719127,5.507137541692039,0.11148869244542922,-2.5370866688539824,4.199214083798191,0,Home,4,2,Home_4_2_78,143346,143408,5733.84,5736.32,2.52
B00077,6.119999999999891,42.207032409098694,42.0155883325198,-41.80185,-4.232611428571424,0.9954641663805384,1.0045565011505675,7.947404125036287,6.887580141985643,5.5115316383065975,5.629524041944618,1.3545047134860182,23.114787870201017,35.567377030841904,0,Home,4,2,Home_4_2_78,143441,143594,5737.64,5743.76,6.16
B00078,1.9600000000000009,11.453938339972655,11.34627132397076,-5.04945,10.160754285714283,0.9906000003836102,1.0094891980746514,6.000939539640391,5.83725901915243,5.514492458305277,5.529216361884445,0.6366687518262424,-29.464789399957503,29.464789399957503,0,Home,5,1,Home_5_1_0,879,928,35.16,37.12,2.0
B00079,7.640000000000001,52.31730954195177,51.281314000996254,48.21269999999999,-17.473085714285716,0.9801978436959802,1.0202022034953198,7.340262443175344,6.841028333860827,5.544701552484359,7.340262443175344,4.599486313775387,-26.789896319367802,41.94592824115765,0,Home,5,1,Home_5_1_0,1179,1370,47.16,54.8,7.68
B00080,7.159999999999997,48.772242991707415,48.32094509598613,46.41944999999998,-13.42193714285714,0.9907468291790883,1.00933959165792,7.560011941534684,6.80456463773195,5.515559999065048,5.5370560153935715,2.4414788218636385,26.503160767757226,43.83974003158191,0,Home,5,1,Home_5_1_4,5774,5953,230.96,238.12,7.2
B00081,1.240000000000009,7.138226626449002,7.13345364473332,-6.970499999999994,1.5160114285714243,0.9993313490919443,1.0006690983012423,5.880935842958409,5.749725813370621,5.535560366636081,5.519066215311939,0.10746877834377065,6.231615502664295,8.517605347080803,0,Home,5,1,Home_5_1_4,6970,7001,278.8,280.04,1.28
B00082,9.800000000000011,76.72092690649336,74.76711711473062,74.4987,-6.329731428571424,0.9745335481394272,1.026131939643528,8.869008724774309,7.819414979375562,5.552912264055761,6.771848614162781,6.8627373169075145,-34.458841991085954,60.81991534527508,0,Home,5,1,Home_5_1_6,9385,9630,375.4,385.2,9.84
B00083,4.919999999999959,32.43728455346176,32.064999989416435,25.601850000000013,-19.30568571428571,0.9885229429907507,1.0116103091897146,7.168224825439754,6.584157445409523,5.503409394231345,5.51120120476889,1.4510784894411128,-25.183081019660573,63.225102971495474,0,Home,5,1,Home_5_1_10,15387,15510,615.48,620.4,4.96
B00084,1.2399999999998954,7.719369334049063,7.718613845696612,6.412499999999994,-4.296142857142847,0.9999021308192733,1.0000978787600407,6.7331640454230595,6.202704658894256,5.5023157333736465,6.7331640454230595,0.04725190579250909,2.462939297406625,2.6633830469902198,0,Home,5,1,Home_5_1_11,16436,16467,657.44,658.68,1.28
B00085,2.240000000000009,16.853220380651386,16.844372837526485,16.4724,-3.5203600000000037,0.9994750235904434,1.000525252154547,8.48086027664762,7.4894822888879995,5.5699809503303985,8.405508944280164,0.2277984659334615,-7.238363409053053,7.3068708950783785,0,Home,5,1,Home_5_1_16,25645,25701,1025.8,1028.04,2.28
B00086,1.9200000000000728,11.481508576078873,11.474213930134379,-7.4253,8.747714285714288,0.9993646613686556,1.0006357425431416,6.239928253063947,5.970440565172847,5.513873291507521,5.501749527057098,0.16758660904429723,-3.5798133417933267,9.06776839152081,0,Home,5,1,Home_5_1_17,27432,27480,1097.28,1099.2,1.96
