model,attempted,valid,failed,ci_low,ci_high
primary_local_2s,2000,2000,0,0.082405555025028707,0.11923258052608821
nonlocal_2s,2000,2000,0,0.040284469301657334,0.084375671587786111
reverse_time_placebo,2000,2000,0,0.041129010114285332,0.075295725106459155
local_1s,2000,2000,0,0.040916776747826331,0.061735592884858831
trimmed_2s,2000,2000,0,0.079920271178536881,0.11812456848439158
local_4s,2000,2000,0,0.14939946694885139,0.21058798263170975
