estimand,estimate,interval_percent,ci_low,ci_high,attempted,valid
near,0.11745835668473921,97.5,0.0948507845402731,0.14048715253448701,2000,2000
middle,0.09751600921329058,97.5,0.074918019509034,0.12119636646253353,2000,2000
far,0.09843652124627301,97.5,0.07518826061714826,0.12221720872657806,2000,2000
near_minus_middle,0.01994234747144863,97.5,0.009568178781928371,0.03045041375797445,2000,2000
middle_minus_far,-0.0009205120329824346,97.5,-0.010988574565537318,0.00862872348102078,2000,2000
